Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Garth Evans,Paul Forseth,Peter Julian,Carrie McLaren,Tyler Pierce,Joseph Theriault,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 39","Burnaby",33,108,142,6,1,1,1,292,478
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 40","Burnaby",29,90,94,16,2,0,1,232,518
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 40-1A","Burnaby",29,71,95,10,0,0,0,205,345
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 40-1B","Burnaby",23,65,79,14,0,0,2,183,378
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 41","Burnaby",26,86,67,9,1,0,0,189,481
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 42","Burnaby",25,95,84,9,1,1,0,215,456
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 43","Burnaby",19,49,62,6,1,1,1,139,354
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 44","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 45","Burnaby",18,94,72,5,1,0,2,192,404
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 46A","Burnaby",13,47,46,4,0,3,0,113,317
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 46B","Burnaby",11,47,51,2,1,0,2,114,395
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 46-1","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 47","Burnaby",15,33,63,5,1,0,0,117,334
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 48","Burnaby",19,29,70,5,1,0,0,124,299
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 49A","Burnaby",11,21,45,7,0,0,2,86,279
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 49B","Burnaby",12,29,48,2,0,2,0,93,320
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 50","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 51","Burnaby",17,31,100,6,1,1,1,157,480
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 52","Burnaby",24,72,87,3,3,1,0,190,471
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 53","Burnaby",25,74,91,4,0,2,2,198,476
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 54","Burnaby",17,105,56,10,0,1,1,190,413
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 55","Burnaby",15,102,113,4,0,1,2,237,533
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 56","Burnaby",24,99,57,8,0,0,0,188,406
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 57","Burnaby",24,92,112,2,0,0,0,230,516
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 58","Burnaby",16,87,89,9,1,0,0,202,435
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 59","Burnaby",19,87,105,6,1,1,1,220,497
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 60","Burnaby",25,93,41,6,0,2,1,168,338
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 61","Burnaby",35,102,44,6,1,0,0,188,346
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 62","Burnaby",23,96,74,3,1,0,0,197,468
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 63","Burnaby",28,92,110,10,1,0,0,241,540
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 64","Burnaby",15,46,71,13,2,0,0,147,392
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 65","Burnaby",25,129,41,2,0,1,1,199,379
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 66","Burnaby",18,114,54,3,0,0,0,189,378
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 67","Burnaby",17,67,76,9,0,0,1,170,397
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 68","Burnaby",10,84,87,5,1,0,4,191,467
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 69","Burnaby",18,82,119,4,1,1,5,230,546
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 70","Burnaby",19,60,83,12,1,1,0,176,576
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 71A","Burnaby",12,29,48,1,1,0,1,92,233
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 71B","Burnaby",20,70,67,4,1,1,0,163,364
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 72","Burnaby",35,75,132,7,1,1,0,251,502
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 73A","Burnaby",12,36,60,3,0,0,0,111,268
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 73B","Burnaby",9,58,75,9,1,0,0,152,337
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 74","Burnaby",25,108,116,16,1,0,0,266,561
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 75","Burnaby",17,59,118,6,1,0,0,201,371
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 76","Burnaby",9,53,47,9,0,0,0,118,276
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 77","Burnaby",20,87,109,8,1,0,2,227,488
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 78","Burnaby",26,58,132,7,0,0,0,223,515
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 79","Burnaby",22,72,76,11,0,0,0,181,433
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 79-1","Burnaby",18,56,95,4,2,0,0,175,423
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 80A","Burnaby",11,35,77,3,1,0,0,127,247
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 80B","Burnaby",22,56,91,5,0,0,1,175,355
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 81","Burnaby",26,99,138,12,2,0,2,279,499
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 82","Burnaby",8,10,22,0,0,0,3,43,121
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 83","Burnaby",25,125,143,16,1,2,0,312,572
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 83-1","Burnaby",28,124,102,11,1,0,1,267,537
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 84","Burnaby",25,62,101,6,2,0,1,197,428
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 84-1","Burnaby",9,30,25,3,0,0,0,67,144
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 85","Burnaby",32,90,120,8,0,0,0,250,464
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 86","Burnaby",12,52,128,10,3,2,3,210,582
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 87","Burnaby",4,16,61,3,0,0,0,84,285
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 88","Burnaby",19,96,118,13,2,3,2,253,560
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 89","Burnaby",12,42,43,2,2,1,1,103,226
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 90","Burnaby",27,88,100,7,1,0,0,223,568
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 91","Burnaby",17,53,56,8,0,0,0,134,406
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 91-1","Burnaby",29,82,83,12,0,2,1,209,538
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 91-2","Burnaby",13,62,86,11,2,0,0,174,426
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 92","Burnaby",17,62,80,8,0,0,0,167,387
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 93","Burnaby",8,59,134,9,1,0,5,216,477
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 94","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 95","Burnaby",11,60,110,16,0,2,0,199,433
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 95-1","Burnaby",9,29,28,4,0,0,0,70,186
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 96","Burnaby",20,61,131,7,1,0,1,221,489
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 97","Burnaby",20,74,105,7,2,0,1,209,457
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 98","Burnaby",22,42,85,7,1,0,1,158,429
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 99","Burnaby",20,62,95,6,1,1,2,187,476
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 100","Burnaby",22,40,115,12,0,0,3,192,493
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 101A","Burnaby",3,18,73,5,0,0,1,100,290
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 101B","Burnaby",1,21,43,5,0,0,3,73,286
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 102","Burnaby",14,67,96,6,1,1,0,185,523
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 103","Burnaby",16,37,105,7,1,1,0,167,370
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 103-1","Burnaby",19,28,87,3,0,2,1,140,285
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 104","Burnaby",10,53,83,6,1,0,2,155,337
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 105","Burnaby",7,48,120,10,1,1,1,188,526
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 106","Burnaby",3,15,36,4,0,0,0,58,166
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 107","Burnaby",13,40,62,4,3,2,2,126,339
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 107-1","Burnaby",21,41,99,2,0,1,1,165,348
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 108","Burnaby",22,56,119,7,0,0,0,204,455
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 109","Burnaby",17,53,126,7,2,0,0,205,512
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 110","Burnaby",26,81,158,8,0,0,1,274,529
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 111","Burnaby",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 112","Burnaby",14,61,97,3,0,0,3,178,405
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 113","Burnaby",14,56,161,3,0,0,2,236,459
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 114","Burnaby",20,49,156,6,1,0,1,233,476
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 115","Burnaby",29,51,145,6,4,0,2,237,515
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 116","Burnaby",15,60,115,10,0,0,0,200,440
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 117","New Westminster",24,82,168,11,1,0,1,287,488
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 118","New Westminster",26,82,165,9,0,2,1,285,533
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 119","New Westminster",6,20,99,3,0,0,0,128,287
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 119-1","New Westminster",19,34,130,0,1,0,1,185,442
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 120","New Westminster",13,60,168,10,0,0,2,253,570
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 120-1","New Westminster",20,87,113,11,3,0,0,234,523
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 121","New Westminster",24,93,125,11,4,0,1,258,458
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 121-1","New Westminster",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 122","New Westminster",22,29,136,12,0,3,1,203,398
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 122-1","New Westminster",19,56,58,6,0,0,1,140,367
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 123","New Westminster",16,75,166,7,2,1,1,268,429
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 124","New Westminster",25,59,135,9,1,0,1,230,399
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 125","New Westminster",35,105,87,9,0,0,3,239,416
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 125-1A","New Westminster",10,43,70,7,0,1,1,132,297
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 125-1B","New Westminster",25,42,67,9,0,1,0,144,310
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 125-2","New Westminster",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 126","New Westminster",36,93,107,7,1,0,1,245,421
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 127","New Westminster",20,106,163,10,0,0,0,299,478
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 128","New Westminster",27,71,155,11,0,0,0,264,476
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 129","New Westminster",22,63,141,9,1,1,1,238,429
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 130","New Westminster",13,67,101,11,0,0,2,194,378
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 131","New Westminster",14,42,120,10,1,0,1,188,403
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 132","New Westminster",26,83,140,21,1,0,1,272,484
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 133","New Westminster",14,73,115,18,0,2,0,222,406
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 134","New Westminster",14,45,90,7,1,1,0,158,374
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 135","New Westminster",12,51,50,2,0,0,0,115,311
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 136","New Westminster",19,43,130,9,0,0,0,201,415
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 137","New Westminster",14,32,79,17,0,0,1,143,335
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 138","New Westminster",20,107,110,17,0,0,1,255,538
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 139A","New Westminster",23,70,77,12,0,0,0,182,355
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 139B","New Westminster",15,62,86,9,3,0,0,175,323
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 139-1","New Westminster",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 140","New Westminster",22,78,103,3,1,2,0,209,389
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 141","New Westminster",25,91,79,9,0,1,1,206,344
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 142","New Westminster",15,90,51,7,1,0,1,165,314
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 143","New Westminster",24,115,118,11,1,0,0,269,553
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 144","New Westminster",12,59,121,8,2,0,0,202,504
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 145","New Westminster",17,50,133,8,0,0,0,208,444
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 146","New Westminster",19,64,116,11,0,0,1,211,447
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 147","New Westminster",14,31,91,7,1,1,1,146,344
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 148","New Westminster",16,49,148,16,1,0,1,231,419
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 149","New Westminster",18,69,134,15,0,2,0,238,483
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 150","New Westminster",12,48,89,9,2,1,2,163,413
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 151","New Westminster",32,76,135,20,0,0,1,264,565
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 152","New Westminster",31,100,86,7,2,0,0,226,448
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 153","New Westminster",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 154","New Westminster",12,67,118,11,1,0,1,210,488
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 155","New Westminster",5,67,94,11,0,0,1,178,417
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 156","New Westminster",10,56,118,18,0,0,0,202,441
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 157","New Westminster",14,35,106,10,2,2,1,170,292
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 157-1","New Westminster",14,47,66,10,1,0,0,138,322
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 158A","New Westminster",15,49,66,9,0,0,0,139,385
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 158B","New Westminster",11,54,79,6,0,0,1,151,388
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 159","New Westminster",24,54,74,11,0,0,0,163,491
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 159-1","New Westminster",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 160","New Westminster",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 161","Burnaby",32,98,111,10,0,2,1,254,511
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 162","Burnaby",15,43,51,2,1,0,1,113,271
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 163","Burnaby",29,83,70,5,0,0,0,187,339
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 164","Burnaby",20,97,112,4,2,0,3,238,492
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 165","Burnaby",27,116,117,8,2,0,2,272,499
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 166","Burnaby",19,120,81,4,1,1,0,226,423
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 167","Burnaby",38,102,157,17,1,0,0,315,577
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 168","Burnaby",20,87,147,17,0,0,0,271,536
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 169","Burnaby",23,86,179,4,1,0,0,293,494
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 170","Burnaby",14,63,176,7,1,1,0,262,528
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 171","Burnaby",19,96,142,4,2,1,2,266,487
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 172","Burnaby",13,88,132,11,1,0,0,245,503
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 173","Burnaby",24,112,122,11,0,1,0,270,522
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 174","Burnaby",21,100,125,8,0,0,1,255,457
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 175","Burnaby",17,100,69,5,0,0,0,191,346
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 176","Burnaby",15,116,95,14,1,0,2,243,420
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 177","Burnaby",28,100,108,10,0,0,0,246,541
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 177-1","Burnaby",18,73,89,2,0,1,0,183,385
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 178","Burnaby",31,133,120,3,2,0,1,290,559
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 179","Burnaby",27,112,104,8,1,1,0,253,458
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 180","Burnaby",35,162,66,9,1,0,0,273,552
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 500","Mobile poll/Bureau itinérant",6,17,23,1,1,0,1,49,120
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 501","Mobile poll/Bureau itinérant",17,41,64,4,2,0,0,128,223
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 502","Mobile poll/Bureau itinérant",12,69,62,1,2,0,1,147,207
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 503","Mobile poll/Bureau itinérant",17,30,40,0,1,1,1,90,192
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 600","Burnaby",83,320,370,17,3,0,6,799,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 601","Burnaby",85,249,251,23,2,2,0,612,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 602","Burnaby",46,204,204,10,0,1,1,466,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 603","Burnaby",46,141,154,8,0,0,1,350,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 604","Burnaby",45,173,184,12,0,2,1,417,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 605","Burnaby",45,158,255,22,4,1,2,487,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 606","Burnaby",30,163,140,11,1,0,1,346,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 607","New Westminster",47,109,226,7,0,1,1,391,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 608","New Westminster",39,146,200,7,0,0,0,392,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 609","New Westminster",26,110,297,12,0,0,1,446,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 610","New Westminster",31,68,191,11,1,0,4,306,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 611","New Westminster",49,247,298,36,1,1,2,634,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 612","New Westminster",34,115,251,7,1,0,5,413,
59003,"Burnaby--New Westminster/Burnaby--New Westminster",,Group 1/Groupe 1,30,24,20,3,0,1,9,87,139
59003,"Burnaby--New Westminster/Burnaby--New Westminster",,Group 2/Groupe 2,44,124,194,13,2,0,13,390,
