Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Qais Hamidi,Fang Hu,Suzanne Lachance,Hoang Mai,Alexandra Mendès,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 21","Saint-Lambert",31,7,37,80,138,0,293,430
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 22A","Saint-Lambert",10,1,10,42,69,2,134,281
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 22B","Mobile poll/Bureau itinérant",12,6,15,19,85,2,139,104
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 23","Saint-Lambert",16,4,25,87,105,1,238,440
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 24","Saint-Lambert",12,8,27,74,103,2,226,443
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 25","Saint-Lambert",16,4,21,52,93,1,187,376
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 26","Saint-Lambert",31,10,30,41,107,3,222,414
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 27","Saint-Lambert",37,9,21,49,122,0,238,449
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 28","Saint-Lambert",26,5,25,21,67,2,146,428
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 29","Saint-Lambert",31,3,35,42,136,3,250,337
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 30","Saint-Lambert","Results combined with No./Résultats combinés au n°29",,,,,,,392
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 31","Saint-Lambert",26,6,17,49,136,2,236,409
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 32","Saint-Lambert",28,13,50,65,180,3,339,484
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 33","Saint-Lambert",24,2,53,60,209,3,351,425
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 34","Saint-Lambert",19,5,34,75,117,3,253,510
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 35","Saint-Lambert",25,2,22,50,140,1,240,384
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 36","Saint-Lambert",18,7,30,37,142,1,235,401
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 37","Saint-Lambert",38,10,33,79,145,3,308,487
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 38","Saint-Lambert",27,4,20,30,91,2,174,388
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 39","Saint-Lambert",23,3,23,37,116,1,203,441
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 40","Saint-Lambert",58,2,40,41,120,0,261,504
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 41","Saint-Lambert",40,5,27,41,121,3,237,453
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 42","Brossard",7,6,19,42,57,2,133,348
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 43","Brossard",19,3,19,64,116,1,222,513
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 44","Brossard",30,4,18,28,113,1,194,458
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 45","Brossard",21,7,24,44,104,3,203,452
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 46","Brossard",18,2,20,29,89,2,160,460
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 47","Brossard",22,4,24,32,69,2,153,462
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 48","Brossard",11,6,34,44,92,3,190,420
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 49","Brossard",33,4,12,43,102,2,196,430
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 50","Brossard",11,2,20,32,78,2,145,361
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 51","Brossard",19,2,28,44,125,1,219,456
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 52","Brossard",20,7,25,41,90,2,185,494
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 53","Brossard",5,1,23,32,73,4,138,418
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 54","Brossard",15,4,37,46,68,3,173,354
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 55","Brossard",29,4,30,74,139,4,280,504
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 56","Brossard",21,7,35,43,118,7,231,449
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 57","Brossard",28,6,45,54,100,6,239,444
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 58","Brossard",36,6,29,62,141,1,275,485
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 59","Brossard",16,4,52,67,110,3,252,489
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 60","Brossard",21,8,48,52,109,5,243,526
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 61","Brossard",21,2,42,57,88,1,211,519
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 62","Brossard",23,0,30,46,71,7,177,412
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 63","Brossard",10,4,21,46,95,1,177,356
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 64","Brossard",24,2,16,27,52,0,121,365
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 65","Brossard",8,3,26,36,100,2,175,399
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 66","Brossard",18,2,22,27,69,2,140,418
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 67","Brossard",16,10,27,45,105,1,204,452
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 68","Brossard",32,11,47,75,115,0,280,512
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 69","Brossard",15,2,17,38,82,1,155,375
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 70","Brossard",41,8,15,52,103,2,221,486
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 71","Brossard",28,3,33,75,96,2,237,487
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 72","Brossard",31,6,21,55,123,2,238,464
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 73","Brossard",34,5,13,51,97,2,202,456
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 74","Brossard",18,6,45,66,102,6,243,442
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 75","Brossard",21,4,25,52,81,1,184,412
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 76","Brossard",33,5,30,58,92,4,222,362
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 77","Brossard",12,3,22,32,65,1,135,277
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 78","Brossard",17,3,17,29,94,2,162,410
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 79","Brossard",22,7,22,52,110,0,213,432
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 80","Brossard",26,3,20,44,107,4,204,398
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 81A","Brossard",27,3,19,65,88,3,205,333
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 81B","Brossard",17,4,17,24,83,1,146,311
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 82","Brossard",19,1,21,93,105,3,242,445
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 83","Brossard",10,4,25,54,131,8,232,440
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 84","Brossard",25,5,25,63,102,6,226,439
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 85","Brossard",16,2,18,52,89,1,178,430
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 86","Brossard",15,1,22,46,89,1,174,349
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 87","Brossard",35,9,21,59,110,5,239,451
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 88","Brossard",22,0,28,54,88,6,198,402
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 89A","Brossard",19,3,3,42,80,1,148,301
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 89B","Brossard",23,3,24,27,89,1,167,319
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 90","Brossard",19,3,25,71,108,5,231,472
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 91","Brossard",19,5,17,40,118,2,201,451
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 92","Brossard",36,2,24,48,119,0,229,497
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 93","Brossard",28,3,25,47,133,1,237,496
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 94A","Brossard",20,5,19,42,69,2,157,357
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 94B","Brossard",20,2,18,51,97,1,189,364
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 95","Brossard",51,1,3,50,147,2,254,497
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 96","Brossard",22,4,13,41,128,1,209,420
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 97","Brossard",25,1,13,57,95,1,192,410
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 98","Brossard",19,2,40,55,117,1,234,436
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 99","Brossard",26,4,25,56,95,4,210,409
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 100","Brossard",20,3,26,62,84,1,196,392
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 101","Brossard",22,1,32,62,105,4,226,459
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 102","Brossard",37,1,52,47,178,3,318,448
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 103","Brossard",22,9,23,51,118,3,226,485
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 104","Brossard",36,2,17,47,105,1,208,462
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 105","Brossard",22,3,15,53,128,1,222,525
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 106A","Brossard",30,0,18,29,71,2,150,321
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 106B","Brossard",31,3,12,35,94,1,176,292
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 107","Brossard",26,4,16,67,105,0,218,434
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 108","Brossard",33,5,12,87,144,2,283,513
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 109","Brossard",36,5,18,58,85,2,204,425
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 110","Brossard",22,1,17,30,60,3,133,344
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 111","Brossard",8,0,20,26,31,0,85,188
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 112","Brossard",26,4,25,46,70,2,173,425
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 113","Brossard",32,7,19,38,97,2,195,473
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 114","Brossard",14,6,12,34,99,2,167,332
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 115","Brossard",30,3,17,49,96,3,198,374
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 116","Brossard",18,4,20,87,108,3,240,493
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 117","Brossard",20,1,1,26,132,2,182,379
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 118","Brossard",31,4,11,35,71,0,152,365
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 119","Brossard",22,2,9,43,61,1,138,319
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 120","Brossard",26,6,19,50,100,4,205,362
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 121","Brossard",15,8,24,90,120,0,257,492
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 122","Brossard",25,4,8,36,118,0,191,425
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 123","Brossard",18,3,20,39,112,2,194,460
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 124","Brossard",6,5,22,41,84,1,159,398
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 125","Brossard",46,4,13,48,118,2,231,491
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 126","Brossard",42,10,19,82,135,4,292,514
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 127","Brossard",39,6,18,46,144,4,257,499
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 128","Brossard",19,1,19,59,127,0,225,364
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 129","Brossard",47,2,9,45,130,0,233,439
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 130","Brossard",15,2,12,48,107,1,185,432
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 131","Brossard",23,5,36,63,115,1,243,499
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 132","Brossard",25,4,12,56,83,2,182,407
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 133","Brossard",12,9,16,32,112,0,181,375
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 134","Brossard",13,6,19,44,99,2,183,413
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 135","Brossard",14,5,9,50,103,0,181,414
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 136","Brossard",17,2,10,29,111,5,174,413
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 137","Brossard",17,6,10,36,104,0,173,403
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 138","Brossard",22,6,11,53,123,3,218,511
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 139","Brossard",33,4,16,40,141,2,236,496
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 140","Brossard",14,7,18,57,118,1,215,475
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 141","Brossard",26,0,13,39,116,0,194,481
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 142","Brossard",14,5,11,28,77,0,135,372
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 143","Brossard",22,4,18,84,136,5,269,513
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 144","Brossard",20,2,11,40,89,0,162,375
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 145","Brossard",19,3,21,51,81,0,175,291
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 146","Brossard",35,1,13,47,126,2,224,443
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 147","Brossard",15,3,26,81,121,2,248,519
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 148","Brossard",34,1,14,71,124,1,245,469
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 149","Brossard",21,1,13,51,106,2,194,484
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 150","Brossard",21,5,21,71,137,0,255,486
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 151","Brossard",15,1,15,49,95,1,176,310
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 152","Brossard",45,6,14,61,134,0,260,500
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 153","Brossard",17,1,10,45,106,1,180,373
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 154","Brossard",31,4,12,40,149,3,239,485
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 155","Brossard",47,3,9,65,122,0,246,500
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 156","Brossard",21,2,8,47,110,1,189,464
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 157","Brossard",28,5,3,37,86,0,159,358
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 158","Brossard",32,5,7,36,83,0,163,388
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 159","Brossard",9,1,11,22,109,1,153,386
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 160","Brossard",16,3,23,35,71,2,150,400
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 161","Brossard",25,3,22,40,85,1,176,459
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 162","Brossard",29,3,7,32,60,0,131,286
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 163","Brossard",28,2,13,28,110,4,185,479
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 164","Brossard",36,0,7,38,81,3,165,439
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 165","Brossard",28,5,23,31,94,2,183,419
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 166","Brossard",22,0,9,31,88,3,153,404
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 167","Brossard",30,4,3,44,136,2,219,516
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 168","Brossard",32,1,15,24,110,1,183,478
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 169","Brossard",24,3,16,59,119,1,222,481
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 170","Brossard",30,3,16,38,90,2,179,246
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 171A","Brossard",Merged with No./Fusionné avec le n°170,,,,,,,153
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 171B","Brossard",50,8,63,66,175,7,369,469
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 172","Brossard",19,2,10,14,62,0,107,383
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 173","Brossard",30,4,9,25,107,2,177,493
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 174","Brossard",16,0,18,31,71,1,137,322
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 175","Brossard",40,4,18,51,112,2,227,496
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 176","Brossard",25,3,24,57,101,2,212,456
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 177","Brossard",25,5,13,37,82,2,164,352
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 178","Brossard",36,2,10,53,124,0,225,440
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 179","Brossard",34,5,1,33,88,0,161,354
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 180A","Brossard",29,0,7,39,62,3,140,294
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 180B","Brossard",10,1,13,31,71,2,128,260
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 181","Brossard",18,0,2,38,95,2,155,355
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 182","Brossard",37,3,4,34,116,1,195,411
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 183","Brossard",25,1,18,29,82,0,155,366
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 184","Brossard",24,4,9,32,76,4,149,398
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 185A","Brossard",15,3,21,31,77,1,148,453
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 185B","Brossard",Merged with No./Fusionné avec le n°184,,,,,,,67
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 186","Brossard",21,4,18,51,93,1,188,446
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 187","Brossard",27,2,34,58,110,0,231,468
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 188A","Brossard",30,3,18,42,96,1,190,410
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 188B","Brossard",18,4,17,44,87,1,171,390
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 188C","Brossard",37,5,26,37,86,0,191,382
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 400","Brossard",18,4,34,32,145,6,239,318
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 500","Mobile poll/Bureau itinérant",7,0,12,8,32,0,59,86
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 501","Mobile poll/Bureau itinérant",10,2,24,26,96,5,163,262
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 502","Mobile poll/Bureau itinérant",10,0,18,10,35,0,73,296
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 600","Saint-Lambert",184,27,194,339,615,7,1366,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 601","Saint-Lambert",161,28,125,296,671,7,1288,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 602","Saint-Lambert",187,14,104,224,553,9,1091,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 603","Brossard",185,20,125,274,478,8,1090,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 604","Brossard",117,11,85,295,506,7,1021,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 605","Brossard",97,16,155,213,335,9,825,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 606","Brossard",138,16,91,287,515,12,1059,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 607","Brossard",153,13,85,298,448,3,1000,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 608","Brossard",127,15,113,272,541,10,1078,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 609","Brossard",188,18,83,278,474,7,1048,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 610","Brossard",169,7,73,253,571,20,1093,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 611","Brossard",203,17,110,303,536,4,1173,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 612","Brossard",200,12,77,286,598,13,1186,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 613","Brossard",148,6,81,253,483,9,980,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert",,"Group 1/Groupe 1",26,1,2,18,53,2,102,69
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert",,"Group 2/Groupe 2",279,44,179,575,887,24,1988,
