Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Leona Alleslev,Kyle Bowles,Costas Menegakis,Brenda Power,Randi Ramdeen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 402","Richmond Hill",178,0,1,6,1,2,188,392
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 403","Richmond Hill",117,1,7,4,0,0,129,222
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 404","Richmond Hill",84,3,164,7,0,1,259,352
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 500","Mobile poll/Bureau itinérant",51,3,36,8,1,0,99,208
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 501","Mobile poll/Bureau itinérant",25,3,25,4,2,11,70,313
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 502","Mobile poll/Bureau itinérant",51,2,38,6,2,2,101,187
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 600","Aurora",475,3,412,82,18,5,995,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 601","Aurora",462,5,414,75,15,1,972,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 602","Aurora",410,5,485,44,16,2,962,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 603","Richmond Hill",383,3,297,49,3,4,739,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 604","Richmond Hill",492,9,408,63,12,5,989,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 605","Richmond Hill",409,3,310,49,3,2,776,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 606","Richmond Hill",393,3,328,45,6,2,777,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 607","Richmond Hill",568,1,443,65,7,4,1088,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 608","Richmond Hill",550,4,621,74,9,6,1264,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 609","Richmond Hill",537,2,440,49,13,5,1046,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 610","Richmond Hill",564,3,435,45,10,4,1061,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 611","Richmond Hill",478,1,536,63,12,2,1092,
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill",,"Group 1/Groupe 1",37,0,19,6,2,8,72,72
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill",,"Group 2/Groupe 2",551,4,317,121,15,29,1037,
