Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Laura Chesnik,Jo-Anne Gignac,Cheryl Hardcastle,David Momotiuk,Frank Schiller,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 28","Windsor",0,54,74,4,55,0,187,368
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 29","Windsor",1,71,93,1,47,0,213,490
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 30","Windsor",0,48,62,2,68,1,181,396
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 31","Windsor",2,69,92,6,79,0,248,400
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 32","Windsor",0,40,65,3,66,0,174,351
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 33","Windsor",0,45,70,0,35,0,150,366
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 34","Windsor",1,68,52,2,54,0,177,320
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 35","Windsor",2,44,60,3,66,0,175,363
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 36","Windsor",0,47,77,3,58,0,185,362
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 37","Windsor",1,45,51,2,45,1,145,364
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 38","Windsor",0,81,61,5,46,1,194,340
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 39","Windsor",1,59,78,5,69,1,213,386
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 40","Windsor",1,49,77,5,44,1,177,360
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 41","Windsor",0,79,23,4,39,1,146,351
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 42","Windsor",1,73,68,4,71,0,217,502
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 43","Windsor",2,53,54,2,45,0,156,352
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 44","Windsor",2,36,97,4,48,0,187,439
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 45","Windsor",0,54,35,3,39,0,131,367
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 46","Windsor",4,28,105,4,49,1,191,467
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 47","Windsor",0,62,76,4,57,0,199,382
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 48","Windsor",1,38,82,4,33,0,158,398
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 49","Windsor",1,61,61,5,58,2,188,291
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 50","Windsor",0,62,71,2,61,0,196,458
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 51","Windsor",0,37,77,8,85,0,207,419
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 52","Windsor",0,16,96,1,43,1,157,406
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 53","Windsor",0,19,86,5,55,0,165,408
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 54","Windsor",1,23,68,6,67,0,165,321
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 55","Windsor",2,25,80,8,66,2,183,401
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 56","Windsor",0,27,82,2,55,1,167,466
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 57","Windsor",0,34,68,4,62,3,171,439
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 58","Windsor",0,43,79,10,65,1,198,376
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 59","Windsor",4,21,92,2,55,0,174,454
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 60","Windsor",0,24,50,1,43,0,118,340
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 61","Windsor",0,35,66,3,44,1,149,391
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 62","Windsor",0,51,75,6,74,1,207,406
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 63","Windsor",1,39,104,5,67,3,219,450
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 64","Windsor",2,41,87,2,38,0,170,396
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 65","Windsor",0,34,90,4,21,0,149,399
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 66","Windsor",0,24,108,4,35,0,171,408
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 67","Windsor",0,32,116,6,43,0,197,416
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 68","Windsor",0,47,107,1,49,0,204,421
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 69","Windsor",0,46,110,3,39,0,198,431
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 70","Windsor",0,35,82,2,36,0,155,434
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 71","Windsor",1,21,124,3,40,1,190,358
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 72","Windsor",1,32,131,6,44,0,214,388
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 73","Windsor",0,39,113,8,43,0,203,389
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 74","Windsor",0,32,104,7,63,0,206,494
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 75","Windsor",2,28,87,4,40,0,161,421
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 76","Windsor",0,19,122,0,30,0,171,426
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 77","Windsor",2,34,114,4,51,0,205,426
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 78","Windsor",1,53,112,2,71,0,239,423
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 79","Windsor",3,45,117,0,43,0,208,414
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 80","Windsor",1,59,150,4,75,0,289,566
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 81","Windsor",0,36,99,7,75,0,217,376
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 82","Windsor",0,62,79,2,68,0,211,339
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 83","Windsor",1,76,142,5,70,1,295,518
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 84","Windsor",0,33,98,3,50,0,184,374
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 85","Windsor",2,26,78,5,54,0,165,302
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 86","Windsor",0,52,123,4,65,0,244,438
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 87","Windsor",2,61,98,5,70,0,236,376
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 88","Windsor",1,46,85,6,68,1,207,354
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 89","Windsor",1,55,104,5,49,1,215,384
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 90","Windsor",0,47,114,3,44,1,209,431
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 91","Windsor",1,22,63,6,37,3,132,337
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 92","Windsor",1,38,77,4,39,1,160,419
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 93","Windsor",1,30,77,2,26,0,136,317
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 94","Windsor",0,34,92,2,39,0,167,447
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 95","Windsor",0,51,91,4,48,0,194,373
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 96","Windsor",0,40,93,2,57,2,194,346
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 97","Windsor",1,51,103,4,48,2,209,487
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 98","Windsor",0,53,82,1,46,0,182,343
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 99","Windsor",0,48,64,1,54,1,168,287
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 100","Windsor",1,49,78,3,39,4,174,344
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 101","Windsor",1,56,84,1,39,1,182,291
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 102","Windsor",2,33,101,5,49,1,191,470
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 103","Windsor",1,84,82,3,76,0,246,526
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 104","Windsor",1,61,69,5,51,4,191,406
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 105","Windsor",2,73,68,1,51,0,195,410
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 106","Windsor",0,81,49,1,61,0,192,382
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 107","Windsor",0,90,81,3,60,0,234,409
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 108","Windsor",1,43,80,2,53,0,179,428
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 109","Windsor",1,39,75,3,43,0,161,398
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 110","Windsor",1,74,50,3,76,0,204,370
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 111","Tecumseh",0,49,101,4,34,0,188,392
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 112","Tecumseh",1,52,96,4,45,1,199,374
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 113","Tecumseh",0,84,78,12,73,0,247,451
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 114","Tecumseh",1,69,73,3,37,0,183,324
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 115","Tecumseh",0,69,91,4,58,1,223,390
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 116","Tecumseh",0,22,93,13,45,0,173,338
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 117","Tecumseh",1,50,95,0,30,0,176,361
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 118","Tecumseh",0,49,105,4,46,1,205,383
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 119","Tecumseh",0,43,85,7,59,1,195,381
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 120","Tecumseh",0,49,64,3,76,0,192,354
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 121","Tecumseh",0,55,68,2,50,0,175,304
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 122","Tecumseh",1,54,163,6,54,1,279,615
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 123","Tecumseh",2,57,95,3,54,1,212,380
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 124","Tecumseh",1,50,120,2,71,3,247,461
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 125","Tecumseh",0,44,71,1,37,0,153,307
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 126","Windsor",0,42,70,9,53,0,174,446
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 127","Tecumseh",1,72,84,2,76,0,235,408
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 128","Windsor",1,90,92,2,97,0,282,518
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 129","Windsor",1,49,102,0,47,1,200,429
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 130","Windsor",2,49,72,5,46,1,175,318
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 131","Windsor",0,34,83,4,56,2,179,387
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 132","Windsor",0,45,48,2,35,1,131,289
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 133","Windsor",3,56,92,6,67,1,225,446
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 134","Windsor",0,53,78,2,53,2,188,389
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 135","Windsor",1,44,117,3,52,3,220,393
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 136","Windsor",2,57,54,4,57,2,176,470
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 137","Windsor",0,31,62,4,50,0,147,376
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 138","Windsor",1,33,65,1,42,0,142,310
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 139","Windsor",1,67,76,11,91,0,246,464
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 140","Windsor",2,72,112,4,50,1,241,459
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 141","Windsor",0,58,87,0,31,1,177,410
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 142","Windsor",1,41,70,8,53,0,173,548
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 143","Windsor",1,31,52,1,38,0,123,269
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 144","Windsor",2,54,73,3,76,0,208,389
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 145","Windsor",1,62,105,0,50,0,218,433
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 146","Windsor",0,26,67,2,41,0,136,370
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 147","Windsor",1,43,105,4,55,0,208,410
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 148","Windsor",3,29,104,0,43,1,180,345
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 149","Windsor",2,59,78,4,55,1,199,392
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 150","Windsor",4,44,69,2,34,4,157,309
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 151","Windsor",1,35,62,2,43,1,144,288
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 152","Windsor",1,71,87,4,54,1,218,439
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 153","Windsor",1,53,72,5,62,1,194,419
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 154","Windsor",0,36,57,0,45,1,139,273
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 155","Windsor",1,22,66,2,33,1,125,294
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 156","Windsor",0,12,37,5,25,0,79,374
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 157","Windsor",1,34,89,5,38,0,167,445
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 158","Windsor",0,35,52,3,37,1,128,426
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 159","Windsor",1,42,49,2,64,3,161,364
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 160","Windsor",2,46,97,3,61,2,211,524
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 161","Windsor",2,73,79,4,50,1,209,491
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 162","Windsor",2,44,110,9,53,6,224,552
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 163","Windsor",1,63,70,3,57,1,195,377
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 164","Windsor",0,53,92,4,58,4,211,373
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 165","Windsor",1,49,101,4,46,0,201,398
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 166","Windsor",0,41,135,7,43,0,226,457
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 167","Windsor",1,59,139,3,45,1,248,474
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 168","Windsor",1,20,76,4,39,0,140,354
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 169","Windsor",2,31,90,4,28,0,155,380
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 170","Windsor",1,40,126,2,47,0,216,367
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 171","Windsor",2,38,121,4,42,0,207,355
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 172","Windsor",0,33,123,1,45,0,202,461
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 173","Windsor",1,34,91,2,47,0,175,404
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 174","Windsor",0,37,88,3,41,0,169,360
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 175","Windsor",2,45,106,7,23,0,183,430
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 176","Windsor",2,33,109,6,63,2,215,433
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 177","Windsor",0,40,77,7,33,0,157,405
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 178","Windsor",1,50,121,3,49,0,224,445
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 179","Windsor",1,30,117,2,47,0,197,454
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 180","Windsor",0,43,117,2,41,1,204,471
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 181","Windsor",0,45,68,2,48,1,164,340
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 182","Windsor",0,46,67,5,47,0,165,374
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 183","Windsor",0,55,99,7,63,3,227,412
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 184","Windsor",1,39,96,4,61,0,201,438
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 185","Windsor",2,24,53,5,39,0,123,393
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 186","Windsor",2,34,79,4,38,4,161,363
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 187","Windsor",1,39,95,3,61,1,200,389
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 188","Windsor",3,43,79,9,61,0,195,419
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 189","Windsor",1,30,68,4,32,1,136,373
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 190","Windsor",1,53,108,5,65,0,232,460
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 191","Windsor",1,43,65,5,35,0,149,382
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 192","Windsor",1,33,75,5,42,1,157,372
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 193","Windsor",0,28,68,5,48,2,151,395
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 194","Windsor",0,35,72,2,61,4,174,367
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 195","Windsor",3,36,83,5,25,0,152,342
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 196","Windsor",2,50,102,2,67,0,223,431
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 197","Windsor",4,41,79,1,50,3,178,327
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 198","Windsor",1,82,82,3,88,3,259,470
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 199","Tecumseh",1,71,45,2,29,0,148,320
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 200","Tecumseh",1,45,69,1,45,0,161,354
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 201","Tecumseh",1,68,106,7,50,0,232,383
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 202","Tecumseh",0,65,105,2,53,1,226,437
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 203","Tecumseh",0,68,88,5,68,2,231,451
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 204","Tecumseh",0,50,94,1,63,1,209,355
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 205","Tecumseh",1,60,104,7,60,0,232,438
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 206","Tecumseh",1,52,126,3,48,0,230,356
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 207","Tecumseh",1,81,94,3,69,0,248,469
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 208","Tecumseh",1,49,140,6,48,0,244,398
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 209","Tecumseh",1,70,99,1,49,0,220,385
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 210","Tecumseh",3,77,103,4,41,0,228,345
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 211","Tecumseh",1,15,52,0,24,1,93,232
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 400","Tecumseh",1,43,24,1,20,1,90,115
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 401","Windsor",2,24,31,2,34,0,93,146
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 402","Windsor",2,33,43,2,41,0,121,175
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 403","Windsor",0,22,61,4,24,1,112,168
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 404","Windsor",1,32,61,4,41,2,141,198
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 405","Windsor",0,22,41,6,26,0,95,153
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 406","Windsor",0,107,116,3,62,0,288,424
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 407","Windsor",0,94,70,6,67,2,239,395
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 408","Windsor",0,60,25,2,42,1,130,153
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 409","Windsor",0,26,60,0,37,0,123,182
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 410","Windsor",0,14,19,4,14,2,53,143
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 411","Windsor",7,37,97,6,81,11,239,397
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 500","Mobile poll/Bureau itinérant",0,20,12,3,28,3,66,154
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 501","Mobile poll/Bureau itinérant",1,10,14,1,15,0,41,60
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 502","Mobile poll/Bureau itinérant",1,11,16,3,21,1,53,116
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 503","Mobile poll/Bureau itinérant",4,27,22,3,30,4,90,194
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 504","Mobile poll/Bureau itinérant",2,13,15,1,13,1,45,146
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 600","Tecumseh",1,352,241,11,203,0,808,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 601","Windsor",3,244,312,18,161,3,741,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 602","Windsor",2,281,244,12,168,4,711,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 603","Windsor",1,168,225,8,129,1,532,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 604","Windsor",5,285,316,18,224,1,849,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 605","Windsor",0,253,236,15,137,2,643,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 606","Windsor",2,138,341,19,191,4,695,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 607","Windsor",3,114,304,16,95,1,533,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 608","Windsor",4,138,355,12,99,2,610,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 609","Windsor",5,265,285,10,169,1,735,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 610","Windsor",5,186,368,10,146,0,715,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 611","Windsor",3,130,195,12,120,1,461,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 612","Windsor",2,190,261,4,160,2,619,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 613","Windsor",3,183,260,11,144,2,603,
35116,"Windsor--Tecumseh/Windsor--Tecumseh"," 614","Tecumseh",1,96,94,6,48,0,245,
35116,"Windsor--Tecumseh/Windsor--Tecumseh",,"Group 1/Groupe 1",0,23,30,3,57,11,124,98
35116,"Windsor--Tecumseh/Windsor--Tecumseh",,"Group 2/Groupe 2",4,431,483,24,281,6,1229,
