Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Colin Carrie,Michael Dempsey,Mary Fowler,David Gershuny,Tito-Dante Marimpietri,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35074,"Oshawa/Oshawa"," 1","Oshawa",111,6,52,0,73,0,242,393
35074,"Oshawa/Oshawa"," 2","Oshawa",82,6,48,0,89,2,227,425
35074,"Oshawa/Oshawa"," 3","Oshawa",119,1,48,0,89,1,258,407
35074,"Oshawa/Oshawa"," 4","Oshawa",71,1,39,0,47,0,158,404
35074,"Oshawa/Oshawa"," 5","Oshawa",95,5,63,0,79,1,243,447
35074,"Oshawa/Oshawa"," 6A","Oshawa",133,3,55,0,86,2,279,505
35074,"Oshawa/Oshawa"," 6B","Oshawa",98,3,22,0,36,0,159,226
35074,"Oshawa/Oshawa"," 7","Oshawa",122,2,62,0,48,0,234,396
35074,"Oshawa/Oshawa"," 8","Oshawa",150,4,69,0,99,0,322,532
35074,"Oshawa/Oshawa"," 9","Oshawa",123,4,69,0,80,1,277,452
35074,"Oshawa/Oshawa"," 10","Oshawa",128,4,76,0,74,0,282,463
35074,"Oshawa/Oshawa"," 11","Oshawa",140,5,62,0,58,1,266,500
35074,"Oshawa/Oshawa"," 12","Oshawa",108,4,71,0,79,0,262,495
35074,"Oshawa/Oshawa"," 13","Oshawa",104,6,62,0,50,0,222,418
35074,"Oshawa/Oshawa"," 14","Oshawa",89,4,51,0,61,0,205,365
35074,"Oshawa/Oshawa"," 15","Oshawa",114,2,42,0,48,0,206,377
35074,"Oshawa/Oshawa"," 16","Oshawa",56,4,54,1,53,2,170,312
35074,"Oshawa/Oshawa"," 17","Oshawa",95,4,74,0,68,1,242,456
35074,"Oshawa/Oshawa"," 18","Oshawa",65,5,93,0,71,2,236,405
35074,"Oshawa/Oshawa"," 19","Oshawa",106,5,78,0,60,0,249,445
35074,"Oshawa/Oshawa"," 20","Oshawa",70,2,88,0,46,0,206,382
35074,"Oshawa/Oshawa"," 21","Oshawa",54,3,85,0,67,0,209,448
35074,"Oshawa/Oshawa"," 22","Oshawa",83,1,64,1,42,0,191,342
35074,"Oshawa/Oshawa"," 23","Oshawa",39,5,38,0,28,0,110,264
35074,"Oshawa/Oshawa"," 24","Oshawa",58,3,40,0,32,0,133,294
35074,"Oshawa/Oshawa"," 25","Oshawa",92,3,58,0,41,0,194,384
35074,"Oshawa/Oshawa"," 26","Oshawa",49,1,37,0,34,1,122,325
35074,"Oshawa/Oshawa"," 27","Oshawa",78,1,75,0,54,0,208,486
35074,"Oshawa/Oshawa"," 28","Oshawa",56,5,42,0,25,0,128,303
35074,"Oshawa/Oshawa"," 29","Oshawa",83,3,26,0,36,0,148,290
35074,"Oshawa/Oshawa"," 30","Oshawa",33,10,51,1,50,1,146,413
35074,"Oshawa/Oshawa"," 31","Oshawa",56,5,45,0,43,0,149,393
35074,"Oshawa/Oshawa"," 32","Oshawa",50,6,67,1,59,0,183,485
35074,"Oshawa/Oshawa"," 33","Oshawa",57,3,40,0,53,0,153,367
35074,"Oshawa/Oshawa"," 34A","Oshawa",57,4,51,0,67,0,179,438
35074,"Oshawa/Oshawa"," 34B","Oshawa",53,0,47,0,44,0,144,405
35074,"Oshawa/Oshawa"," 35","Oshawa",46,4,40,2,43,0,135,428
35074,"Oshawa/Oshawa"," 36","Oshawa",29,7,42,0,39,0,117,325
35074,"Oshawa/Oshawa"," 37","Oshawa",88,2,81,0,60,0,231,455
35074,"Oshawa/Oshawa"," 38","Oshawa",83,5,55,0,67,1,211,477
35074,"Oshawa/Oshawa"," 39","Oshawa",79,5,43,1,51,2,181,415
35074,"Oshawa/Oshawa"," 40","Oshawa",100,6,77,0,58,3,244,482
35074,"Oshawa/Oshawa"," 41","Oshawa",96,6,84,0,42,2,230,438
35074,"Oshawa/Oshawa"," 42","Oshawa",96,10,84,0,73,0,263,453
35074,"Oshawa/Oshawa"," 43","Oshawa",116,4,53,0,68,2,243,390
35074,"Oshawa/Oshawa"," 44","Oshawa",74,4,43,0,52,1,174,350
35074,"Oshawa/Oshawa"," 45","Oshawa",113,8,64,1,68,0,254,391
35074,"Oshawa/Oshawa"," 46","Oshawa",83,6,67,0,99,0,255,444
35074,"Oshawa/Oshawa"," 47","Oshawa",84,4,44,0,46,1,179,308
35074,"Oshawa/Oshawa"," 48","Oshawa",66,0,61,1,70,1,199,395
35074,"Oshawa/Oshawa"," 49","Oshawa",66,4,67,1,42,2,182,356
35074,"Oshawa/Oshawa"," 50","Oshawa",58,1,35,0,33,1,128,317
35074,"Oshawa/Oshawa"," 51","Oshawa",109,4,58,0,60,0,231,575
35074,"Oshawa/Oshawa"," 52","Oshawa",71,6,55,2,42,1,177,366
35074,"Oshawa/Oshawa"," 53","Oshawa",71,2,61,0,58,1,193,416
35074,"Oshawa/Oshawa"," 54","Oshawa",75,9,94,0,63,0,241,441
35074,"Oshawa/Oshawa"," 55","Oshawa",106,6,92,0,68,0,272,453
35074,"Oshawa/Oshawa"," 56","Oshawa",72,3,57,0,60,0,192,427
35074,"Oshawa/Oshawa"," 57","Oshawa",65,5,54,0,57,1,182,333
35074,"Oshawa/Oshawa"," 58","Oshawa",65,5,70,0,44,1,185,431
35074,"Oshawa/Oshawa"," 59","Oshawa",79,5,74,0,62,2,222,438
35074,"Oshawa/Oshawa"," 60","Oshawa",93,10,82,0,57,1,243,442
35074,"Oshawa/Oshawa"," 61","Oshawa",91,17,106,0,74,0,288,459
35074,"Oshawa/Oshawa"," 62","Oshawa",98,7,89,0,54,0,248,446
35074,"Oshawa/Oshawa"," 63","Oshawa",74,12,64,0,52,1,203,351
35074,"Oshawa/Oshawa"," 64","Oshawa",85,3,49,0,50,1,188,407
35074,"Oshawa/Oshawa"," 65","Oshawa",55,2,31,1,48,0,137,277
35074,"Oshawa/Oshawa"," 66","Oshawa",106,5,60,0,67,2,240,420
35074,"Oshawa/Oshawa"," 67","Oshawa",94,4,64,0,50,2,214,386
35074,"Oshawa/Oshawa"," 68","Oshawa",64,5,88,0,64,1,222,432
35074,"Oshawa/Oshawa"," 69","Oshawa",80,4,58,1,37,2,182,357
35074,"Oshawa/Oshawa"," 70","Oshawa",85,2,50,0,72,1,210,398
35074,"Oshawa/Oshawa"," 71","Oshawa",85,6,59,0,32,0,182,392
35074,"Oshawa/Oshawa"," 72","Oshawa",90,3,67,0,32,1,193,385
35074,"Oshawa/Oshawa"," 73","Oshawa",122,3,93,0,86,0,304,581
35074,"Oshawa/Oshawa"," 74","Oshawa",91,9,66,0,68,0,234,452
35074,"Oshawa/Oshawa"," 75","Oshawa",91,7,76,0,71,1,246,387
35074,"Oshawa/Oshawa"," 76","Oshawa",95,5,88,0,51,1,240,418
35074,"Oshawa/Oshawa"," 77","Oshawa",123,6,75,0,70,2,276,502
35074,"Oshawa/Oshawa"," 78","Oshawa",106,4,82,2,72,1,267,483
35074,"Oshawa/Oshawa"," 79","Oshawa",99,8,63,0,47,1,218,501
35074,"Oshawa/Oshawa"," 80","Oshawa",115,9,63,0,64,1,252,462
35074,"Oshawa/Oshawa"," 81","Oshawa",88,5,74,0,70,0,237,389
35074,"Oshawa/Oshawa"," 82","Oshawa",73,2,57,0,65,2,199,404
35074,"Oshawa/Oshawa"," 83","Oshawa",100,5,99,0,46,0,250,446
35074,"Oshawa/Oshawa"," 84","Oshawa",61,2,76,0,59,0,198,387
35074,"Oshawa/Oshawa"," 85","Oshawa",54,8,59,0,41,0,162,356
35074,"Oshawa/Oshawa"," 86","Oshawa",57,8,98,0,61,1,225,355
35074,"Oshawa/Oshawa"," 87","Oshawa",50,2,61,0,51,0,164,382
35074,"Oshawa/Oshawa"," 88","Oshawa",92,15,69,0,49,0,225,446
35074,"Oshawa/Oshawa"," 89","Oshawa",53,5,63,1,55,2,179,377
35074,"Oshawa/Oshawa"," 90","Oshawa",76,9,80,0,58,4,227,425
35074,"Oshawa/Oshawa"," 91","Oshawa",77,10,63,0,60,1,211,396
35074,"Oshawa/Oshawa"," 92","Oshawa",80,5,66,0,51,2,204,381
35074,"Oshawa/Oshawa"," 93","Oshawa",98,11,61,0,88,0,258,438
35074,"Oshawa/Oshawa"," 94","Oshawa",66,4,44,0,43,0,157,323
35074,"Oshawa/Oshawa"," 95","Oshawa",81,11,78,0,49,0,219,417
35074,"Oshawa/Oshawa"," 96","Oshawa",63,4,78,0,43,0,188,346
35074,"Oshawa/Oshawa"," 97","Oshawa",61,8,69,0,43,0,181,375
35074,"Oshawa/Oshawa"," 98","Oshawa",54,5,47,0,42,0,148,317
35074,"Oshawa/Oshawa"," 99","Oshawa",71,5,62,2,41,1,182,402
35074,"Oshawa/Oshawa"," 100","Oshawa",87,8,85,2,45,0,227,431
35074,"Oshawa/Oshawa"," 101","Oshawa",72,4,48,0,42,3,169,356
35074,"Oshawa/Oshawa"," 102","Oshawa",95,4,45,0,60,0,204,421
35074,"Oshawa/Oshawa"," 103","Oshawa",63,11,67,0,44,3,188,399
35074,"Oshawa/Oshawa"," 104","Oshawa",107,5,68,0,46,1,227,414
35074,"Oshawa/Oshawa"," 105","Oshawa",101,8,84,0,54,0,247,473
35074,"Oshawa/Oshawa"," 106","Oshawa",139,3,93,0,66,0,301,488
35074,"Oshawa/Oshawa"," 107","Oshawa",71,7,67,0,52,2,199,398
35074,"Oshawa/Oshawa"," 108","Oshawa",62,5,51,0,64,0,182,344
35074,"Oshawa/Oshawa"," 109","Oshawa",61,0,52,0,43,0,156,314
35074,"Oshawa/Oshawa"," 110","Oshawa",72,9,55,1,66,0,203,402
35074,"Oshawa/Oshawa"," 111A","Oshawa",92,4,52,0,39,1,188,403
35074,"Oshawa/Oshawa"," 111B","Mobile poll/Bureau itinérant",58,3,34,1,48,2,146,143
35074,"Oshawa/Oshawa"," 112","Oshawa",71,8,58,0,36,2,175,329
35074,"Oshawa/Oshawa"," 113","Oshawa",73,4,69,0,53,1,200,351
35074,"Oshawa/Oshawa"," 114","Oshawa",85,0,70,1,56,1,213,427
35074,"Oshawa/Oshawa"," 115","Oshawa",63,3,62,0,51,2,181,348
35074,"Oshawa/Oshawa"," 116","Oshawa",79,8,63,0,39,1,190,327
35074,"Oshawa/Oshawa"," 117","Oshawa",52,10,66,0,66,0,194,361
35074,"Oshawa/Oshawa"," 118","Oshawa",50,4,53,0,42,0,149,297
35074,"Oshawa/Oshawa"," 119","Oshawa",40,1,40,0,34,0,115,288
35074,"Oshawa/Oshawa"," 120","Oshawa",31,6,60,0,37,0,134,356
35074,"Oshawa/Oshawa"," 121","Oshawa",49,1,42,0,39,0,131,323
35074,"Oshawa/Oshawa"," 122","Oshawa",56,3,90,0,44,0,193,388
35074,"Oshawa/Oshawa"," 123","Oshawa",75,8,65,0,45,2,195,390
35074,"Oshawa/Oshawa"," 124","Oshawa",57,2,76,0,48,1,184,391
35074,"Oshawa/Oshawa"," 125","Oshawa",55,4,43,0,47,2,151,359
35074,"Oshawa/Oshawa"," 126","Oshawa",45,2,47,0,47,0,141,346
35074,"Oshawa/Oshawa"," 127","Oshawa",76,3,96,0,43,0,218,406
35074,"Oshawa/Oshawa"," 128","Oshawa",42,3,68,0,53,1,167,383
35074,"Oshawa/Oshawa"," 129A","Oshawa",17,3,21,0,26,0,67,205
35074,"Oshawa/Oshawa"," 129B","Mobile poll/Bureau itinérant",57,5,68,1,40,4,175,171
35074,"Oshawa/Oshawa"," 130","Oshawa",48,3,55,1,39,0,146,397
35074,"Oshawa/Oshawa"," 131","Oshawa",37,8,51,1,61,0,158,328
35074,"Oshawa/Oshawa"," 132","Oshawa",39,3,75,0,52,0,169,422
35074,"Oshawa/Oshawa"," 133A","Oshawa",84,10,70,0,63,0,227,425
35074,"Oshawa/Oshawa"," 133B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°111B,,,,,,,76
35074,"Oshawa/Oshawa"," 134","Oshawa",75,1,55,1,80,0,212,423
35074,"Oshawa/Oshawa"," 135","Oshawa",77,9,96,1,66,0,249,420
35074,"Oshawa/Oshawa"," 136","Oshawa",68,5,62,0,51,0,186,327
35074,"Oshawa/Oshawa"," 137","Oshawa",91,4,101,0,52,0,248,428
35074,"Oshawa/Oshawa"," 138","Oshawa",66,4,92,0,46,2,210,412
35074,"Oshawa/Oshawa"," 139","Oshawa",80,8,52,1,67,0,208,510
35074,"Oshawa/Oshawa"," 140","Oshawa",66,4,49,0,62,0,181,330
35074,"Oshawa/Oshawa"," 141","Oshawa",86,8,65,0,48,0,207,440
35074,"Oshawa/Oshawa"," 142","Oshawa",47,3,50,0,63,1,164,357
35074,"Oshawa/Oshawa"," 143","Oshawa",108,4,69,1,64,4,250,406
35074,"Oshawa/Oshawa"," 144","Oshawa",55,3,47,1,39,0,145,400
35074,"Oshawa/Oshawa"," 145","Oshawa",133,4,70,0,76,2,285,463
35074,"Oshawa/Oshawa"," 146","Oshawa",110,4,42,0,47,3,206,374
35074,"Oshawa/Oshawa"," 147","Oshawa",53,3,37,0,71,1,165,333
35074,"Oshawa/Oshawa"," 148","Oshawa",80,6,36,0,77,1,200,352
35074,"Oshawa/Oshawa"," 149","Oshawa",74,9,59,0,72,3,217,364
35074,"Oshawa/Oshawa"," 150","Oshawa",78,4,42,1,85,2,212,356
35074,"Oshawa/Oshawa"," 151","Oshawa",100,3,54,1,66,0,224,414
35074,"Oshawa/Oshawa"," 152","Oshawa",91,3,50,0,74,0,218,402
35074,"Oshawa/Oshawa"," 153","Oshawa",96,3,76,0,63,0,238,375
