Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Stéphane Beaulieu,Julien Bernatchez,Gilles Duceppe,Pierre Fontaine,Daniel Gaudreau,Cyrille Giraud,Serge Lachapelle,Hélène Laverdière,Christine Poirier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 400","Montréal",0,1,89,0,11,0,2,25,55,5,188,338
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 401","Montréal",7,1,77,0,11,2,0,39,48,5,190,347
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 402","Montréal",3,0,106,0,19,7,2,96,69,3,305,447
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 403","Montréal",2,0,101,0,12,4,0,42,47,4,212,323
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 404","Montréal",6,1,35,1,1,5,0,9,28,3,89,180
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 405","Montréal",3,2,32,0,3,4,0,13,51,7,115,159
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 500","Mobile poll/Bureau itinérant",1,1,14,1,2,0,0,1,15,2,37,92
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 501","Mobile poll/Bureau itinérant",3,1,0,0,6,0,0,4,79,2,95,92
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 600","Montréal",6,0,249,1,20,15,2,354,135,4,786,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 601","Montréal",4,2,177,1,14,16,0,191,78,7,490,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 602","Montréal",16,7,293,2,36,22,3,270,192,8,849,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 603","Montréal",8,2,261,2,37,12,1,306,176,7,812,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 604","Montréal",2,1,159,1,18,16,2,222,81,9,511,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 605","Montréal",4,0,226,0,22,26,0,321,134,3,736,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 606","Montréal",7,1,284,2,39,19,1,483,164,7,1007,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 607","Montréal",4,0,213,1,31,18,0,370,117,2,756,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 608","Montréal",8,1,259,2,35,25,2,450,144,7,933,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 609","Montréal",2,1,133,0,31,10,1,304,129,4,615,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 610","Montréal",5,1,232,1,38,21,2,363,189,9,861,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 611","Montréal",5,1,178,0,43,7,0,274,185,3,696,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 612","Montréal",18,0,106,1,62,14,2,196,261,12,672,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 613","Montréal",7,3,100,2,65,34,1,319,255,4,790,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie",,"Group 1/Groupe 1",9,2,37,1,12,7,1,81,84,14,248,274
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie",,"Group 2/Groupe 2",17,6,486,4,271,95,6,1089,417,43,2434,
