Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Stacey Leadbetter,Andrew Moriarity,Erin O'Toole,Derek Spence,Corinna Traill,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35023,"Durham/Durham"," 218A","Oshawa",4,1,89,31,84,1,210,326
35023,"Durham/Durham"," 218B","Oshawa",8,0,66,28,64,0,166,314
35023,"Durham/Durham"," 219A","Oshawa",2,0,91,34,55,0,182,343
35023,"Durham/Durham"," 219B","Oshawa",5,0,83,28,58,0,174,294
35023,"Durham/Durham"," 220","Oshawa",6,2,110,38,102,1,259,480
35023,"Durham/Durham"," 221A","Oshawa",4,1,83,27,47,0,162,348
35023,"Durham/Durham"," 221B","Oshawa",2,2,62,17,70,2,155,320
35023,"Durham/Durham"," 222","Oshawa",2,2,99,58,122,1,284,534
35023,"Durham/Durham"," 223","Oshawa",6,1,100,32,107,0,246,462
35023,"Durham/Durham"," 224","Oshawa",2,1,96,52,88,0,239,494
35023,"Durham/Durham"," 225","Oshawa",5,2,109,48,101,2,267,469
35023,"Durham/Durham"," 226","Oshawa",12,1,111,53,74,0,251,455
35023,"Durham/Durham"," 227","Oshawa",7,3,84,52,60,0,206,381
35023,"Durham/Durham"," 228","Oshawa",4,0,61,56,59,1,181,357
35023,"Durham/Durham"," 229","Oshawa",10,1,99,66,120,1,297,511
35023,"Durham/Durham"," 230A","Oshawa",0,1,102,25,106,0,234,454
35023,"Durham/Durham"," 230B","Oshawa",5,1,87,17,73,1,184,428
35023,"Durham/Durham"," 231","Oshawa",5,1,115,50,74,0,245,444
35023,"Durham/Durham"," 232","Oshawa",4,1,115,42,86,2,250,444
35023,"Durham/Durham"," 233","Oshawa",6,2,84,50,111,1,254,491
35023,"Durham/Durham"," 234","Oshawa",2,3,110,47,110,0,272,534
35023,"Durham/Durham"," 235","Oshawa",4,0,98,49,88,0,239,434
35023,"Durham/Durham"," 236","Oshawa",6,0,127,50,113,0,296,501
35023,"Durham/Durham"," 237","Oshawa",5,0,75,55,79,0,214,394
35023,"Durham/Durham"," 238","Oshawa",6,1,56,50,63,1,177,361
35023,"Durham/Durham"," 239","Oshawa",6,0,89,69,70,0,234,396
35023,"Durham/Durham"," 240A","Oshawa",4,1,62,45,49,2,163,338
35023,"Durham/Durham"," 240B","Oshawa",5,1,36,49,40,0,131,302
35023,"Durham/Durham"," 241","Oshawa",9,1,76,51,98,0,235,414
35023,"Durham/Durham"," 242","Oshawa",7,2,83,59,107,0,258,512
35023,"Durham/Durham"," 243","Oshawa",3,2,96,29,88,0,218,353
35023,"Durham/Durham"," 244","Oshawa",7,0,93,49,90,1,240,429
35023,"Durham/Durham"," 245","Oshawa",6,4,82,31,46,1,170,431
35023,"Durham/Durham"," 500","Mobile poll/Bureau itinérant",3,2,47,6,37,5,100,186
35023,"Durham/Durham"," 501","Mobile poll/Bureau itinérant",4,2,38,16,24,2,86,181
35023,"Durham/Durham"," 502","Mobile poll/Bureau itinérant",6,4,65,8,52,0,135,215
35023,"Durham/Durham"," 503","Mobile poll/Bureau itinérant",3,1,41,7,45,3,100,160
35023,"Durham/Durham"," 504","Mobile poll/Bureau itinérant",5,2,31,8,32,0,78,253
35023,"Durham/Durham"," 600","Scugog North",19,6,375,72,248,2,722,
35023,"Durham/Durham"," 601","Scugog South",17,8,445,129,350,1,950,
35023,"Durham/Durham"," 602","Scugog East",19,5,358,63,222,2,669,
35023,"Durham/Durham"," 603","Blackstock",8,1,259,58,141,1,468,
35023,"Durham/Durham"," 604","Oshawa",17,4,428,155,321,4,929,
35023,"Durham/Durham"," 605","Oshawa",14,7,261,119,273,1,675,
35023,"Durham/Durham"," 606","Oshawa",20,2,461,178,385,3,1049,
35023,"Durham/Durham"," 607","Clarington North",24,2,410,123,315,0,874,
35023,"Durham/Durham"," 608","Courtice North",21,3,443,105,329,4,905,
35023,"Durham/Durham"," 609","Courtice South",25,2,443,137,394,7,1008,
35023,"Durham/Durham"," 610","Courtice East",15,2,317,118,264,1,717,
35023,"Durham/Durham"," 611","Bowmanville West",20,3,338,122,279,1,763,
35023,"Durham/Durham"," 612","Bowmanville North",10,1,329,94,265,0,699,
35023,"Durham/Durham"," 613","Bowmanville",18,1,304,104,274,3,704,
35023,"Durham/Durham"," 614","Bowmanville South",15,6,297,100,190,1,609,
35023,"Durham/Durham"," 615","Bowmanville East",7,0,246,81,194,2,530,
35023,"Durham/Durham",,"Group 1/Groupe 1",1,1,47,13,40,0,102,52
35023,"Durham/Durham",,"Group 2/Groupe 2",24,14,619,202,374,30,1263,
