Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Andrews,Marc Boyer,Jean-François Caron,Kris Constable,Blair Lockhart,Joyce Murray,Trevor Clinton Walper,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59039,"Vancouver Quadra/Vancouver Quadra"," 1","Greater Vancouver A",11,0,1,6,34,85,0,1,138,343
59039,"Vancouver Quadra/Vancouver Quadra"," 2","Greater Vancouver A",48,0,0,14,67,144,0,2,275,582
59039,"Vancouver Quadra/Vancouver Quadra"," 3","Greater Vancouver A",41,1,0,13,33,173,0,2,263,411
59039,"Vancouver Quadra/Vancouver Quadra"," 4","Greater Vancouver A",10,0,0,3,53,56,0,0,122,330
59039,"Vancouver Quadra/Vancouver Quadra"," 5","Greater Vancouver A",1,0,0,3,36,57,0,0,97,254
59039,"Vancouver Quadra/Vancouver Quadra"," 6","Greater Vancouver A",Merged with No./Fusionné avec le n°16,,,,,,,,,178
59039,"Vancouver Quadra/Vancouver Quadra"," 7","Greater Vancouver A",15,0,0,1,30,68,1,0,115,353
59039,"Vancouver Quadra/Vancouver Quadra"," 8","Greater Vancouver A",8,0,0,1,35,48,0,0,92,319
59039,"Vancouver Quadra/Vancouver Quadra"," 9","Greater Vancouver A",6,1,0,3,33,61,0,0,104,368
59039,"Vancouver Quadra/Vancouver Quadra"," 10","Greater Vancouver A",8,0,1,1,37,33,0,0,80,361
59039,"Vancouver Quadra/Vancouver Quadra"," 11","Greater Vancouver A",12,1,0,7,35,52,0,0,107,108
59039,"Vancouver Quadra/Vancouver Quadra"," 12","Greater Vancouver A",Merged with No./Fusionné avec le n°11,,,,,,,,,184
59039,"Vancouver Quadra/Vancouver Quadra"," 13","Greater Vancouver A",Merged with No./Fusionné avec le n°11,,,,,,,,,2
59039,"Vancouver Quadra/Vancouver Quadra"," 14","Greater Vancouver A",17,0,0,1,12,71,0,0,101,196
59039,"Vancouver Quadra/Vancouver Quadra"," 15","Greater Vancouver A",7,0,0,4,37,51,0,0,99,295
59039,"Vancouver Quadra/Vancouver Quadra"," 16","Greater Vancouver A",17,1,0,7,40,111,0,0,176,214
59039,"Vancouver Quadra/Vancouver Quadra"," 17","Vancouver",3,0,0,6,78,79,1,1,168,390
59039,"Vancouver Quadra/Vancouver Quadra"," 18","Greater Vancouver A",13,0,2,6,48,118,1,0,188,450
59039,"Vancouver Quadra/Vancouver Quadra"," 19","Greater Vancouver A",14,0,0,12,59,99,0,0,184,371
59039,"Vancouver Quadra/Vancouver Quadra"," 20","Vancouver",19,0,0,10,41,107,0,0,177,412
59039,"Vancouver Quadra/Vancouver Quadra"," 21","Vancouver",32,0,0,9,27,80,0,1,149,386
59039,"Vancouver Quadra/Vancouver Quadra"," 22","Vancouver",17,0,0,14,23,101,0,0,155,316
59039,"Vancouver Quadra/Vancouver Quadra"," 23","Greater Vancouver A",12,0,0,6,14,51,0,0,83,331
59039,"Vancouver Quadra/Vancouver Quadra"," 24","Greater Vancouver A",29,0,1,5,25,45,0,0,105,297
59039,"Vancouver Quadra/Vancouver Quadra"," 25","Greater Vancouver A",21,1,0,3,18,68,0,0,111,365
59039,"Vancouver Quadra/Vancouver Quadra"," 26","Greater Vancouver A",33,0,0,14,8,47,1,1,104,239
59039,"Vancouver Quadra/Vancouver Quadra"," 27","Greater Vancouver A",0,0,0,0,0,0,0,0,0,123
59039,"Vancouver Quadra/Vancouver Quadra"," 28A","Greater Vancouver A",20,0,0,9,30,96,1,0,156,399
59039,"Vancouver Quadra/Vancouver Quadra"," 28B","Greater Vancouver A",25,0,0,5,23,67,0,0,120,330
59039,"Vancouver Quadra/Vancouver Quadra"," 29","Vancouver",11,2,0,7,73,112,0,0,205,434
59039,"Vancouver Quadra/Vancouver Quadra"," 30","Vancouver",12,0,0,16,44,125,0,0,197,429
59039,"Vancouver Quadra/Vancouver Quadra"," 31","Vancouver",27,0,1,12,47,134,0,0,221,486
59039,"Vancouver Quadra/Vancouver Quadra"," 32","Vancouver",11,0,1,14,33,98,0,1,158,410
59039,"Vancouver Quadra/Vancouver Quadra"," 33","Vancouver",14,0,0,3,33,118,0,0,168,372
59039,"Vancouver Quadra/Vancouver Quadra"," 34","Vancouver",64,1,1,18,30,154,1,0,269,401
59039,"Vancouver Quadra/Vancouver Quadra"," 35","Vancouver",29,0,0,13,42,138,2,0,224,389
59039,"Vancouver Quadra/Vancouver Quadra"," 36","Vancouver",18,0,0,12,28,116,0,0,174,356
59039,"Vancouver Quadra/Vancouver Quadra"," 37","Vancouver",26,0,0,10,34,135,1,0,206,374
59039,"Vancouver Quadra/Vancouver Quadra"," 38","Vancouver",15,0,0,7,64,110,0,0,196,477
59039,"Vancouver Quadra/Vancouver Quadra"," 39","Vancouver",25,0,0,3,35,121,0,0,184,440
59039,"Vancouver Quadra/Vancouver Quadra"," 40","Vancouver",29,1,0,9,27,115,0,1,182,374
59039,"Vancouver Quadra/Vancouver Quadra"," 41","Vancouver",25,0,1,12,49,172,1,1,261,456
59039,"Vancouver Quadra/Vancouver Quadra"," 42","Vancouver",23,0,1,11,27,140,1,0,203,442
59039,"Vancouver Quadra/Vancouver Quadra"," 43","Vancouver",35,0,0,8,15,111,3,0,172,377
59039,"Vancouver Quadra/Vancouver Quadra"," 44","Vancouver",32,1,0,10,15,103,1,0,162,378
59039,"Vancouver Quadra/Vancouver Quadra"," 45","Vancouver",27,0,0,8,29,169,0,1,234,427
59039,"Vancouver Quadra/Vancouver Quadra"," 46","Vancouver",35,0,0,12,32,125,1,0,205,466
59039,"Vancouver Quadra/Vancouver Quadra"," 47","Vancouver",19,1,1,12,44,117,1,0,195,402
59039,"Vancouver Quadra/Vancouver Quadra"," 48","Vancouver",39,0,0,21,42,171,0,0,273,501
59039,"Vancouver Quadra/Vancouver Quadra"," 49","Vancouver",32,0,0,12,43,125,0,1,213,413
59039,"Vancouver Quadra/Vancouver Quadra"," 50","Vancouver",29,0,0,17,29,126,0,0,201,492
59039,"Vancouver Quadra/Vancouver Quadra"," 51","Vancouver",27,0,0,5,29,141,1,1,204,456
59039,"Vancouver Quadra/Vancouver Quadra"," 52","Vancouver",54,0,0,9,74,166,0,2,305,556
59039,"Vancouver Quadra/Vancouver Quadra"," 53","Vancouver",38,0,2,13,31,179,0,1,264,473
59039,"Vancouver Quadra/Vancouver Quadra"," 54","Vancouver",34,0,0,9,25,126,0,0,194,388
59039,"Vancouver Quadra/Vancouver Quadra"," 55","Vancouver",34,0,0,13,23,139,0,1,210,446
59039,"Vancouver Quadra/Vancouver Quadra"," 56","Vancouver",28,1,0,14,43,175,1,2,264,509
59039,"Vancouver Quadra/Vancouver Quadra"," 57","Vancouver",56,0,0,11,16,150,0,0,233,472
59039,"Vancouver Quadra/Vancouver Quadra"," 58","Vancouver",47,0,0,14,35,166,0,1,263,481
59039,"Vancouver Quadra/Vancouver Quadra"," 59","Vancouver",37,0,3,19,17,153,0,0,229,419
59039,"Vancouver Quadra/Vancouver Quadra"," 60","Vancouver",25,0,3,14,12,150,0,0,204,452
59039,"Vancouver Quadra/Vancouver Quadra"," 61","Vancouver",28,1,0,12,32,140,1,0,214,441
59039,"Vancouver Quadra/Vancouver Quadra"," 62","Vancouver",13,0,0,12,7,93,1,0,126,287
59039,"Vancouver Quadra/Vancouver Quadra"," 63","Vancouver",27,1,0,12,29,90,1,0,160,356
59039,"Vancouver Quadra/Vancouver Quadra"," 64","Vancouver",39,0,0,9,34,155,0,0,237,505
59039,"Vancouver Quadra/Vancouver Quadra"," 65","Vancouver",37,0,0,14,26,118,1,0,196,458
59039,"Vancouver Quadra/Vancouver Quadra"," 66","Vancouver",21,0,0,12,28,137,1,0,199,425
59039,"Vancouver Quadra/Vancouver Quadra"," 67","Vancouver",30,0,1,11,34,137,1,0,214,503
59039,"Vancouver Quadra/Vancouver Quadra"," 68","Vancouver",46,0,1,2,24,143,0,1,217,489
59039,"Vancouver Quadra/Vancouver Quadra"," 69","Vancouver",20,0,0,9,29,122,0,1,181,497
59039,"Vancouver Quadra/Vancouver Quadra"," 70","Vancouver",23,0,0,5,32,117,0,0,177,419
59039,"Vancouver Quadra/Vancouver Quadra"," 71","Vancouver",19,0,1,14,41,136,1,0,212,438
59039,"Vancouver Quadra/Vancouver Quadra"," 72","Vancouver",12,0,1,5,43,111,0,1,173,404
59039,"Vancouver Quadra/Vancouver Quadra"," 73","Vancouver",10,0,0,9,52,109,0,0,180,431
59039,"Vancouver Quadra/Vancouver Quadra"," 74","Vancouver",21,0,0,9,44,105,0,0,179,428
59039,"Vancouver Quadra/Vancouver Quadra"," 75","Vancouver",52,0,0,15,26,154,2,0,249,490
59039,"Vancouver Quadra/Vancouver Quadra"," 76","Vancouver",40,0,0,6,34,135,1,0,216,469
59039,"Vancouver Quadra/Vancouver Quadra"," 77","Vancouver",30,0,0,4,41,142,0,0,217,440
59039,"Vancouver Quadra/Vancouver Quadra"," 78","Vancouver",20,1,0,11,52,139,1,1,225,447
59039,"Vancouver Quadra/Vancouver Quadra"," 79","Vancouver",29,0,0,5,33,125,0,0,192,419
59039,"Vancouver Quadra/Vancouver Quadra"," 80","Vancouver",27,0,0,5,18,89,1,0,140,322
59039,"Vancouver Quadra/Vancouver Quadra"," 81","Vancouver",26,0,0,13,42,164,0,0,245,478
59039,"Vancouver Quadra/Vancouver Quadra"," 82","Vancouver",33,0,0,17,37,143,0,0,230,488
59039,"Vancouver Quadra/Vancouver Quadra"," 83","Vancouver",28,0,0,16,28,152,0,0,224,455
59039,"Vancouver Quadra/Vancouver Quadra"," 84","Vancouver",37,0,0,20,25,130,0,1,213,380
59039,"Vancouver Quadra/Vancouver Quadra"," 85","Vancouver",43,0,1,16,40,176,0,1,277,435
59039,"Vancouver Quadra/Vancouver Quadra"," 86","Vancouver",28,0,0,12,28,154,0,0,222,432
59039,"Vancouver Quadra/Vancouver Quadra"," 87","Vancouver",42,2,0,14,29,171,0,0,258,511
59039,"Vancouver Quadra/Vancouver Quadra"," 88","Vancouver",21,0,0,4,66,123,1,1,216,439
59039,"Vancouver Quadra/Vancouver Quadra"," 89","Vancouver",22,0,0,11,83,114,0,1,231,466
59039,"Vancouver Quadra/Vancouver Quadra"," 90","Vancouver",12,0,0,5,61,141,0,2,221,435
59039,"Vancouver Quadra/Vancouver Quadra"," 91","Vancouver",15,0,0,15,69,138,0,0,237,438
59039,"Vancouver Quadra/Vancouver Quadra"," 92","Vancouver",20,0,0,14,50,152,0,0,236,429
59039,"Vancouver Quadra/Vancouver Quadra"," 93","Vancouver",17,0,0,5,48,106,1,1,178,378
59039,"Vancouver Quadra/Vancouver Quadra"," 94","Vancouver",17,1,0,2,50,119,0,0,189,404
59039,"Vancouver Quadra/Vancouver Quadra"," 95","Vancouver",25,0,0,11,29,142,0,0,207,409
59039,"Vancouver Quadra/Vancouver Quadra"," 96","Vancouver",15,0,0,10,52,98,0,0,175,395
59039,"Vancouver Quadra/Vancouver Quadra"," 97","Vancouver",18,1,0,14,48,118,0,1,200,366
59039,"Vancouver Quadra/Vancouver Quadra"," 98","Vancouver",21,0,0,10,58,131,0,0,220,423
59039,"Vancouver Quadra/Vancouver Quadra"," 99","Vancouver",27,1,1,9,75,172,0,0,285,494
59039,"Vancouver Quadra/Vancouver Quadra"," 100","Vancouver",37,0,2,14,53,156,2,1,265,446
59039,"Vancouver Quadra/Vancouver Quadra"," 101","Vancouver",17,4,0,10,53,129,0,1,214,444
59039,"Vancouver Quadra/Vancouver Quadra"," 102","Vancouver",17,2,1,9,41,164,1,1,236,498
59039,"Vancouver Quadra/Vancouver Quadra"," 103","Vancouver",25,0,0,13,72,163,0,0,273,470
59039,"Vancouver Quadra/Vancouver Quadra"," 104","Vancouver",40,0,2,7,49,162,0,0,260,485
59039,"Vancouver Quadra/Vancouver Quadra"," 105","Vancouver",9,0,0,5,66,100,3,0,183,384
59039,"Vancouver Quadra/Vancouver Quadra"," 106","Vancouver",9,0,0,17,90,112,0,0,228,440
59039,"Vancouver Quadra/Vancouver Quadra"," 107","Vancouver",19,1,0,8,67,103,1,0,199,427
59039,"Vancouver Quadra/Vancouver Quadra"," 108","Vancouver",23,1,0,14,35,118,0,0,191,390
59039,"Vancouver Quadra/Vancouver Quadra"," 109","Vancouver",17,0,0,5,32,82,0,0,136,347
