Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Andrews,Marc Boyer,Jean-François Caron,Kris Constable,Blair Lockhart,Joyce Murray,Trevor Clinton Walper,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59039,"Vancouver Quadra/Vancouver Quadra"," 110","Vancouver",17,0,0,4,46,117,1,0,185,390
59039,"Vancouver Quadra/Vancouver Quadra"," 111","Vancouver",18,0,0,7,48,125,0,0,198,410
59039,"Vancouver Quadra/Vancouver Quadra"," 112","Vancouver",7,0,0,8,51,99,0,0,165,425
59039,"Vancouver Quadra/Vancouver Quadra"," 113","Vancouver",12,0,0,3,71,113,0,0,199,411
59039,"Vancouver Quadra/Vancouver Quadra"," 114","Vancouver",8,0,1,4,62,84,0,2,161,389
59039,"Vancouver Quadra/Vancouver Quadra"," 115","Vancouver",13,1,0,6,85,60,0,0,165,427
59039,"Vancouver Quadra/Vancouver Quadra"," 116","Vancouver",12,0,0,10,77,75,0,0,174,399
59039,"Vancouver Quadra/Vancouver Quadra"," 117","Vancouver",13,1,0,6,59,96,1,1,177,353
59039,"Vancouver Quadra/Vancouver Quadra"," 118","Vancouver",13,0,0,12,48,121,0,0,194,396
59039,"Vancouver Quadra/Vancouver Quadra"," 119","Vancouver",16,1,0,7,59,128,0,1,212,444
59039,"Vancouver Quadra/Vancouver Quadra"," 120","Vancouver",21,0,0,7,62,120,0,0,210,422
59039,"Vancouver Quadra/Vancouver Quadra"," 121","Vancouver",2,0,0,12,64,104,0,0,182,389
59039,"Vancouver Quadra/Vancouver Quadra"," 122","Vancouver",15,0,1,13,63,120,0,0,212,418
59039,"Vancouver Quadra/Vancouver Quadra"," 123","Vancouver",13,1,0,3,99,116,0,0,232,390
59039,"Vancouver Quadra/Vancouver Quadra"," 124","Vancouver",3,0,0,4,89,92,1,0,189,404
59039,"Vancouver Quadra/Vancouver Quadra"," 125","Vancouver",14,0,0,4,124,93,0,0,235,410
59039,"Vancouver Quadra/Vancouver Quadra"," 126","Vancouver",19,0,0,13,122,141,3,0,298,534
59039,"Vancouver Quadra/Vancouver Quadra"," 127","Vancouver",7,1,0,14,95,123,0,1,241,479
59039,"Vancouver Quadra/Vancouver Quadra"," 128","Vancouver",6,0,0,2,118,132,0,0,258,473
59039,"Vancouver Quadra/Vancouver Quadra"," 129","Vancouver",9,0,0,6,68,116,0,1,200,400
59039,"Vancouver Quadra/Vancouver Quadra"," 130","Musqueam 2",12,0,0,4,52,63,0,1,132,252
59039,"Vancouver Quadra/Vancouver Quadra"," 131","Musqueam 2",34,0,0,6,63,109,0,1,213,368
59039,"Vancouver Quadra/Vancouver Quadra"," 132","Musqueam 2",95,0,1,6,10,127,0,0,239,426
59039,"Vancouver Quadra/Vancouver Quadra"," 133","Vancouver",21,0,0,8,86,119,0,0,234,423
59039,"Vancouver Quadra/Vancouver Quadra"," 134","Vancouver",7,0,0,3,123,117,0,0,250,429
59039,"Vancouver Quadra/Vancouver Quadra"," 135","Vancouver",21,0,0,9,108,130,0,0,268,483
59039,"Vancouver Quadra/Vancouver Quadra"," 136","Vancouver",6,0,0,8,74,91,0,0,179,415
59039,"Vancouver Quadra/Vancouver Quadra"," 137","Vancouver",6,0,0,6,94,122,0,1,229,413
59039,"Vancouver Quadra/Vancouver Quadra"," 138","Vancouver",14,0,0,13,93,105,0,0,225,426
59039,"Vancouver Quadra/Vancouver Quadra"," 139","Vancouver",9,0,0,9,92,101,0,0,211,444
59039,"Vancouver Quadra/Vancouver Quadra"," 140","Vancouver",11,0,0,5,45,74,0,1,136,419
59039,"Vancouver Quadra/Vancouver Quadra"," 141","Vancouver",7,0,0,7,70,90,0,0,174,405
59039,"Vancouver Quadra/Vancouver Quadra"," 142","Vancouver",13,0,0,7,67,92,0,0,179,440
59039,"Vancouver Quadra/Vancouver Quadra"," 143","Vancouver",11,0,0,10,69,119,0,0,209,426
59039,"Vancouver Quadra/Vancouver Quadra"," 144","Vancouver",12,0,2,2,84,73,1,0,174,427
59039,"Vancouver Quadra/Vancouver Quadra"," 145","Vancouver",23,0,1,7,77,117,3,2,230,421
59039,"Vancouver Quadra/Vancouver Quadra"," 146","Vancouver",11,1,0,7,64,99,1,0,183,484
59039,"Vancouver Quadra/Vancouver Quadra"," 147","Vancouver",16,1,1,5,86,96,0,0,205,453
59039,"Vancouver Quadra/Vancouver Quadra"," 148","Vancouver",20,0,1,8,72,87,0,0,188,364
59039,"Vancouver Quadra/Vancouver Quadra"," 149","Vancouver",10,1,0,10,66,71,0,0,158,372
59039,"Vancouver Quadra/Vancouver Quadra"," 150","Vancouver",17,0,0,6,70,117,0,1,211,452
59039,"Vancouver Quadra/Vancouver Quadra"," 151","Vancouver",13,0,1,7,74,89,1,0,185,417
59039,"Vancouver Quadra/Vancouver Quadra"," 152","Vancouver",17,0,0,6,79,109,1,0,212,486
59039,"Vancouver Quadra/Vancouver Quadra"," 153","Vancouver",12,0,0,6,70,88,0,0,176,474
59039,"Vancouver Quadra/Vancouver Quadra"," 154","Vancouver",21,0,1,7,101,137,2,1,270,549
59039,"Vancouver Quadra/Vancouver Quadra"," 155","Vancouver",10,0,1,10,53,80,1,0,155,367
59039,"Vancouver Quadra/Vancouver Quadra"," 156","Vancouver",5,0,0,10,53,52,0,2,122,310
59039,"Vancouver Quadra/Vancouver Quadra"," 157","Vancouver",10,0,0,5,46,89,0,2,152,401
59039,"Vancouver Quadra/Vancouver Quadra"," 158","Vancouver",4,0,1,2,51,77,0,0,135,373
59039,"Vancouver Quadra/Vancouver Quadra"," 159","Vancouver",21,0,0,7,46,89,2,0,165,459
59039,"Vancouver Quadra/Vancouver Quadra"," 160","Vancouver",11,1,0,10,54,73,0,0,149,522
59039,"Vancouver Quadra/Vancouver Quadra"," 161","Vancouver",14,0,0,5,28,50,0,0,97,352
59039,"Vancouver Quadra/Vancouver Quadra"," 162","Vancouver",18,0,1,9,56,86,1,1,172,459
59039,"Vancouver Quadra/Vancouver Quadra"," 163","Vancouver",13,0,1,3,64,85,0,0,166,396
59039,"Vancouver Quadra/Vancouver Quadra"," 164","Vancouver",10,0,0,8,80,95,1,0,194,447
59039,"Vancouver Quadra/Vancouver Quadra"," 165","Vancouver",19,0,0,3,49,87,0,1,159,478
59039,"Vancouver Quadra/Vancouver Quadra"," 166","Vancouver",32,1,0,8,49,112,0,0,202,513
59039,"Vancouver Quadra/Vancouver Quadra"," 167","Vancouver",20,1,0,9,34,74,0,1,139,392
59039,"Vancouver Quadra/Vancouver Quadra"," 168","Vancouver",31,1,0,7,51,107,0,0,197,444
59039,"Vancouver Quadra/Vancouver Quadra"," 169","Vancouver",28,0,0,21,52,105,0,2,208,489
59039,"Vancouver Quadra/Vancouver Quadra"," 170","Vancouver",5,0,0,5,61,97,0,0,168,372
59039,"Vancouver Quadra/Vancouver Quadra"," 171","Vancouver",5,0,0,2,60,76,0,0,143,358
59039,"Vancouver Quadra/Vancouver Quadra"," 172","Vancouver",16,0,0,3,86,69,0,0,174,397
59039,"Vancouver Quadra/Vancouver Quadra"," 173","Vancouver",3,0,0,2,80,81,1,0,167,351
59039,"Vancouver Quadra/Vancouver Quadra"," 174","Vancouver",10,0,0,4,94,106,0,0,214,394
59039,"Vancouver Quadra/Vancouver Quadra"," 175","Vancouver",9,0,0,4,78,89,0,0,180,354
59039,"Vancouver Quadra/Vancouver Quadra"," 176","Vancouver",8,0,0,8,93,78,0,0,187,386
59039,"Vancouver Quadra/Vancouver Quadra"," 177","Vancouver",3,0,0,3,23,50,0,0,79,148
59039,"Vancouver Quadra/Vancouver Quadra"," 178","Vancouver",17,0,0,12,46,123,0,0,198,465
59039,"Vancouver Quadra/Vancouver Quadra"," 179","Vancouver",30,0,0,14,59,127,0,0,230,495
59039,"Vancouver Quadra/Vancouver Quadra"," 180","Vancouver",18,0,1,6,25,88,0,1,139,272
59039,"Vancouver Quadra/Vancouver Quadra"," 181","Greater Vancouver A",Merged with No./Fusionné avec le n°183,,,,,,,,,544
59039,"Vancouver Quadra/Vancouver Quadra"," 182","Greater Vancouver A",34,0,0,9,55,119,0,0,217,438
59039,"Vancouver Quadra/Vancouver Quadra"," 183","Greater Vancouver A",84,0,0,16,81,284,1,0,466,409
59039,"Vancouver Quadra/Vancouver Quadra"," 400","Vancouver",12,2,2,1,45,70,0,3,135,175
59039,"Vancouver Quadra/Vancouver Quadra"," 500","Mobile poll/Bureau itinérant",9,3,0,6,97,101,0,0,216,266
59039,"Vancouver Quadra/Vancouver Quadra"," 501","Mobile poll/Bureau itinérant",19,1,0,5,21,41,4,0,91,114
59039,"Vancouver Quadra/Vancouver Quadra"," 502","Mobile poll/Bureau itinérant",7,2,1,4,19,34,0,1,68,113
59039,"Vancouver Quadra/Vancouver Quadra"," 503","Mobile poll/Bureau itinérant",11,1,0,3,30,53,0,5,103,210
59039,"Vancouver Quadra/Vancouver Quadra"," 600","Greater Vancouver A",90,0,1,27,275,501,0,0,894,
59039,"Vancouver Quadra/Vancouver Quadra"," 601","Vancouver",115,1,0,46,337,731,1,2,1233,
59039,"Vancouver Quadra/Vancouver Quadra"," 602","Vancouver",139,0,0,40,295,784,4,2,1264,
59039,"Vancouver Quadra/Vancouver Quadra"," 603","Vancouver",177,1,2,57,193,810,1,2,1243,
59039,"Vancouver Quadra/Vancouver Quadra"," 604","Vancouver",167,2,0,75,218,1024,0,0,1486,
59039,"Vancouver Quadra/Vancouver Quadra"," 605","Vancouver",190,2,1,49,129,816,2,1,1190,
59039,"Vancouver Quadra/Vancouver Quadra"," 606","Vancouver",191,0,1,47,295,942,2,0,1478,
59039,"Vancouver Quadra/Vancouver Quadra"," 607","Vancouver",65,0,0,22,304,439,3,0,833,
59039,"Vancouver Quadra/Vancouver Quadra"," 608","Vancouver",97,3,1,35,411,815,3,2,1367,
59039,"Vancouver Quadra/Vancouver Quadra"," 609","Greater Vancouver A",19,0,0,1,16,99,0,1,136,
59039,"Vancouver Quadra/Vancouver Quadra"," 610","Musqueam 2",55,2,0,27,377,461,0,0,922,
59039,"Vancouver Quadra/Vancouver Quadra"," 611","Vancouver",74,1,1,36,510,623,1,2,1248,
59039,"Vancouver Quadra/Vancouver Quadra"," 612","Vancouver",111,1,2,58,489,606,1,6,1274,
59039,"Vancouver Quadra/Vancouver Quadra",,"Group 1/Groupe 1",25,1,0,12,16,155,1,6,216,235
59039,"Vancouver Quadra/Vancouver Quadra",,"Group 2/Groupe 2",390,2,2,124,469,1854,1,51,2893,
