Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Paul Calandra,Gregory Hines,Myles O'Brien,Jane Philpott,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35054,"Markham--Stouffville/Markham--Stouffville"," 40","Whitchurch-Stouffville",110,27,10,134,1,282,546
35054,"Markham--Stouffville/Markham--Stouffville"," 41A","Whitchurch-Stouffville",90,6,1,71,0,168,329
35054,"Markham--Stouffville/Markham--Stouffville"," 41B","Whitchurch-Stouffville",115,15,1,95,0,226,369
35054,"Markham--Stouffville/Markham--Stouffville"," 42A","Whitchurch-Stouffville",139,16,3,128,0,286,491
35054,"Markham--Stouffville/Markham--Stouffville"," 42B","Whitchurch-Stouffville",130,25,6,94,0,255,449
35054,"Markham--Stouffville/Markham--Stouffville"," 43","Whitchurch-Stouffville",141,18,12,110,1,282,505
35054,"Markham--Stouffville/Markham--Stouffville"," 44","Whitchurch-Stouffville",142,35,2,117,0,296,488
35054,"Markham--Stouffville/Markham--Stouffville"," 45","Whitchurch-Stouffville",117,12,6,106,0,241,347
35054,"Markham--Stouffville/Markham--Stouffville"," 46","Whitchurch-Stouffville",125,14,6,94,0,239,373
35054,"Markham--Stouffville/Markham--Stouffville"," 47","Whitchurch-Stouffville",131,13,4,119,1,268,461
35054,"Markham--Stouffville/Markham--Stouffville"," 48A","Scarborough",73,7,2,85,0,167,307
35054,"Markham--Stouffville/Markham--Stouffville"," 48B","Scarborough",49,8,0,84,0,141,288
35054,"Markham--Stouffville/Markham--Stouffville"," 49A","Whitchurch-Stouffville",65,14,1,68,1,149,324
35054,"Markham--Stouffville/Markham--Stouffville"," 49B","Whitchurch-Stouffville",56,12,1,82,0,151,315
35054,"Markham--Stouffville/Markham--Stouffville"," 50","Whitchurch-Stouffville",64,7,5,104,3,183,414
35054,"Markham--Stouffville/Markham--Stouffville"," 51","Whitchurch-Stouffville",71,16,3,81,0,171,377
35054,"Markham--Stouffville/Markham--Stouffville"," 52","Whitchurch-Stouffville",155,21,4,130,1,311,526
35054,"Markham--Stouffville/Markham--Stouffville"," 53","Whitchurch-Stouffville",124,18,3,111,2,258,440
35054,"Markham--Stouffville/Markham--Stouffville"," 54","Whitchurch-Stouffville",140,18,4,97,2,261,449
35054,"Markham--Stouffville/Markham--Stouffville"," 55","Whitchurch-Stouffville",81,14,6,76,0,177,400
35054,"Markham--Stouffville/Markham--Stouffville"," 56","Whitchurch-Stouffville",72,10,4,73,1,160,357
35054,"Markham--Stouffville/Markham--Stouffville"," 57","Whitchurch-Stouffville",67,12,1,80,0,160,358
35054,"Markham--Stouffville/Markham--Stouffville"," 58","Whitchurch-Stouffville",102,20,2,134,0,258,470
35054,"Markham--Stouffville/Markham--Stouffville"," 59","Whitchurch-Stouffville",98,11,6,85,0,200,397
35054,"Markham--Stouffville/Markham--Stouffville"," 60","Whitchurch-Stouffville",114,14,9,106,1,244,465
35054,"Markham--Stouffville/Markham--Stouffville"," 61","Whitchurch-Stouffville",73,39,2,99,1,214,395
35054,"Markham--Stouffville/Markham--Stouffville"," 62","Whitchurch-Stouffville",59,12,2,111,0,184,404
35054,"Markham--Stouffville/Markham--Stouffville"," 63","Whitchurch-Stouffville",83,10,3,94,0,190,383
35054,"Markham--Stouffville/Markham--Stouffville"," 64","Whitchurch-Stouffville",126,6,3,82,0,217,420
35054,"Markham--Stouffville/Markham--Stouffville"," 65","Whitchurch-Stouffville",113,17,2,89,0,221,456
35054,"Markham--Stouffville/Markham--Stouffville"," 66","Whitchurch-Stouffville",89,20,3,74,2,188,450
35054,"Markham--Stouffville/Markham--Stouffville"," 67","Whitchurch-Stouffville",122,23,1,99,1,246,515
35054,"Markham--Stouffville/Markham--Stouffville"," 68","Whitchurch-Stouffville",112,20,10,106,1,249,488
35054,"Markham--Stouffville/Markham--Stouffville"," 69","Whitchurch-Stouffville",79,15,3,79,0,176,385
35054,"Markham--Stouffville/Markham--Stouffville"," 70","Whitchurch-Stouffville",101,13,3,92,0,209,384
35054,"Markham--Stouffville/Markham--Stouffville"," 71","Whitchurch-Stouffville",95,7,2,71,0,175,227
35054,"Markham--Stouffville/Markham--Stouffville"," 72","Markham",106,8,5,98,0,217,479
35054,"Markham--Stouffville/Markham--Stouffville"," 73A","Markham",52,18,3,89,0,162,329
35054,"Markham--Stouffville/Markham--Stouffville"," 73B","Markham",85,11,6,103,0,205,431
35054,"Markham--Stouffville/Markham--Stouffville"," 74","Markham",90,25,1,119,0,235,450
35054,"Markham--Stouffville/Markham--Stouffville"," 75","Markham",91,8,0,106,0,205,402
35054,"Markham--Stouffville/Markham--Stouffville"," 76","Markham",96,11,1,85,1,194,454
35054,"Markham--Stouffville/Markham--Stouffville"," 77","Markham",95,22,5,145,1,268,522
35054,"Markham--Stouffville/Markham--Stouffville"," 78","Markham",101,18,4,110,1,234,467
35054,"Markham--Stouffville/Markham--Stouffville"," 79","Markham",106,10,5,163,0,284,537
35054,"Markham--Stouffville/Markham--Stouffville"," 80A","Markham",102,15,3,128,3,251,527
35054,"Markham--Stouffville/Markham--Stouffville"," 80B","Markham",93,12,2,135,1,243,482
35054,"Markham--Stouffville/Markham--Stouffville"," 81","Markham",110,7,2,156,0,275,496
35054,"Markham--Stouffville/Markham--Stouffville"," 82","Markham",58,6,1,84,0,149,304
35054,"Markham--Stouffville/Markham--Stouffville"," 83","Markham",110,19,10,89,1,229,431
35054,"Markham--Stouffville/Markham--Stouffville"," 84","Markham",83,9,0,107,0,199,383
35054,"Markham--Stouffville/Markham--Stouffville"," 85","Markham",76,7,2,91,2,178,382
35054,"Markham--Stouffville/Markham--Stouffville"," 86","Markham",80,14,2,106,0,202,408
35054,"Markham--Stouffville/Markham--Stouffville"," 87","Markham",79,13,0,132,2,226,467
35054,"Markham--Stouffville/Markham--Stouffville"," 88","Markham",90,21,2,105,0,218,475
35054,"Markham--Stouffville/Markham--Stouffville"," 89A","Markham",83,7,2,58,0,150,338
35054,"Markham--Stouffville/Markham--Stouffville"," 89B","Markham",63,6,2,92,0,163,299
35054,"Markham--Stouffville/Markham--Stouffville"," 90","Markham",83,8,3,99,0,193,370
35054,"Markham--Stouffville/Markham--Stouffville"," 91","Markham",68,6,2,122,0,198,393
35054,"Markham--Stouffville/Markham--Stouffville"," 92","Markham",60,14,0,89,0,163,388
35054,"Markham--Stouffville/Markham--Stouffville"," 93","Markham",71,12,3,94,0,180,404
35054,"Markham--Stouffville/Markham--Stouffville"," 94","Markham",56,13,0,99,0,168,363
35054,"Markham--Stouffville/Markham--Stouffville"," 95","Markham",79,13,3,85,0,180,387
35054,"Markham--Stouffville/Markham--Stouffville"," 96","Markham",71,15,0,97,4,187,398
35054,"Markham--Stouffville/Markham--Stouffville"," 97","Markham",72,21,3,99,2,197,422
35054,"Markham--Stouffville/Markham--Stouffville"," 98","Markham",46,0,0,33,0,79,133
35054,"Markham--Stouffville/Markham--Stouffville"," 99","Markham",99,3,1,108,0,211,342
35054,"Markham--Stouffville/Markham--Stouffville"," 100","Markham",66,3,1,60,0,130,246
35054,"Markham--Stouffville/Markham--Stouffville"," 101","Markham",65,7,3,89,1,165,286
35054,"Markham--Stouffville/Markham--Stouffville"," 102","Markham",94,20,6,149,0,269,525
35054,"Markham--Stouffville/Markham--Stouffville"," 103","Markham",65,7,1,134,1,208,414
35054,"Markham--Stouffville/Markham--Stouffville"," 104","Markham",86,14,4,103,3,210,396
35054,"Markham--Stouffville/Markham--Stouffville"," 105","Markham",131,11,3,128,1,274,470
35054,"Markham--Stouffville/Markham--Stouffville"," 106","Markham",75,7,1,80,5,168,311
35054,"Markham--Stouffville/Markham--Stouffville"," 107","Markham",102,13,8,102,0,225,389
35054,"Markham--Stouffville/Markham--Stouffville"," 108","Markham",68,11,3,101,1,184,334
35054,"Markham--Stouffville/Markham--Stouffville"," 109","Markham",114,17,6,130,1,268,452
35054,"Markham--Stouffville/Markham--Stouffville"," 110","Markham",90,10,0,109,0,209,361
35054,"Markham--Stouffville/Markham--Stouffville"," 111A","Markham",76,7,2,106,0,191,402
35054,"Markham--Stouffville/Markham--Stouffville"," 111B","Markham",78,9,0,101,0,188,383
35054,"Markham--Stouffville/Markham--Stouffville"," 112","Markham",81,12,1,91,0,185,465
35054,"Markham--Stouffville/Markham--Stouffville"," 113","Markham",90,17,3,74,0,184,452
35054,"Markham--Stouffville/Markham--Stouffville"," 114A","Markham",84,16,6,96,0,202,401
35054,"Markham--Stouffville/Markham--Stouffville"," 114B","Markham",64,12,5,94,0,175,361
35054,"Markham--Stouffville/Markham--Stouffville"," 115","Markham",97,7,8,109,0,221,408
35054,"Markham--Stouffville/Markham--Stouffville"," 116","Markham",87,14,5,133,0,239,389
35054,"Markham--Stouffville/Markham--Stouffville"," 117","Markham",110,20,5,97,1,233,425
35054,"Markham--Stouffville/Markham--Stouffville"," 118","Markham",73,15,7,137,0,232,459
35054,"Markham--Stouffville/Markham--Stouffville"," 119A","Markham",74,17,0,109,2,202,428
35054,"Markham--Stouffville/Markham--Stouffville"," 119B","Markham",76,9,1,91,0,177,379
35054,"Markham--Stouffville/Markham--Stouffville"," 120","Markham",61,13,7,110,0,191,378
35054,"Markham--Stouffville/Markham--Stouffville"," 121","Markham",92,13,4,104,0,213,426
35054,"Markham--Stouffville/Markham--Stouffville"," 122A","Markham",71,12,1,80,2,166,371
35054,"Markham--Stouffville/Markham--Stouffville"," 122B","Markham",52,13,2,67,0,134,320
35054,"Markham--Stouffville/Markham--Stouffville"," 123","Markham",119,16,7,143,1,286,481
35054,"Markham--Stouffville/Markham--Stouffville"," 124","Markham",86,10,4,87,0,187,331
35054,"Markham--Stouffville/Markham--Stouffville"," 125","Markham",85,8,3,70,0,166,298
35054,"Markham--Stouffville/Markham--Stouffville"," 126","Markham",100,14,7,137,1,259,469
35054,"Markham--Stouffville/Markham--Stouffville"," 127","Markham",89,9,4,88,1,191,364
35054,"Markham--Stouffville/Markham--Stouffville"," 128","Markham",75,16,4,107,1,203,438
35054,"Markham--Stouffville/Markham--Stouffville"," 129","Markham",103,13,3,109,0,228,441
35054,"Markham--Stouffville/Markham--Stouffville"," 130","Markham",100,10,2,120,0,232,414
35054,"Markham--Stouffville/Markham--Stouffville"," 131","Markham",82,3,8,123,0,216,340
35054,"Markham--Stouffville/Markham--Stouffville"," 132","Markham",132,14,3,117,0,266,472
35054,"Markham--Stouffville/Markham--Stouffville"," 133","Markham",96,10,3,72,0,181,326
35054,"Markham--Stouffville/Markham--Stouffville"," 134","Markham",84,11,6,87,0,188,319
35054,"Markham--Stouffville/Markham--Stouffville"," 135","Markham",64,14,5,92,1,176,343
35054,"Markham--Stouffville/Markham--Stouffville"," 136","Markham",79,10,3,93,0,185,313
35054,"Markham--Stouffville/Markham--Stouffville"," 137","Markham",80,7,2,126,0,215,409
35054,"Markham--Stouffville/Markham--Stouffville"," 138","Markham",50,8,1,92,0,151,371
35054,"Markham--Stouffville/Markham--Stouffville"," 139","Markham",79,9,2,99,1,190,373
35054,"Markham--Stouffville/Markham--Stouffville"," 140","Markham",97,15,5,126,3,246,492
35054,"Markham--Stouffville/Markham--Stouffville"," 141","Markham",87,7,3,83,0,180,409
35054,"Markham--Stouffville/Markham--Stouffville"," 142","Markham",122,22,3,139,0,286,526
35054,"Markham--Stouffville/Markham--Stouffville"," 143","Markham",81,8,0,116,1,206,396
35054,"Markham--Stouffville/Markham--Stouffville"," 144","Markham",71,7,3,78,0,159,296
35054,"Markham--Stouffville/Markham--Stouffville"," 145","Markham",68,9,2,107,1,187,341
35054,"Markham--Stouffville/Markham--Stouffville"," 146","Markham",108,18,4,133,0,263,500
35054,"Markham--Stouffville/Markham--Stouffville"," 147","Markham",112,20,1,109,0,242,512
35054,"Markham--Stouffville/Markham--Stouffville"," 148","Markham",94,8,5,110,0,217,446
35054,"Markham--Stouffville/Markham--Stouffville"," 149","Markham",94,5,4,112,1,216,423
35054,"Markham--Stouffville/Markham--Stouffville"," 150","Markham",88,9,1,102,0,200,359
35054,"Markham--Stouffville/Markham--Stouffville"," 151","Markham",92,10,7,101,3,213,462
35054,"Markham--Stouffville/Markham--Stouffville"," 152","Markham",60,11,1,72,0,144,325
35054,"Markham--Stouffville/Markham--Stouffville"," 153","Markham",96,9,4,88,0,197,375
35054,"Markham--Stouffville/Markham--Stouffville"," 154","Markham",126,21,7,141,1,296,494
35054,"Markham--Stouffville/Markham--Stouffville"," 155","Markham",93,23,2,94,2,214,511
35054,"Markham--Stouffville/Markham--Stouffville"," 156","Markham",102,10,5,130,2,249,445
35054,"Markham--Stouffville/Markham--Stouffville"," 157","Markham",113,23,5,75,0,216,428
35054,"Markham--Stouffville/Markham--Stouffville"," 158","Markham",89,16,8,122,0,235,432
35054,"Markham--Stouffville/Markham--Stouffville"," 159","Markham",74,2,13,91,1,181,387
35054,"Markham--Stouffville/Markham--Stouffville"," 160","Markham",72,9,11,104,0,196,372
35054,"Markham--Stouffville/Markham--Stouffville"," 161","Markham",71,24,6,94,0,195,495
35054,"Markham--Stouffville/Markham--Stouffville"," 162","Markham",83,19,9,115,0,226,470
35054,"Markham--Stouffville/Markham--Stouffville"," 163","Markham",109,7,12,88,0,216,456
35054,"Markham--Stouffville/Markham--Stouffville"," 164","Markham",100,11,12,130,0,253,452
35054,"Markham--Stouffville/Markham--Stouffville"," 165","Markham",86,8,2,124,0,220,365
35054,"Markham--Stouffville/Markham--Stouffville"," 166","Markham",107,11,8,135,1,262,433
35054,"Markham--Stouffville/Markham--Stouffville"," 167","Markham",129,14,3,115,0,261,504
35054,"Markham--Stouffville/Markham--Stouffville"," 168","Markham",89,4,4,95,0,192,389
35054,"Markham--Stouffville/Markham--Stouffville"," 169","Markham",94,17,4,90,1,206,439
35054,"Markham--Stouffville/Markham--Stouffville"," 170","Markham",102,16,11,107,0,236,417
35054,"Markham--Stouffville/Markham--Stouffville"," 171","Markham",84,18,2,97,0,201,470
35054,"Markham--Stouffville/Markham--Stouffville"," 172","Markham",105,7,0,74,0,186,463
35054,"Markham--Stouffville/Markham--Stouffville"," 173","Markham",66,10,0,117,0,193,472
35054,"Markham--Stouffville/Markham--Stouffville"," 174","Markham",99,10,2,85,6,202,445
35054,"Markham--Stouffville/Markham--Stouffville"," 175","Markham",63,13,6,137,2,221,506
35054,"Markham--Stouffville/Markham--Stouffville"," 176","Markham",56,11,5,144,0,216,458
35054,"Markham--Stouffville/Markham--Stouffville"," 177","Markham",86,13,3,131,1,234,460
35054,"Markham--Stouffville/Markham--Stouffville"," 178","Markham",113,14,7,143,0,277,457
35054,"Markham--Stouffville/Markham--Stouffville"," 179","Markham",67,21,3,80,0,171,348
35054,"Markham--Stouffville/Markham--Stouffville"," 180","Markham",81,6,2,96,0,185,357
35054,"Markham--Stouffville/Markham--Stouffville"," 181","Markham",81,7,1,81,0,170,343
35054,"Markham--Stouffville/Markham--Stouffville"," 182","Markham",65,17,3,98,1,184,339
35054,"Markham--Stouffville/Markham--Stouffville"," 183","Markham",91,14,4,113,0,222,421
35054,"Markham--Stouffville/Markham--Stouffville"," 184","Markham",42,18,2,115,1,178,384
35054,"Markham--Stouffville/Markham--Stouffville"," 185","Markham",58,14,0,86,0,158,383
35054,"Markham--Stouffville/Markham--Stouffville"," 186","Markham",70,12,0,139,0,221,480
35054,"Markham--Stouffville/Markham--Stouffville"," 187","Markham",71,12,0,118,1,202,431
35054,"Markham--Stouffville/Markham--Stouffville"," 188","Markham",84,9,4,175,0,272,557
35054,"Markham--Stouffville/Markham--Stouffville"," 189","Markham",62,12,1,136,1,212,477
35054,"Markham--Stouffville/Markham--Stouffville"," 190","Markham",67,11,5,106,0,189,477
35054,"Markham--Stouffville/Markham--Stouffville"," 191","Markham",61,10,2,150,0,223,441
35054,"Markham--Stouffville/Markham--Stouffville"," 192","Markham",53,19,0,117,1,190,450
35054,"Markham--Stouffville/Markham--Stouffville"," 193","Markham",62,9,4,123,5,203,431
35054,"Markham--Stouffville/Markham--Stouffville"," 194","Markham",56,14,5,129,1,205,436
35054,"Markham--Stouffville/Markham--Stouffville"," 195","Markham",105,24,10,107,1,247,514
35054,"Markham--Stouffville/Markham--Stouffville"," 196","Markham",111,11,8,122,3,255,459
35054,"Markham--Stouffville/Markham--Stouffville"," 197","Markham",95,17,5,110,0,227,410
35054,"Markham--Stouffville/Markham--Stouffville"," 400","Whitchurch-Stouffville",57,9,3,39,8,116,158
35054,"Markham--Stouffville/Markham--Stouffville"," 401","Scarborough",41,8,1,46,1,97,127
35054,"Markham--Stouffville/Markham--Stouffville"," 500","Mobile poll/Bureau itinérant",52,16,2,46,1,117,157
35054,"Markham--Stouffville/Markham--Stouffville"," 501A","Mobile poll/Bureau itinérant",36,2,1,30,1,70,234
35054,"Markham--Stouffville/Markham--Stouffville"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,71
35054,"Markham--Stouffville/Markham--Stouffville"," 502","Mobile poll/Bureau itinérant",21,3,3,42,0,69,115
35054,"Markham--Stouffville/Markham--Stouffville"," 503","Mobile poll/Bureau itinérant",14,4,3,13,0,34,144
35054,"Markham--Stouffville/Markham--Stouffville"," 600","Whitchurch-Stouffville",525,48,16,431,0,1020,
35054,"Markham--Stouffville/Markham--Stouffville"," 601","Whitchurch-Stouffville",442,42,16,352,0,852,
35054,"Markham--Stouffville/Markham--Stouffville"," 602","Whitchurch-Stouffville",512,83,17,506,2,1120,
35054,"Markham--Stouffville/Markham--Stouffville"," 603","Whitchurch-Stouffville",376,69,17,446,1,909,
35054,"Markham--Stouffville/Markham--Stouffville"," 604","Whitchurch-Stouffville",403,60,22,521,2,1008,
35054,"Markham--Stouffville/Markham--Stouffville"," 605","Markham",370,92,15,527,3,1007,
35054,"Markham--Stouffville/Markham--Stouffville"," 606","Markham",402,40,14,617,5,1078,
35054,"Markham--Stouffville/Markham--Stouffville"," 607","Markham",368,60,10,498,3,939,
35054,"Markham--Stouffville/Markham--Stouffville"," 608","Markham",481,46,24,565,1,1117,
35054,"Markham--Stouffville/Markham--Stouffville"," 609","Markham",402,42,17,530,2,993,
35054,"Markham--Stouffville/Markham--Stouffville"," 610","Markham",477,73,16,697,3,1266,
35054,"Markham--Stouffville/Markham--Stouffville"," 611","Markham",406,54,35,588,2,1085,
35054,"Markham--Stouffville/Markham--Stouffville"," 612","Markham",375,87,16,837,8,1323,
35054,"Markham--Stouffville/Markham--Stouffville",,"Group 1/Groupe 1",14,8,2,40,5,69,69
35054,"Markham--Stouffville/Markham--Stouffville",,"Group 2/Groupe 2",369,113,31,624,10,1147,
