Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mel Arnold,Cindy Derkaz,Chris George,Jacqui Gingras,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 247","Edgewood",Merged with No./Fusionné avec le n°248,,,,,,9
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 248","Edgewood",44,41,15,96,1,197,305
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 500","Mobile poll/Bureau itinérant",57,33,11,22,1,124,178
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 501","Mobile poll/Bureau itinérant",31,22,3,17,2,75,92
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 502","Mobile poll/Bureau itinérant",44,36,4,15,0,99,199
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 503","Mobile poll/Bureau itinérant",21,6,1,3,0,31,83
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 504","Mobile poll/Bureau itinérant",57,33,10,14,1,115,226
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 505","Mobile poll/Bureau itinérant",55,39,11,36,0,141,145
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 506","Mobile poll/Bureau itinérant",54,49,11,28,2,144,210
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 507","Mobile poll/Bureau itinérant",36,16,7,20,1,80,163
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 508","Mobile poll/Bureau itinérant",75,61,5,35,2,178,265
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 600","Scotch Creek--Anglemont",187,63,15,70,0,335,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 601","Sicamous",305,171,49,96,0,621,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 602","Sorrento--Eagle Bay",593,223,48,137,0,1001,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 603","Tappen",113,55,3,63,0,234,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 604","Chase",246,144,26,135,0,551,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 605","Falkland",91,43,12,39,2,187,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 606","Silver Creek",53,35,16,49,0,153,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 607","Salmon Arm--Switzemalph",513,427,38,346,1,1325,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 608","Salmon Arm",530,409,57,335,2,1333,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 609","Enderby",368,211,54,230,0,863,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 610","Deep Creek",401,166,42,141,0,750,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 611","Armstrong--Spallumcheen",337,179,46,229,2,793,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 612","Vernon",205,120,23,162,0,510,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 613","Vernon",315,167,35,189,0,706,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 614","Vernon",394,256,50,299,2,1001,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 615","Vernon",449,323,57,363,1,1193,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 616","Vernon",447,283,37,255,1,1023,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 617","Vernon",328,223,57,276,0,884,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 618","Vernon",517,289,40,307,2,1155,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 619","Coldstream",465,258,37,291,4,1055,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap"," 620","Lumby",289,160,34,172,1,656,
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap",,"Group 1/Groupe 1",35,54,7,38,7,141,123
59020,"North Okanagan--Shuswap/North Okanagan--Shuswap",,"Group 2/Groupe 2",1035,773,119,783,27,2737,
