Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Stephen C. Burry,Joanne Cave,James Ford,Rod Frank,Garnett Genuis,Brandie Harrop,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 183","Sherwood Park",2,21,8,50,107,5,0,193,287
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 184","Sherwood Park",1,22,4,57,129,8,0,221,388
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 185","Sherwood Park",0,14,5,29,104,2,0,154,254
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 186","Sherwood Park",5,24,2,62,166,4,0,263,452
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 187","Sherwood Park",3,29,5,69,168,6,0,280,465
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 188","Sherwood Park",1,19,4,50,135,3,2,214,336
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 189","Sherwood Park",1,20,3,45,163,5,0,237,405
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 190","Sherwood Park",2,18,3,54,126,5,3,211,386
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 191","Sherwood Park",2,13,4,66,138,4,0,227,383
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 192","Sherwood Park",4,17,4,47,133,4,0,209,335
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 193","Sherwood Park",2,17,5,52,171,9,0,256,444
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 194","Sherwood Park",3,11,2,42,156,3,0,217,355
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 195","Sherwood Park",0,18,4,28,156,3,0,209,302
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 196","Sherwood Park",4,30,7,61,201,5,0,308,506
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 197","Sherwood Park",0,13,6,49,148,9,0,225,409
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 198","Sherwood Park",3,19,7,50,153,2,2,236,397
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 199","Sherwood Park",4,17,5,50,155,6,0,237,416
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 200","Sherwood Park",1,17,3,47,185,6,1,260,413
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 201","Sherwood Park",4,8,5,60,136,4,0,217,351
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 202A","Sherwood Park",1,9,4,20,152,0,1,187,316
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 202B","Sherwood Park",5,12,0,23,135,5,1,181,306
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 203","Sherwood Park",0,14,3,21,83,2,1,124,225
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 204","Whitecroft",0,4,3,9,42,1,0,59,110
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 205","Whitecroft",2,23,7,72,158,4,1,267,478
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 206","Whitecroft",0,11,7,31,122,2,0,173,339
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 207","Whitecroft",1,8,1,31,117,4,0,162,313
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 208","Whitecroft",4,11,6,34,124,3,0,182,318
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 209","Whitecroft",0,13,6,46,120,3,0,188,288
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 210","Whitecroft",1,10,7,30,99,3,0,150,269
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 211A","Whitecroft",4,14,1,53,160,2,1,235,420
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 211B","Whitecroft",0,13,1,63,128,0,0,205,392
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 212","Bretona",2,19,3,40,126,2,0,192,339
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 213","Bretona",0,20,5,40,143,6,1,215,418
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 214","Bretona",2,15,6,35,128,7,0,193,334
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 215","Cooking Lake",0,19,3,37,133,4,0,196,359
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 216","Cooking Lake",2,11,3,26,132,1,0,175,266
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 217","Cooking Lake",2,15,3,34,163,6,0,223,368
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 218","Strathcona County",1,20,7,26,185,6,0,245,396
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 219","Cooking Lake",1,9,1,25,139,4,1,180,348
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 220","Cooking Lake",2,24,4,27,134,3,3,197,338
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 221","Cooking Lake",0,16,5,31,118,8,1,179,304
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 222","Cooking Lake",2,11,2,26,75,7,0,123,257
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 223","Ministik Lake",2,15,3,27,128,9,0,184,308
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 224","Ministik Lake",4,29,5,27,124,10,0,199,354
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 225","Ardrossan",1,18,4,24,137,7,1,192,288
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 226","Uncas",2,19,5,28,193,9,0,256,443
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 227","Uncas",0,22,5,37,190,9,0,263,395
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 228","Whitecroft",1,11,5,22,120,4,0,163,277
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 229","Whitecroft",2,18,5,35,168,9,1,238,378
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 230","North Cooking Lake",0,24,8,33,99,21,1,186,380
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 231","North Cooking Lake",4,22,5,50,133,8,0,222,330
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 232","North Cooking Lake",2,18,3,22,117,10,1,173,310
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 233","Cooking Lake",1,15,3,31,122,7,2,181,325
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 234","North Cooking Lake",5,8,7,32,155,11,1,219,397
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 235","Deville",0,6,3,14,67,1,0,91,134
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 236","Deville",6,23,1,36,121,3,1,191,410
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 500","Mobile poll/Bureau itinérant",0,15,7,14,74,4,0,114,167
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 501","Mobile poll/Bureau itinérant",4,12,8,17,75,5,0,121,164
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 502","Mobile poll/Bureau itinérant",0,12,2,18,75,3,1,111,150
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 503","Mobile poll/Bureau itinérant",8,7,2,12,49,4,0,82,97
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 504","Mobile poll/Bureau itinérant",3,17,4,13,52,0,1,90,124
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 505","Mobile poll/Bureau itinérant",0,19,7,29,67,1,0,123,128
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 600","Strathcona County--Ardrossan",3,50,9,78,411,19,1,571,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 601","Fort Saskatchewan",3,86,22,114,408,33,5,671,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 602","Fort Saskatchewan",6,108,15,139,507,36,1,812,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 603","Fort Saskatchewan",11,101,16,188,749,17,1,1083,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 604","Strathcona County",2,85,15,171,566,20,2,861,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 605","Strathcona County",2,78,9,129,306,11,0,535,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 606","Strathcona County",3,120,18,174,541,14,1,871,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 607","Strathcona County",7,86,22,190,649,20,1,975,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 608","Sherwood Park",2,91,29,218,687,18,1,1046,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 609","Strathcona County",3,108,21,169,488,15,1,805,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 610","Strathcona County",2,92,18,160,563,21,2,858,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 611","Sherwood Park",5,75,16,175,729,20,1,1021,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 612","Strathcona County",9,37,5,128,451,6,0,636,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 613","Wyeclif",7,39,4,67,393,5,1,516,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 614","Strathcona County",9,58,11,71,411,28,0,588,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 615","Cooking Lake",8,50,13,85,374,20,0,550,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 616","Strathcona County",6,43,10,93,326,35,1,514,
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan",,"Group 1/Groupe 1",3,23,1,42,58,2,7,136,88
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan",,"Group 2/Groupe 2",8,250,41,324,1286,57,23,1989,
