Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Harvey Edward Anstey,Brent Allan Bouteiller,Michael Chong,Anne Gajerski-Cauley,Don Trant,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 218","Puslinch",0,9,130,25,67,0,231,489
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 219","Puslinch",0,24,135,29,97,1,286,484
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 220","Puslinch",0,24,119,13,65,1,222,410
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 221","Puslinch",0,7,120,16,72,0,215,398
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 222","Puslinch",0,8,111,21,95,1,236,388
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 223","Halton Hills",1,5,71,8,85,0,170,378
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 224","Halton Hills",0,5,109,4,52,1,171,376
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 225","Halton Hills",1,6,109,14,108,0,238,480
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 226","Halton Hills",1,8,97,11,95,2,214,400
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 227","Halton Hills",1,11,127,13,83,0,235,435
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 400","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,173
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 500","Mobile poll/Bureau itinérant",10,7,111,19,60,0,207,195
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 501","Mobile poll/Bureau itinérant",0,3,82,10,69,8,172,218
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,129
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 503","Mobile poll/Bureau itinérant",2,5,26,6,31,3,73,130
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 600","Erin",1,39,376,64,227,3,710,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 601","Erin",0,32,319,58,234,1,644,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 602","Halton Hills",3,27,506,60,390,1,987,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 603","Halton Hills",2,32,337,83,327,2,783,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 604","Halton Hills",1,32,388,44,329,0,794,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 605","Halton Hills",1,27,501,75,419,3,1026,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 606","Halton Hills",2,15,546,57,346,0,966,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 607","Halton Hills",0,13,323,71,341,3,751,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 608","Halton Hills",1,26,481,77,281,2,868,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 609","Guelph--Eramosa",2,25,300,70,245,1,643,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 610","Guelph--Eramosa",0,27,238,40,180,0,485,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 611","Centre Wellington",0,46,469,58,299,0,872,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 612","Centre Wellington",1,33,289,50,308,1,682,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 613","Centre Wellington",1,25,278,32,214,2,552,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 614","Centre Wellington",1,26,346,55,232,0,660,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 615","Centre Wellington",0,56,435,58,469,1,1019,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 616","Guelph--Eramosa",2,27,271,39,235,0,574,
35113,"Wellington--Halton Hills/Wellington--Halton Hills"," 617","Puslinch",3,50,500,73,329,4,959,
35113,"Wellington--Halton Hills/Wellington--Halton Hills",,"Group 1/Groupe 1",0,3,40,6,28,2,79,44
35113,"Wellington--Halton Hills/Wellington--Halton Hills",,"Group 2/Groupe 2",0,39,417,106,395,19,976,
