Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,André Bélisle,Steven Blaney,Jean-Luc Daigle,Antoine Dubé,Jacques Turgeon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 172","Saint-Anselme",2,110,18,11,20,3,164,335
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 173","Saint-Anselme",4,106,22,15,39,2,188,399
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 174","Honfleur",3,123,11,14,35,2,188,315
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 175A","Honfleur",6,130,20,9,44,4,213,308
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 175B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°46B,,,,,,,36
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 176","Saint-Lazare",7,152,11,17,25,4,216,327
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 177","Saint-Lazare",7,132,20,15,25,4,203,289
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 178","Saint-Lazare",2,151,10,26,25,1,215,345
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 179","Sainte-Claire",9,112,20,10,22,3,176,320
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 180","Sainte-Claire",2,118,14,12,27,2,175,284
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 181","Sainte-Claire",7,122,25,16,32,0,202,327
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 182","Sainte-Claire",7,126,16,7,24,3,183,323
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 183","Sainte-Claire",9,169,27,30,38,0,273,415
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 184A","Sainte-Claire",6,74,15,10,18,7,130,247
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 184B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,19
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 185","Sainte-Claire",16,169,19,37,33,0,274,439
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 186A","Sainte-Claire",3,82,10,11,21,2,129,253
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 186B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,64
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 187","Saint-Malachie",7,120,7,10,26,2,172,306
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 188A","Saint-Malachie",5,98,14,15,31,1,164,272
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 188B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,45
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 189","Saint-Malachie",10,99,25,21,48,0,203,320
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 190","Saint-Malachie",4,107,17,9,17,0,154,277
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 191","Saint-Nazaire-de-Dorchester",2,110,19,25,27,1,184,302
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 192","Saint-Léon-de-Standon",16,131,21,17,26,0,211,350
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 193","Saint-Léon-de-Standon",11,95,17,16,23,0,162,286
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 194","Saint-Léon-de-Standon",11,103,25,4,30,1,174,301
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 195","Lac-Etchemin",5,68,11,4,26,1,115,312
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 196","Lac-Etchemin",7,91,16,10,43,3,170,391
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 197","Lac-Etchemin",5,60,19,7,14,0,105,237
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 198","Lac-Etchemin",2,46,20,10,18,0,96,287
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 199","Lac-Etchemin",3,60,13,10,22,1,109,301
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 200","Lac-Etchemin",5,77,16,9,21,4,132,308
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 201","Lac-Etchemin",2,62,9,7,30,2,112,311
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 202","Lac-Etchemin",6,74,21,11,25,0,137,349
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 203A","Sainte-Justine",3,139,17,9,46,2,216,369
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 203B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,31
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 204","Sainte-Justine",6,128,17,10,32,0,193,339
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 205","Sainte-Justine",5,114,12,14,30,5,180,296
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 206","Sainte-Justine",6,108,21,24,39,5,203,383
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 207","Saint-Cyprien",10,148,29,18,50,0,255,424
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 208","Sainte-Rose-de-Watford",3,91,19,8,31,2,154,296
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 209","Sainte-Rose-de-Watford",7,84,15,11,46,2,165,297
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 210","Lac-Etchemin",2,73,9,17,30,0,131,346
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 211","Lac-Etchemin",7,55,8,10,12,3,95,263
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 212","Saint-Louis-de-Gonzague",7,86,14,11,32,4,154,314
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 213","Lévis",6,92,30,29,39,4,200,436
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 214","Lévis",7,132,32,31,57,2,261,421
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 215","Lévis",13,65,29,32,59,0,198,441
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 216","Lévis",3,75,25,35,38,4,180,431
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 217","Lévis",12,77,45,30,50,8,222,468
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 218","Lévis",6,67,32,39,46,0,190,430
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 219A","Lévis",5,83,36,38,47,4,213,436
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 219B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°509A,,,,,,,76
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 220","Lévis",6,120,39,41,67,0,273,426
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 221","Lévis",7,106,45,36,56,1,251,441
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 222A","Lévis",Merged with No./Fusionné avec le n°220,,,,,,,70
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 222B","Lévis",5,129,34,24,50,2,244,474
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 223","Lévis",3,64,16,20,36,1,140,307
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 224","Lévis",4,64,22,17,41,1,149,313
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 225","Lévis",9,135,44,46,65,2,301,489
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 226","Lévis",13,88,37,43,76,4,261,452
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 227","Lévis",8,92,33,32,62,5,232,397
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 228","Lévis",5,56,31,22,37,4,155,343
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 229","Lévis",9,74,40,45,59,2,229,454
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 230","Lévis",8,95,30,25,69,4,231,374
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 231","Lévis",8,82,37,23,59,0,209,452
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 232A","Lévis",9,127,30,39,67,8,280,465
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 232B","Lévis",Merged with No./Fusionné avec le n°233,,,,,,,60
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 233","Lévis",9,97,51,36,85,4,282,397
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 234","Lévis",11,93,44,43,70,1,262,427
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 235","Lévis",13,108,51,42,55,0,269,464
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 236A","Lévis",1,56,34,23,50,0,164,339
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 236B","Mobile poll/Bureau itinérant",0,37,10,7,46,0,100,115
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 400","Mobile poll/Bureau itinérant",2,52,19,16,93,0,182,226
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 401","Mobile poll/Bureau itinérant",0,5,2,1,7,0,15,44
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 402","Mobile poll/Bureau itinérant",4,79,19,10,86,5,203,228
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 403","Mobile poll/Bureau itinérant",0,54,11,8,46,3,122,163
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 404","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504B,,,,,,,99
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 500","Mobile poll/Bureau itinérant",1,41,5,2,24,3,76,135
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 501","Mobile poll/Bureau itinérant",1,23,1,5,18,4,52,84
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 502","Mobile poll/Bureau itinérant",4,77,8,8,52,5,154,41
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 503","Mobile poll/Bureau itinérant",3,40,7,7,36,4,97,92
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 504A","Mobile poll/Bureau itinérant",7,58,3,3,23,1,95,100
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 504B","Mobile poll/Bureau itinérant",3,31,7,2,28,3,74,32
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 504C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,16
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 505","Mobile poll/Bureau itinérant",0,32,5,8,15,1,61,105
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 506A","Mobile poll/Bureau itinérant",3,28,8,14,58,0,111,110
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 506B","Mobile poll/Bureau itinérant",4,30,8,5,28,2,77,99
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 507A","Mobile poll/Bureau itinérant",3,39,6,13,36,2,99,89
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 507B","Mobile poll/Bureau itinérant",0,31,9,8,37,1,86,109
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 508A","Mobile poll/Bureau itinérant",0,14,3,8,20,2,47,112
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 508B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,8
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 509A","Mobile poll/Bureau itinérant",3,43,5,9,34,2,96,133
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 509B","Lévis",Merged with No./Fusionné avec le n°120,,,,,,,2
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 509C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°512B,,,,,,,79
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 510","Mobile poll/Bureau itinérant",2,36,4,5,15,7,69,109
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 511","Mobile poll/Bureau itinérant",5,44,20,14,42,3,128,59
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 512A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506A,,,,,,,29
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 512B","Mobile poll/Bureau itinérant",1,22,12,8,25,0,68,45
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 600","Lévis",46,974,269,251,303,23,1866,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 601","Lévis",37,671,243,169,290,0,1410,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 602","Lévis",48,503,195,131,258,11,1146,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 603","Lévis",31,587,184,138,213,9,1162,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 604","Lévis",25,606,215,177,252,15,1290,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 605","Lévis",21,505,175,120,162,7,990,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 606","Lévis",16,547,186,104,177,17,1047,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 607","Lévis",34,744,196,112,161,11,1258,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 608","Saint-Charles",24,305,88,81,107,6,611,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 609","Saint-Henri",11,480,91,41,89,8,720,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 610","Saint-Anselme",18,475,93,46,92,6,730,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 611","Saint-Nérée",10,269,40,39,63,8,429,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 612","Saint-Damien",23,291,61,55,69,7,506,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 613","Sainte-Sabine",9,154,22,28,38,3,254,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 614","Lac-Etchemin",45,556,114,70,142,7,934,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis",,"Group 1/Groupe 1",5,68,17,9,44,5,148,72
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis",,"Group 2/Groupe 2",57,771,314,211,323,21,1697,
