Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bob Bratina,Diane Bubanko,Erin Davis,Wendell Fields,Bob Mann,Wayne Marston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 500","Mobile poll/Bureau itinérant",24,9,2,0,0,17,0,52,86
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 501","Mobile poll/Bureau itinérant",36,26,4,1,2,10,2,81,181
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 502","Mobile poll/Bureau itinérant",43,18,3,0,1,11,2,78,177
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 600","Hamilton ",118,108,15,1,0,183,3,428,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 601","Hamilton ",175,118,9,0,0,186,2,490,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 602","Hamilton ",159,79,18,1,2,276,2,537,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 603","Hamilton ",155,104,14,0,2,268,3,546,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 604","Hamilton ",131,101,17,0,2,212,2,465,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 605","Hamilton ",211,146,21,2,0,219,2,601,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 606","Hamilton ",271,211,17,1,1,254,6,761,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 607","Hamilton ",183,159,21,1,3,254,0,621,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 608","Stoney Creek",210,181,8,0,1,156,0,556,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 609","Stoney Creek",200,172,6,0,2,196,3,579,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 610","Stoney Creek",286,162,10,1,2,179,2,642,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 611","Stoney Creek",245,206,9,0,0,167,4,631,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 612","Stoney Creek",300,298,28,0,1,189,1,817,
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",,"Group 1/Groupe 1",58,27,6,0,0,22,8,121,81
35036,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",,"Group 2/Groupe 2",300,230,32,1,3,366,11,943,
