Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lisa Abbott,Sheri Benson,Randy Donauer,Bronek Hart,Lois Carol Mitchell,Jim Pankiw,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47012,"Saskatoon West/Saskatoon-Ouest"," 26","Saskatoon",69,73,70,0,6,1,0,219,455
47012,"Saskatoon West/Saskatoon-Ouest"," 27","Saskatoon",27,74,91,2,1,2,0,197,418
47012,"Saskatoon West/Saskatoon-Ouest"," 28","Saskatoon",68,69,69,0,6,4,0,216,461
47012,"Saskatoon West/Saskatoon-Ouest"," 29","Saskatoon",50,92,59,2,5,1,1,210,379
47012,"Saskatoon West/Saskatoon-Ouest"," 30","Saskatoon",41,70,44,3,6,2,0,166,407
47012,"Saskatoon West/Saskatoon-Ouest"," 31","Saskatoon",42,87,65,0,2,1,0,197,414
47012,"Saskatoon West/Saskatoon-Ouest"," 32","Saskatoon",54,65,49,1,4,3,0,176,381
47012,"Saskatoon West/Saskatoon-Ouest"," 33","Saskatoon",50,73,52,0,3,2,0,180,327
47012,"Saskatoon West/Saskatoon-Ouest"," 34","Saskatoon",49,87,71,0,1,3,0,211,426
47012,"Saskatoon West/Saskatoon-Ouest"," 35","Saskatoon",66,74,94,0,1,2,3,240,459
47012,"Saskatoon West/Saskatoon-Ouest"," 36","Saskatoon",65,92,91,3,5,3,0,259,517
47012,"Saskatoon West/Saskatoon-Ouest"," 37","Saskatoon",56,71,44,1,6,3,0,181,319
47012,"Saskatoon West/Saskatoon-Ouest"," 38","Saskatoon",56,110,85,1,2,1,3,258,419
47012,"Saskatoon West/Saskatoon-Ouest"," 39","Saskatoon",46,98,89,1,2,2,0,238,434
47012,"Saskatoon West/Saskatoon-Ouest"," 40","Saskatoon",64,89,60,3,9,6,4,235,428
47012,"Saskatoon West/Saskatoon-Ouest"," 41","Saskatoon",59,90,99,2,3,1,1,255,445
47012,"Saskatoon West/Saskatoon-Ouest"," 42A","Saskatoon",46,52,56,1,2,1,1,159,391
47012,"Saskatoon West/Saskatoon-Ouest"," 42B","Saskatoon",53,49,55,4,1,1,0,163,383
47012,"Saskatoon West/Saskatoon-Ouest"," 43","Saskatoon",47,77,101,2,3,5,0,235,373
47012,"Saskatoon West/Saskatoon-Ouest"," 44","Saskatoon",61,75,112,2,5,4,2,261,428
47012,"Saskatoon West/Saskatoon-Ouest"," 45","Saskatoon",56,83,114,1,6,0,0,260,398
47012,"Saskatoon West/Saskatoon-Ouest"," 46","Saskatoon",62,66,118,1,6,3,0,256,415
47012,"Saskatoon West/Saskatoon-Ouest"," 47","Saskatoon",52,71,113,2,7,3,0,248,394
47012,"Saskatoon West/Saskatoon-Ouest"," 48","Saskatoon",31,73,70,2,4,5,0,185,319
47012,"Saskatoon West/Saskatoon-Ouest"," 49","Saskatoon",51,67,78,4,2,1,0,203,339
47012,"Saskatoon West/Saskatoon-Ouest"," 50","Saskatoon",73,128,97,4,3,3,0,308,475
47012,"Saskatoon West/Saskatoon-Ouest"," 51","Saskatoon",63,62,55,0,3,1,1,185,400
47012,"Saskatoon West/Saskatoon-Ouest"," 52","Saskatoon",34,61,52,1,5,3,1,157,328
47012,"Saskatoon West/Saskatoon-Ouest"," 53","Saskatoon",44,92,66,2,5,1,0,210,362
47012,"Saskatoon West/Saskatoon-Ouest"," 54","Saskatoon",58,92,70,1,3,2,1,227,427
47012,"Saskatoon West/Saskatoon-Ouest"," 55","Saskatoon",58,81,51,1,1,0,0,192,356
47012,"Saskatoon West/Saskatoon-Ouest"," 56","Saskatoon",63,73,44,1,5,0,2,188,376
47012,"Saskatoon West/Saskatoon-Ouest"," 57","Saskatoon",61,70,89,1,4,3,0,228,399
47012,"Saskatoon West/Saskatoon-Ouest"," 58","Saskatoon",61,71,62,2,1,2,2,201,401
47012,"Saskatoon West/Saskatoon-Ouest"," 59","Saskatoon",41,89,74,1,2,1,1,209,392
47012,"Saskatoon West/Saskatoon-Ouest"," 60","Saskatoon",59,84,77,1,12,2,1,236,436
47012,"Saskatoon West/Saskatoon-Ouest"," 61","Saskatoon",55,86,57,0,3,3,0,204,433
47012,"Saskatoon West/Saskatoon-Ouest"," 62","Saskatoon",56,99,72,0,3,3,1,234,416
47012,"Saskatoon West/Saskatoon-Ouest"," 63","Saskatoon",12,20,29,0,1,1,0,63,201
47012,"Saskatoon West/Saskatoon-Ouest"," 64","Saskatoon",50,80,59,2,3,1,3,198,421
47012,"Saskatoon West/Saskatoon-Ouest"," 65","Saskatoon",54,90,47,2,4,1,0,198,469
47012,"Saskatoon West/Saskatoon-Ouest"," 66","Saskatoon",39,81,49,1,2,0,0,172,456
47012,"Saskatoon West/Saskatoon-Ouest"," 67","Saskatoon",40,89,33,1,3,1,2,169,388
47012,"Saskatoon West/Saskatoon-Ouest"," 68","Saskatoon",63,94,56,4,7,0,1,225,403
47012,"Saskatoon West/Saskatoon-Ouest"," 69","Saskatoon",54,104,53,1,4,0,2,218,397
47012,"Saskatoon West/Saskatoon-Ouest"," 70","Saskatoon",49,97,29,3,7,2,0,187,332
47012,"Saskatoon West/Saskatoon-Ouest"," 71","Saskatoon",55,89,48,0,5,0,0,197,369
47012,"Saskatoon West/Saskatoon-Ouest"," 72","Saskatoon",60,113,44,0,9,0,1,227,385
47012,"Saskatoon West/Saskatoon-Ouest"," 73","Saskatoon",35,77,43,0,4,0,0,159,362
47012,"Saskatoon West/Saskatoon-Ouest"," 74","Saskatoon",57,95,33,0,7,1,1,194,395
47012,"Saskatoon West/Saskatoon-Ouest"," 75","Saskatoon",46,115,32,0,8,0,0,201,364
47012,"Saskatoon West/Saskatoon-Ouest"," 76","Saskatoon",59,131,55,0,3,0,0,248,410
47012,"Saskatoon West/Saskatoon-Ouest"," 77","Saskatoon",57,69,20,0,5,1,1,153,292
47012,"Saskatoon West/Saskatoon-Ouest"," 78","Saskatoon",69,129,66,0,2,1,0,267,432
47012,"Saskatoon West/Saskatoon-Ouest"," 79","Saskatoon",51,121,51,0,4,2,2,231,417
47012,"Saskatoon West/Saskatoon-Ouest"," 80","Saskatoon",56,118,46,0,7,2,0,229,389
47012,"Saskatoon West/Saskatoon-Ouest"," 81","Saskatoon",49,133,44,2,6,0,0,234,381
47012,"Saskatoon West/Saskatoon-Ouest"," 82","Saskatoon",57,82,24,0,1,1,2,167,360
47012,"Saskatoon West/Saskatoon-Ouest"," 83","Saskatoon",33,106,35,1,2,0,1,178,339
47012,"Saskatoon West/Saskatoon-Ouest"," 84","Saskatoon",68,86,43,1,3,1,0,202,400
47012,"Saskatoon West/Saskatoon-Ouest"," 85","Saskatoon",49,71,24,0,4,3,1,152,437
47012,"Saskatoon West/Saskatoon-Ouest"," 86","Saskatoon",82,98,40,1,1,0,1,223,528
47012,"Saskatoon West/Saskatoon-Ouest"," 87","Saskatoon",44,77,26,1,5,2,2,157,421
47012,"Saskatoon West/Saskatoon-Ouest"," 88","Saskatoon",39,97,30,0,1,1,3,171,435
47012,"Saskatoon West/Saskatoon-Ouest"," 89","Saskatoon",81,96,16,0,8,2,2,205,499
47012,"Saskatoon West/Saskatoon-Ouest"," 90","Saskatoon",76,94,27,2,6,2,3,210,526
47012,"Saskatoon West/Saskatoon-Ouest"," 91","Saskatoon",45,72,33,1,2,0,2,155,418
47012,"Saskatoon West/Saskatoon-Ouest"," 92","Saskatoon",52,73,44,1,4,1,2,177,452
47012,"Saskatoon West/Saskatoon-Ouest"," 93","Saskatoon",40,46,71,0,3,2,1,163,352
47012,"Saskatoon West/Saskatoon-Ouest"," 94","Saskatoon",27,50,55,0,1,0,1,134,323
47012,"Saskatoon West/Saskatoon-Ouest"," 95","Saskatoon",39,67,41,2,2,1,0,152,343
47012,"Saskatoon West/Saskatoon-Ouest"," 96","Saskatoon",31,58,25,0,1,1,4,120,288
47012,"Saskatoon West/Saskatoon-Ouest"," 97","Saskatoon",45,72,77,2,3,2,0,201,403
47012,"Saskatoon West/Saskatoon-Ouest"," 98A","Saskatoon",55,87,71,1,2,0,0,216,388
47012,"Saskatoon West/Saskatoon-Ouest"," 98B","Saskatoon",79,87,69,1,5,0,2,243,401
47012,"Saskatoon West/Saskatoon-Ouest"," 99","Saskatoon",31,50,51,1,0,3,0,136,292
47012,"Saskatoon West/Saskatoon-Ouest"," 100","Saskatoon",51,64,68,3,2,3,0,191,342
47012,"Saskatoon West/Saskatoon-Ouest"," 101","Saskatoon",61,86,66,2,1,2,1,219,462
47012,"Saskatoon West/Saskatoon-Ouest"," 102","Saskatoon",47,55,121,2,1,2,1,229,417
47012,"Saskatoon West/Saskatoon-Ouest"," 103","Saskatoon",50,82,121,1,3,1,0,258,523
47012,"Saskatoon West/Saskatoon-Ouest"," 104","Saskatoon",49,74,89,0,7,1,0,220,467
47012,"Saskatoon West/Saskatoon-Ouest"," 105","Saskatoon",44,86,73,1,5,0,1,210,407
47012,"Saskatoon West/Saskatoon-Ouest"," 106","Saskatoon",43,63,93,1,4,4,0,208,379
47012,"Saskatoon West/Saskatoon-Ouest"," 107","Saskatoon",67,73,75,2,4,2,2,225,496
47012,"Saskatoon West/Saskatoon-Ouest"," 108","Saskatoon",54,73,89,1,3,1,1,222,386
47012,"Saskatoon West/Saskatoon-Ouest"," 109","Saskatoon",79,121,126,2,3,1,0,332,586
47012,"Saskatoon West/Saskatoon-Ouest"," 110","Saskatoon",80,69,51,0,3,5,0,208,386
47012,"Saskatoon West/Saskatoon-Ouest"," 111","Saskatoon",69,93,77,3,5,3,1,251,437
47012,"Saskatoon West/Saskatoon-Ouest"," 112","Saskatoon",74,109,61,3,3,0,2,252,531
47012,"Saskatoon West/Saskatoon-Ouest"," 113","Saskatoon",55,93,56,3,1,1,0,209,465
47012,"Saskatoon West/Saskatoon-Ouest"," 114","Saskatoon",27,45,34,0,4,1,0,111,318
47012,"Saskatoon West/Saskatoon-Ouest"," 115","Saskatoon",28,91,62,0,5,5,0,191,359
47012,"Saskatoon West/Saskatoon-Ouest"," 116","Saskatoon",48,76,59,0,2,1,0,186,371
47012,"Saskatoon West/Saskatoon-Ouest"," 117","Saskatoon",31,51,31,0,6,0,0,119,305
47012,"Saskatoon West/Saskatoon-Ouest"," 118","Saskatoon",64,118,26,0,6,1,0,215,469
47012,"Saskatoon West/Saskatoon-Ouest"," 119","Saskatoon",60,96,36,1,8,1,0,202,429
47012,"Saskatoon West/Saskatoon-Ouest"," 120","Saskatoon",61,100,49,0,10,3,0,223,462
47012,"Saskatoon West/Saskatoon-Ouest"," 121","Saskatoon",42,84,45,0,1,3,0,175,422
47012,"Saskatoon West/Saskatoon-Ouest"," 122","Saskatoon",24,60,11,1,3,1,0,100,241
47012,"Saskatoon West/Saskatoon-Ouest"," 123","Saskatoon",74,82,76,0,2,0,2,236,355
47012,"Saskatoon West/Saskatoon-Ouest"," 124","Saskatoon",64,91,71,0,2,1,1,230,450
47012,"Saskatoon West/Saskatoon-Ouest"," 125","Saskatoon",48,75,41,3,4,1,0,172,288
47012,"Saskatoon West/Saskatoon-Ouest"," 126","Saskatoon",40,43,35,0,3,1,0,122,375
47012,"Saskatoon West/Saskatoon-Ouest"," 127","Saskatoon",72,72,42,4,5,0,0,195,352
47012,"Saskatoon West/Saskatoon-Ouest"," 128","Saskatoon",81,147,67,2,7,0,1,305,474
47012,"Saskatoon West/Saskatoon-Ouest"," 129","Saskatoon",90,140,47,1,9,1,1,289,488
47012,"Saskatoon West/Saskatoon-Ouest"," 130","Saskatoon",58,96,52,2,4,1,2,215,392
47012,"Saskatoon West/Saskatoon-Ouest"," 400","Saskatoon",6,20,14,0,2,1,1,44,99
47012,"Saskatoon West/Saskatoon-Ouest"," 401","Saskatoon",32,11,7,1,1,1,1,54,84
47012,"Saskatoon West/Saskatoon-Ouest"," 500","Mobile poll/Bureau itinérant",39,94,145,6,5,3,0,292,505
47012,"Saskatoon West/Saskatoon-Ouest"," 501","Mobile poll/Bureau itinérant",18,36,43,0,6,3,2,108,346
47012,"Saskatoon West/Saskatoon-Ouest"," 502","Mobile poll/Bureau itinérant",58,75,99,1,5,2,0,240,328
47012,"Saskatoon West/Saskatoon-Ouest"," 503","Mobile poll/Bureau itinérant",50,76,56,3,6,0,1,192,320
47012,"Saskatoon West/Saskatoon-Ouest"," 504","Mobile poll/Bureau itinérant",47,67,90,1,1,2,3,211,279
47012,"Saskatoon West/Saskatoon-Ouest"," 600","Saskatoon",136,322,433,5,11,6,4,917,
47012,"Saskatoon West/Saskatoon-Ouest"," 601","Saskatoon",170,295,498,4,10,5,3,985,
47012,"Saskatoon West/Saskatoon-Ouest"," 602","Saskatoon",115,303,324,3,7,1,3,756,
47012,"Saskatoon West/Saskatoon-Ouest"," 603","Saskatoon",122,338,424,2,7,2,4,899,
47012,"Saskatoon West/Saskatoon-Ouest"," 604","Saskatoon",140,374,365,6,11,8,6,910,
47012,"Saskatoon West/Saskatoon-Ouest"," 605","Saskatoon",130,376,183,1,16,5,5,716,
47012,"Saskatoon West/Saskatoon-Ouest"," 606","Saskatoon",137,309,169,3,15,3,1,637,
47012,"Saskatoon West/Saskatoon-Ouest"," 607","Saskatoon",87,202,223,2,5,2,2,523,
47012,"Saskatoon West/Saskatoon-Ouest"," 608","Saskatoon",165,304,213,3,10,8,0,703,
47012,"Saskatoon West/Saskatoon-Ouest",,"Group 1/Groupe 1",250,105,23,12,6,0,14,410,415
47012,"Saskatoon West/Saskatoon-Ouest",,"Group 2/Groupe 2",258,679,308,8,27,11,22,1313,
