Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pat Kelly,Stephanie Kot,Nirmala Naidoo,Catriona Wright,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 60","Calgary",163,15,67,3,1,249,458
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 61","Calgary",130,20,91,4,0,245,435
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 62","Calgary",194,11,62,6,0,273,484
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 63","Calgary",136,6,34,0,0,176,399
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 64","Calgary",132,20,93,2,0,247,519
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 65","Calgary",178,12,44,9,0,243,517
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 66","Calgary",124,28,75,10,2,239,482
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 67","Calgary",173,20,85,11,0,289,498
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 68","Calgary",86,19,80,6,0,191,392
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 69","Calgary",113,17,64,1,0,195,420
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 70","Calgary",134,16,76,6,1,233,481
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 71","Calgary",112,18,51,7,1,189,393
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 72","Calgary",257,20,50,9,2,338,505
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 73","Calgary",130,10,72,6,1,219,397
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 74","Calgary",157,7,57,3,0,224,368
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 75","Calgary",208,4,87,3,1,303,511
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 76","Calgary",187,13,50,3,2,255,449
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 77","Calgary",146,7,80,5,0,238,441
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 78","Calgary",143,22,70,6,0,241,434
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 79","Calgary",146,8,83,2,1,240,409
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 80","Calgary",144,10,91,7,2,254,451
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 81","Calgary",164,7,78,7,2,258,517
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 82","Calgary",134,7,75,8,0,224,402
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 83","Calgary",143,7,63,0,0,213,391
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 84","Calgary",197,6,72,1,2,278,463
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 85","Calgary",151,3,87,3,0,244,418
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 86","Calgary",124,14,77,2,0,217,416
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 87","Calgary",151,12,76,11,0,250,430
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 88A","Calgary",125,4,44,1,1,175,335
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 88B","Calgary",102,5,46,1,1,155,309
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 89","Calgary",112,9,74,4,0,199,363
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 90","Calgary",116,4,99,2,0,221,420
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 91","Calgary",133,14,100,11,0,258,445
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 92","Calgary",144,5,61,3,2,215,369
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 93","Calgary",213,14,75,10,0,312,507
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 94","Calgary",175,18,82,6,2,283,477
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 95","Calgary",136,7,45,5,0,193,361
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 96","Calgary",167,21,90,7,1,286,497
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 97","Calgary",143,10,105,7,0,265,457
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 98","Calgary",84,15,35,3,0,137,232
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 99","Calgary",164,5,77,1,0,247,444
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 100","Calgary",175,9,77,2,0,263,441
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 101","Calgary",194,11,67,3,0,275,443
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 102","Calgary",155,23,92,2,1,273,465
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 103","Calgary",116,14,82,10,1,223,436
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 104","Calgary",189,20,74,8,0,291,509
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 105","Calgary",192,21,88,7,0,308,478
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 106","Calgary",137,12,94,8,1,252,438
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 107","Calgary",163,21,99,8,0,291,518
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 108","Calgary",162,10,54,1,2,229,447
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 109","Calgary",199,17,67,10,0,293,471
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 110","Calgary",173,12,85,10,2,282,427
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 111","Calgary",180,14,94,6,0,294,447
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 112","Calgary",205,15,50,5,1,276,424
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 113","Calgary",204,10,62,5,2,283,421
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 114","Calgary",250,6,66,5,0,327,531
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 115","Calgary",136,10,63,5,2,216,389
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 116","Calgary",116,14,78,16,0,224,369
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 117","Calgary",108,18,80,5,1,212,352
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 118","Calgary",169,14,96,5,0,284,507
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 119","Calgary",115,14,80,5,1,215,378
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 120","Bearspaw",123,19,84,5,0,231,427
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 121","Rocky View No. 44",176,18,78,0,0,272,435
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 122","Calgary",174,7,78,2,0,261,442
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 123","Calgary",176,11,69,11,0,267,403
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 124","Calgary",163,12,79,3,0,257,413
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 125","Calgary",233,9,97,6,0,345,532
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 126","Calgary",222,18,80,5,1,326,520
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 127","Calgary",176,13,74,3,0,266,497
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 128","Calgary",155,16,76,8,0,255,509
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 129","Calgary",140,8,75,7,1,231,502
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 130","Calgary",162,10,70,8,0,250,494
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 131","Calgary",141,3,70,5,0,219,439
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 132","Calgary",125,11,71,2,3,212,438
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 133","Calgary",122,11,94,10,0,237,469
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 134","Calgary",137,4,83,6,1,231,476
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 135","Calgary",140,8,68,9,0,225,420
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 136","Calgary",127,21,104,6,0,258,423
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 137","Calgary",147,12,55,5,0,219,442
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 138","Calgary",159,8,61,10,1,239,417
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 139","Calgary",130,6,37,8,0,181,415
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 140","Calgary",171,15,52,0,0,238,456
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 141","Calgary",152,10,73,1,1,237,427
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 142","Calgary",139,11,84,3,0,237,354
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 143","Calgary",172,19,60,9,0,260,462
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 144","Calgary",199,11,66,7,1,284,428
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 145","Calgary",88,11,64,6,0,169,368
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 146","Calgary",138,15,103,8,0,264,469
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 147","Calgary",173,21,98,10,3,305,463
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 148","Calgary",162,23,94,9,1,289,436
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 149","Calgary",177,17,104,11,0,309,451
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 150","Calgary",134,27,87,8,0,256,455
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 151","Calgary",117,27,86,10,1,241,466
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 152","Calgary",104,28,84,12,1,229,443
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 153","Calgary",140,24,116,7,0,287,492
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 154","Calgary",129,21,92,10,1,253,399
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 155","Calgary",90,16,81,5,0,192,369
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 156","Calgary",138,12,99,5,1,255,434
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 157","Calgary",168,21,59,5,1,254,465
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 158","Calgary",172,12,65,9,0,258,445
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 159","Calgary",128,10,86,15,0,239,432
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 160","Calgary",166,9,73,4,0,252,459
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 161","Calgary",153,11,65,4,1,234,431
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 162","Calgary",130,11,51,6,1,199,369
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 163","Calgary",130,11,100,9,1,251,452
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 164","Calgary",127,8,64,9,1,209,388
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 165","Calgary",185,13,84,8,0,290,493
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 166","Calgary",152,10,71,10,0,243,439
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 167","Calgary",87,9,98,14,0,208,378
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 168","Calgary",102,26,99,6,0,233,416
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 169","Calgary",100,18,92,12,0,222,387
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 170","Calgary",123,14,62,5,0,204,375
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 171","Calgary",163,5,72,10,1,251,437
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 172","Calgary",109,28,70,2,1,210,383
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 173","Calgary",125,32,83,11,0,251,493
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 174","Calgary",117,12,72,11,0,212,385
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 175","Calgary",122,12,77,10,0,221,394
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 176","Calgary",166,16,98,7,1,288,419
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 177","Calgary",130,14,76,13,0,233,383
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 178","Calgary",133,14,93,4,0,244,379
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 179","Calgary",114,14,84,7,1,220,354
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 180","Calgary",216,14,80,11,2,323,481
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 181","Calgary",188,25,76,17,0,306,477
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 182","Calgary",107,15,98,8,1,229,360
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 183","Calgary",115,10,51,5,0,181,341
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 184","Calgary",121,3,58,5,0,187,333
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 185","Calgary",163,22,103,7,1,296,506
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 186","Calgary",101,11,55,2,0,169,338
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 187A","Calgary",91,15,60,4,0,170,346
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 187B","Calgary",88,4,53,5,0,150,314
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 400","Calgary",201,17,35,6,0,259,333
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 500","Mobile poll/Bureau itinérant",106,10,31,0,2,149,196
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 501","Mobile poll/Bureau itinérant",154,9,34,3,0,200,238
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 502","Mobile poll/Bureau itinérant",62,9,23,1,1,96,139
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 600","Calgary",786,89,549,14,6,1444,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 601","Calgary",609,78,367,11,1,1066,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 602","Calgary",462,63,364,16,3,908,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 603","Calgary",552,48,323,9,1,933,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 604","Calgary",444,46,251,26,0,767,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 605","Calgary",536,41,309,23,1,910,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 606","Calgary",807,36,209,13,2,1067,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 607","Calgary",1105,70,494,26,2,1697,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 608","Calgary",973,95,368,26,3,1465,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 609","Calgary",369,27,195,7,0,598,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 610","Calgary",706,70,371,28,0,1175,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 611","Calgary",352,79,261,17,4,713,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge"," 612","Calgary",606,67,297,28,0,998,
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge",,"Group 1/Groupe 1",37,17,48,4,3,109,111
48010,"Calgary Rocky Ridge/Calgary Rocky Ridge",,"Group 2/Groupe 2",1084,194,700,35,39,2052,
