Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Louise Boutin,Pierre Cadieux,Johanne Carignan,Guy Caron,Sébastien CôRhino Côrriveau,Francis Fortin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 1","Rimouski",3,51,45,100,1,7,0,207,452
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 2","Rimouski",6,37,38,128,0,16,2,227,396
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 3","Rimouski",3,60,32,138,0,18,0,251,444
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 4","Rimouski",1,55,49,124,3,21,1,254,452
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 5","Rimouski",4,48,52,133,0,10,0,247,458
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 6","Rimouski",2,58,41,117,2,17,0,237,457
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 7","Rimouski",1,46,39,93,2,9,2,192,372
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 8","Rimouski",2,46,63,71,1,7,2,192,353
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 9A","Rimouski",1,39,21,94,1,10,1,167,287
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 9B","Rimouski",3,22,25,78,1,4,2,135,226
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 10","Rimouski",6,70,50,104,3,7,3,243,424
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 11","Rimouski",3,60,43,94,1,2,1,204,407
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 12","Rimouski",3,49,53,132,1,11,2,251,475
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 13","Rimouski",3,71,32,117,1,9,0,233,411
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 14","Rimouski",0,77,49,110,1,23,1,261,453
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 15A","Rimouski",4,35,25,72,1,7,1,145,274
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 15B","Rimouski",2,40,34,73,2,7,0,158,300
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 16A","Rimouski",2,27,25,63,1,8,1,127,243
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 16B","Rimouski",1,22,27,85,2,14,1,152,278
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 17","Saint-Anaclet-de-Lessard",2,45,42,76,2,5,2,174,298
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 18","Saint-Anaclet-de-Lessard",3,23,36,56,2,4,4,128,256
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 19","Saint-Anaclet-de-Lessard",1,38,39,68,0,4,1,151,275
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 20","Saint-Anaclet-de-Lessard",2,52,53,95,3,12,2,219,394
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 21","Saint-Anaclet-de-Lessard",0,43,54,69,0,6,1,173,336
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 22","Saint-Anaclet-de-Lessard",3,26,48,88,1,10,3,179,321
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 23","Saint-Anaclet-de-Lessard",4,42,34,74,3,5,0,162,292
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 24","Saint-Anaclet-de-Lessard",2,22,34,68,0,13,3,142,247
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 25A","Rimouski",2,45,31,77,0,13,3,171,326
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 25B","Rimouski",1,41,30,103,1,15,3,194,332
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 26","Rimouski",1,72,65,86,1,16,2,243,490
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 27","Rimouski",1,63,53,104,3,21,5,250,467
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 28","Rimouski",4,98,54,133,2,16,2,309,516
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 29","Rimouski",3,86,41,126,2,7,1,266,529
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 30","Rimouski",3,71,56,88,0,17,1,236,489
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 31A","Rimouski",1,45,29,55,0,11,0,141,269
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 31B","Rimouski",0,45,23,73,0,9,2,152,282
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 32","Rimouski",5,61,39,119,0,7,0,231,460
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 33","Rimouski",0,59,29,98,0,7,0,193,380
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 34","Rimouski",1,29,26,49,2,4,3,114,353
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 35A","Rimouski",2,33,27,48,0,10,1,121,270
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 35B","Rimouski",1,25,30,44,0,7,3,110,285
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 36","Rimouski",3,41,42,63,3,8,3,163,418
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 37","Rimouski",9,29,24,59,2,8,1,132,357
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 38","Rimouski",5,33,28,52,3,9,0,130,346
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 39","Rimouski",3,41,39,83,3,10,1,180,375
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 40","Rimouski",5,36,45,82,4,8,1,181,445
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 41","Rimouski",1,46,48,81,3,4,2,185,381
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 42","Rimouski",5,43,40,51,1,10,2,152,398
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 43","Rimouski",7,41,42,67,1,7,4,169,397
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 44A","Rimouski",4,31,17,21,0,8,2,83,235
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 44B","Rimouski",1,48,9,31,0,4,1,94,128
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 45","Rimouski",3,38,32,52,1,11,1,138,399
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 46","Rimouski",1,21,22,56,4,4,0,108,321
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 47","Rimouski",4,21,38,55,0,3,1,122,324
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 48","Rimouski",4,59,45,83,0,15,2,208,351
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 49","Rimouski",5,65,24,59,1,11,1,166,389
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 50","Rimouski",1,22,13,32,2,6,1,77,345
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 51","Rimouski",6,121,30,78,1,6,1,243,358
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 52","Rimouski",3,32,42,71,1,5,1,155,375
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 53","Rimouski",6,44,39,104,1,7,3,204,410
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 54","Rimouski",1,41,50,72,3,5,2,174,384
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 55","Rimouski",2,42,35,81,1,6,4,171,336
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 56","Rimouski",4,47,28,54,2,4,1,140,367
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 57","Rimouski",8,51,49,80,6,5,3,202,434
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 58","Rimouski",7,45,35,57,8,4,4,160,351
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 59","Rimouski",3,49,46,87,6,7,0,198,394
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 60","Rimouski",6,34,45,65,1,10,1,162,343
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 61","Rimouski",3,41,27,97,3,10,2,183,398
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 62","Rimouski",0,48,34,58,0,5,1,146,329
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 63","Rimouski",2,52,47,91,0,9,2,203,420
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 64","Rimouski",2,31,33,62,4,10,2,144,372
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 65","Rimouski",1,41,42,95,0,9,3,191,400
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 66","Rimouski",2,26,34,50,1,4,0,117,272
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 67","Rimouski",2,49,36,108,0,8,0,203,364
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 68","Rimouski",0,62,26,105,3,26,2,224,430
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 69","Rimouski",1,65,34,125,2,19,2,248,405
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 70","Rimouski",3,68,36,128,1,11,1,248,397
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 71","Rimouski",1,35,43,90,2,6,2,179,411
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 72","Rimouski",3,42,60,109,0,10,3,227,459
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 73","Rimouski",4,36,29,90,1,7,1,168,288
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 74","Rimouski",3,47,24,92,1,3,1,171,303
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 75","Rimouski",0,54,56,114,2,11,0,237,391
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 76","Rimouski",1,38,23,107,0,8,0,177,271
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 77","Rimouski",1,58,41,109,0,12,0,221,413
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 78","Rimouski",1,68,45,97,1,11,1,224,415
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 79","Rimouski",1,39,39,122,0,6,0,207,424
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 80","Rimouski",1,41,49,95,0,1,2,189,393
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 81","Rimouski",2,41,44,83,0,10,1,181,367
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 82","Rimouski",0,60,35,58,1,8,2,164,373
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 83","Rimouski",2,37,65,90,0,12,0,206,387
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 84","Rimouski",0,58,18,100,1,11,0,188,349
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 85","Rimouski",3,66,41,103,2,9,5,229,392
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 86","Rimouski",3,47,39,116,1,11,2,219,361
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 87","Rimouski",4,62,44,136,2,13,0,261,435
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 88","Rimouski",0,56,61,143,2,6,2,270,473
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 89","Rimouski",1,56,42,136,1,15,0,251,468
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 90","Rimouski",2,36,21,74,0,6,0,139,271
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 91","Rimouski",2,57,32,127,0,5,3,226,361
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 92","Rimouski",1,41,31,133,0,6,1,213,357
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 93A","Le Bic",2,39,28,71,3,4,0,147,266
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 93B","Le Bic",3,33,32,54,0,2,4,128,267
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 94","Le Bic",2,50,45,135,1,14,1,248,480
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 95","Le Bic",5,38,58,135,2,18,6,262,449
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 96","Le Bic",4,43,58,105,1,7,2,220,386
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 97A","Le Bic",5,27,21,68,1,8,0,130,252
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 97B","Le Bic",3,27,35,72,3,6,0,146,260
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 98","Saint-Valérien",8,50,34,77,0,8,2,179,328
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 99","Saint-Valérien",3,47,34,78,1,7,1,171,348
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 100","Rimouski",2,41,41,80,1,5,0,170,415
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 101","Rimouski",4,34,50,88,0,10,3,189,452
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 102","Rimouski",6,40,60,94,0,12,1,213,435
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 103","Rimouski",3,74,43,90,3,7,1,221,463
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 104","Rimouski",1,50,47,113,3,7,3,224,465
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 105","Saint-Marcellin",1,46,33,60,1,7,1,149,325
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 106","Saint-Narcisse-de-Rimouski",3,57,45,79,2,4,3,193,423
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 107","Saint-Narcisse-de-Rimouski",2,50,41,82,1,11,0,187,380
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 108","La Trinité-des-Monts",0,26,21,60,0,8,1,116,200
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 109","Saint-Eugène-de-Ladrière",2,43,26,88,0,15,1,175,337
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 110","Saint-Fabien",3,64,42,103,1,15,2,230,373
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 111","Saint-Fabien",1,69,33,77,0,9,1,190,298
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 112","Saint-Fabien",2,76,40,94,0,7,3,222,397
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 113","Saint-Fabien",0,61,49,98,0,17,1,226,375
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 114","Saint-Simon",4,61,59,67,1,22,1,215,340
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 115","Saint-Mathieu-de-Rioux",2,37,24,65,0,8,2,138,247
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 116","Saint-Mathieu-de-Rioux",4,48,24,63,0,18,3,160,289
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 117","Saint-Médard",2,48,5,52,1,14,1,123,199
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 118","Saint-Guy",2,9,2,22,0,0,0,35,65
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 119","Esprit-Saint",1,48,38,66,1,9,3,166,307
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 120","Lac-des-Aigles",5,61,53,84,2,14,4,223,426
