Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Xavier Barsalou-Duval,Raphaël Fortin,Lucie Gagnon,JiCi Lauzon,Clovis Maheux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 176","Boucherville",47,57,105,25,26,3,263,438
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 177","Boucherville",76,66,78,14,28,2,264,399
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 178","Boucherville",54,73,81,16,33,4,261,417
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 179","Boucherville",67,45,63,18,24,3,220,400
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 180","Boucherville",50,70,64,20,11,3,218,369
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 181","Boucherville",58,55,97,20,25,5,260,460
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 182","Boucherville",61,78,127,22,34,2,324,484
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 183","Boucherville",27,49,88,10,25,4,203,361
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 184","Boucherville",46,68,76,19,34,3,246,459
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 185","Boucherville",59,73,102,20,26,2,282,474
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 186","Boucherville",41,51,93,14,38,5,242,435
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 187","Boucherville",46,56,98,19,28,0,247,424
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 188","Boucherville",40,77,119,22,40,0,298,478
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 189","Boucherville",41,67,71,16,23,0,218,382
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 190","Saint-Mathieu-de-Beloeil",49,58,67,10,18,6,208,423
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 191","Saint-Mathieu-de-Beloeil",64,46,68,18,17,3,216,341
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 192","Saint-Mathieu-de-Beloeil",53,48,67,6,27,3,204,362
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 193","Saint-Mathieu-de-Beloeil",92,57,77,3,42,1,272,465
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 194","Saint-Mathieu-de-Beloeil",62,60,62,10,13,6,213,367
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 195","Saint-Mathieu-de-Beloeil",23,24,36,4,13,1,101,178
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 196","Saint-Charles-sur-Richelieu",56,40,55,9,10,3,173,300
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 197","Saint-Charles-sur-Richelieu",65,32,38,12,14,4,165,294
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 198","Saint-Charles-sur-Richelieu",57,55,52,15,29,3,211,371
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 199","Saint-Charles-sur-Richelieu",56,38,38,10,14,4,160,277
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 200","Saint-Charles-sur-Richelieu",50,33,25,6,9,1,124,216
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 400","Montréal",7,4,11,2,1,0,25,85
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 401","Boucherville",18,11,41,1,7,3,81,110
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 402","Boucherville",25,18,78,8,10,2,141,174
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 500","Mobile poll/Bureau itinérant",15,10,42,11,8,3,89,159
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 501A","Mobile poll/Bureau itinérant",4,1,6,0,3,0,14,24
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,0
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 502","Mobile poll/Bureau itinérant",42,23,70,4,25,9,173,207
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 503A","Mobile poll/Bureau itinérant",1,4,23,1,3,1,33,92
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 503B","Boucherville",Merged with No./Fusionné avec le n°132,,,,,,,0
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 504","Mobile poll/Bureau itinérant",6,8,26,0,3,1,44,93
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 505","Mobile poll/Bureau itinérant",7,8,26,4,6,1,52,57
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 600","Contrecoeur",414,258,236,101,170,26,1205,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 601","Verchères--Calixa-Lavallée",242,188,154,70,84,10,748,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 602","Saint-Antoine-sur-Richelieu--Saint-Marc-sur-Richelieu",113,145,122,48,49,12,489,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 603","Saint-Denis-sur-Richelieu--Saint-Charles-sur-Richelieu",131,139,111,34,36,3,454,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 604","Saint-Mathieu-de-Beloeil",116,88,84,13,45,7,353,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 605","Saint-Amable",202,153,140,48,79,8,630,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 606","Saint-Amable",189,141,96,24,64,12,526,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 607","Varennes",274,285,255,112,130,10,1066,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 608","Varennes",285,225,260,106,91,12,979,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 609","Varennes",337,283,230,78,141,22,1091,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 610","Boucherville",268,396,472,82,232,11,1461,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 611","Boucherville",236,321,297,94,116,11,1075,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 612","Boucherville",267,333,365,74,201,13,1253,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 613","Boucherville",223,305,345,94,142,10,1119,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères"," 614","Boucherville",220,389,481,80,188,19,1377,
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères",,"Group 1/Groupe 1",9,15,36,2,28,4,94,53
24014,"Pierre-Boucher--Les Patriotes--Verchères/Pierre-Boucher--Les Patriotes--Verchères",,"Group 2/Groupe 2",274,312,189,74,122,29,1000,
