Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill MacCallum,David Marquis,Mike Perry,Jamie Schmale,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 141B","Kawartha Lakes",3,58,24,72,0,157,297
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 142","Kawartha Lakes",7,93,52,105,0,257,512
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 143","Kawartha Lakes",10,78,47,92,1,228,457
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 144","Kawartha Lakes",5,52,29,67,0,153,384
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 145","Kawartha Lakes",5,53,42,115,0,215,440
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 146","Kawartha Lakes",12,34,47,88,0,181,456
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 147","Kawartha Lakes",10,73,38,122,2,245,472
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 148A","Kawartha Lakes",10,35,33,72,0,150,311
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 148B","Kawartha Lakes",4,45,28,53,0,130,330
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 149","Kawartha Lakes",6,73,36,101,0,216,447
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 150","Kawartha Lakes",11,80,44,154,0,289,554
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 151","Kawartha Lakes",10,84,47,91,0,232,413
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 152","Kawartha Lakes",13,84,36,111,1,245,410
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 153","Kawartha Lakes",12,80,63,129,4,288,448
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 154","Kawartha Lakes",10,86,45,62,1,204,378
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 155","Kawartha Lakes",11,89,41,91,0,232,401
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 156","Kawartha Lakes",12,73,48,110,0,243,409
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 157","Kawartha Lakes",6,89,52,111,0,258,453
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 158","Kawartha Lakes",10,65,50,97,1,223,360
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 159","Kawartha Lakes",11,90,49,114,3,267,402
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 160","Kawartha Lakes",10,100,64,113,0,287,492
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 161","Kawartha Lakes",19,100,50,130,1,300,446
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 162","Kawartha Lakes",7,92,65,122,0,286,529
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 163","Kawartha Lakes",13,80,83,89,3,268,471
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 164","Kawartha Lakes",11,84,70,107,1,273,469
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 165","Cavan-Millbrook-North Monaghan",2,53,34,94,0,183,448
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 166","Cavan-Millbrook-North Monaghan",4,33,28,45,0,110,217
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 167","Cavan-Millbrook-North Monaghan",4,40,31,70,0,145,276
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 168","Cavan-Millbrook-North Monaghan",8,56,38,62,0,164,290
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 169","Cavan-Millbrook-North Monaghan",13,56,19,75,0,163,278
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 170","Cavan-Millbrook-North Monaghan",5,77,32,97,0,211,345
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 171","Cavan-Millbrook-North Monaghan",6,48,35,102,1,192,339
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 172","Cavan-Millbrook-North Monaghan",7,87,34,78,1,207,365
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 173","Cavan-Millbrook-North Monaghan",11,61,48,106,2,228,356
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 174","Cavan",11,56,39,93,0,199,376
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 175","Cavan-Millbrook-North Monaghan",3,57,32,93,0,185,351
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 176","Cavan-Millbrook-North Monaghan",8,38,27,74,0,147,271
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 177","Cavan-Millbrook-North Monaghan",6,83,56,91,0,236,408
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 178","Cavan-Millbrook-North Monaghan",7,53,22,68,0,150,300
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 179","Kawartha Lakes",11,74,41,85,0,211,332
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 180","Kawartha Lakes",8,67,43,87,0,205,308
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 181","Kawartha Lakes",13,89,59,132,1,294,542
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 182","Kawartha Lakes",10,61,51,156,0,278,442
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 183","Kawartha Lakes",4,66,66,105,0,241,410
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 184","Kawartha Lakes",8,71,45,101,1,226,394
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 185","Kawartha Lakes",8,91,41,100,1,241,414
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 186","Kawartha Lakes",14,79,61,106,4,264,444
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 187","Kawartha Lakes",15,48,53,132,0,248,445
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 188A","Kawartha Lakes",8,50,40,71,2,171,300
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 188B","Kawartha Lakes",6,62,27,77,1,173,326
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 189","Kawartha Lakes",17,77,45,124,0,263,457
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 190","Kawartha Lakes",16,57,55,135,0,263,461
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 191","Kawartha Lakes",7,106,46,134,1,294,515
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 192","Kawartha Lakes",19,87,55,121,1,283,540
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 193","Kawartha Lakes",7,80,27,71,0,185,426
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 194","Kawartha Lakes",7,37,40,88,3,175,369
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 195","Kawartha Lakes",4,47,24,100,0,175,350
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 196","Kawartha Lakes",11,55,27,89,1,183,365
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 197","Kawartha Lakes",3,53,39,115,0,210,372
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 198","Kawartha Lakes",5,57,20,93,0,175,319
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 199","Manilla",9,43,40,85,0,177,300
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 200","Cannington",14,81,49,82,0,226,400
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 201","Brock",5,73,65,95,1,239,424
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 202","Brock",11,71,49,120,0,251,425
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 203","Brock",15,80,50,117,0,262,424
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 204","Brock",4,49,34,90,1,178,305
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 205","Brock",16,57,35,104,0,212,335
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 206","Brock",9,29,24,33,0,95,259
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 207","Brock",5,35,19,44,0,103,232
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 208","Brock",6,39,15,62,0,122,251
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 209","Brock",3,78,31,110,0,222,474
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 210","Sunderland",5,40,29,61,1,136,228
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 211","Brock",13,87,36,115,1,252,370
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 212","Brock",7,27,26,77,0,137,225
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 213","Brock",6,59,35,91,0,191,337
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 214","Brock",20,109,39,142,1,311,490
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 215","Brock",19,112,43,146,1,321,527
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 216","Kawartha Lakes",10,63,65,117,0,255,422
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 217","Kawartha Lakes",18,53,57,136,0,264,393
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 218","Kawartha Lakes",8,89,41,138,2,278,440
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 219","Kawartha Lakes",9,93,58,143,1,304,477
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 220","Cavan-Millbrook-North Monaghan",4,47,46,52,0,149,263
