Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Belanger,Tina Biello,Hélène Bilodeau,Claude Boucher,Steve Gagné,Jacques Gourde,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 1","Lévis",0,4,42,55,15,120,2,238,411
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 2","Lévis",3,5,30,65,16,103,3,225,391
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 3","Lévis",0,4,28,51,37,117,0,237,457
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 4","Lévis",0,8,35,50,26,104,6,229,449
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 5","Lévis",1,1,32,53,29,119,3,238,412
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 6","Lévis",0,9,36,46,26,81,4,202,408
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 7","Lévis",0,3,31,61,28,93,10,226,450
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 8","Lévis",0,3,43,44,26,201,2,319,525
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 9","Lévis",1,5,48,80,33,95,7,269,509
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 10","Lévis",0,10,32,60,39,138,7,286,501
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 11","Lévis",0,8,33,55,22,79,5,202,378
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 12","Lévis",0,5,31,59,36,133,3,267,448
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 13","Lévis",0,5,56,87,36,108,7,299,489
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 14","Lévis",0,3,34,39,24,69,5,174,398
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 15","Lévis",1,3,62,60,29,97,4,256,450
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 16","Lévis",1,3,39,48,34,104,2,231,416
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 17","Lévis",0,4,41,52,36,71,4,208,400
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 18","Lévis",0,5,32,52,19,126,1,235,423
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 19","Lévis",0,5,36,59,29,146,3,278,440
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 20","Lévis",0,7,37,48,44,151,5,292,476
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 21","Lévis",0,9,40,50,38,87,4,228,413
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 22","Lévis",0,2,21,27,33,69,2,154,267
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 23","Lévis",0,6,21,39,18,68,3,155,311
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 24","Lévis",0,4,42,59,19,86,6,216,322
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 25","Lévis",0,2,30,48,23,119,1,223,361
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 26","Lévis",0,6,50,59,29,125,6,275,471
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 27","Lévis",0,3,19,31,17,64,4,138,304
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 28","Lévis",0,3,37,70,22,139,5,276,456
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 29A","Lévis",0,8,32,36,20,140,3,239,404
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 29B","Lévis",0,5,32,35,20,145,3,240,418
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 30","Lévis",0,4,44,77,57,237,2,421,663
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 31","Lévis",0,10,44,68,41,183,8,354,625
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 32","Lévis",1,4,25,50,37,84,1,202,355
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 33","Lévis",1,9,51,69,45,225,6,406,699
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 34","Lévis",0,10,52,71,36,185,9,363,577
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 35","Lévis",0,6,58,74,36,151,4,329,573
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 36","Lévis",1,8,60,68,52,141,3,333,504
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 37","Lévis",0,1,17,40,19,129,1,207,354
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 38","Lévis",0,4,24,55,14,74,4,175,359
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 39","Lévis",0,5,30,27,17,132,8,219,408
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 40","Lévis",0,2,33,39,17,93,0,184,478
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 41","Saint-Lambert-de-Lauzon",0,4,24,22,24,98,4,176,372
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 42","Saint-Lambert-de-Lauzon",0,4,32,32,25,114,2,209,391
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 43","Saint-Lambert-de-Lauzon",1,3,21,24,21,62,3,135,240
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 44","Saint-Lambert-de-Lauzon",0,2,25,34,20,97,3,181,321
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 45","Saint-Lambert-de-Lauzon",0,3,40,52,13,122,1,231,403
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 46","Saint-Lambert-de-Lauzon",1,1,11,30,10,101,2,156,293
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 47","Saint-Lambert-de-Lauzon",0,1,23,25,17,80,3,149,280
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 48","Saint-Lambert-de-Lauzon",1,1,18,20,15,112,1,168,346
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 49","Saint-Lambert-de-Lauzon",0,9,19,40,27,72,4,171,316
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 50","Lévis",0,4,38,49,23,111,1,226,417
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 51","Lévis",0,7,25,28,27,135,1,223,410
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 52","Lévis",0,3,34,47,48,124,2,258,448
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 53","Lévis",0,5,25,42,33,145,1,251,439
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 54","Lévis",0,11,19,46,28,115,6,225,411
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 55","Lévis",0,1,24,30,16,70,2,143,338
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 56","Lévis",0,2,47,29,20,112,6,216,371
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 57","Lévis",0,3,28,43,27,114,8,223,350
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 58","Lévis",2,8,36,54,27,123,5,255,447
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 59","Lévis",0,10,42,45,21,148,4,270,445
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 60","Lévis",0,9,51,61,23,124,4,272,447
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 61","Lévis",0,2,37,37,38,88,5,207,444
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 62","Lévis",0,2,37,54,30,105,4,232,419
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 63","Lévis",1,7,28,53,25,71,7,192,436
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 64","Lévis",0,7,28,41,36,110,5,227,443
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 65","Lévis",0,2,42,61,32,97,3,237,425
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 66","Lévis",1,10,41,42,21,90,4,209,390
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 67","Lévis",0,2,25,50,24,85,5,191,393
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 68","Lévis",1,6,30,52,18,98,4,209,418
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 69","Lévis",0,3,50,75,37,192,10,367,587
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 70","Lévis",0,4,28,65,28,99,4,228,411
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 71","Lévis",0,4,49,59,24,172,6,314,531
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 72","Lévis",0,2,30,50,17,156,2,257,450
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 73","Lévis",4,5,32,62,35,85,2,225,441
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 74","Lévis",0,3,51,61,29,88,1,233,423
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 75","Lévis",0,3,36,74,29,103,1,246,389
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 76","Lévis",2,2,59,80,30,106,2,281,453
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 77","Lévis",1,4,22,36,28,58,4,153,331
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 78","Lévis",2,5,36,54,28,84,0,209,418
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 79","Lévis",0,5,43,62,27,65,5,207,352
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 80","Lévis",3,8,48,55,40,90,1,245,448
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 81","Lévis",3,6,20,43,27,62,0,161,367
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 82","Lévis",1,11,35,58,25,86,4,220,465
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 83","Lévis",1,3,38,54,19,92,2,209,414
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 84","Lévis",0,5,20,54,25,95,6,205,444
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 85","Lévis",0,6,54,69,27,92,3,251,403
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 86","Lévis",0,2,37,62,38,80,5,224,429
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 87","Lévis",0,5,34,60,32,76,3,210,421
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 88","Lévis",1,10,45,81,40,73,2,252,436
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 89","Lévis",1,8,30,54,23,64,8,188,395
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 90","Lévis",0,7,15,54,14,63,6,159,328
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 91","Lévis",0,6,64,66,39,70,11,256,419
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 92","Lévis",0,4,25,69,24,81,0,203,389
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 93","Lévis",0,2,41,78,36,105,4,266,466
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 94","Lévis",0,3,35,69,29,108,5,249,425
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 95","Lévis",0,5,46,70,41,113,0,275,464
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 96","Lévis",0,2,29,61,35,111,3,241,445
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 97","Lévis",1,5,42,57,32,89,2,228,390
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 98","Lévis",1,6,32,60,20,117,3,239,470
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 99","Lévis",1,8,36,51,27,78,2,203,434
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 100","Lévis",1,6,44,49,29,122,4,255,435
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 101","Lévis",2,8,40,88,43,166,9,356,569
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 102","Lévis",1,8,33,63,35,111,5,256,547
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 103","Lévis",0,2,29,33,30,47,2,143,286
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 104","Lévis",0,2,24,33,26,52,4,141,311
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 105","Lévis",1,4,34,42,22,54,6,163,381
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 106","Lévis",0,3,27,48,21,72,3,174,385
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 107","Lévis",1,4,42,60,29,124,3,263,451
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 108","Lévis",0,3,28,34,45,73,1,184,327
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 109","Lévis",1,2,33,64,24,121,2,247,367
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 110","Lévis",1,3,18,44,15,65,4,150,342
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 111","Lévis",0,4,29,48,18,100,3,202,306
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 112","Lévis",0,6,31,73,47,106,1,264,478
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 113","Lévis",0,6,39,61,31,89,3,229,448
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 114","Lévis",1,1,16,57,34,70,0,179,333
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 115","Lévis",0,4,24,33,21,71,2,155,319
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 116","Lévis",1,1,43,56,32,116,2,251,458
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 117","Lévis",1,7,29,62,32,94,8,233,417
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 118","Lévis",0,5,41,79,35,76,2,238,378
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 119","Lévis",0,6,36,56,36,104,2,240,365
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 120","Lévis",1,1,61,70,33,174,4,344,550
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 121","Lévis",0,9,37,76,44,118,1,285,507
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 122","Lévis",3,5,8,35,19,71,3,144,300
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 123","Lévis",0,5,33,45,20,58,5,166,332
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 124","Lévis",0,9,49,102,43,143,0,346,572
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 125","Lévis",0,3,29,37,33,123,1,226,479
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 126","Lévis",1,8,31,42,34,92,2,210,442
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 127","Lévis",0,6,39,55,34,114,0,248,391
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 128","Lévis",0,1,16,34,21,94,1,167,316
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 129","Lévis",1,5,35,53,45,75,0,214,411
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 130","Lévis",0,5,36,51,35,93,7,227,417
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 131A","Lévis",0,1,18,37,21,58,7,142,366
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 131B","Lévis",0,4,29,38,21,74,3,169,374
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 132","Lévis",1,3,24,38,20,83,8,177,439
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 133","Lévis",0,8,29,41,30,97,0,205,445
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 134","Lévis",0,3,44,64,36,167,4,318,524
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 135","Lévis",0,2,25,21,14,98,2,162,351
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 136","Lévis",1,5,41,42,19,137,3,248,469
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 137","Lévis",0,5,29,19,20,90,4,167,326
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 138","Lévis",1,3,33,55,33,90,12,227,369
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 139","Lévis",1,2,33,19,15,86,2,158,278
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 140","Lévis",2,3,33,53,22,103,3,219,405
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 141","Lévis",0,6,19,33,21,87,5,171,337
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 142","Lévis",0,3,21,24,14,70,3,135,386
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 143","Saint-Lambert-de-Lauzon",0,0,30,37,23,102,1,193,293
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 144","Saint-Lambert-de-Lauzon",0,6,35,29,30,89,2,191,296
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 145","Saint-Lambert-de-Lauzon",0,3,23,29,18,94,2,169,282
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 146","Saint-Lambert-de-Lauzon",1,7,40,34,18,163,2,265,420
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 147","Saint-Lambert-de-Lauzon",0,2,17,23,15,55,2,114,300
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 148","Saint-Lambert-de-Lauzon",0,1,7,6,13,24,1,52,298
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 149","Saint-Narcisse",0,3,15,32,5,191,2,248,323
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 150","Saint-Narcisse",0,2,11,24,11,156,4,208,282
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 151","Saint-Narcisse",0,5,13,17,3,160,2,200,253
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 152","Saint-Gilles",0,1,17,24,4,72,1,119,249
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 153","Saint-Gilles",0,2,26,27,22,145,1,223,327
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 154","Saint-Gilles",1,3,18,48,6,124,4,204,321
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 155A","Saint-Gilles",2,5,13,34,14,112,1,181,273
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 155B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507B,,,,,,,,12
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 155C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507B,,,,,,,,55
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 156","Saint-Gilles",0,3,25,32,14,155,2,231,371
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 157","Saint-Gilles",1,3,33,48,13,119,2,219,325
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 158","Saint-Apollinaire",0,2,23,21,12,102,3,163,270
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 159","Saint-Apollinaire",0,5,29,22,19,83,0,158,273
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 160","Saint-Apollinaire",0,1,14,33,23,98,0,169,381
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 161","Saint-Apollinaire",0,1,14,23,21,69,0,128,305
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 162","Saint-Apollinaire",0,5,28,48,16,108,6,211,447
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 163","Saint-Apollinaire",0,3,24,35,9,60,2,133,299
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 164","Saint-Apollinaire",0,2,11,40,17,93,5,168,328
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 165","Saint-Apollinaire",1,2,9,26,19,70,1,128,307
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 166","Saint-Apollinaire",0,4,15,46,16,57,2,140,296
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 167","Saint-Apollinaire",0,4,28,54,37,138,4,265,514
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 168","Saint-Apollinaire",0,1,27,47,18,143,10,246,435
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 169","Saint-Apollinaire",0,5,24,32,34,147,10,252,454
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 170","Saint-Apollinaire",0,0,9,22,10,47,2,90,255
