Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Green,Don Johnston,Wayne Stetski,David Wilks,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59015,"Kootenay--Columbia/Kootenay--Columbia"," 35","Edgewater",16,32,44,75,2,169,239
59015,"Kootenay--Columbia/Kootenay--Columbia"," 36","Panorama",18,52,94,70,0,234,368
59015,"Kootenay--Columbia/Kootenay--Columbia"," 37","Invermere",14,53,64,77,1,209,352
59015,"Kootenay--Columbia/Kootenay--Columbia"," 38","Panorama",7,39,50,63,0,159,309
59015,"Kootenay--Columbia/Kootenay--Columbia"," 39","Invermere",18,32,61,60,0,171,320
59015,"Kootenay--Columbia/Kootenay--Columbia"," 40","Invermere",15,48,66,72,1,202,411
59015,"Kootenay--Columbia/Kootenay--Columbia"," 41","Windermere",7,47,48,52,0,154,302
59015,"Kootenay--Columbia/Kootenay--Columbia"," 42","Panorama",10,35,46,112,0,203,389
59015,"Kootenay--Columbia/Kootenay--Columbia"," 43","Invermere",11,33,63,55,0,162,298
59015,"Kootenay--Columbia/Kootenay--Columbia"," 44","Panorama",13,38,52,70,1,174,339
59015,"Kootenay--Columbia/Kootenay--Columbia"," 45","Windermere",7,36,27,71,0,141,338
59015,"Kootenay--Columbia/Kootenay--Columbia"," 46","Windermere",16,54,56,80,0,206,348
59015,"Kootenay--Columbia/Kootenay--Columbia"," 47","Windermere",14,50,50,76,0,190,294
59015,"Kootenay--Columbia/Kootenay--Columbia"," 48","Akisqnuk",8,18,28,9,0,63,63
59015,"Kootenay--Columbia/Kootenay--Columbia"," 49","Fairmont",15,52,38,130,0,235,427
59015,"Kootenay--Columbia/Kootenay--Columbia"," 50","Fairmont",6,47,47,123,0,223,374
59015,"Kootenay--Columbia/Kootenay--Columbia"," 51","Canal Flats",9,33,36,99,1,178,311
59015,"Kootenay--Columbia/Kootenay--Columbia"," 52","Canal Flats",9,28,33,112,0,182,287
59015,"Kootenay--Columbia/Kootenay--Columbia"," 53","Wasa",11,34,34,83,0,162,311
59015,"Kootenay--Columbia/Kootenay--Columbia"," 54","Wasa",14,24,22,69,1,130,228
59015,"Kootenay--Columbia/Kootenay--Columbia"," 55","Elkford",Merged with No./Fusionné avec le n°63,,,,,,10
59015,"Kootenay--Columbia/Kootenay--Columbia"," 56","Sparwood",0,16,12,83,0,111,234
59015,"Kootenay--Columbia/Kootenay--Columbia"," 57A","Sparwood",2,28,15,67,2,114,268
59015,"Kootenay--Columbia/Kootenay--Columbia"," 57B","Sparwood",3,17,29,90,0,139,275
59015,"Kootenay--Columbia/Kootenay--Columbia"," 58","Sparwood",6,49,36,119,1,211,415
59015,"Kootenay--Columbia/Kootenay--Columbia"," 59","Sparwood",3,32,23,108,1,167,419
59015,"Kootenay--Columbia/Kootenay--Columbia"," 60","Sparwood",15,36,42,130,2,225,468
59015,"Kootenay--Columbia/Kootenay--Columbia"," 61","Sparwood",6,22,37,128,0,193,430
59015,"Kootenay--Columbia/Kootenay--Columbia"," 62","Sparwood",4,15,22,91,0,132,287
59015,"Kootenay--Columbia/Kootenay--Columbia"," 63","Elkford",6,31,29,119,0,185,300
59015,"Kootenay--Columbia/Kootenay--Columbia"," 64","Elkford",4,43,39,168,2,256,397
59015,"Kootenay--Columbia/Kootenay--Columbia"," 65","Elkford",7,41,33,124,0,205,366
59015,"Kootenay--Columbia/Kootenay--Columbia"," 66","Elkford",17,32,41,139,0,229,366
59015,"Kootenay--Columbia/Kootenay--Columbia"," 67","Elkford",7,35,42,156,0,240,369
59015,"Kootenay--Columbia/Kootenay--Columbia"," 68A","Hosmer",10,46,48,67,1,172,355
59015,"Kootenay--Columbia/Kootenay--Columbia"," 68B","Hosmer",20,31,48,77,1,177,328
59015,"Kootenay--Columbia/Kootenay--Columbia"," 69","Hosmer",12,45,35,128,0,220,402
59015,"Kootenay--Columbia/Kootenay--Columbia"," 70","Fernie",5,33,79,80,0,197,400
59015,"Kootenay--Columbia/Kootenay--Columbia"," 71","Fernie",8,34,44,74,0,160,317
59015,"Kootenay--Columbia/Kootenay--Columbia"," 72","Fernie",13,45,64,80,1,203,330
59015,"Kootenay--Columbia/Kootenay--Columbia"," 73","Fernie",10,41,64,34,1,150,304
59015,"Kootenay--Columbia/Kootenay--Columbia"," 74","Fernie",12,56,86,64,2,220,435
59015,"Kootenay--Columbia/Kootenay--Columbia"," 75","Fernie",18,40,67,71,1,197,363
59015,"Kootenay--Columbia/Kootenay--Columbia"," 76","Fernie",14,68,101,78,0,261,473
59015,"Kootenay--Columbia/Kootenay--Columbia"," 77","West Fernie",12,31,68,42,1,154,280
59015,"Kootenay--Columbia/Kootenay--Columbia"," 78","Fernie Ski Hill--Cokato",12,43,98,91,1,245,433
59015,"Kootenay--Columbia/Kootenay--Columbia"," 79","Fernie",5,33,43,76,0,157,326
59015,"Kootenay--Columbia/Kootenay--Columbia"," 80","Fernie",15,32,63,72,0,182,378
59015,"Kootenay--Columbia/Kootenay--Columbia"," 81","Fernie Ski Hill--Cokato",10,38,38,79,0,165,340
59015,"Kootenay--Columbia/Kootenay--Columbia"," 82","Fort Steele",10,13,27,77,0,127,191
59015,"Kootenay--Columbia/Kootenay--Columbia"," 83","Wycliffe",9,19,28,84,0,140,284
59015,"Kootenay--Columbia/Kootenay--Columbia"," 84","Jim Smith Lake",23,45,71,108,4,251,524
59015,"Kootenay--Columbia/Kootenay--Columbia"," 85","Jim Smith Lake",6,39,28,74,1,148,317
59015,"Kootenay--Columbia/Kootenay--Columbia"," 86","Wycliffe",16,33,35,98,0,182,346
59015,"Kootenay--Columbia/Kootenay--Columbia"," 87","New Lake",8,23,24,84,0,139,298
59015,"Kootenay--Columbia/Kootenay--Columbia"," 88","Jim Smith Lake",14,41,43,69,2,169,341
59015,"Kootenay--Columbia/Kootenay--Columbia"," 89","Silver Creek--Hidden Valley",12,54,26,103,0,195,411
59015,"Kootenay--Columbia/Kootenay--Columbia"," 90","Gold Creek Southwest",4,33,26,93,0,156,343
59015,"Kootenay--Columbia/Kootenay--Columbia"," 91","Silver Creek--Hidden Valley",18,40,39,131,2,230,458
59015,"Kootenay--Columbia/Kootenay--Columbia"," 92","Gold Creek Northeast",14,60,35,123,1,233,470
59015,"Kootenay--Columbia/Kootenay--Columbia"," 93","Meadowbrook",29,42,64,43,0,178,390
59015,"Kootenay--Columbia/Kootenay--Columbia"," 94A","Kimberley",30,28,56,54,0,168,316
59015,"Kootenay--Columbia/Kootenay--Columbia"," 94B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507B,,,,,,72
59015,"Kootenay--Columbia/Kootenay--Columbia"," 95","Kimberley",22,69,76,79,0,246,513
59015,"Kootenay--Columbia/Kootenay--Columbia"," 96","Kimberley",26,44,102,58,1,231,417
59015,"Kootenay--Columbia/Kootenay--Columbia"," 97","Kimberley",24,26,78,56,1,185,365
59015,"Kootenay--Columbia/Kootenay--Columbia"," 98","Kimberley",22,57,94,33,2,208,445
59015,"Kootenay--Columbia/Kootenay--Columbia"," 99","Porteous",26,56,67,66,0,215,463
59015,"Kootenay--Columbia/Kootenay--Columbia"," 100","Kimberley",31,35,74,74,1,215,452
59015,"Kootenay--Columbia/Kootenay--Columbia"," 101","Kimberley",21,47,99,81,0,248,455
59015,"Kootenay--Columbia/Kootenay--Columbia"," 102","Porteous",23,44,41,93,0,201,390
59015,"Kootenay--Columbia/Kootenay--Columbia"," 103","Kimberley",31,58,89,39,0,217,409
59015,"Kootenay--Columbia/Kootenay--Columbia"," 104","Riondel",14,24,67,60,0,165,233
59015,"Kootenay--Columbia/Kootenay--Columbia"," 105","Lardeau",4,5,33,15,0,57,147
59015,"Kootenay--Columbia/Kootenay--Columbia"," 106","Shutty Bench",9,17,80,44,0,150,326
59015,"Kootenay--Columbia/Kootenay--Columbia"," 107","Shutty Bench",5,24,70,41,0,140,345
59015,"Kootenay--Columbia/Kootenay--Columbia"," 108","Kaslo",11,21,66,31,0,129,316
59015,"Kootenay--Columbia/Kootenay--Columbia"," 109","Lardeau",14,39,67,44,0,164,308
59015,"Kootenay--Columbia/Kootenay--Columbia"," 110","Willow Point",17,43,109,47,1,217,386
59015,"Kootenay--Columbia/Kootenay--Columbia"," 111","Longbeach",21,37,90,80,0,228,347
59015,"Kootenay--Columbia/Kootenay--Columbia"," 112","Longbeach",8,23,57,39,2,129,221
59015,"Kootenay--Columbia/Kootenay--Columbia"," 113","Balfour",11,44,100,38,0,193,272
59015,"Kootenay--Columbia/Kootenay--Columbia"," 114","Balfour",16,34,89,49,0,188,275
59015,"Kootenay--Columbia/Kootenay--Columbia"," 115","Crawford Bay",29,43,146,41,2,261,335
59015,"Kootenay--Columbia/Kootenay--Columbia"," 116","Crawford Bay",21,39,97,67,1,225,333
59015,"Kootenay--Columbia/Kootenay--Columbia"," 117","Procter",14,23,104,42,0,183,275
59015,"Kootenay--Columbia/Kootenay--Columbia"," 118","Procter",8,32,109,29,0,178,259
59015,"Kootenay--Columbia/Kootenay--Columbia"," 119A","Nelson",11,34,88,21,1,155,262
59015,"Kootenay--Columbia/Kootenay--Columbia"," 119B","Nelson",9,30,99,25,1,164,304
59015,"Kootenay--Columbia/Kootenay--Columbia"," 120","Nelson",10,55,161,41,0,267,465
59015,"Kootenay--Columbia/Kootenay--Columbia"," 121","Nelson",23,58,148,21,1,251,472
59015,"Kootenay--Columbia/Kootenay--Columbia"," 122","Nelson",10,30,123,30,2,195,420
59015,"Kootenay--Columbia/Kootenay--Columbia"," 123","Willow Point",14,43,84,45,0,186,329
59015,"Kootenay--Columbia/Kootenay--Columbia"," 124","Willow Point",17,46,156,36,0,255,463
59015,"Kootenay--Columbia/Kootenay--Columbia"," 125","Willow Point",4,48,86,31,0,169,326
59015,"Kootenay--Columbia/Kootenay--Columbia"," 126","Willow Point",10,48,71,34,0,163,339
59015,"Kootenay--Columbia/Kootenay--Columbia"," 127","Nelson",9,60,113,45,0,227,375
59015,"Kootenay--Columbia/Kootenay--Columbia"," 128","Taghum",8,32,142,28,2,212,327
59015,"Kootenay--Columbia/Kootenay--Columbia"," 129","South Slocan",3,40,117,37,0,197,320
59015,"Kootenay--Columbia/Kootenay--Columbia"," 130","Taghum",8,40,117,38,0,203,314
59015,"Kootenay--Columbia/Kootenay--Columbia"," 131","Blewett",10,28,113,14,1,166,301
59015,"Kootenay--Columbia/Kootenay--Columbia"," 132","Blewett",11,36,144,25,2,218,350
59015,"Kootenay--Columbia/Kootenay--Columbia"," 133","Blewett",17,42,185,37,0,281,444
59015,"Kootenay--Columbia/Kootenay--Columbia"," 134","Nelson",12,27,166,11,0,216,371
59015,"Kootenay--Columbia/Kootenay--Columbia"," 135","Nelson",7,28,129,9,0,173,378
59015,"Kootenay--Columbia/Kootenay--Columbia"," 136","Nelson",4,22,121,12,0,159,374
59015,"Kootenay--Columbia/Kootenay--Columbia"," 137","Nelson",7,28,172,23,0,230,405
59015,"Kootenay--Columbia/Kootenay--Columbia"," 138","Nelson",7,24,164,15,0,210,396
59015,"Kootenay--Columbia/Kootenay--Columbia"," 139","Nelson",12,42,140,28,0,222,428
59015,"Kootenay--Columbia/Kootenay--Columbia"," 140","Nelson",11,37,140,21,0,209,382
59015,"Kootenay--Columbia/Kootenay--Columbia"," 141","Nelson",11,41,171,40,0,263,448
59015,"Kootenay--Columbia/Kootenay--Columbia"," 142","Nelson",15,33,173,24,1,246,416
59015,"Kootenay--Columbia/Kootenay--Columbia"," 143","Nelson",12,33,149,34,0,228,414
59015,"Kootenay--Columbia/Kootenay--Columbia"," 144","Nelson",8,61,110,37,0,216,381
59015,"Kootenay--Columbia/Kootenay--Columbia"," 145","Nelson",4,61,178,25,1,269,476
59015,"Kootenay--Columbia/Kootenay--Columbia"," 146","Nelson",16,33,126,37,0,212,370
59015,"Kootenay--Columbia/Kootenay--Columbia"," 147","Nelson",9,35,142,24,0,210,392
59015,"Kootenay--Columbia/Kootenay--Columbia"," 148","Nelson",18,58,140,36,0,252,427
59015,"Kootenay--Columbia/Kootenay--Columbia"," 149","Nelson",11,40,143,22,0,216,423
59015,"Kootenay--Columbia/Kootenay--Columbia"," 150","Nelson",6,45,150,25,0,226,447
59015,"Kootenay--Columbia/Kootenay--Columbia"," 151","Erie",11,53,66,66,0,196,361
59015,"Kootenay--Columbia/Kootenay--Columbia"," 152","Salmo",17,74,99,48,2,240,396
59015,"Kootenay--Columbia/Kootenay--Columbia"," 153","Salmo",8,42,79,40,0,169,322
59015,"Kootenay--Columbia/Kootenay--Columbia"," 154","Salmo",19,56,78,60,0,213,354
59015,"Kootenay--Columbia/Kootenay--Columbia"," 155","Salmo",19,24,66,26,0,135,269
59015,"Kootenay--Columbia/Kootenay--Columbia"," 156","Ymir",10,23,129,14,0,176,306
59015,"Kootenay--Columbia/Kootenay--Columbia"," 157","West Creston",20,55,56,127,0,258,443
59015,"Kootenay--Columbia/Kootenay--Columbia"," 158","Boswell",12,16,43,60,0,131,230
59015,"Kootenay--Columbia/Kootenay--Columbia"," 159","Wynndel",10,28,39,77,0,154,236
59015,"Kootenay--Columbia/Kootenay--Columbia"," 160","Wynndel",21,43,65,79,0,208,377
59015,"Kootenay--Columbia/Kootenay--Columbia"," 161","Arrow Creek",22,41,52,64,0,179,425
59015,"Kootenay--Columbia/Kootenay--Columbia"," 162","Creston Area C",15,42,50,119,0,226,435
59015,"Kootenay--Columbia/Kootenay--Columbia"," 163","Creston Area C",16,33,43,81,0,173,458
59015,"Kootenay--Columbia/Kootenay--Columbia"," 164","Creston",9,42,34,73,0,158,373
59015,"Kootenay--Columbia/Kootenay--Columbia"," 165","Erickson",12,41,48,98,1,200,422
59015,"Kootenay--Columbia/Kootenay--Columbia"," 166","Creston",17,52,78,89,0,236,485
59015,"Kootenay--Columbia/Kootenay--Columbia"," 167","Creston",16,43,74,83,0,216,485
59015,"Kootenay--Columbia/Kootenay--Columbia"," 168","Creston",18,60,63,117,2,260,510
59015,"Kootenay--Columbia/Kootenay--Columbia"," 169","Creston",13,44,56,66,1,180,416
59015,"Kootenay--Columbia/Kootenay--Columbia"," 170","Creston",22,27,51,72,0,172,378
59015,"Kootenay--Columbia/Kootenay--Columbia"," 171","Creston",17,59,50,72,1,199,418
59015,"Kootenay--Columbia/Kootenay--Columbia"," 172","Erickson",19,34,39,89,1,182,373
59015,"Kootenay--Columbia/Kootenay--Columbia"," 173","Erickson",25,55,58,137,1,276,526
59015,"Kootenay--Columbia/Kootenay--Columbia"," 174","Creston",11,32,44,129,1,217,389
59015,"Kootenay--Columbia/Kootenay--Columbia"," 175","Goatfell",11,36,31,55,1,134,336
59015,"Kootenay--Columbia/Kootenay--Columbia"," 176","Moyie",19,41,32,77,0,169,262
59015,"Kootenay--Columbia/Kootenay--Columbia"," 177","Wardner",24,26,26,112,0,188,363
59015,"Kootenay--Columbia/Kootenay--Columbia"," 178","Yahk",17,33,45,76,2,173,332
59015,"Kootenay--Columbia/Kootenay--Columbia"," 179","Canyon",19,22,65,112,1,219,345
59015,"Kootenay--Columbia/Kootenay--Columbia"," 180","Canyon",14,38,49,111,0,212,385
59015,"Kootenay--Columbia/Kootenay--Columbia"," 181","Lister",20,34,47,80,0,181,386
59015,"Kootenay--Columbia/Kootenay--Columbia"," 182","Lister",15,15,32,99,2,163,311
59015,"Kootenay--Columbia/Kootenay--Columbia"," 183","Galloway",13,29,25,118,0,185,370
59015,"Kootenay--Columbia/Kootenay--Columbia"," 184A","Jaffray",19,28,25,138,0,210,368
59015,"Kootenay--Columbia/Kootenay--Columbia"," 184B","Jaffray",13,25,21,110,0,169,379
59015,"Kootenay--Columbia/Kootenay--Columbia"," 185","Elko",8,20,26,70,2,126,252
59015,"Kootenay--Columbia/Kootenay--Columbia"," 186","Grasmere",6,38,33,49,1,127,194
59015,"Kootenay--Columbia/Kootenay--Columbia"," 187A","Kimberley",12,28,42,67,0,149,296
59015,"Kootenay--Columbia/Kootenay--Columbia"," 187B","Kimberley",11,35,35,52,1,134,280
59015,"Kootenay--Columbia/Kootenay--Columbia"," 188","Kimberley",23,52,68,111,1,255,490
59015,"Kootenay--Columbia/Kootenay--Columbia"," 189","Kimberley",35,38,53,102,0,228,443
59015,"Kootenay--Columbia/Kootenay--Columbia"," 190","Fortie's Corner",17,63,64,95,0,239,405
59015,"Kootenay--Columbia/Kootenay--Columbia"," 191","Cranbrook",6,45,47,115,0,213,432
59015,"Kootenay--Columbia/Kootenay--Columbia"," 192","Cranbrook",16,56,46,95,0,213,480
59015,"Kootenay--Columbia/Kootenay--Columbia"," 193","Cranbrook",8,29,17,93,1,148,379
59015,"Kootenay--Columbia/Kootenay--Columbia"," 194","Cranbrook",12,45,31,96,0,184,383
59015,"Kootenay--Columbia/Kootenay--Columbia"," 195A","Cranbrook",3,41,32,87,0,163,411
59015,"Kootenay--Columbia/Kootenay--Columbia"," 195B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508A,,,,,,53
59015,"Kootenay--Columbia/Kootenay--Columbia"," 196","Cranbrook",20,25,46,67,0,158,427
59015,"Kootenay--Columbia/Kootenay--Columbia"," 197","Cranbrook",4,37,39,116,0,196,379
59015,"Kootenay--Columbia/Kootenay--Columbia"," 198","Cranbrook",17,51,55,104,1,228,422
59015,"Kootenay--Columbia/Kootenay--Columbia"," 199","Cranbrook",16,38,38,60,3,155,398
59015,"Kootenay--Columbia/Kootenay--Columbia"," 200","Cranbrook",17,45,46,55,1,164,433
59015,"Kootenay--Columbia/Kootenay--Columbia"," 201","Cranbrook",9,33,65,56,0,163,404
59015,"Kootenay--Columbia/Kootenay--Columbia"," 202","Cranbrook",18,32,45,59,0,154,399
59015,"Kootenay--Columbia/Kootenay--Columbia"," 203","Cranbrook",18,34,51,57,1,161,360
59015,"Kootenay--Columbia/Kootenay--Columbia"," 204","Cranbrook",9,42,47,62,0,160,399
59015,"Kootenay--Columbia/Kootenay--Columbia"," 205","Cranbrook",11,34,39,81,0,165,377
59015,"Kootenay--Columbia/Kootenay--Columbia"," 206","Cranbrook",13,42,34,81,2,172,402
59015,"Kootenay--Columbia/Kootenay--Columbia"," 207","Cranbrook",18,40,66,75,2,201,420
59015,"Kootenay--Columbia/Kootenay--Columbia"," 208","Cranbrook",15,37,68,71,0,191,428
59015,"Kootenay--Columbia/Kootenay--Columbia"," 209","Cranbrook",13,43,59,66,0,181,388
59015,"Kootenay--Columbia/Kootenay--Columbia"," 210","Cranbrook",13,30,69,59,0,171,342
59015,"Kootenay--Columbia/Kootenay--Columbia"," 211","Cranbrook",16,55,51,67,0,189,439
59015,"Kootenay--Columbia/Kootenay--Columbia"," 212","Cranbrook",19,56,44,115,0,234,460
59015,"Kootenay--Columbia/Kootenay--Columbia"," 213","Cranbrook",12,67,43,107,0,229,427
59015,"Kootenay--Columbia/Kootenay--Columbia"," 214","Cranbrook",12,46,72,75,0,205,395
59015,"Kootenay--Columbia/Kootenay--Columbia"," 215","Cranbrook",17,52,43,88,0,200,435
59015,"Kootenay--Columbia/Kootenay--Columbia"," 216","Cranbrook",17,37,33,94,0,181,388
59015,"Kootenay--Columbia/Kootenay--Columbia"," 217","Cranbrook",12,42,41,88,0,183,403
59015,"Kootenay--Columbia/Kootenay--Columbia"," 218","Cranbrook",13,47,25,134,0,219,416
59015,"Kootenay--Columbia/Kootenay--Columbia"," 219","Cranbrook",12,30,31,121,1,195,379
59015,"Kootenay--Columbia/Kootenay--Columbia"," 220A","Cranbrook",5,25,49,62,1,142,278
59015,"Kootenay--Columbia/Kootenay--Columbia"," 220B","Cranbrook",10,37,33,90,1,171,291
59015,"Kootenay--Columbia/Kootenay--Columbia"," 221","Cranbrook",5,56,48,77,1,187,373
59015,"Kootenay--Columbia/Kootenay--Columbia"," 222","Cranbrook",14,66,32,115,1,228,507
59015,"Kootenay--Columbia/Kootenay--Columbia"," 223","Cranbrook",5,55,29,107,0,196,387
59015,"Kootenay--Columbia/Kootenay--Columbia"," 224","Cranbrook",3,46,46,133,0,228,461
59015,"Kootenay--Columbia/Kootenay--Columbia"," 225","Cranbrook",8,23,63,109,0,203,400
59015,"Kootenay--Columbia/Kootenay--Columbia"," 226","Cranbrook",9,36,51,90,0,186,374
59015,"Kootenay--Columbia/Kootenay--Columbia"," 400","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508A,,,,,,130
59015,"Kootenay--Columbia/Kootenay--Columbia"," 500","Mobile poll/Bureau itinérant",6,30,22,49,3,110,120
59015,"Kootenay--Columbia/Kootenay--Columbia"," 501","Mobile poll/Bureau itinérant",6,25,22,17,0,70,118
59015,"Kootenay--Columbia/Kootenay--Columbia"," 502A","Mobile poll/Bureau itinérant",3,14,11,22,0,50,82
59015,"Kootenay--Columbia/Kootenay--Columbia"," 502B","Fernie",Merged with No./Fusionné avec le n°74,,,,,,5
59015,"Kootenay--Columbia/Kootenay--Columbia"," 503A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504B,,,,,,14
59015,"Kootenay--Columbia/Kootenay--Columbia"," 503B","Mobile poll/Bureau itinérant",6,10,20,12,8,56,92
59015,"Kootenay--Columbia/Kootenay--Columbia"," 504A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503B,,,,,,11
59015,"Kootenay--Columbia/Kootenay--Columbia"," 504B","Mobile poll/Bureau itinérant",2,18,27,24,1,72,89
59015,"Kootenay--Columbia/Kootenay--Columbia"," 505A","Mobile poll/Bureau itinérant",4,10,30,47,3,94,142
59015,"Kootenay--Columbia/Kootenay--Columbia"," 505B","Creston",Merged with No./Fusionné avec le n°166,,,,,,13
59015,"Kootenay--Columbia/Kootenay--Columbia"," 506A","Kimberley",Merged with No./Fusionné avec le n°189,,,,,,39
59015,"Kootenay--Columbia/Kootenay--Columbia"," 506B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507B,,,,,,25
59015,"Kootenay--Columbia/Kootenay--Columbia"," 506C","Porteous",Merged with No./Fusionné avec le n°99,,,,,,8
59015,"Kootenay--Columbia/Kootenay--Columbia"," 507A","Kimberley",Merged with No./Fusionné avec le n°101,,,,,,69
59015,"Kootenay--Columbia/Kootenay--Columbia"," 507B","Mobile poll/Bureau itinérant",7,23,27,41,0,98,35
59015,"Kootenay--Columbia/Kootenay--Columbia"," 508A","Mobile poll/Bureau itinérant",7,26,31,72,3,139,27
59015,"Kootenay--Columbia/Kootenay--Columbia"," 508B","Cranbrook",Merged with No./Fusionné avec le n°198,,,,,,21
59015,"Kootenay--Columbia/Kootenay--Columbia"," 600","Revelstoke",65,215,665,233,3,1181,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 601","Golden",43,170,440,343,6,1002,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 602","Kaslo",32,50,284,109,0,475,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 603","Invermere",24,74,166,180,0,444,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 604","Fairmont",21,83,171,243,0,518,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 605","Beaton",4,19,37,74,0,134,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 606","Sparwood",24,119,137,413,1,694,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 607","Fernie",43,197,445,408,2,1095,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 608","Jim Smith Lake",20,97,120,302,0,539,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 609","Cranbrook",55,233,299,605,3,1195,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 610","Cranbrook",39,219,282,612,6,1158,
