Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lorraine Banville,David Lametti,Hélène LeBlanc,Gilbert Paquette,Mohammad Zamir,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 18","Verdun",7,54,52,33,6,4,156,333
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 19","Verdun",4,55,56,28,4,2,149,331
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 20","Verdun",12,78,57,31,12,2,192,453
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 21","Verdun",7,49,37,29,7,4,133,346
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 22","Verdun",13,79,64,36,6,3,201,432
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 23","Verdun",2,74,42,34,7,3,162,405
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 24","Verdun",17,79,77,34,12,5,224,460
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 25","Verdun",8,69,63,26,9,3,178,354
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 26","Verdun",1,120,52,29,17,1,220,465
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 27","Verdun",7,81,54,38,7,2,189,378
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 28","Verdun",10,77,77,33,16,7,220,457
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 29","Verdun",15,66,51,28,7,2,169,347
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 30","Verdun",4,97,65,33,13,7,219,405
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 31","Verdun",8,73,46,19,9,3,158,517
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 32","Verdun",7,70,69,34,15,4,199,393
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 33","Verdun",7,64,63,37,4,3,178,346
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 34","Verdun",8,57,59,19,3,2,148,306
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 35","Verdun",4,81,61,17,8,2,173,363
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 36","Verdun",4,75,62,23,4,2,170,349
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 37","Verdun",8,35,47,28,6,1,125,297
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 38","Verdun",8,52,30,16,8,0,114,316
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 39","Verdun",10,50,61,34,11,2,168,328
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 40","Verdun",9,55,64,40,4,8,180,364
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 41","Verdun",7,43,68,26,4,1,149,292
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 42","Verdun",5,59,66,16,8,6,160,367
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 43","Verdun",6,55,61,37,3,3,165,383
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 44","Verdun",8,46,41,25,6,3,129,310
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 45","Verdun",4,53,48,37,11,1,154,326
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 46","Verdun",5,73,48,44,5,4,179,354
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 47","Verdun",15,61,56,37,9,3,181,350
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 48","Verdun",14,62,38,19,4,8,145,386
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 49","Verdun",6,89,66,36,12,3,212,406
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 50","Montréal",6,83,38,32,13,1,173,402
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 51","Montréal",7,86,27,39,13,2,174,444
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 52","Montréal",10,96,81,50,9,1,247,409
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 53","Montréal",6,69,71,47,11,11,215,392
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 54","Verdun",4,98,68,67,17,2,256,425
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 55","Montréal",8,80,88,57,7,3,243,409
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 56","Montréal",6,96,88,53,22,4,269,463
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 57","Montréal",6,104,56,42,5,2,215,438
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 58","Montréal",10,101,57,50,17,6,241,488
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 59","Montréal",9,72,44,29,17,1,172,377
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 60","Montréal",2,94,30,29,7,6,168,389
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 61","Montréal",9,103,62,27,8,6,215,442
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 62","Montréal",6,60,45,40,16,1,168,427
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 63","Montréal",7,78,45,42,7,2,181,388
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 64","Montréal",14,61,70,45,14,1,205,427
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 65","Montréal",10,60,33,39,10,4,156,351
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 66","Montréal",9,62,49,44,5,4,173,403
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 67","Montréal",6,62,52,57,8,7,192,341
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 68","Montréal",7,86,57,61,22,2,235,471
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 69","Montréal",7,78,54,35,9,2,185,412
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 70","Montréal",9,113,74,51,9,4,260,400
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 71","Montréal",10,75,32,39,9,3,168,269
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 72","Montréal",5,103,48,48,9,4,217,455
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 73","Montréal",8,94,90,51,14,3,260,445
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 74","Montréal",8,63,56,26,13,3,169,357
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 75","Montréal",9,76,64,54,13,3,219,485
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 76","Montréal",4,74,57,33,16,5,189,399
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 77","Montréal",5,92,66,55,9,6,233,437
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 78","Montréal",4,72,49,35,11,3,174,379
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 79","Montréal",8,108,45,32,11,5,209,422
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 80","Montréal",7,95,57,44,16,2,221,457
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 81","Montréal",8,61,41,54,12,1,177,387
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 82","Montréal",7,66,63,52,8,3,199,389
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 83","Montréal",5,80,37,41,10,4,177,370
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 84","Montréal",9,108,53,36,15,2,223,493
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 85","Montréal",8,66,69,63,12,3,221,522
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 86","Montréal",18,109,49,59,20,7,262,466
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 87","Montréal",5,91,40,64,13,0,213,410
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 88","Montréal",8,116,72,62,18,6,282,498
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 89","Montréal",8,91,65,47,12,7,230,475
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 90","Montréal",2,75,33,22,15,3,150,277
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 91","Montréal",4,65,20,9,20,0,118,271
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 92","Montréal",9,80,43,32,11,1,176,424
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 93","Montréal",3,50,44,32,4,2,135,367
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 94","Montréal",1,87,42,28,10,2,170,470
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 95","Montréal",5,77,41,20,16,0,159,466
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 96","Montréal",3,91,35,14,16,1,160,415
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 97","Montréal",6,78,58,57,18,3,220,482
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 98","Montréal",1,66,60,35,9,5,176,366
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 99","Montréal",4,87,49,48,11,4,203,433
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 100","Montréal",4,95,33,43,16,1,192,422
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 101","Montréal",6,63,53,36,14,1,173,337
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 102","Montréal",9,122,50,46,8,7,242,484
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 103","Montréal",6,70,45,36,11,2,170,408
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 104","Verdun",10,97,52,42,10,2,213,376
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 105A","Verdun",6,85,48,29,9,1,178,309
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 105B","Verdun",7,62,48,36,6,2,161,304
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 106","Verdun",3,98,74,39,7,1,222,368
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 107","Verdun",15,110,95,41,16,2,279,436
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 108","Verdun",17,96,92,44,19,1,269,440
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 109","Verdun",7,40,29,22,5,2,105,203
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 110","Verdun",4,58,57,35,12,4,170,389
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 111","Verdun",6,62,52,31,4,0,155,240
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 112","Verdun",16,81,69,56,13,9,244,425
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 113","Verdun",14,140,78,68,19,6,325,560
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 114","Verdun",7,103,44,30,5,4,193,407
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 115","Verdun",3,54,28,20,14,4,123,318
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 116","Verdun",9,72,66,49,3,1,200,434
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 117","Verdun",12,99,59,40,11,3,224,419
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 118","Verdun",7,72,53,26,5,4,167,308
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 119","Verdun",11,57,49,37,2,3,159,320
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 120","Verdun",9,75,76,33,2,5,200,349
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 121","Verdun",6,61,57,23,9,1,157,278
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 122","Verdun",11,104,60,43,23,3,244,497
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 123","Verdun",14,106,97,52,13,7,289,472
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 124","Verdun",7,88,75,47,6,5,228,446
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 125","Verdun",7,78,59,38,5,3,190,326
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 126","Verdun",11,96,102,56,16,3,284,516
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 127","Verdun",9,64,63,47,14,2,199,406
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 128","Verdun",12,85,67,50,11,0,225,479
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 129","Verdun",12,70,60,51,7,2,202,371
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 130","Verdun",5,72,58,36,10,0,181,408
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 131","Verdun",7,97,85,26,12,2,229,458
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 132","Verdun",7,76,38,42,5,4,172,429
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 133","Verdun",2,83,72,42,6,5,210,444
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 134","Verdun",18,102,79,45,10,5,259,460
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 135","Verdun",5,113,58,47,8,3,234,410
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 136","Verdun",11,68,30,27,6,1,143,323
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 137","Verdun",7,125,76,41,10,4,263,452
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 138","Verdun",8,85,39,30,13,4,179,352
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 139","Verdun",5,97,70,49,14,2,237,427
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 140","Verdun",13,101,63,48,11,3,239,446
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 141","Verdun",6,114,65,39,14,4,242,463
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 142A","Verdun",9,124,41,37,14,2,227,400
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 142B","Verdun",5,109,51,35,13,4,217,389
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 143","Verdun",8,71,46,21,6,4,156,278
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 144","Verdun",8,150,49,42,16,2,267,516
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 145","Verdun",15,119,83,47,15,5,284,567
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 146A","Verdun",3,76,54,38,18,1,190,387
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 146B","Verdun",3,108,50,31,12,2,206,409
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 147","Verdun",6,71,47,39,16,2,181,334
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 148","Montréal",8,98,47,37,13,1,204,420
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 149","Montréal",4,83,50,38,18,0,193,479
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 150","LaSalle",7,128,39,13,25,2,214,406
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 151","LaSalle",2,80,32,18,13,2,147,304
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 152","LaSalle",1,70,37,18,15,1,142,357
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 153","LaSalle",3,118,41,9,19,1,191,403
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 154","LaSalle",1,154,43,19,30,1,248,456
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 155","LaSalle",5,128,34,6,25,2,200,370
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 156","LaSalle",8,122,34,15,22,2,203,365
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 157","LaSalle",7,122,48,9,32,3,221,475
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 158","LaSalle",2,138,27,11,17,1,196,426
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 159","LaSalle",4,101,31,24,7,1,168,387
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 160","LaSalle",1,103,78,36,24,1,243,462
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 161","LaSalle",1,117,58,28,7,2,213,419
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 162","LaSalle",9,99,69,49,10,6,242,441
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 163","LaSalle",6,108,54,30,24,0,222,475
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 164","LaSalle",8,111,62,35,11,5,232,436
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 165","LaSalle",6,98,59,40,13,4,220,428
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 166","LaSalle",5,77,57,41,19,3,202,365
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 167","LaSalle",8,95,53,38,11,0,205,398
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 168","LaSalle",5,75,46,19,19,4,168,348
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 169","LaSalle",2,67,35,32,27,1,164,388
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 170","LaSalle",6,79,30,18,9,2,144,378
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 171","LaSalle",4,129,41,17,27,2,220,467
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 172","LaSalle",4,127,42,10,28,7,218,471
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 173","LaSalle",2,124,29,11,26,1,193,374
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 174","LaSalle",11,91,124,41,11,4,282,489
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 175","LaSalle",8,77,65,40,15,8,213,416
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 176","LaSalle",2,113,71,48,15,1,250,452
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 177","LaSalle",4,184,57,37,24,2,308,575
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 178","LaSalle",2,46,9,8,3,0,68,141
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 179A","LaSalle",4,100,42,30,25,2,203,411
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 179B","LaSalle",3,120,28,10,27,0,188,396
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 180","LaSalle",3,134,41,16,16,4,214,478
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 181","LaSalle",6,94,76,49,16,5,246,487
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 182","LaSalle",0,149,56,29,21,3,258,451
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 183","LaSalle",3,172,26,21,28,1,251,468
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 184","LaSalle",2,74,18,12,13,2,121,231
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 185","LaSalle",1,112,24,28,20,4,189,375
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 186","LaSalle",1,141,27,16,16,3,204,375
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 187","LaSalle",0,132,34,17,24,2,209,400
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 188","LaSalle",1,121,38,21,27,1,209,459
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 189","LaSalle",2,94,41,12,24,0,173,299
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 190","LaSalle",4,150,51,15,33,1,254,465
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 191","LaSalle",2,95,35,12,12,2,158,327
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 192","LaSalle",4,102,55,28,13,6,208,394
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 193","LaSalle",8,129,59,31,27,3,257,486
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 194","LaSalle",4,99,55,35,17,7,217,452
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 195","LaSalle",5,88,43,38,15,0,189,366
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 196","LaSalle",4,99,62,34,13,2,214,362
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 197","LaSalle",3,111,44,32,14,4,208,377
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 198","LaSalle",10,52,48,50,16,2,178,323
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 199","LaSalle",4,77,49,32,14,3,179,418
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 200","LaSalle",5,51,69,58,15,1,199,334
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 201","LaSalle",2,85,56,22,16,2,183,388
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 400","LaSalle",6,124,56,27,21,12,246,281
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 500","Mobile poll/Bureau itinérant",2,46,9,13,8,2,80,131
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 501","Mobile poll/Bureau itinérant",1,31,26,21,1,3,83,100
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 502","Mobile poll/Bureau itinérant",5,61,12,15,2,6,101,277
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 503","Mobile poll/Bureau itinérant",3,53,16,15,9,2,98,257
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 504","Mobile poll/Bureau itinérant",3,87,23,14,4,4,135,237
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 505","Mobile poll/Bureau itinérant",3,41,13,5,4,2,68,148
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 600","Montréal",11,204,220,126,54,13,628,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 601","Montréal",25,272,253,128,65,11,754,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 602","Montréal",18,258,214,105,56,8,659,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 603","Montréal",24,300,372,147,52,14,909,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 604","Montréal",15,253,280,133,47,8,736,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 605","Montréal",29,276,290,151,66,12,824,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 606","Montréal",19,281,325,159,41,6,831,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 607","Montréal",30,483,335,193,73,15,1129,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 608","Montréal",13,440,241,117,76,10,897,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 609","Montréal",28,447,416,219,101,15,1226,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 610","Montréal",19,541,230,98,114,8,1010,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 611","Montréal",14,480,279,105,127,7,1012,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 612","Montréal",13,479,192,79,109,7,879,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun",,"Group 1/Groupe 1",8,98,45,4,15,18,188,172
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun",,"Group 2/Groupe 2",60,483,580,201,66,34,1424,
