Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Matt Grant,Kirk Heuser,Kevan Hunter,Natalie Odd,Len Webber,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48005,"Calgary Confederation/Calgary Confederation"," 88","Calgary",129,22,0,15,86,0,252,425
48005,"Calgary Confederation/Calgary Confederation"," 89","Calgary",135,20,0,11,109,1,276,459
48005,"Calgary Confederation/Calgary Confederation"," 90","Calgary",134,27,0,14,99,0,274,425
48005,"Calgary Confederation/Calgary Confederation"," 91","Calgary",105,17,0,18,107,0,247,440
48005,"Calgary Confederation/Calgary Confederation"," 92","Calgary",101,15,0,9,118,0,243,449
48005,"Calgary Confederation/Calgary Confederation"," 93","Calgary",100,19,1,11,82,1,214,347
48005,"Calgary Confederation/Calgary Confederation"," 94","Calgary",86,20,0,6,66,0,178,380
48005,"Calgary Confederation/Calgary Confederation"," 95","Calgary",82,25,1,12,107,0,227,404
48005,"Calgary Confederation/Calgary Confederation"," 96","Calgary",82,16,0,7,116,2,223,390
48005,"Calgary Confederation/Calgary Confederation"," 97","Calgary",91,14,0,4,137,0,246,389
48005,"Calgary Confederation/Calgary Confederation"," 98","Calgary",93,16,1,10,134,1,255,408
48005,"Calgary Confederation/Calgary Confederation"," 99","Calgary",81,22,0,11,135,0,249,433
48005,"Calgary Confederation/Calgary Confederation"," 100","Calgary",128,23,0,8,180,0,339,502
48005,"Calgary Confederation/Calgary Confederation"," 101","Calgary",74,18,1,5,77,0,175,384
48005,"Calgary Confederation/Calgary Confederation"," 102","Calgary",81,19,1,6,110,2,219,358
48005,"Calgary Confederation/Calgary Confederation"," 103","Calgary",100,21,1,9,126,0,257,360
48005,"Calgary Confederation/Calgary Confederation"," 104","Calgary",91,17,0,8,123,1,240,365
48005,"Calgary Confederation/Calgary Confederation"," 105","Calgary",82,19,0,18,136,0,255,378
48005,"Calgary Confederation/Calgary Confederation"," 106","Calgary",110,15,1,12,89,0,227,409
48005,"Calgary Confederation/Calgary Confederation"," 107","Calgary",122,9,0,12,160,0,303,470
48005,"Calgary Confederation/Calgary Confederation"," 108","Calgary",133,21,0,11,151,0,316,467
48005,"Calgary Confederation/Calgary Confederation"," 109","Calgary",119,21,2,12,154,1,309,496
48005,"Calgary Confederation/Calgary Confederation"," 110","Calgary",100,13,0,18,140,1,272,449
48005,"Calgary Confederation/Calgary Confederation"," 111","Calgary",84,10,0,15,159,1,269,421
48005,"Calgary Confederation/Calgary Confederation"," 112","Calgary",121,16,1,6,112,2,258,436
48005,"Calgary Confederation/Calgary Confederation"," 113","Calgary",80,28,2,13,80,2,205,396
48005,"Calgary Confederation/Calgary Confederation"," 114","Calgary",63,16,0,12,90,0,181,363
48005,"Calgary Confederation/Calgary Confederation"," 115","Calgary",97,23,0,6,119,2,247,515
48005,"Calgary Confederation/Calgary Confederation"," 116","Calgary",77,19,1,14,88,0,199,349
48005,"Calgary Confederation/Calgary Confederation"," 117","Calgary",77,17,1,8,77,0,180,410
48005,"Calgary Confederation/Calgary Confederation"," 118","Calgary",79,20,0,13,83,3,198,465
48005,"Calgary Confederation/Calgary Confederation"," 119","Calgary",89,23,0,6,138,1,257,419
48005,"Calgary Confederation/Calgary Confederation"," 120","Calgary",72,14,0,13,94,0,193,420
48005,"Calgary Confederation/Calgary Confederation"," 121","Calgary",98,18,0,17,111,0,244,412
48005,"Calgary Confederation/Calgary Confederation"," 122","Calgary",114,16,2,15,106,0,253,459
48005,"Calgary Confederation/Calgary Confederation"," 123","Calgary",94,14,3,8,142,0,261,396
48005,"Calgary Confederation/Calgary Confederation"," 124","Calgary",128,20,1,6,136,1,292,510
48005,"Calgary Confederation/Calgary Confederation"," 125","Calgary",133,20,2,8,130,0,293,479
48005,"Calgary Confederation/Calgary Confederation"," 126","Calgary",132,24,1,7,130,0,294,478
48005,"Calgary Confederation/Calgary Confederation"," 127","Calgary",144,20,0,8,120,0,292,503
48005,"Calgary Confederation/Calgary Confederation"," 128","Calgary",135,23,0,11,106,3,278,500
48005,"Calgary Confederation/Calgary Confederation"," 129","Calgary",149,17,0,10,118,1,295,449
48005,"Calgary Confederation/Calgary Confederation"," 130","Calgary",129,27,0,18,85,1,260,459
48005,"Calgary Confederation/Calgary Confederation"," 131","Calgary",117,37,0,10,92,1,257,450
48005,"Calgary Confederation/Calgary Confederation"," 132","Calgary",121,22,2,16,126,1,288,470
48005,"Calgary Confederation/Calgary Confederation"," 133","Calgary",108,18,0,13,86,0,225,438
48005,"Calgary Confederation/Calgary Confederation"," 134","Calgary",180,44,0,15,158,0,397,645
48005,"Calgary Confederation/Calgary Confederation"," 135","Calgary",158,26,0,13,64,2,263,441
48005,"Calgary Confederation/Calgary Confederation"," 136","Calgary",130,28,0,8,90,0,256,393
48005,"Calgary Confederation/Calgary Confederation"," 137","Calgary",172,22,1,13,97,0,305,540
48005,"Calgary Confederation/Calgary Confederation"," 138","Calgary",155,31,0,8,105,0,299,513
48005,"Calgary Confederation/Calgary Confederation"," 139","Calgary",142,17,0,10,102,2,273,451
48005,"Calgary Confederation/Calgary Confederation"," 140","Calgary",121,11,1,6,143,0,282,444
48005,"Calgary Confederation/Calgary Confederation"," 141","Calgary",74,11,0,8,137,0,230,429
48005,"Calgary Confederation/Calgary Confederation"," 142","Calgary",102,15,1,5,148,0,271,399
48005,"Calgary Confederation/Calgary Confederation"," 143","Calgary",116,8,0,10,184,2,320,453
48005,"Calgary Confederation/Calgary Confederation"," 144","Calgary",124,26,1,4,93,1,249,446
48005,"Calgary Confederation/Calgary Confederation"," 145","Calgary",165,12,1,12,133,1,324,497
48005,"Calgary Confederation/Calgary Confederation"," 146","Calgary",118,15,0,4,117,1,255,392
48005,"Calgary Confederation/Calgary Confederation"," 147","Calgary",140,11,0,10,119,0,280,442
48005,"Calgary Confederation/Calgary Confederation"," 148","Calgary",116,14,0,3,103,0,236,390
48005,"Calgary Confederation/Calgary Confederation"," 149","Calgary",107,16,0,5,78,0,206,371
48005,"Calgary Confederation/Calgary Confederation"," 150","Calgary",119,11,0,5,118,0,253,422
48005,"Calgary Confederation/Calgary Confederation"," 151","Calgary",123,12,0,10,98,1,244,403
48005,"Calgary Confederation/Calgary Confederation"," 152","Calgary",126,15,0,8,103,0,252,385
48005,"Calgary Confederation/Calgary Confederation"," 153","Calgary",91,20,1,6,118,0,236,400
48005,"Calgary Confederation/Calgary Confederation"," 154","Calgary",125,20,2,8,111,1,267,431
48005,"Calgary Confederation/Calgary Confederation"," 155","Calgary",120,16,0,6,105,0,247,442
48005,"Calgary Confederation/Calgary Confederation"," 156","Calgary",118,17,0,9,115,1,260,407
48005,"Calgary Confederation/Calgary Confederation"," 157","Calgary",112,17,1,10,94,0,234,381
48005,"Calgary Confederation/Calgary Confederation"," 158","Calgary",127,12,0,2,133,1,275,441
48005,"Calgary Confederation/Calgary Confederation"," 159","Calgary",102,3,1,6,125,0,237,404
48005,"Calgary Confederation/Calgary Confederation"," 160","Calgary",116,25,0,7,107,1,256,425
48005,"Calgary Confederation/Calgary Confederation"," 161","Calgary",124,8,1,9,82,0,224,404
48005,"Calgary Confederation/Calgary Confederation"," 162","Calgary",107,9,0,6,108,0,230,410
48005,"Calgary Confederation/Calgary Confederation"," 163","Calgary",96,5,0,2,159,0,262,412
48005,"Calgary Confederation/Calgary Confederation"," 164","Calgary",109,24,0,16,109,0,258,467
48005,"Calgary Confederation/Calgary Confederation"," 165","Calgary",145,20,1,15,83,1,265,490
48005,"Calgary Confederation/Calgary Confederation"," 166","Calgary",125,17,0,8,78,0,228,438
48005,"Calgary Confederation/Calgary Confederation"," 167","Calgary",112,13,0,7,78,2,212,411
48005,"Calgary Confederation/Calgary Confederation"," 168","Calgary",127,15,0,8,81,2,233,482
48005,"Calgary Confederation/Calgary Confederation"," 169","Calgary",121,28,0,7,113,0,269,565
48005,"Calgary Confederation/Calgary Confederation"," 170","Calgary",92,14,0,6,86,0,198,450
48005,"Calgary Confederation/Calgary Confederation"," 171","Calgary",96,24,0,9,100,1,230,440
48005,"Calgary Confederation/Calgary Confederation"," 172","Calgary",140,31,0,9,105,0,285,491
48005,"Calgary Confederation/Calgary Confederation"," 173","Calgary",107,12,1,13,111,0,244,408
48005,"Calgary Confederation/Calgary Confederation"," 174","Calgary",111,15,0,13,113,1,253,450
48005,"Calgary Confederation/Calgary Confederation"," 175","Calgary",130,19,0,10,70,2,231,459
48005,"Calgary Confederation/Calgary Confederation"," 176","Calgary",102,23,0,5,91,0,221,405
48005,"Calgary Confederation/Calgary Confederation"," 177","Calgary",93,15,1,15,153,0,277,449
48005,"Calgary Confederation/Calgary Confederation"," 178","Calgary",115,19,3,9,97,3,246,433
48005,"Calgary Confederation/Calgary Confederation"," 179","Calgary",96,21,0,10,111,0,238,419
48005,"Calgary Confederation/Calgary Confederation"," 180","Calgary",69,18,0,8,110,0,205,329
48005,"Calgary Confederation/Calgary Confederation"," 181","Calgary",97,14,1,17,129,0,258,414
48005,"Calgary Confederation/Calgary Confederation"," 182","Calgary",52,13,1,5,118,0,189,392
48005,"Calgary Confederation/Calgary Confederation"," 183","Calgary",84,16,0,8,116,1,225,371
48005,"Calgary Confederation/Calgary Confederation"," 184","Calgary",92,22,3,11,116,1,245,380
48005,"Calgary Confederation/Calgary Confederation"," 185","Calgary",142,21,0,11,80,0,254,433
48005,"Calgary Confederation/Calgary Confederation"," 186","Calgary",82,13,1,4,97,1,198,379
48005,"Calgary Confederation/Calgary Confederation"," 187","Calgary",86,14,0,6,94,1,201,392
48005,"Calgary Confederation/Calgary Confederation"," 188","Calgary",98,13,2,8,86,0,207,371
48005,"Calgary Confederation/Calgary Confederation"," 189","Calgary",136,15,0,3,103,0,257,477
48005,"Calgary Confederation/Calgary Confederation"," 190","Calgary",105,14,1,10,76,1,207,397
48005,"Calgary Confederation/Calgary Confederation"," 191","Calgary",89,21,0,10,75,0,195,356
48005,"Calgary Confederation/Calgary Confederation"," 192","Calgary",152,25,0,3,109,0,289,474
48005,"Calgary Confederation/Calgary Confederation"," 193","Calgary",128,16,2,10,121,1,278,486
48005,"Calgary Confederation/Calgary Confederation"," 194","Calgary",108,18,1,10,81,0,218,391
48005,"Calgary Confederation/Calgary Confederation"," 195","Calgary",112,16,1,4,62,0,195,464
48005,"Calgary Confederation/Calgary Confederation"," 196","Calgary",113,19,0,4,103,0,239,473
48005,"Calgary Confederation/Calgary Confederation"," 197","Calgary",113,11,0,15,117,0,256,479
48005,"Calgary Confederation/Calgary Confederation"," 198","Calgary",100,15,2,12,102,0,231,430
48005,"Calgary Confederation/Calgary Confederation"," 199","Calgary",101,29,0,7,112,1,250,592
48005,"Calgary Confederation/Calgary Confederation"," 200","Calgary",144,23,0,10,78,0,255,410
48005,"Calgary Confederation/Calgary Confederation"," 201","Calgary",171,18,0,10,68,1,268,409
48005,"Calgary Confederation/Calgary Confederation"," 202","Calgary",175,22,1,18,85,2,303,488
48005,"Calgary Confederation/Calgary Confederation"," 203","Calgary",169,20,0,8,96,2,295,445
48005,"Calgary Confederation/Calgary Confederation"," 204","Calgary",113,10,0,11,69,0,203,414
48005,"Calgary Confederation/Calgary Confederation"," 205","Calgary",191,23,0,8,103,0,325,488
48005,"Calgary Confederation/Calgary Confederation"," 400","Calgary",45,7,0,8,63,1,124,193
48005,"Calgary Confederation/Calgary Confederation"," 401","Calgary",45,14,0,1,38,0,98,161
48005,"Calgary Confederation/Calgary Confederation"," 402","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,12
48005,"Calgary Confederation/Calgary Confederation"," 403","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501B,,,,,,,54
48005,"Calgary Confederation/Calgary Confederation"," 404","Calgary",40,7,0,3,86,1,137,185
48005,"Calgary Confederation/Calgary Confederation"," 405","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501B,,,,,,,19
48005,"Calgary Confederation/Calgary Confederation"," 406","Calgary",32,20,5,1,73,2,133,180
48005,"Calgary Confederation/Calgary Confederation"," 407","Calgary",26,12,2,3,35,0,78,121
48005,"Calgary Confederation/Calgary Confederation"," 408","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,59
48005,"Calgary Confederation/Calgary Confederation"," 409","Calgary",22,7,3,4,117,1,154,244
48005,"Calgary Confederation/Calgary Confederation"," 500","Mobile poll/Bureau itinérant",45,15,1,3,115,0,179,244
48005,"Calgary Confederation/Calgary Confederation"," 501A","Mobile poll/Bureau itinérant",23,12,5,3,56,4,103,84
48005,"Calgary Confederation/Calgary Confederation"," 501B","Mobile poll/Bureau itinérant",31,11,3,2,86,2,135,31
48005,"Calgary Confederation/Calgary Confederation"," 502","Mobile poll/Bureau itinérant",20,10,1,2,82,0,115,174
48005,"Calgary Confederation/Calgary Confederation"," 503","Mobile poll/Bureau itinérant",18,11,0,0,51,1,81,107
48005,"Calgary Confederation/Calgary Confederation"," 504","Mobile poll/Bureau itinérant",45,12,3,3,96,4,163,169
48005,"Calgary Confederation/Calgary Confederation"," 600","Calgary",311,30,2,18,548,1,910,
48005,"Calgary Confederation/Calgary Confederation"," 601","Calgary",258,59,0,21,344,1,683,
48005,"Calgary Confederation/Calgary Confederation"," 602","Calgary",296,45,0,14,377,2,734,
48005,"Calgary Confederation/Calgary Confederation"," 603","Calgary",435,86,0,30,634,3,1188,
48005,"Calgary Confederation/Calgary Confederation"," 604","Calgary",369,87,1,24,374,3,858,
48005,"Calgary Confederation/Calgary Confederation"," 605","Calgary",276,32,1,15,250,2,576,
48005,"Calgary Confederation/Calgary Confederation"," 606","Calgary",213,43,0,7,197,2,462,
48005,"Calgary Confederation/Calgary Confederation"," 607","Calgary",411,45,1,13,225,1,696,
48005,"Calgary Confederation/Calgary Confederation"," 608","Calgary",513,40,2,18,431,0,1004,
48005,"Calgary Confederation/Calgary Confederation"," 609","Calgary",539,41,0,19,333,1,933,
48005,"Calgary Confederation/Calgary Confederation"," 610","Calgary",528,67,3,25,354,1,978,
48005,"Calgary Confederation/Calgary Confederation"," 611","Calgary",509,52,3,22,304,0,890,
48005,"Calgary Confederation/Calgary Confederation"," 612","Calgary",390,66,2,17,362,3,840,
48005,"Calgary Confederation/Calgary Confederation",,"Group 1/Groupe 1",131,30,1,6,37,6,211,224
48005,"Calgary Confederation/Calgary Confederation",,"Group 2/Groupe 2",1587,396,11,89,1421,59,3563,
