Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jenn Brown,Tyler John Colbourne,Judy M. Foote,Mike Windsor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 74","Dover",11,1,131,4,0,147,425
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 75","Dover",2,0,22,4,0,28,121
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 76","Hare Bay",6,1,128,22,1,158,377
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 77","Hare Bay",7,2,170,27,2,208,487
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 78","Middle Brook",12,3,61,13,0,89,232
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 79","Middle Brook",10,0,78,14,0,102,229
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 80","Middle Brook",8,0,76,8,0,92,250
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 81","Gambo",21,1,160,28,2,212,528
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 82","Dark Cove",12,2,156,23,0,193,464
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 83","Terra Nova",2,0,43,5,0,50,76
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 84","Bunyan's Cove",9,1,120,21,0,151,340
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 85","Port Blandford",9,1,93,10,0,113,224
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 86","Port Blandford",7,0,114,9,1,131,244
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 87","Musgravetown",0,0,28,4,0,32,83
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 88A","Musgravetown",23,2,143,21,2,191,411
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 88B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,6
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 89","Bloomfield",10,2,130,29,0,171,449
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 90","Cannings Cove",5,0,71,6,0,82,186
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 91A","Lethbridge",10,1,120,11,0,142,333
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 91B","Lethbridge",9,0,112,25,0,146,297
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 92","Harcourt--Barton--Monroe",11,1,107,11,1,131,210
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 93","Milton--George's Brook",19,2,205,28,3,257,479
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 94A","Elliott's Cove--Aspey Brook--Snooks Harbour--Random Heights",16,1,69,15,0,101,190
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 94B","Elliott's Cove--Aspey Brook--Snooks Harbour--Random Heights",7,2,76,14,0,99,147
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 95","Petley",6,0,35,2,0,43,91
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 96","Hickman's Harbour",13,0,93,23,1,130,294
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 97","Hatchet Cove--St. Jones Within",2,1,47,20,0,70,220
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 98","Butter Cove--Southport--Gooseberry Cove",5,1,95,10,0,111,200
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 99","Winterton",9,2,163,28,0,202,342
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 100","Winterton--Turks Cove",6,0,51,6,0,63,86
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 101","Western Bay",34,4,128,16,0,182,350
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 102","Blackhead--Broad Cove--Adams Cove",18,4,131,13,0,166,284
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 103","Small Point--Kingston--Spout Cove",12,0,44,4,0,60,74
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 104","Salmon Cove--Perry's Cove",26,1,181,11,0,219,403
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 105","Salmon Cove--Perry's Cove",17,1,127,13,0,158,290
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 106","New Perlican",13,2,82,13,1,111,179
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 107","Heart's Content",18,3,146,19,1,187,330
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 108","Heart's Desire",16,2,85,27,0,130,205
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 109","Queen's Cove--Long Beach",6,1,56,18,0,81,131
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 110","Hodge's Cove--Caplin Cove",21,2,127,28,1,179,283
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 111","Little Heart's Ease",14,2,101,7,1,125,223
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 112","Heart's Delight",5,3,118,18,1,145,278
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 113","Heart's Delight",14,2,106,9,1,132,191
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 114","Islington",7,1,72,4,0,84,139
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 115","Cavendish",7,3,109,7,0,126,244
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 116","Whiteway",16,1,144,10,0,171,269
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 117","Green's Harbour",11,1,65,6,0,83,139
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 118","Green's Harbour",36,3,172,27,1,239,431
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 119","Hopeall",16,1,70,12,0,99,145
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 120","Bellevue",16,4,106,19,1,146,238
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 121","Sunnyside",12,1,159,24,1,197,338
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 122","Goobies",3,1,31,7,0,42,65
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 123","North West Brook-Ivany's Cove",7,3,88,24,1,123,250
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 124","Hillview",15,2,97,12,3,129,193
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 125","Adeytown--Deep Bight",13,1,77,7,0,98,141
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 126","Clarenville",16,4,78,12,1,111,251
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 127","Clarenville",14,1,193,39,1,248,491
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 128","Clarenville",15,0,185,18,0,218,410
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 129","Clarenville",10,0,142,26,0,178,351
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 130","Shoal Harbour",16,2,132,21,3,174,372
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 131","Clarenville",29,2,132,14,1,178,431
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 132A","Shoal Harbour",23,2,187,24,2,238,323
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 132B","Shoal Harbour",12,0,172,16,0,200,266
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 133A","Shoal Harbour",Merged with No./Fusionné avec le n°132A,,,,,,156
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 133B","Shoal Harbour",Merged with No./Fusionné avec le n°132B,,,,,,158
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 134","Garden Cove",4,0,50,0,0,54,77
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 135","Swift Current",6,1,111,14,0,132,194
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 136","North Harbour",5,0,107,15,0,127,171
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 137","Arnold's Cove",11,1,90,13,0,115,231
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 138","Arnold's Cove",11,1,171,14,0,197,323
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 139","Arnold's Cove",8,1,115,11,2,137,222
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 140","Come By Chance",9,1,110,9,0,129,218
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 141","Chance Cove",14,2,130,19,3,168,255
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 142","Southern Harbour",18,1,142,26,2,189,352
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 143","Little Harbour East",3,1,42,4,0,50,83
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 144","Fair Haven",8,0,51,6,0,65,84
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 145","Chapel Arm",36,6,159,30,1,232,376
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 146","Old Shop",16,1,107,5,0,129,230
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 147","New Harbour",30,2,130,25,2,189,371
