Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lisa Julie Cahn,Marc Garneau,Rachel Hoffman,James Hughes,Simon Quesnel,Richard Sagala,Melissa Kate Wheeler,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 183","Montréal-Ouest",0,163,1,44,1,33,8,1,251,456
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 184","Montréal-Ouest",0,167,1,43,1,29,14,0,255,462
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 185","Montréal-Ouest",0,149,0,52,0,46,7,1,255,483
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 400A","Westmount",0,51,0,7,2,7,3,1,71,304
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 400B","Westmount",0,30,0,5,2,7,2,0,46,259
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 401","Westmount",0,116,0,20,2,60,1,1,200,386
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 402","Montréal",2,95,1,22,2,26,3,2,153,225
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 403","Montréal",1,80,1,26,0,15,2,0,125,422
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 404","Montréal",0,68,0,29,3,16,4,1,121,266
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 500","Mobile poll/Bureau itinérant",1,72,1,13,3,16,2,4,112,185
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 501A","Mobile poll/Bureau itinérant",2,83,2,19,3,10,1,4,124,142
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,,117
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 502A","Mobile poll/Bureau itinérant",2,85,1,5,2,9,2,5,111,91
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,,120
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 503","Mobile poll/Bureau itinérant",3,57,2,8,0,6,3,0,79,174
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 504","Mobile poll/Bureau itinérant",3,53,2,5,1,6,2,0,72,145
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 505","Mobile poll/Bureau itinérant",1,123,0,8,2,23,2,0,159,265
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 600","Westmount",1,569,1,140,16,367,12,10,1116,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 601","Westmount",2,607,0,173,12,302,26,0,1122,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 602","Westmount",1,749,1,179,11,277,24,6,1248,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 603","Montréal",2,456,0,223,29,90,25,11,836,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 604","Montréal",3,439,0,182,29,188,21,5,867,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 605","Montréal",1,540,2,309,42,112,41,3,1050,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 606","Montréal",1,423,1,245,25,60,31,3,789,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 607","Montréal",4,483,2,320,27,88,29,4,957,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 608","Montréal",2,519,2,135,12,154,18,5,847,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 609","Montréal",3,695,0,200,14,133,20,2,1067,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 610","Montréal",3,535,5,238,23,102,15,4,925,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 611","Montréal-Ouest",7,767,1,216,8,203,20,3,1225,
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount",,"Group 1/Groupe 1",0,104,0,67,2,17,9,10,209,216
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount",,"Group 2/Groupe 2",2,1481,9,771,50,351,119,28,2811,
