Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,G. Daniel Caron,Gérard Deltell,Youri Rousseau,Michel Savard,Ronald Sirard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 62","Québec",35,134,32,4,20,2,227,409
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 63","Québec",39,158,44,8,20,0,269,441
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 64","Québec",37,115,34,3,17,1,207,382
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 65","Québec",24,107,46,5,18,3,203,428
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 66","Québec",41,109,51,0,25,3,229,404
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 67","Québec",29,130,56,2,21,2,240,436
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 68","Québec",29,76,46,4,20,2,177,356
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 69","Québec",41,145,70,8,26,4,294,528
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 70","Québec",35,123,48,1,31,0,238,476
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 71","Québec",21,88,42,2,27,4,184,459
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 72","Québec",20,59,34,4,20,4,141,344
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 73","Québec",28,67,43,2,24,0,164,393
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 74","Québec",29,83,63,3,17,1,196,454
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 75","Québec",33,77,74,2,28,1,215,467
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 76","Québec",33,88,49,9,26,3,208,424
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 77","Québec",30,64,36,1,15,0,146,314
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 78","Québec",22,107,54,4,22,0,209,456
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 79","Québec",17,38,27,2,17,2,103,268
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 80","Québec",36,74,63,4,22,2,201,433
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 81","Québec",40,60,39,3,20,3,165,347
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 82","Québec",41,86,69,3,27,2,228,497
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 83","Québec",44,77,60,4,25,3,213,462
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 84","Québec",45,96,46,4,25,2,218,443
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 85","Québec",42,93,57,5,18,1,216,403
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 86","Québec",36,78,40,3,20,3,180,356
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 87A","Québec",22,99,76,2,24,0,223,519
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 87B","Québec",37,86,50,2,27,2,204,459
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 88","Québec",50,85,70,4,30,4,243,438
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 89","Québec",38,95,48,1,19,4,205,402
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 90","Québec",45,71,33,2,24,2,177,323
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 91","Québec",23,71,35,5,25,2,161,349
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 92","Québec",64,73,39,2,16,1,195,282
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 93","Québec",31,55,30,3,27,3,149,274
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 94","Québec",24,99,30,3,11,0,167,302
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 95","Québec",18,62,28,4,19,8,139,282
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 96","Québec",15,60,50,0,12,0,137,346
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 97","Québec",41,64,62,3,24,3,197,479
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 98","Québec",32,58,34,2,22,0,148,340
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 99","Québec",41,77,63,8,22,3,214,451
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 100","Québec",39,73,47,2,23,5,189,461
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 101","Québec",24,51,29,2,20,5,131,314
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 102","Québec",35,106,43,2,27,5,218,448
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 103","Québec",19,79,53,2,14,6,173,400
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 104","Québec",29,116,35,5,17,4,206,434
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 105","Québec",61,123,62,4,32,3,285,483
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 106","Québec",52,104,58,4,38,3,259,490
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 107","Québec",61,87,60,5,40,4,257,413
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 108","Québec",40,145,66,6,29,3,289,480
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 109","Québec",20,71,19,3,16,1,130,273
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 109-1","Québec",12,82,28,2,17,0,141,360
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 110","Québec",40,112,64,4,18,0,238,445
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 111","Québec",38,127,40,4,23,8,240,466
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 112","Québec",15,100,44,5,25,3,192,415
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 113","Québec",25,106,29,5,19,4,188,371
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 114","Québec",33,57,34,1,21,3,149,365
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 115","Québec",32,84,39,5,22,3,185,392
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 116","Québec",48,142,38,3,24,3,258,448
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 117","Québec",41,110,35,3,30,1,220,382
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 118","Québec",21,64,33,6,20,0,144,363
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 119","Québec",18,112,32,2,22,0,186,363
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 120","Québec",23,106,43,3,27,6,208,508
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 121","Québec",20,82,25,4,21,2,154,328
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 122","Québec",29,129,29,3,23,0,213,393
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 123","Québec",19,91,35,5,22,2,174,389
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 124","Québec",12,80,35,2,19,2,150,306
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 125","Québec",26,64,36,4,13,0,143,316
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 126","Québec",17,95,41,6,16,5,180,410
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 127","Québec",5,24,9,0,3,0,41,76
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 127-1","Québec",30,137,25,6,14,2,214,433
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 128","Québec",22,104,31,2,17,5,181,334
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 129","Québec",20,75,21,3,21,1,141,320
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 130","Québec",34,98,49,1,19,3,204,436
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 131","Québec",26,136,40,5,17,3,227,438
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 132","Québec",20,105,40,2,21,2,190,443
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 133","Québec",48,164,53,5,35,1,306,537
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 134","Québec",31,103,42,4,20,2,202,513
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 135","Québec",30,141,39,2,25,4,241,474
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 136","Québec",20,107,22,4,9,5,167,396
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 137","Québec",23,94,43,3,23,3,189,337
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 138","Québec",14,73,33,2,11,1,134,282
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 139","Québec",21,64,23,0,18,4,130,349
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 140","Québec",17,112,39,5,12,1,186,358
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 141","Québec",18,64,37,1,20,2,142,314
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 142","Québec",17,96,33,2,15,0,163,345
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 143","Québec",26,129,40,3,22,5,225,477
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 144","Québec",19,99,28,1,12,0,159,347
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 145","Québec",30,109,34,2,12,1,188,415
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 146","Québec",26,151,44,9,23,10,263,544
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 147","Québec",17,94,18,4,13,4,150,295
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 148","Québec",21,79,44,4,12,1,161,377
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 149","Québec",10,57,17,3,16,3,106,278
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 150","Québec",14,76,31,2,8,2,133,322
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 151","Québec",14,92,26,5,24,3,164,346
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 152","Québec",28,126,35,4,14,2,209,454
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 153","Québec",33,108,42,9,18,4,214,539
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 154","Québec",35,141,43,3,16,4,242,525
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 155","Québec",24,166,46,6,20,3,265,549
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 156","Québec",25,92,23,2,17,5,164,403
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 157","Québec",28,129,50,4,23,4,238,519
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 158","Québec",31,97,39,4,31,4,206,438
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 159","Québec",22,131,43,2,15,3,216,425
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 160","Québec",23,112,45,0,15,4,199,358
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 161","Québec",28,123,44,3,28,11,237,400
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 162","Québec",26,136,33,11,11,1,218,457
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 163","Québec",23,131,30,4,18,0,206,411
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 164","Québec",17,77,35,3,24,3,159,349
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 165","Québec",44,137,40,6,7,3,237,529
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 166","Québec",27,113,43,9,20,5,217,533
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 167","Québec",21,156,25,4,21,3,230,453
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 168","Québec",25,123,45,3,24,7,227,499
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 169","Québec",41,98,42,2,25,2,210,360
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 170","Québec",44,73,59,8,35,6,225,490
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 171","Québec",40,110,39,6,26,4,225,380
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 172","Québec",22,59,31,9,22,3,146,342
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 173","Québec",31,93,39,7,25,3,198,513
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 174","Québec",31,95,47,8,20,0,201,453
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 175","Québec",33,119,41,1,27,3,224,397
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 176","Québec",41,103,39,4,25,8,220,454
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 177","Québec",21,76,21,3,12,2,135,285
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 178","Québec",34,91,47,2,18,0,192,381
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 179","Québec",28,93,29,5,26,5,186,287
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 180","Québec",30,142,42,2,26,4,246,441
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 181","L'Ancienne-Lorette",28,131,36,4,21,3,223,376
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 182","L'Ancienne-Lorette",33,153,43,4,13,3,249,398
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 183","L'Ancienne-Lorette",29,128,54,4,24,2,241,431
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 184","L'Ancienne-Lorette",47,103,46,3,31,4,234,393
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 185","L'Ancienne-Lorette",40,82,42,3,19,2,188,371
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 186","L'Ancienne-Lorette",40,105,54,9,28,2,238,375
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 187","L'Ancienne-Lorette",28,140,58,5,24,1,256,424
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 188","Québec",28,62,35,5,33,4,167,472
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 189","Québec",24,36,30,6,13,0,109,323
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 190","Québec",44,104,48,6,28,0,230,429
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 191","Québec",35,93,54,6,28,3,219,426
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 192","Québec",31,69,44,4,21,8,177,450
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 193","Québec",23,33,40,5,20,3,124,313
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 194","Québec",30,59,48,2,22,1,162,410
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 195","L'Ancienne-Lorette",30,96,47,5,27,4,209,352
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 196","L'Ancienne-Lorette",36,120,63,5,22,5,251,456
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 197","L'Ancienne-Lorette",60,101,83,15,22,2,283,462
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 198","L'Ancienne-Lorette",34,122,42,2,24,5,229,430
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 199","L'Ancienne-Lorette",22,78,38,4,29,3,174,396
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 200","L'Ancienne-Lorette",41,84,45,6,21,3,200,411
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 201","L'Ancienne-Lorette",30,96,60,4,27,4,221,411
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 202","L'Ancienne-Lorette",34,86,43,1,30,3,197,383
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 203","L'Ancienne-Lorette",45,120,44,3,22,0,234,437
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 204","L'Ancienne-Lorette",24,89,39,2,29,6,189,309
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 205","L'Ancienne-Lorette",35,93,54,6,15,5,208,393
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 206","L'Ancienne-Lorette",45,121,49,9,32,4,260,442
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 207","L'Ancienne-Lorette",36,85,63,1,26,2,213,393
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 208","L'Ancienne-Lorette",17,88,35,5,29,4,178,389
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 209","L'Ancienne-Lorette",48,80,47,4,20,0,199,439
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 210","L'Ancienne-Lorette",42,86,54,6,26,1,215,409
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 211","L'Ancienne-Lorette",47,91,63,3,29,6,239,469
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 212","L'Ancienne-Lorette",30,54,38,1,23,4,150,375
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 213","L'Ancienne-Lorette",39,119,46,7,15,3,229,457
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 214","L'Ancienne-Lorette",28,53,29,3,19,0,132,260
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 215","L'Ancienne-Lorette",14,67,37,1,19,4,142,279
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 216","L'Ancienne-Lorette",35,38,34,9,15,2,133,371
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 217","L'Ancienne-Lorette",28,62,40,5,10,6,151,336
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 218","L'Ancienne-Lorette",22,68,37,8,30,0,165,360
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 219","L'Ancienne-Lorette",25,96,47,4,18,2,192,399
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 220","L'Ancienne-Lorette",22,36,18,3,7,2,88,275
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 400","Québec",10,38,66,3,19,3,139,227
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 401","Québec",22,69,100,2,17,1,211,246
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 402","Québec",11,80,45,2,11,2,151,188
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 403","Québec",45,111,140,2,33,2,333,449
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 404","L'Ancienne-Lorette",7,13,20,0,6,1,47,85
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 405","Québec",20,50,55,4,15,2,146,174
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 500","Mobile poll/Bureau itinérant",4,30,39,2,9,3,87,141
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 501","Mobile poll/Bureau itinérant",13,33,50,1,6,1,104,158
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 502","Mobile poll/Bureau itinérant",8,12,26,0,11,0,57,117
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 503","Mobile poll/Bureau itinérant",3,25,27,1,4,2,62,115
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 600","Québec",158,519,180,16,85,14,972,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 601","Québec",151,619,177,18,106,12,1083,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 602","Québec",116,495,138,14,66,14,843,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 603","Québec",153,799,200,28,73,14,1267,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 604","Québec",177,592,174,11,90,10,1054,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 605","Québec",174,574,190,13,113,6,1070,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 606","Québec",182,571,187,17,89,14,1060,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 607","Québec",180,589,193,15,100,9,1086,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 608","Québec",196,665,187,9,109,5,1171,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 609","Québec",223,709,259,16,119,11,1337,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 610","Québec",260,761,314,21,148,9,1513,
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 611","Québec",213,594,266,27,101,11,1212,
