Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Greg Foster,Colin Fraser,Arnold LeBlanc,Clark Walton,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12011,"West Nova/Nova-Ouest"," 26","North Kingston",13,93,46,8,1,161,298
12011,"West Nova/Nova-Ouest"," 27","Kingston",14,124,54,9,1,202,410
12011,"West Nova/Nova-Ouest"," 28","Kingston",8,91,53,5,0,157,360
12011,"West Nova/Nova-Ouest"," 29","Greenwood",19,129,73,7,1,229,489
12011,"West Nova/Nova-Ouest"," 30","Kings Subd. A",16,106,50,9,0,181,323
12011,"West Nova/Nova-Ouest"," 31","Kingston",11,106,51,10,1,179,327
12011,"West Nova/Nova-Ouest"," 32","Kingston",15,79,25,8,0,127,345
12011,"West Nova/Nova-Ouest"," 33","Kingston",17,63,36,5,0,121,344
12011,"West Nova/Nova-Ouest"," 34","Auburn",15,137,42,11,2,207,404
12011,"West Nova/Nova-Ouest"," 35","Auburn",18,130,69,23,2,242,449
12011,"West Nova/Nova-Ouest"," 36","Greenwood",13,44,22,1,0,80,358
12011,"West Nova/Nova-Ouest"," 37","Greenwood",13,78,47,8,1,147,480
12011,"West Nova/Nova-Ouest"," 38","Greenwood",11,109,41,10,0,171,399
12011,"West Nova/Nova-Ouest"," 39","Greenwood",10,77,44,8,0,139,351
12011,"West Nova/Nova-Ouest"," 40","Greenwood",8,87,53,7,0,155,426
12011,"West Nova/Nova-Ouest"," 41","Greenwood",12,63,47,9,0,131,310
12011,"West Nova/Nova-Ouest"," 42","Greenwood",14,132,67,17,1,231,443
12011,"West Nova/Nova-Ouest"," 43","Melvern Square",14,137,90,5,0,246,417
12011,"West Nova/Nova-Ouest"," 44","Melvern Square",8,101,58,7,0,174,313
12011,"West Nova/Nova-Ouest"," 45","Melvern Square",9,140,68,9,2,228,399
12011,"West Nova/Nova-Ouest"," 46","Margaretsville",15,145,60,11,3,234,392
12011,"West Nova/Nova-Ouest"," 47","Port George",18,117,41,9,0,185,327
12011,"West Nova/Nova-Ouest"," 48","Wilmot",12,73,57,3,1,146,340
12011,"West Nova/Nova-Ouest"," 49","Wilmot",15,127,51,11,1,205,428
12011,"West Nova/Nova-Ouest"," 50","Middleton",9,103,37,2,0,151,386
12011,"West Nova/Nova-Ouest"," 51","Middleton",9,103,40,6,0,158,320
12011,"West Nova/Nova-Ouest"," 52","Middleton",10,108,28,6,0,152,367
12011,"West Nova/Nova-Ouest"," 53","Brooklyn",8,96,51,15,0,170,383
12011,"West Nova/Nova-Ouest"," 54","Middleton",17,111,34,8,0,170,403
12011,"West Nova/Nova-Ouest"," 55","Clarence East",18,111,51,7,0,187,405
12011,"West Nova/Nova-Ouest"," 56","Port Lorne",6,43,24,2,0,75,202
12011,"West Nova/Nova-Ouest"," 57","Hampton",15,81,28,4,2,130,216
12011,"West Nova/Nova-Ouest"," 58","Clarence West",10,95,29,1,0,135,298
12011,"West Nova/Nova-Ouest"," 59","Upper Granville",15,92,32,7,1,147,294
12011,"West Nova/Nova-Ouest"," 60","Bridgetown",11,132,44,8,0,195,387
12011,"West Nova/Nova-Ouest"," 61","Bridgetown",13,121,22,10,0,166,359
12011,"West Nova/Nova-Ouest"," 62","Carleton Corner",11,77,40,7,1,136,288
12011,"West Nova/Nova-Ouest"," 63","Carleton Corner",10,82,28,6,1,127,265
12011,"West Nova/Nova-Ouest"," 64","Lawrencetown",20,119,36,12,1,188,363
12011,"West Nova/Nova-Ouest"," 65","South Williamston",15,100,35,8,0,158,285
12011,"West Nova/Nova-Ouest"," 66","West Lawrencetown",9,83,30,2,0,124,249
12011,"West Nova/Nova-Ouest"," 67","Nictaux",14,154,66,8,0,242,404
12011,"West Nova/Nova-Ouest"," 68","Nictaux Falls",8,77,30,5,0,120,234
12011,"West Nova/Nova-Ouest"," 69","Nictaux West",12,148,76,9,1,246,410
12011,"West Nova/Nova-Ouest"," 70","Albany",16,126,43,10,3,198,370
12011,"West Nova/Nova-Ouest"," 71","Meadowvale",8,68,39,5,0,120,323
12011,"West Nova/Nova-Ouest"," 72","Torbrook",15,102,69,7,0,193,382
12011,"West Nova/Nova-Ouest"," 73","Torbrook",17,126,60,6,0,209,372
12011,"West Nova/Nova-Ouest"," 74","Springfield",12,109,61,9,2,193,358
12011,"West Nova/Nova-Ouest"," 75","East Dalhousie",29,62,6,10,1,108,171
12011,"West Nova/Nova-Ouest"," 76","West Dalhousie",2,52,7,2,0,63,124
12011,"West Nova/Nova-Ouest"," 77","Annapolis Royal",22,160,58,15,1,256,470
12011,"West Nova/Nova-Ouest"," 78","Lequille",9,74,20,6,0,109,227
12011,"West Nova/Nova-Ouest"," 79","Round Hill",15,104,34,9,0,162,338
12011,"West Nova/Nova-Ouest"," 80","Belleisle",23,149,41,8,3,224,361
12011,"West Nova/Nova-Ouest"," 81","Granville Ferry",26,161,55,18,1,261,446
12011,"West Nova/Nova-Ouest"," 82","Young Cove",8,95,40,8,0,151,255
12011,"West Nova/Nova-Ouest"," 83","Hillsburn",14,148,50,8,1,221,361
12011,"West Nova/Nova-Ouest"," 84","Port Wade",20,144,35,5,2,206,341
12011,"West Nova/Nova-Ouest"," 85","Upper Clements",8,120,34,4,0,166,363
12011,"West Nova/Nova-Ouest"," 86","Mochelle",18,139,48,10,1,216,365
12011,"West Nova/Nova-Ouest"," 87","Clementsport",12,68,35,7,0,122,258
12011,"West Nova/Nova-Ouest"," 88","Annapolis, Subd. A",16,94,33,6,1,150,340
12011,"West Nova/Nova-Ouest"," 89","Deep Brook",17,101,45,10,0,173,319
12011,"West Nova/Nova-Ouest"," 90","Bear River East",13,79,43,9,0,144,319
12011,"West Nova/Nova-Ouest"," 91","South Milford",11,121,46,9,0,187,383
12011,"West Nova/Nova-Ouest"," 92","Maitland Bridge",2,44,12,4,0,62,92
12011,"West Nova/Nova-Ouest"," 93","Bear River East",10,80,60,19,1,170,306
12011,"West Nova/Nova-Ouest"," 94","Bear River",14,118,37,12,0,181,333
12011,"West Nova/Nova-Ouest"," 95","Morganville",14,90,15,11,0,130,234
12011,"West Nova/Nova-Ouest"," 96","Mount Pleasant",8,105,44,6,0,163,332
12011,"West Nova/Nova-Ouest"," 97","Digby",10,84,37,2,0,133,310
12011,"West Nova/Nova-Ouest"," 98","Digby",10,78,29,2,2,121,260
12011,"West Nova/Nova-Ouest"," 99","Culloden",16,100,23,10,2,151,373
12011,"West Nova/Nova-Ouest"," 100","Acaciaville",9,146,40,12,0,207,426
12011,"West Nova/Nova-Ouest"," 101","Smiths Cove",5,52,19,0,2,78,236
12011,"West Nova/Nova-Ouest"," 102","Digby",17,119,35,9,1,181,464
12011,"West Nova/Nova-Ouest"," 103","Digby",17,87,44,4,0,152,387
12011,"West Nova/Nova-Ouest"," 104","Digby",14,82,40,4,0,140,340
12011,"West Nova/Nova-Ouest"," 105","Smiths Cove",11,135,64,8,2,220,352
12011,"West Nova/Nova-Ouest"," 106","Rossway",10,73,43,4,0,130,317
12011,"West Nova/Nova-Ouest"," 107","Brighton",12,89,53,5,2,161,286
12011,"West Nova/Nova-Ouest"," 108","North Range",14,88,97,7,0,206,392
12011,"West Nova/Nova-Ouest"," 109","Plympton",20,146,53,6,5,230,413
12011,"West Nova/Nova-Ouest"," 110","Ashmore",9,65,30,6,3,113,235
12011,"West Nova/Nova-Ouest"," 111","Sandy Cove",13,67,33,2,0,115,209
12011,"West Nova/Nova-Ouest"," 112","East Ferry",7,79,37,6,0,129,217
12011,"West Nova/Nova-Ouest"," 113","Weymouth",7,87,59,6,2,161,297
12011,"West Nova/Nova-Ouest"," 114","Weymouth North",9,67,62,2,3,143,294
12011,"West Nova/Nova-Ouest"," 115","Weymouth",16,65,52,4,2,139,293
12011,"West Nova/Nova-Ouest"," 116","New Edinburgh",7,116,46,3,4,176,350
12011,"West Nova/Nova-Ouest"," 117","Belliveaus Cove",8,129,36,6,1,180,355
12011,"West Nova/Nova-Ouest"," 118","Grosses Coques",9,121,39,6,1,176,316
12011,"West Nova/Nova-Ouest"," 119","Church Point",9,118,31,4,3,165,259
12011,"West Nova/Nova-Ouest"," 120","Tiverton",8,84,14,7,0,113,154
12011,"West Nova/Nova-Ouest"," 121","Little Brook",3,121,33,10,1,168,249
12011,"West Nova/Nova-Ouest"," 122","Comeauville",4,94,16,3,3,120,220
12011,"West Nova/Nova-Ouest"," 123","Concession",13,225,46,8,4,296,415
12011,"West Nova/Nova-Ouest"," 124","Danvers",5,64,60,1,0,130,256
12011,"West Nova/Nova-Ouest"," 125","Havelock",9,51,87,3,1,151,260
12011,"West Nova/Nova-Ouest"," 126","Corberrie",3,45,64,0,0,112,201
12011,"West Nova/Nova-Ouest"," 127","Kemptville",7,85,79,4,0,175,239
12011,"West Nova/Nova-Ouest"," 128","Carleton",19,127,59,14,0,219,354
12011,"West Nova/Nova-Ouest"," 129","Hectanooga",10,125,56,3,2,196,309
12011,"West Nova/Nova-Ouest"," 130","Salmon River",10,135,41,12,0,198,308
12011,"West Nova/Nova-Ouest"," 131","Saulnierville",18,151,70,9,0,248,408
12011,"West Nova/Nova-Ouest"," 132","Saulnierville",0,71,38,5,0,114,199
12011,"West Nova/Nova-Ouest"," 133","Saulnierville Station",18,187,61,10,0,276,444
12011,"West Nova/Nova-Ouest"," 134","Freeport",16,97,27,18,0,158,244
12011,"West Nova/Nova-Ouest"," 135","Saulnierville",5,126,55,7,0,193,407
12011,"West Nova/Nova-Ouest"," 136","Saulnierville",7,87,29,2,1,126,209
12011,"West Nova/Nova-Ouest"," 137","Meteghan Centre",11,123,40,12,5,191,349
12011,"West Nova/Nova-Ouest"," 138","Meteghan",13,110,25,4,0,152,272
12011,"West Nova/Nova-Ouest"," 139","Meteghan",10,159,40,7,6,222,340
12011,"West Nova/Nova-Ouest"," 140","Saint-Martin",4,114,55,2,1,176,320
12011,"West Nova/Nova-Ouest"," 141","Saint-Alphonse",6,135,53,7,3,204,299
12011,"West Nova/Nova-Ouest"," 142","Cape St. Mary's",10,95,40,2,0,147,243
12011,"West Nova/Nova-Ouest"," 143","Westport",8,87,31,7,0,133,188
12011,"West Nova/Nova-Ouest"," 144","Brazil Lake",7,119,47,6,1,180,293
12011,"West Nova/Nova-Ouest"," 145","Pleasant Valley",6,124,74,3,0,207,325
12011,"West Nova/Nova-Ouest"," 146","Raynardton",10,177,87,5,1,280,477
12011,"West Nova/Nova-Ouest"," 147","Tusket",16,107,41,8,0,172,325
12011,"West Nova/Nova-Ouest"," 148","Quinan",6,115,34,2,1,158,244
12011,"West Nova/Nova-Ouest"," 149","Belleville",15,114,46,9,0,184,375
12011,"West Nova/Nova-Ouest"," 150","Ste. Anne du Ruisseau",14,103,39,5,2,163,266
12011,"West Nova/Nova-Ouest"," 151","Central Argyle",12,91,86,5,1,195,264
12011,"West Nova/Nova-Ouest"," 152","Hubbards Point",13,73,40,2,1,129,263
12011,"West Nova/Nova-Ouest"," 153","Amiraults Hill",10,89,42,7,1,149,315
12011,"West Nova/Nova-Ouest"," 154","Arcadia",6,113,46,8,0,173,301
12011,"West Nova/Nova-Ouest"," 155","Arcadia",11,127,43,10,0,191,292
12011,"West Nova/Nova-Ouest"," 156","Brooklyn",10,111,36,7,0,164,393
12011,"West Nova/Nova-Ouest"," 157","Greenville",20,135,29,3,0,187,340
12011,"West Nova/Nova-Ouest"," 158","Brenton",12,82,64,7,1,166,281
12011,"West Nova/Nova-Ouest"," 159","Brenton",9,97,68,13,2,189,289
12011,"West Nova/Nova-Ouest"," 160","South Ohio",12,114,69,2,0,197,327
12011,"West Nova/Nova-Ouest"," 161","Port Maitland",10,127,68,9,3,217,331
12011,"West Nova/Nova-Ouest"," 162","Sandford",9,98,57,8,0,172,355
12011,"West Nova/Nova-Ouest"," 163","Pembroke",9,116,47,12,0,184,325
12011,"West Nova/Nova-Ouest"," 164","Wellington",10,116,56,13,0,195,372
12011,"West Nova/Nova-Ouest"," 165","Hebron",13,144,61,13,0,231,450
12011,"West Nova/Nova-Ouest"," 166","North Chegoggin",13,157,56,17,1,244,432
12011,"West Nova/Nova-Ouest"," 167A","Dayton",3,128,56,4,0,191,372
12011,"West Nova/Nova-Ouest"," 167B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,76
12011,"West Nova/Nova-Ouest"," 168","Yarmouth",10,134,62,6,2,214,399
12011,"West Nova/Nova-Ouest"," 169","Yarmouth",7,107,40,14,0,168,330
12011,"West Nova/Nova-Ouest"," 170","Yarmouth",12,105,36,9,0,162,342
12011,"West Nova/Nova-Ouest"," 171","Yarmouth",13,104,39,3,0,159,313
12011,"West Nova/Nova-Ouest"," 172","Yarmouth",8,88,29,2,1,128,261
12011,"West Nova/Nova-Ouest"," 173","Yarmouth",7,93,31,9,0,140,295
12011,"West Nova/Nova-Ouest"," 174","Yarmouth",11,89,38,7,0,145,330
12011,"West Nova/Nova-Ouest"," 175","Yarmouth",8,118,21,8,2,157,324
12011,"West Nova/Nova-Ouest"," 176","Yarmouth",1,100,27,8,2,138,333
12011,"West Nova/Nova-Ouest"," 177","Yarmouth",14,95,21,4,1,135,316
12011,"West Nova/Nova-Ouest"," 178","Yarmouth",9,104,19,6,2,140,272
12011,"West Nova/Nova-Ouest"," 179","Yarmouth",8,85,8,6,1,108,238
12011,"West Nova/Nova-Ouest"," 180","Yarmouth",21,123,37,7,0,188,473
12011,"West Nova/Nova-Ouest"," 181","Yarmouth",7,124,30,1,0,162,339
12011,"West Nova/Nova-Ouest"," 182","Yarmouth",4,71,34,4,0,113,259
12011,"West Nova/Nova-Ouest"," 183","Yarmouth",11,112,37,6,1,167,334
12011,"West Nova/Nova-Ouest"," 184","South Chegoggin",10,123,63,8,0,204,383
12011,"West Nova/Nova-Ouest"," 185","Overton",3,105,60,8,1,177,294
12011,"West Nova/Nova-Ouest"," 186","Sand Beach",14,153,58,6,1,232,374
12011,"West Nova/Nova-Ouest"," 187","Kelleys Cove",12,129,58,9,3,211,399
12011,"West Nova/Nova-Ouest"," 188","Pinkneys Point",3,125,57,4,1,190,289
12011,"West Nova/Nova-Ouest"," 189","Comeaus Hill",8,92,49,3,0,152,232
12011,"West Nova/Nova-Ouest"," 190","Plymouth",9,152,53,4,1,219,362
12011,"West Nova/Nova-Ouest"," 191","Upper Wedgeport",10,131,38,9,4,192,290
12011,"West Nova/Nova-Ouest"," 192","Sluice Point",12,70,26,2,0,110,201
12011,"West Nova/Nova-Ouest"," 193","Surettes Island",11,90,32,3,2,138,209
12011,"West Nova/Nova-Ouest"," 194","Pubnico",2,65,93,7,0,167,379
12011,"West Nova/Nova-Ouest"," 195","East Pubnico",8,131,127,8,0,274,450
12011,"West Nova/Nova-Ouest"," 196","Upper West Pubnico",5,153,65,4,1,228,362
12011,"West Nova/Nova-Ouest"," 197","Middle West Pubnico",6,156,38,4,1,205,349
12011,"West Nova/Nova-Ouest"," 198","Middle West Pubnico",10,149,57,5,0,221,415
12011,"West Nova/Nova-Ouest"," 199","Lower West Pubnico",8,161,54,1,1,225,366
12011,"West Nova/Nova-Ouest"," 200","Wedgeport",8,182,52,4,1,247,335
12011,"West Nova/Nova-Ouest"," 201","Lower Wedgeport",7,221,42,5,4,279,409
12011,"West Nova/Nova-Ouest"," 400","Waterville",15,24,10,9,3,61,191
12011,"West Nova/Nova-Ouest"," 500","Mobile poll/Bureau itinérant",6,34,18,4,0,62,80
12011,"West Nova/Nova-Ouest"," 501A","Mobile poll/Bureau itinérant",8,90,26,3,2,129,118
12011,"West Nova/Nova-Ouest"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,18
12011,"West Nova/Nova-Ouest"," 501C","Middleton",Merged with No./Fusionné avec le n°54,,,,,,2
12011,"West Nova/Nova-Ouest"," 502A","Mobile poll/Bureau itinérant",7,36,15,3,1,62,61
12011,"West Nova/Nova-Ouest"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,151
12011,"West Nova/Nova-Ouest"," 503","Mobile poll/Bureau itinérant",2,43,26,1,0,72,105
12011,"West Nova/Nova-Ouest"," 504","Mobile poll/Bureau itinérant",13,58,34,3,0,108,108
12011,"West Nova/Nova-Ouest"," 505","Mobile poll/Bureau itinérant",6,41,18,3,5,73,157
12011,"West Nova/Nova-Ouest"," 600","Berwick",50,386,162,19,4,621,
12011,"West Nova/Nova-Ouest"," 601","Cambridge",13,187,61,12,2,275,
12011,"West Nova/Nova-Ouest"," 602","Aylesford",44,315,154,22,0,535,
12011,"West Nova/Nova-Ouest"," 603","Kingston",57,474,216,38,4,789,
12011,"West Nova/Nova-Ouest"," 604","Annapolis",24,191,99,10,1,325,
12011,"West Nova/Nova-Ouest"," 605","Middleton",29,229,82,12,1,353,
12011,"West Nova/Nova-Ouest"," 606","Nictaux",24,203,71,15,2,315,
12011,"West Nova/Nova-Ouest"," 607","Bridgetown",31,296,104,14,3,448,
12011,"West Nova/Nova-Ouest"," 608","Annapolis Royal",50,195,91,18,2,356,
12011,"West Nova/Nova-Ouest"," 609","Annapolis",20,181,57,20,0,278,
12011,"West Nova/Nova-Ouest"," 610","Annapolis",23,202,79,14,2,320,
12011,"West Nova/Nova-Ouest"," 611","Digby",44,338,113,19,1,515,
12011,"West Nova/Nova-Ouest"," 612","Weymouth",35,268,107,22,0,432,
12011,"West Nova/Nova-Ouest"," 613","Meteghan",27,385,125,19,12,568,
12011,"West Nova/Nova-Ouest"," 614","Yarmouth",26,196,86,21,0,329,
12011,"West Nova/Nova-Ouest"," 615","Yarmouth",38,544,118,26,5,731,
12011,"West Nova/Nova-Ouest"," 616","Arcadia",22,307,99,19,4,451,
12011,"West Nova/Nova-Ouest"," 617","Amiraults Hill",36,347,98,12,8,501,
12011,"West Nova/Nova-Ouest"," 618","Middle West Pubnico",16,274,129,10,4,433,
12011,"West Nova/Nova-Ouest",,"Group 1/Groupe 1",40,224,241,21,5,531,79
12011,"West Nova/Nova-Ouest",,"Group 2/Groupe 2",112,1133,307,72,29,1653,
