date,Party,sd
2016-08-25,Conservative,0.8172643237672059
2016-08-26,Conservative,0.8966370259652496
2016-08-27,Conservative,1.045415889620385
2016-08-28,Conservative,1.2453900122341
2016-08-29,Conservative,1.4445134324878495
2016-08-30,Conservative,1.6420721094217536
2016-08-31,Conservative,1.8381608760012231
2016-09-01,Conservative,1.9177482297946788
2016-09-02,Conservative,1.9380034552615304
2016-09-03,Conservative,1.9544665640365086
2016-09-04,Conservative,1.9123816502795237
2016-09-05,Conservative,1.9378269372809378
2016-09-06,Conservative,1.961892051082539
2016-09-07,Conservative,1.9873088856068772
2016-09-08,Conservative,2.013349138943295
2016-09-09,Conservative,2.096718668940477
2016-09-10,Conservative,2.111969338807911
2016-09-11,Conservative,2.1227878100459554
2016-09-12,Conservative,2.13163866175403
2016-09-13,Conservative,2.139394976217455
2016-09-14,Conservative,1.9803835929057996
2016-09-15,Conservative,1.8957994926953823
2016-09-16,Conservative,1.820475700444274
2016-09-17,Conservative,1.7502494959159283
2016-09-18,Conservative,2.0565065941154064
2016-09-19,Conservative,2.4239625054225624
2016-09-20,Conservative,2.6970664085826974
2016-09-21,Conservative,2.7733919563659746
2016-09-22,Conservative,2.9265588394211393
2016-09-23,Conservative,2.707216014911728
2016-09-24,Conservative,2.593370714842755
2016-09-25,Conservative,2.4985700112367235
2016-09-26,Conservative,2.590145441932793
2016-09-27,Conservative,2.5985663090770132
2016-09-28,Conservative,2.429511083029025
2016-09-29,Conservative,2.340213977200768
2016-09-30,Conservative,2.2605421066932943
2016-10-01,Conservative,2.18648953460457
2016-10-02,Conservative,2.1163778522084606
2016-10-03,Conservative,2.208640373951339
2016-10-04,Conservative,2.221614855359573
2016-10-05,Conservative,2.0716346672586052
2016-10-06,Conservative,1.988168968800144
2016-10-07,Conservative,1.9109614200426646
2016-10-08,Conservative,1.7401199784963801
2016-10-09,Conservative,1.6574141605845067
2016-10-10,Conservative,1.6538831807881418
2016-10-11,Conservative,1.6175116685120823
2016-10-12,Conservative,1.5875647460636382
2016-10-13,Conservative,1.6712941747694217
2016-10-14,Conservative,1.6665443541477578
2016-10-15,Conservative,1.7369437538121564
2016-10-16,Conservative,1.7692995726904766
2016-10-17,Conservative,1.7863190606176182
2016-10-18,Conservative,1.7944492482956462
2016-10-19,Conservative,1.7744331529336257
2016-10-20,Conservative,1.7776184457395101
2016-10-21,Conservative,1.7910542575225379
2016-10-22,Conservative,1.8052209230086305
2016-10-23,Conservative,1.819800205940039
2016-10-24,Conservative,1.862029006950784
2016-10-25,Conservative,1.8805990487829582
2016-10-26,Conservative,1.8348767998587305
2016-10-27,Conservative,1.8134939510099553
2016-10-28,Conservative,1.7933252200099736
2016-10-29,Conservative,1.7734748113100713
2016-10-30,Conservative,1.7536653242159048
2016-10-31,Conservative,1.7874198547026041
2016-11-01,Conservative,1.7956286468518343
2016-11-02,Conservative,1.7000259189057858
2016-11-03,Conservative,1.6550389990854666
2016-11-04,Conservative,1.616395972998746
2016-11-05,Conservative,1.5807948081002192
2016-11-06,Conservative,1.547229194565087
2016-11-07,Conservative,1.5795833345561452
2016-11-08,Conservative,1.5828681326356844
2016-11-09,Conservative,1.6033992934667445
2016-11-10,Conservative,1.657016396057503
2016-11-11,Conservative,1.7093986332995907
2016-11-12,Conservative,1.7974868837462368
2016-11-13,Conservative,1.8626821795666413
2016-11-14,Conservative,2.0032969376276926
2016-11-15,Conservative,2.0639550634352344
2016-11-16,Conservative,2.048642338771111
2016-11-17,Conservative,2.0684841707661037
2016-11-18,Conservative,2.062744034015293
2016-11-19,Conservative,1.9564375663758669
2016-11-20,Conservative,1.8924089325834441
2016-11-21,Conservative,1.90647104534176
2016-11-22,Conservative,1.884174340295019
2016-11-23,Conservative,1.7990723719436077
2016-11-24,Conservative,1.7598257385102123
2016-11-25,Conservative,1.7260743813380302
2016-11-26,Conservative,1.6911903455871382
2016-11-27,Conservative,1.658559909457057
2016-11-28,Conservative,1.7205934955348092
2016-11-29,Conservative,1.7380655325458378
2016-11-30,Conservative,1.662323935944197
2016-12-01,Conservative,1.6303376529955151
2016-12-02,Conservative,1.6025747637522507
2016-12-03,Conservative,1.5716888132059315
2016-12-04,Conservative,1.8297795184869634
2016-12-05,Conservative,2.063993694457266
2016-12-06,Conservative,2.2353066198810367
2016-12-07,Conservative,2.2783458972466484
2016-12-08,Conservative,2.380093948700144
2016-12-09,Conservative,2.194762845094054
2016-12-10,Conservative,2.0818923429241343
2016-12-11,Conservative,2.021886474162815
2016-12-12,Conservative,2.0925640504034364
2016-12-13,Conservative,2.1027753303209904
2016-12-14,Conservative,2.0067422718764663
2016-12-15,Conservative,2.004830195299239
2016-12-16,Conservative,1.9730877487223677
2016-12-17,Conservative,1.9367636222934468
2016-12-18,Conservative,1.9012740499119307
2016-12-19,Conservative,1.9740267766989525
2016-12-20,Conservative,1.9938857830736385
2016-12-21,Conservative,1.9098920793197558
2016-12-22,Conservative,1.8743595271451472
2016-12-23,Conservative,1.8431568487391712
2016-12-24,Conservative,1.811262897126113
2016-12-25,Conservative,1.780824011707536
2016-12-26,Conservative,1.8509573894935076
2016-12-27,Conservative,1.8709869823338336
2016-12-28,Conservative,1.7865128173094038
2016-12-29,Conservative,1.7500149035008188
2016-12-30,Conservative,1.7179047831497898
2016-12-31,Conservative,1.6871745860557497
2017-01-01,Conservative,1.6577598030139948
2017-01-02,Conservative,1.7397444661275123
2017-01-03,Conservative,1.772122349924381
2017-01-04,Conservative,1.8507899115992679
2017-01-05,Conservative,1.9318977576977268
2017-01-06,Conservative,2.008182251807246
2017-01-07,Conservative,2.073176678382973
2017-01-08,Conservative,2.1353926875270934
2017-01-09,Conservative,2.083510772161907
2017-01-10,Conservative,2.024603863908732
2017-01-11,Conservative,2.0099393136395927
2017-01-12,Conservative,2.006282870889694
2017-01-13,Conservative,2.0015370572386995
2017-01-14,Conservative,2.0581297761221395
2017-01-15,Conservative,2.113812101097859
2017-01-16,Conservative,2.10094940754777
2017-01-17,Conservative,2.074114804656374
2017-01-18,Conservative,2.160556481660585
2017-01-19,Conservative,2.2536757473035016
2017-01-20,Conservative,2.3441709412955127
2017-01-21,Conservative,2.3349447340512284
2017-01-22,Conservative,2.3869605874258006
2017-01-23,Conservative,2.3133173256355817
2017-01-24,Conservative,2.2343969829850385
2017-01-25,Conservative,2.122603266201444
2017-01-26,Conservative,2.168950808645622
2017-01-27,Conservative,2.1578225025376216
2017-01-28,Conservative,2.16237945727077
2017-01-29,Conservative,2.1660382565642173
2017-01-30,Conservative,2.1888676145088257
2017-01-31,Conservative,2.179958808827978
2017-02-01,Conservative,2.0810433001966406
2017-02-02,Conservative,2.028701238711191
2017-02-03,Conservative,2.0274499215509185
2017-02-04,Conservative,2.0225063452179146
2017-02-05,Conservative,2.0152348264926037
2017-02-06,Conservative,2.088208994728242
2017-02-07,Conservative,2.1125739460837156
2017-02-08,Conservative,1.970709374503628
2017-02-09,Conservative,1.9133286919180588
2017-02-10,Conservative,1.8650423066644013
2017-02-11,Conservative,1.8277928884075814
2017-02-12,Conservative,1.7938469102316685
2017-02-13,Conservative,1.8562782082709055
2017-02-14,Conservative,1.8569898840432395
2017-02-15,Conservative,1.783759558195559
2017-02-16,Conservative,1.7344575469691967
2017-02-17,Conservative,1.6868770321177895
2017-02-18,Conservative,1.6598670764062888
2017-02-19,Conservative,1.6334120067407163
2017-02-20,Conservative,1.6586005027223194
2017-02-21,Conservative,1.656731979535211
2017-02-22,Conservative,1.7420846643786958
2017-02-23,Conservative,1.9048622096406091
2017-02-24,Conservative,2.0177443309059466
2017-02-25,Conservative,2.136618581793859
2017-02-26,Conservative,2.2487626228894717
2017-02-27,Conservative,2.25787396905956
2017-02-28,Conservative,2.182978996144243
2017-03-01,Conservative,2.1495148604606578
2017-03-02,Conservative,2.143817281516312
2017-03-03,Conservative,2.142370535755762
2017-03-04,Conservative,2.208893147354593
2017-03-05,Conservative,2.252727075647944
2017-03-06,Conservative,2.308588664164728
2017-03-07,Conservative,2.342990985765727
2017-03-08,Conservative,2.280851250903023
2017-03-09,Conservative,2.213665105701106
2017-03-10,Conservative,2.177748249085718
2017-03-11,Conservative,2.1385347044950223
2017-03-12,Conservative,2.103266045951572
2017-03-13,Conservative,2.1712497683646426
2017-03-14,Conservative,2.08676285080682
2017-03-15,Conservative,1.9685367280940302
2017-03-16,Conservative,1.8981795014265308
2017-03-17,Conservative,1.8349448260674628
2017-03-18,Conservative,1.7716688228291928
2017-03-19,Conservative,1.812929866051149
2017-03-20,Conservative,2.219382520704125
2017-03-21,Conservative,2.422623267982323
2017-03-22,Conservative,2.514689877284677
2017-03-23,Conservative,2.6487249018795174
2017-03-24,Conservative,2.777599570766062
2017-03-25,Conservative,2.5679028527684205
2017-03-26,Conservative,2.410723770604016
2017-03-27,Conservative,2.4109582325096404
2017-03-28,Conservative,2.36823552071509
2017-03-29,Conservative,2.2497981276517103
2017-03-30,Conservative,2.179391887929537
2017-03-31,Conservative,2.2146074859559537
2017-04-01,Conservative,2.1979084753291036
2017-04-02,Conservative,2.1786625935101176
2017-04-03,Conservative,2.24342432739101
2017-04-04,Conservative,2.263485889969288
2017-04-05,Conservative,2.167237108874075
2017-04-06,Conservative,2.125526986730348
2017-04-07,Conservative,2.088942992189469
2017-04-08,Conservative,1.9909150955967547
2017-04-09,Conservative,1.9314308809224296
2017-04-10,Conservative,1.994924552857885
2017-04-11,Conservative,2.00449175710321
2017-04-12,Conservative,1.9272318641175274
2017-04-13,Conservative,1.95075434496724
2017-04-14,Conservative,1.940893009021639
2017-04-15,Conservative,1.9230670693048524
2017-04-16,Conservative,1.9046214185453336
2017-04-17,Conservative,1.9697581098609156
2017-04-18,Conservative,1.990688791085331
2017-04-19,Conservative,1.9317981486637148
2017-04-20,Conservative,1.9125801871277541
2017-04-21,Conservative,2.030494740750682
2017-04-22,Conservative,2.084344247259243
2017-04-23,Conservative,2.1298759999582635
2017-04-24,Conservative,2.244882336644408
2017-04-25,Conservative,2.3031051814365497
2017-04-26,Conservative,2.185041032557027
2017-04-27,Conservative,2.1552380179397526
2017-04-28,Conservative,2.1327168576590045
2017-04-29,Conservative,2.114469221408992
2017-04-30,Conservative,2.1093977250999543
2017-05-01,Conservative,2.1453407982624317
2017-05-02,Conservative,2.1532277733543466
2017-05-03,Conservative,2.116571957751783
2017-05-04,Conservative,2.111369861373357
2017-05-05,Conservative,2.1085691717622788
2017-05-06,Conservative,2.10221225356989
2017-05-07,Conservative,2.096677587775196
2017-05-08,Conservative,2.1377441929877277
2017-05-09,Conservative,2.1710627515490133
2017-05-10,Conservative,2.094380077889423
2017-05-11,Conservative,2.0759723837416013
2017-05-12,Conservative,2.064609754430111
2017-05-13,Conservative,2.1474665077991815
2017-05-14,Conservative,2.193994069768423
2017-05-15,Conservative,2.352207158285293
2017-05-16,Conservative,2.451010326154273
2017-05-17,Conservative,2.44439208768157
2017-05-18,Conservative,2.393830708185388
2017-05-19,Conservative,2.3619437195126762
2017-05-20,Conservative,2.2885330218846636
2017-05-21,Conservative,2.217060028775883
2017-05-22,Conservative,2.2232485068518235
2017-05-23,Conservative,2.1770331705392123
2017-05-24,Conservative,2.0923815080387214
2017-05-25,Conservative,2.153342325016225
2017-05-26,Conservative,2.1724257464970065
2017-05-27,Conservative,2.2851401525917976
2017-05-28,Conservative,2.385851923018644
2017-05-29,Conservative,2.511976558228883
2017-05-30,Conservative,2.525663769566908
2017-05-31,Conservative,2.498298709119109
2017-06-01,Conservative,2.4395897784538065
2017-06-02,Conservative,2.3945814119390363
2017-06-03,Conservative,2.3571313069190856
2017-06-04,Conservative,2.3240885918867407
2017-06-05,Conservative,2.4540071522355675
2017-06-06,Conservative,2.5057785731377185
2017-06-07,Conservative,2.4635388030919265
2017-06-08,Conservative,2.538243490388941
2017-06-09,Conservative,2.5090900493659882
2017-06-10,Conservative,2.4515742042960524
2017-06-11,Conservative,2.4282620222497644
2017-06-12,Conservative,2.5106731339320647
2017-06-13,Conservative,2.478011902932696
2017-06-14,Conservative,2.471522831935519
2017-06-15,Conservative,2.4574403508864195
2017-06-16,Conservative,2.4508928340413303
2017-06-17,Conservative,2.433446951707588
2017-06-18,Conservative,2.415824272835534
2017-06-19,Conservative,2.482710481412925
2017-06-20,Conservative,2.5053538767223875
2017-06-21,Conservative,2.485740266391435
2017-06-22,Conservative,2.488774452116162
2017-06-23,Conservative,2.492182337438595
2017-06-24,Conservative,2.4905054242767823
2017-06-25,Conservative,2.488451895325317
2017-06-26,Conservative,2.5233123686224164
2017-06-27,Conservative,2.5331438626091005
2017-06-28,Conservative,2.435130396073491
2017-06-29,Conservative,2.39305454210053
2017-06-30,Conservative,2.3568651249272685
2017-07-01,Conservative,2.324568881115535
2017-07-02,Conservative,2.294244980696879
2017-07-03,Conservative,2.367397519570698
2017-07-04,Conservative,2.3848750017199185
2017-07-05,Conservative,2.292769507048725
2017-07-06,Conservative,2.2531442914040056
2017-07-07,Conservative,2.1151789998086175
2017-07-08,Conservative,2.0199652059896893
2017-07-09,Conservative,1.9317956473519236
2017-07-10,Conservative,1.9213278848271855
2017-07-11,Conservative,1.8613095134675646
2017-07-12,Conservative,1.877128185962222
2017-07-13,Conservative,1.8079982330944375
2017-07-14,Conservative,1.6562405729898686
2017-07-15,Conservative,1.5663084630206863
2017-07-16,Conservative,1.4731041219038512
2017-07-17,Conservative,1.3839494652022961
2017-07-18,Conservative,1.3394110003144113
2017-07-19,Conservative,1.3814241580969153
2017-07-20,Conservative,1.3899158337310071
2017-07-21,Conservative,1.3940549125270842
2017-07-22,Conservative,1.4133252777988807
2017-07-23,Conservative,1.4314995797334884
2017-07-24,Conservative,1.4412910397688967
2017-07-25,Conservative,1.445141234572996
2017-07-26,Conservative,1.3824718835442282
2017-07-27,Conservative,1.3474211018685842
2017-07-28,Conservative,1.3165584369897718
2017-07-29,Conservative,1.2832474104995992
2017-07-30,Conservative,1.2536800985627752
2017-07-31,Conservative,1.2977858655176997
2017-08-01,Conservative,1.3154427577697891
2017-08-02,Conservative,1.2625983866690413
2017-08-03,Conservative,1.242803545706675
2017-08-04,Conservative,1.2261084487591176
2017-08-05,Conservative,1.1965390326627259
2017-08-06,Conservative,1.1678671192806132
2017-08-07,Conservative,1.212687649979858
2017-08-08,Conservative,1.1773168101691474
2017-08-09,Conservative,1.0823588014070016
2017-08-10,Conservative,1.023085041628173
2017-08-11,Conservative,0.9551714652228955
2017-08-12,Conservative,0.8824925746627461
2017-08-13,Conservative,0.8562781359777336
2017-08-14,Conservative,1.1046362134609309
2017-08-15,Conservative,1.2397523623221542
2017-08-16,Conservative,1.303638204026663
2017-08-17,Conservative,1.395279708598276
2017-08-18,Conservative,1.4851968147852468
2017-08-19,Conservative,1.3545171539223397
2017-08-20,Conservative,1.3063050005737897
2017-08-21,Conservative,1.3281325015677508
2017-08-22,Conservative,1.3184398592686866
2017-08-23,Conservative,1.2592413936457103
2017-08-24,Conservative,1.227537763593861
2017-08-25,Conservative,1.1985623876361708
2017-08-26,Conservative,1.1779399187692705
2017-08-27,Conservative,1.1249013358840791
2017-08-28,Conservative,1.148678619253126
2017-08-29,Conservative,1.147930769276093
2017-08-30,Conservative,1.086731605248003
2017-08-31,Conservative,1.052916169847722
2017-09-01,Conservative,1.0563366946523265
2017-09-02,Conservative,1.0343675836993822
2017-09-03,Conservative,1.0115472466374453
2017-09-04,Conservative,1.0511803411167355
2017-09-05,Conservative,1.0636635749051204
2017-09-06,Conservative,1.086925142743994
2017-09-07,Conservative,1.114766658144254
2017-09-08,Conservative,1.1202003936791272
2017-09-09,Conservative,1.136994144069233
2017-09-10,Conservative,1.1536529709928673
2017-09-11,Conservative,1.5619452046740268
2017-09-12,Conservative,1.796849743654224
2017-09-13,Conservative,1.9386687874871178
2017-09-14,Conservative,2.1066209327302006
2017-09-15,Conservative,2.2712416498650283
2017-09-16,Conservative,2.0267311365834884
2017-09-17,Conservative,1.9460847414708304
2017-09-18,Conservative,1.9751641215985238
2017-09-19,Conservative,1.9605317650611718
2017-09-20,Conservative,1.8570230868985207
2017-09-21,Conservative,1.8018388984407387
2017-09-22,Conservative,1.753464074571033
2017-09-23,Conservative,1.6414908075768562
2017-09-24,Conservative,1.5690093913197871
2017-09-25,Conservative,1.5970670299597294
2017-09-26,Conservative,1.582773253237122
2017-09-27,Conservative,1.4991627892493213
2017-09-28,Conservative,1.5204857871520943
2017-09-29,Conservative,1.509437043578705
2017-09-30,Conservative,1.6759403575047362
2017-10-01,Conservative,1.795019534620738
2017-10-02,Conservative,1.9744173499526017
2017-10-03,Conservative,2.111680523604293
2017-10-04,Conservative,2.1824539281847946
2017-10-05,Conservative,2.097868637194672
2017-10-06,Conservative,2.0588388778142543
2017-10-07,Conservative,2.024791938083535
2017-10-08,Conservative,2.034323444480082
2017-10-09,Conservative,2.097567530808611
2017-10-10,Conservative,2.1273296383638693
2017-10-11,Conservative,2.140525718968992
2017-10-12,Conservative,2.1651871624220433
2017-10-13,Conservative,2.151293130818833
2017-10-14,Conservative,2.142238879157485
2017-10-15,Conservative,2.134854390629907
2017-10-16,Conservative,2.1483331957845624
2017-10-17,Conservative,2.150083518484068
2017-10-18,Conservative,2.121297123578736
2017-10-19,Conservative,2.1845634463738914
2017-10-20,Conservative,2.1890240404677845
2017-10-21,Conservative,2.17194714558531
2017-10-22,Conservative,2.176313860033717
2017-10-23,Conservative,2.1753353234166304
2017-10-24,Conservative,2.1094306479060663
2017-10-25,Conservative,2.051051375920678
2017-10-26,Conservative,2.0403921947860852
2017-10-27,Conservative,2.0172718254895416
2017-10-28,Conservative,2.03242538736319
2017-10-29,Conservative,2.025151905883559
2017-10-30,Conservative,2.0783590070576614
2017-10-31,Conservative,2.1011909846195658
2017-11-01,Conservative,2.05409538090078
2017-11-02,Conservative,2.040712759277386
2017-11-03,Conservative,2.1952672461408067
2017-11-04,Conservative,2.2593852291644274
2017-11-05,Conservative,2.3139397823783634
2017-11-06,Conservative,2.3698794150453084
2017-11-07,Conservative,2.4242391144950424
2017-11-08,Conservative,2.249632054841744
2017-11-09,Conservative,2.194046331231639
2017-11-10,Conservative,2.081206109297526
2017-11-11,Conservative,2.049470130281089
2017-11-12,Conservative,1.988075605016337
2017-11-13,Conservative,1.9937697813518533
2017-11-14,Conservative,1.9642399281106442
2017-11-15,Conservative,1.9423339850890506
2017-11-16,Conservative,1.934036364075388
2017-11-17,Conservative,1.9254962472458392
2017-11-18,Conservative,1.9121184994854894
2017-11-19,Conservative,1.8987049034359007
2017-11-20,Conservative,1.950143186959448
2017-11-21,Conservative,1.968185681812892
2017-11-22,Conservative,1.9272082599818083
2017-11-23,Conservative,1.9202722356613264
2017-11-24,Conservative,1.9159745085385347
2017-11-25,Conservative,1.9259270240044795
2017-11-26,Conservative,1.93801373649876
2017-11-27,Conservative,2.0099329769255574
2017-11-28,Conservative,2.0453952079126507
2017-11-29,Conservative,2.067097401229716
2017-11-30,Conservative,2.053113274035424
2017-12-01,Conservative,2.035572267076195
2017-12-02,Conservative,2.0125956986487674
2017-12-03,Conservative,1.9891350832195343
2017-12-04,Conservative,1.9806987165597096
2017-12-05,Conservative,1.98696754669415
2017-12-06,Conservative,1.9742939068423435
2017-12-07,Conservative,1.9790711037605846
2017-12-08,Conservative,1.975119445366523
2017-12-09,Conservative,1.9658314534664831
2017-12-10,Conservative,1.866766445822062
2017-12-11,Conservative,2.1397381831537574
2017-12-12,Conservative,2.261430268964051
2017-12-13,Conservative,2.2989760218495303
2017-12-14,Conservative,2.371908632761868
2017-12-15,Conservative,2.533611824932303
2017-12-16,Conservative,2.340603187748869
2017-12-17,Conservative,2.279971039051592
2017-12-18,Conservative,2.314826508665651
2017-12-19,Conservative,2.2959592994216313
2017-12-20,Conservative,2.1854992041009984
2017-12-21,Conservative,2.1324312826906855
2017-12-22,Conservative,2.086195927560625
2017-12-23,Conservative,2.041520089284541
2017-12-24,Conservative,2.0163082585654117
2017-12-25,Conservative,2.0940258059331027
2017-12-26,Conservative,2.116968903576854
2017-12-27,Conservative,2.126179108516202
2017-12-28,Conservative,2.151937527808376
2017-12-29,Conservative,2.1767240441680267
2017-12-30,Conservative,2.19144225440114
2017-12-31,Conservative,2.205307944793982
2018-01-01,Conservative,2.2366133122884886
2018-01-02,Conservative,2.2596747801524084
2018-01-03,Conservative,2.2419302581510245
2018-01-04,Conservative,2.248661285411933
2018-01-05,Conservative,2.2567243879369956
2018-01-06,Conservative,2.256834867207032
2018-01-07,Conservative,2.2453180665664485
2018-01-08,Conservative,2.288309399474902
2018-01-09,Conservative,2.3262558740391377
2018-01-10,Conservative,2.268833853952326
2018-01-11,Conservative,2.2648630709950526
2018-01-12,Conservative,2.2656422174210653
2018-01-13,Conservative,2.2548500527056774
2018-01-14,Conservative,2.226178789591022
2018-01-15,Conservative,2.3017646660081654
2018-01-16,Conservative,2.3240980411801475
2018-01-17,Conservative,2.2428161844130425
2018-01-18,Conservative,2.2129537853573034
2018-01-19,Conservative,2.187921691976301
2018-01-20,Conservative,2.1564810914417887
2018-01-21,Conservative,2.6958276044439438
2018-01-22,Conservative,3.111670934133244
2018-01-23,Conservative,3.4405047101466666
2018-01-24,Conservative,3.488738201784719
2018-01-25,Conservative,3.6407257325295133
2018-01-26,Conservative,3.228303865538443
2018-01-27,Conservative,3.040032105595443
2018-01-28,Conservative,2.885296627948322
2018-01-29,Conservative,3.008849463881419
2018-01-30,Conservative,3.024602817718219
2018-01-31,Conservative,2.8965865620148294
2018-02-01,Conservative,2.837447626433075
2018-02-02,Conservative,2.7852669161872115
2018-02-03,Conservative,2.7329256616766973
2018-02-04,Conservative,2.683396255519278
2018-02-05,Conservative,2.7738250480146505
2018-02-06,Conservative,2.7943671803678987
2018-02-07,Conservative,2.585256341076405
2018-02-08,Conservative,2.4692598492726687
2018-02-09,Conservative,2.37246758980459
2018-02-10,Conservative,2.2556431377727137
2018-02-11,Conservative,2.14328053775678
2018-02-12,Conservative,2.2618892276493043
2018-02-13,Conservative,2.287059494512907
2018-02-14,Conservative,2.191406478228112
2018-02-15,Conservative,2.168579143782124
2018-02-16,Conservative,2.1480044126622686
2018-02-17,Conservative,2.1236286727475275
2018-02-18,Conservative,2.099367344840258
2018-02-19,Conservative,2.184083043304765
2018-02-20,Conservative,2.215189249064473
2018-02-21,Conservative,2.1419715160164055
2018-02-22,Conservative,2.118363412981683
2018-02-23,Conservative,2.0985966120206756
2018-02-24,Conservative,2.073797615160962
2018-02-25,Conservative,2.2853695684946347
2018-02-26,Conservative,3.0464560660671607
2018-02-27,Conservative,3.5348823134875276
2018-02-28,Conservative,3.6912740481005697
2018-03-01,Conservative,3.9608806693715897
2018-03-02,Conservative,3.99780749269269
2018-03-03,Conservative,3.5793685669399586
2018-03-04,Conservative,3.405180940198256
2018-03-05,Conservative,3.5672073874084846
2018-03-06,Conservative,3.6118093691812008
2018-03-07,Conservative,3.5076194725764047
2018-03-08,Conservative,3.482689791554551
2018-03-09,Conservative,3.4398115900346817
2018-03-10,Conservative,3.3727249579051533
2018-03-11,Conservative,3.4023798764799458
2018-03-12,Conservative,3.563540389452684
2018-03-13,Conservative,3.5244072468001186
2018-03-14,Conservative,3.540946965923161
2018-03-15,Conservative,3.575144566972322
2018-03-16,Conservative,3.514702637746564
2018-03-17,Conservative,3.4669021977521055
2018-03-18,Conservative,3.5436181117754666
2018-03-19,Conservative,3.476397673527829
2018-03-20,Conservative,3.4509037409932715
2018-03-21,Conservative,3.3480036223522034
2018-03-22,Conservative,3.2928533714024404
2018-03-23,Conservative,3.22565312817477
2018-03-24,Conservative,3.2415290599650177
2018-03-25,Conservative,3.212636092170757
2018-03-26,Conservative,3.249585662339107
2018-03-27,Conservative,3.2383629403096803
2018-03-28,Conservative,3.366557736761952
2018-03-29,Conservative,3.4672028020351875
2018-03-30,Conservative,3.557875664686853
2018-03-31,Conservative,3.652519690327375
2018-04-01,Conservative,3.7422958728406863
2018-04-02,Conservative,3.7010996540753225
2018-04-03,Conservative,3.6818150642510568
2018-04-04,Conservative,3.571335610067075
2018-04-05,Conservative,3.524628520087698
2018-04-06,Conservative,3.486241245444675
2018-04-07,Conservative,3.45238354195193
2018-04-08,Conservative,3.4222477201455623
2018-04-09,Conservative,3.508103080362331
2018-04-10,Conservative,3.5354278710417417
2018-04-11,Conservative,3.504231795390779
2018-04-12,Conservative,3.518054760733166
2018-04-13,Conservative,3.5343922373871512
2018-04-14,Conservative,3.4927451115448576
2018-04-15,Conservative,3.4798797579173124
2018-04-16,Conservative,3.5344674328143113
2018-04-17,Conservative,3.7841253833196355
2018-04-18,Conservative,3.7643272770147767
2018-04-19,Conservative,3.8585399911068947
2018-04-20,Conservative,3.924529360967218
2018-04-21,Conservative,3.976189996842897
2018-04-22,Conservative,3.7846869056149073
2018-04-23,Conservative,3.871001103120465
2018-04-24,Conservative,3.8836976049962595
2018-04-25,Conservative,3.700060531373249
2018-04-26,Conservative,3.4778665866005634
2018-04-27,Conservative,3.335732219082525
2018-04-28,Conservative,3.1595757905635105
2018-04-29,Conservative,2.9909220793097706
2018-04-30,Conservative,3.0408306016295326
2018-05-01,Conservative,3.1343618800324484
2018-05-02,Conservative,3.0215688447213087
2018-05-03,Conservative,3.001091159889982
2018-05-04,Conservative,2.9840411062750283
2018-05-05,Conservative,2.8209578740248547
2018-05-06,Conservative,2.7261462006890396
2018-05-07,Conservative,2.72793350122051
2018-05-08,Conservative,2.706769955710699
2018-05-09,Conservative,2.5837828054198444
2018-05-10,Conservative,2.6427394694440625
2018-05-11,Conservative,2.621426582329112
2018-05-12,Conservative,2.636420149067053
2018-05-13,Conservative,2.9846458616310483
2018-05-14,Conservative,3.254729724083224
2018-05-15,Conservative,3.447119078019918
2018-05-16,Conservative,3.520599122519543
2018-05-17,Conservative,3.6474351659715714
2018-05-18,Conservative,3.396101759701936
2018-05-19,Conservative,3.3193549342147657
2018-05-20,Conservative,3.2614180847056695
2018-05-21,Conservative,3.3352327899990812
2018-05-22,Conservative,3.35004124104059
2018-05-23,Conservative,3.2650437077769032
2018-05-24,Conservative,3.232693015823023
2018-05-25,Conservative,3.205863152412884
2018-05-26,Conservative,3.1768428736712813
2018-05-27,Conservative,3.149783138417859
2018-05-28,Conservative,3.4482127416929202
2018-05-29,Conservative,3.5683658800355693
2018-05-30,Conservative,3.591643058290381
2018-05-31,Conservative,3.6536079953742657
2018-06-01,Conservative,3.711487809934865
2018-06-02,Conservative,3.538736104692697
2018-06-03,Conservative,3.4843846777017675
2018-06-04,Conservative,3.5167251735488194
2018-06-05,Conservative,3.5052841487245856
2018-06-06,Conservative,3.432640045813096
2018-06-07,Conservative,3.4077292381116537
2018-06-08,Conservative,3.3875978964454254
2018-06-09,Conservative,3.3727876952771765
2018-06-10,Conservative,3.2817337436395584
2018-06-11,Conservative,3.19370554070505
2018-06-12,Conservative,3.1211847741042673
2018-06-13,Conservative,2.9641969305110614
2018-06-14,Conservative,2.862042123891362
2018-06-15,Conservative,2.746421398814441
2018-06-16,Conservative,2.7495793033698575
2018-06-17,Conservative,2.6747177208048787
2018-06-18,Conservative,2.6917802130523016
2018-06-19,Conservative,2.656801661264111
2018-06-20,Conservative,2.629765533748583
2018-06-21,Conservative,2.594919363768941
2018-06-22,Conservative,2.5841309805455888
2018-06-23,Conservative,2.56766225407912
2018-06-24,Conservative,2.5507302946175106
2018-06-25,Conservative,2.5736615907937748
2018-06-26,Conservative,2.590170559152294
2018-06-27,Conservative,2.499972132411025
2018-06-28,Conservative,2.4644544458411515
2018-06-29,Conservative,2.4341340821332627
2018-06-30,Conservative,2.453012427384311
2018-07-01,Conservative,2.431480443929039
2018-07-02,Conservative,2.5212352460763277
2018-07-03,Conservative,2.5548952497628052
2018-07-04,Conservative,2.477369761788895
