date,Party,sd
2016-03-30,NDP,1.731442970229028
2016-03-31,NDP,1.7431151738150645
2016-04-01,NDP,1.7533128467017491
2016-04-02,NDP,1.7143631519314089
2016-04-03,NDP,1.7025756478299787
2016-04-04,NDP,1.693034311354279
2016-04-05,NDP,1.68494663267514
2016-04-06,NDP,1.9940801300894648
2016-04-07,NDP,2.335590824667932
2016-04-08,NDP,2.6543461952441945
2016-04-09,NDP,2.783728820547759
2016-04-10,NDP,2.992882084366132
2016-04-11,NDP,2.797341740478328
2016-04-12,NDP,2.6666148268233636
2016-04-13,NDP,2.5345058471753754
2016-04-14,NDP,2.5902567576875626
2016-04-15,NDP,2.5575168663583407
2016-04-16,NDP,2.6112293909682895
2016-04-17,NDP,2.6148029870523435
2016-04-18,NDP,2.613523468015054
2016-04-19,NDP,2.60988111997453
2016-04-20,NDP,2.6123568766227123
2016-04-21,NDP,2.614133972961027
2016-04-22,NDP,2.615479262281002
2016-04-23,NDP,2.5034669056755714
2016-04-24,NDP,2.4515460543591194
2016-04-25,NDP,2.4064496392386214
2016-04-26,NDP,2.365204424334079
2016-04-27,NDP,2.3265814110486738
2016-04-28,NDP,2.402999032882621
2016-04-29,NDP,2.4206926061180236
2016-04-30,NDP,2.432711935487998
2016-05-01,NDP,2.441870150464873
2016-05-02,NDP,2.4492725373547883
2016-05-03,NDP,2.45548782275918
2016-05-04,NDP,2.460851353310262
2016-05-05,NDP,2.4655783156398985
2016-05-06,NDP,2.4698150916779182
2016-05-07,NDP,2.473665636656221
2016-05-08,NDP,2.480429450757403
2016-05-09,NDP,2.495915409896643
2016-05-10,NDP,2.5105816599686355
2016-05-11,NDP,2.5245369847011334
2016-05-12,NDP,2.5430273585116674
2016-05-13,NDP,2.557755200435447
2016-05-14,NDP,2.569625644198845
2016-05-15,NDP,2.582075556982857
2016-05-16,NDP,2.391387021004484
2016-05-17,NDP,2.286594081107224
2016-05-18,NDP,2.1948894580657656
2016-05-19,NDP,2.1231407733665084
2016-05-20,NDP,1.913458512509619
2016-05-21,NDP,1.9754803125307212
2016-05-22,NDP,1.959055613949602
2016-05-23,NDP,1.9232979988266343
2016-05-24,NDP,1.8681706540678782
2016-05-25,NDP,1.9564487398804498
2016-05-26,NDP,1.9812868065659817
2016-05-27,NDP,1.9979652451368275
2016-05-28,NDP,2.024803786476895
2016-05-29,NDP,2.0479619227882813
2016-05-30,NDP,2.039220112807411
2016-05-31,NDP,2.0524765505797875
2016-06-01,NDP,2.0652268568431267
2016-06-02,NDP,2.0757717595132243
2016-06-03,NDP,2.085229569253185
2016-06-04,NDP,2.2428088920657014
2016-06-05,NDP,2.352581972733975
2016-06-06,NDP,2.330434059662535
2016-06-07,NDP,2.305700782486528
2016-06-08,NDP,2.274325396427469
2016-06-09,NDP,2.1451444563491866
2016-06-10,NDP,2.0344693549028974
2016-06-11,NDP,2.0647208676683775
2016-06-12,NDP,1.989294949400491
2016-06-13,NDP,1.9939833743651914
2016-06-14,NDP,1.9816568634165184
2016-06-15,NDP,1.9751283350599749
2016-06-16,NDP,1.9577827621578408
2016-06-17,NDP,2.048354843111209
2016-06-18,NDP,2.0639714928764077
2016-06-19,NDP,2.0729816202806663
2016-06-20,NDP,2.0790092224358103
2016-06-21,NDP,2.083403025976737
2016-06-22,NDP,2.086815476832621
2016-06-23,NDP,2.103955655995548
2016-06-24,NDP,2.1209970995220635
2016-06-25,NDP,2.138060668251838
2016-06-26,NDP,2.1552228955887336
2016-06-27,NDP,2.1725332659248973
2016-06-28,NDP,2.175675007348815
2016-06-29,NDP,2.1787111028934367
2016-06-30,NDP,2.181670570634703
2016-07-01,NDP,2.1845751608106
2016-07-02,NDP,2.2128683438659045
2016-07-03,NDP,2.2581237364256967
2016-07-04,NDP,2.301674157614767
2016-07-05,NDP,2.3437143864309427
2016-07-06,NDP,2.2103170791216984
2016-07-07,NDP,2.1322713155444277
2016-07-08,NDP,2.032305120427236
2016-07-09,NDP,1.938744957035997
2016-07-10,NDP,1.849639389547778
2016-07-11,NDP,1.9379940797358224
2016-07-12,NDP,1.947038579469701
2016-07-13,NDP,1.9621205189487665
2016-07-14,NDP,1.9733375259559138
2016-07-15,NDP,1.9822698912275978
2016-07-16,NDP,2.0237351281913996
2016-07-17,NDP,2.06490011618313
2016-07-18,NDP,2.106007208292727
2016-07-19,NDP,2.147209646485294
2016-07-20,NDP,2.228249103404363
2016-07-21,NDP,2.2763326162656563
2016-07-22,NDP,2.3247674265478375
2016-07-23,NDP,2.373604385993414
2016-07-24,NDP,2.4228813435390384
2016-07-25,NDP,2.432985886224614
2016-07-26,NDP,2.4427723842717035
2016-07-27,NDP,2.4522822342369204
2016-07-28,NDP,2.461550198035879
2016-07-29,NDP,2.470605760023349
2016-07-30,NDP,2.4922849264557905
2016-07-31,NDP,2.5141867725363722
2016-08-01,NDP,2.5363276418753666
2016-08-02,NDP,2.5587219752637735
2016-08-03,NDP,2.612149091890049
2016-08-04,NDP,2.712385345547319
2016-08-05,NDP,2.809793795068529
2016-08-06,NDP,2.903665602532524
2016-08-07,NDP,2.9940943282586376
2016-08-08,NDP,3.0505432262689607
2016-08-09,NDP,3.044680137624158
2016-08-10,NDP,3.0388027247473324
2016-08-11,NDP,3.033837218344292
2016-08-12,NDP,3.069722774362223
2016-08-13,NDP,3.110601689572403
2016-08-14,NDP,3.15619249878939
2016-08-15,NDP,3.206255401544791
2016-08-16,NDP,3.2605914735898525
2016-08-17,NDP,3.279198975435578
2016-08-18,NDP,3.297746249933045
2016-08-19,NDP,3.3163188987762453
2016-08-20,NDP,3.3349823897244746
2016-08-21,NDP,2.9288150968273436
2016-08-22,NDP,2.6420505517872455
2016-08-23,NDP,2.374673804062833
2016-08-24,NDP,2.1183333318918764
2016-08-25,NDP,1.8691806724948428
2016-08-26,NDP,2.0499249428651942
2016-08-27,NDP,2.0125096864693526
2016-08-28,NDP,2.0390391047367364
2016-08-29,NDP,2.061316971640817
2016-08-30,NDP,2.0788557703688846
2016-08-31,NDP,2.0921435436572278
2016-09-01,NDP,2.200172418201336
2016-09-02,NDP,2.223906423087041
2016-09-03,NDP,2.2395141477507954
2016-09-04,NDP,2.1432306870108784
2016-09-05,NDP,2.0955638200688913
2016-09-06,NDP,2.0591480492741
2016-09-07,NDP,2.0268669584642742
2016-09-08,NDP,1.9973342158123344
2016-09-09,NDP,2.0776386444160755
2016-09-10,NDP,2.10837875672727
2016-09-11,NDP,2.1313070146212274
2016-09-12,NDP,2.1501457278701284
2016-09-13,NDP,2.1663850908695643
2016-09-14,NDP,2.163620012358309
2016-09-15,NDP,2.2337531983371424
2016-09-16,NDP,2.3072076843540565
2016-09-17,NDP,2.3811909265949507
2016-09-18,NDP,2.6097081534100215
2016-09-19,NDP,2.8105969665835793
2016-09-20,NDP,2.925880868805546
2016-09-21,NDP,2.8760637241863516
2016-09-22,NDP,2.9065594860688937
2016-09-23,NDP,2.7868857071027024
2016-09-24,NDP,2.71298659316327
2016-09-25,NDP,2.650281422165519
2016-09-26,NDP,2.7476769460554755
2016-09-27,NDP,2.762546019218519
2016-09-28,NDP,2.5819388749312964
2016-09-29,NDP,2.4872320344240615
2016-09-30,NDP,2.4025896801676003
2016-10-01,NDP,2.3236990153327137
2016-10-02,NDP,2.2487856996305853
2016-10-03,NDP,2.348759120066397
2016-10-04,NDP,2.3625498449025235
2016-10-05,NDP,2.2070968040649594
2016-10-06,NDP,2.1205982883174728
2016-10-07,NDP,2.0400605065550454
2016-10-08,NDP,1.8504758753540933
2016-10-09,NDP,1.7382517887000624
2016-10-10,NDP,1.6896165773937692
2016-10-11,NDP,1.617695456043143
2016-10-12,NDP,1.4825846729722656
2016-10-13,NDP,1.5085987015572242
2016-10-14,NDP,1.461852688940977
2016-10-15,NDP,1.5140651304743165
2016-10-16,NDP,1.5177090766964205
2016-10-17,NDP,1.577075832511052
2016-10-18,NDP,1.601123717010846
2016-10-19,NDP,1.5381225956161
2016-10-20,NDP,1.5140669976414727
2016-10-21,NDP,1.4859552694436235
2016-10-22,NDP,1.4590188986745039
2016-10-23,NDP,1.4326925454027157
2016-10-24,NDP,1.4888477378123335
2016-10-25,NDP,1.503297344104102
2016-10-26,NDP,1.481887943559141
2016-10-27,NDP,1.473295396472412
2016-10-28,NDP,1.4651949639154807
2016-10-29,NDP,1.4568967483570083
2016-10-30,NDP,1.4482505230034317
2016-10-31,NDP,1.4771943731579324
2016-11-01,NDP,1.4903008584313855
2016-11-02,NDP,1.4976542102086774
2016-11-03,NDP,1.5072083980207134
2016-11-04,NDP,1.500195755324463
2016-11-05,NDP,1.491933829209595
2016-11-06,NDP,1.4826452951348745
2016-11-07,NDP,1.5738427078186867
2016-11-08,NDP,1.616700010623985
2016-11-09,NDP,1.7017626594281292
2016-11-10,NDP,1.8189081809307215
2016-11-11,NDP,1.933863927977099
2016-11-12,NDP,1.9481902952579961
2016-11-13,NDP,2.00425689976038
2016-11-14,NDP,2.0321059701718207
2016-11-15,NDP,2.0295016614808943
2016-11-16,NDP,2.0166504888752224
2016-11-17,NDP,2.02112319448255
2016-11-18,NDP,2.0044356014712843
2016-11-19,NDP,1.9870810569067352
2016-11-20,NDP,1.9664787348471697
2016-11-21,NDP,1.9633514245428665
2016-11-22,NDP,1.9439010273286783
2016-11-23,NDP,1.8747464071526312
2016-11-24,NDP,1.8464973398618334
2016-11-25,NDP,1.8232311812262936
2016-11-26,NDP,1.796364908945375
2016-11-27,NDP,1.771568894940464
2016-11-28,NDP,1.8283857388018596
2016-11-29,NDP,1.8461160938358145
2016-11-30,NDP,1.7931852493686917
2016-12-01,NDP,1.7773408606148557
2016-12-02,NDP,1.764882598063851
2016-12-03,NDP,1.7460370912018255
2016-12-04,NDP,1.800471279137448
2016-12-05,NDP,1.8933132488456654
2016-12-06,NDP,1.9429826344250334
2016-12-07,NDP,1.9238138287511564
2016-12-08,NDP,1.938482222944759
2016-12-09,NDP,1.8741293310490037
2016-12-10,NDP,1.7404008415403283
2016-12-11,NDP,1.6620689690113324
2016-12-12,NDP,1.643982832325768
2016-12-13,NDP,1.5933478895428828
2016-12-14,NDP,1.482852149003578
2016-12-15,NDP,1.5081126072765776
2016-12-16,NDP,1.48760286897983
2016-12-17,NDP,1.4746323129396135
2016-12-18,NDP,1.4603312933716006
2016-12-19,NDP,1.5037564952987883
2016-12-20,NDP,1.5108883570085678
2016-12-21,NDP,1.435812120896618
2016-12-22,NDP,1.3982777395434858
2016-12-23,NDP,1.3639128040478279
2016-12-24,NDP,1.340353908265388
2016-12-25,NDP,1.3177346992168464
2016-12-26,NDP,1.3787198695963976
2016-12-27,NDP,1.4005863581135414
2016-12-28,NDP,1.3408783384913883
2016-12-29,NDP,1.3180869438412308
2016-12-30,NDP,1.2985607896228888
2016-12-31,NDP,1.2759182522468326
2017-01-01,NDP,1.2541761978088048
2017-01-02,NDP,1.3001374090580378
2017-01-03,NDP,1.3075225109457758
2017-01-04,NDP,1.237607414397705
2017-01-05,NDP,1.2018134748484297
2017-01-06,NDP,1.1688844970889536
2017-01-07,NDP,1.1064396773767615
2017-01-08,NDP,1.0441886066685622
2017-01-09,NDP,1.0498153774446626
2017-01-10,NDP,1.0191364979032502
2017-01-11,NDP,0.9248335292779467
2017-01-12,NDP,0.898212317196027
2017-01-13,NDP,0.874026483897348
2017-01-14,NDP,0.8301044511684234
2017-01-15,NDP,0.7864161914172916
2017-01-16,NDP,0.7970585527825895
2017-01-17,NDP,0.7788763999280596
2017-01-18,NDP,0.9298988407675586
2017-01-19,NDP,1.0546082221753
2017-01-20,NDP,1.1686296450489295
2017-01-21,NDP,1.3793142413128976
2017-01-22,NDP,1.568624357032471
2017-01-23,NDP,1.5838002023530602
2017-01-24,NDP,1.6432837736017394
2017-01-25,NDP,1.6238793488349679
2017-01-26,NDP,1.5513785735140746
2017-01-27,NDP,1.5015195622743551
2017-01-28,NDP,1.4526662470294085
2017-01-29,NDP,1.4090618329979114
2017-01-30,NDP,1.4603045171129703
2017-01-31,NDP,1.4713438064406923
2017-02-01,NDP,1.4003418358443578
2017-02-02,NDP,1.3686022951896235
2017-02-03,NDP,1.2977675510417255
2017-02-04,NDP,1.2327102514882529
2017-02-05,NDP,1.1698908331062412
2017-02-06,NDP,1.1933587688529417
2017-02-07,NDP,1.1777879198157308
2017-02-08,NDP,1.1359178363953284
2017-02-09,NDP,1.1181983837289693
2017-02-10,NDP,1.1031441052879514
2017-02-11,NDP,1.0840618945787743
2017-02-12,NDP,1.0659778378218303
2017-02-13,NDP,1.121139724148555
2017-02-14,NDP,1.140549513490953
2017-02-15,NDP,1.0863037720177333
2017-02-16,NDP,1.0569113623576232
2017-02-17,NDP,1.0303039258774567
2017-02-18,NDP,0.9987576119898531
2017-02-19,NDP,0.9680692408283068
2017-02-20,NDP,1.0121299623630837
2017-02-21,NDP,1.0301365175121167
2017-02-22,NDP,0.9923376065901011
2017-02-23,NDP,1.0072803773776817
2017-02-24,NDP,1.0106381527207406
2017-02-25,NDP,1.0088176492522782
2017-02-26,NDP,1.0062148494374454
2017-02-27,NDP,1.0597937934662884
2017-02-28,NDP,1.0584886808629057
2017-03-01,NDP,1.0168979689533533
2017-03-02,NDP,1.00175887559423
2017-03-03,NDP,0.9894165180530358
2017-03-04,NDP,0.9619362849067515
2017-03-05,NDP,0.9426099655969489
2017-03-06,NDP,0.9789405008211652
2017-03-07,NDP,0.9897468808156038
2017-03-08,NDP,0.9546790610298377
2017-03-09,NDP,0.9541603009444399
2017-03-10,NDP,0.9481210482980981
2017-03-11,NDP,0.9383472903125802
2017-03-12,NDP,0.9287067811323169
2017-03-13,NDP,0.967281165433979
2017-03-14,NDP,0.9346536889657987
2017-03-15,NDP,0.9829782515317511
2017-03-16,NDP,1.0175568423748569
2017-03-17,NDP,1.0485815567802454
2017-03-18,NDP,1.072785345444777
2017-03-19,NDP,1.1431936542637358
2017-03-20,NDP,1.135737095671667
2017-03-21,NDP,1.123675721034076
2017-03-22,NDP,1.1038001396132344
2017-03-23,NDP,1.0830455852326577
2017-03-24,NDP,1.0607468222110725
2017-03-25,NDP,1.0302095649466723
2017-03-26,NDP,1.1603317350029883
2017-03-27,NDP,1.2689737573793591
2017-03-28,NDP,1.371312639691693
2017-03-29,NDP,1.4356431413128712
2017-03-30,NDP,1.5220932344714093
2017-03-31,NDP,1.4639679541638109
2017-04-01,NDP,1.4362829942080997
2017-04-02,NDP,1.4157936987840025
2017-04-03,NDP,1.4396302141533006
2017-04-04,NDP,1.4423187258169654
2017-04-05,NDP,1.4194248007446493
2017-04-06,NDP,1.4171651481817702
2017-04-07,NDP,1.4170882203787325
2017-04-08,NDP,1.3725891050276604
2017-04-09,NDP,1.3558646450469707
2017-04-10,NDP,1.3691353302555325
2017-04-11,NDP,1.364519228556959
2017-04-12,NDP,1.3034693534992858
2017-04-13,NDP,1.3141347066753597
2017-04-14,NDP,1.3019740147943506
2017-04-15,NDP,1.2880214518224533
2017-04-16,NDP,1.2738930865148088
2017-04-17,NDP,1.3118755669846762
2017-04-18,NDP,1.3197392877433691
2017-04-19,NDP,1.2717311897411032
2017-04-20,NDP,1.2512148685797253
2017-04-21,NDP,1.227234533763113
2017-04-22,NDP,1.2126310457182292
2017-04-23,NDP,1.1985799830812816
2017-04-24,NDP,1.2391348969662481
2017-04-25,NDP,1.24070394521689
2017-04-26,NDP,1.2899697801859582
2017-04-27,NDP,1.329992382347523
2017-04-28,NDP,1.3657151193026666
2017-04-29,NDP,1.397051412544505
2017-04-30,NDP,1.4363072991671417
2017-05-01,NDP,1.433918142343638
2017-05-02,NDP,1.4338875023543909
2017-05-03,NDP,1.4158191341235833
2017-05-04,NDP,1.418251226946906
2017-05-05,NDP,1.4226890562373828
2017-05-06,NDP,1.4230962947738344
2017-05-07,NDP,1.4242294285639907
2017-05-08,NDP,1.4719034898310022
2017-05-09,NDP,1.5053472332982667
2017-05-10,NDP,1.4849266347462158
2017-05-11,NDP,1.4588000224142796
2017-05-12,NDP,1.4479152249254077
2017-05-13,NDP,1.4329562378613783
2017-05-14,NDP,1.411179811511833
2017-05-15,NDP,1.4447026876483824
2017-05-16,NDP,1.482888202134497
2017-05-17,NDP,1.4777923118434022
2017-05-18,NDP,1.4685940342071988
2017-05-19,NDP,1.4627422721619427
2017-05-20,NDP,1.4512232743938216
2017-05-21,NDP,1.4405192598501753
2017-05-22,NDP,1.462854375821409
2017-05-23,NDP,1.4672909550908109
2017-05-24,NDP,1.409229557555021
2017-05-25,NDP,1.3665060008080647
2017-05-26,NDP,1.3298651993447683
2017-05-27,NDP,1.2866363163908165
2017-05-28,NDP,1.2552642270552066
2017-05-29,NDP,1.2862245829581902
2017-05-30,NDP,1.3064293202882902
2017-05-31,NDP,1.2811993364637264
2017-06-01,NDP,1.2813351061545153
2017-06-02,NDP,1.2726217991808726
2017-06-03,NDP,1.264650965987663
2017-06-04,NDP,1.2567441996260693
2017-06-05,NDP,1.4850525196767042
2017-06-06,NDP,1.599773159786923
2017-06-07,NDP,1.6486102888771144
2017-06-08,NDP,1.6443330795057522
2017-06-09,NDP,1.7027607137696978
2017-06-10,NDP,1.5623594999076236
2017-06-11,NDP,1.5168819763461077
2017-06-12,NDP,1.5317175089501565
2017-06-13,NDP,1.596637494760407
2017-06-14,NDP,1.6592374660481792
2017-06-15,NDP,1.704478159947162
2017-06-16,NDP,1.7402201927586503
2017-06-17,NDP,1.7757607569283256
2017-06-18,NDP,1.8104465227572
2017-06-19,NDP,1.778708296311785
2017-06-20,NDP,1.7648628229930474
2017-06-21,NDP,1.808748450973195
2017-06-22,NDP,1.8436992821993972
2017-06-23,NDP,1.876765687314904
2017-06-24,NDP,1.911896487255444
2017-06-25,NDP,1.9463448829857555
2017-06-26,NDP,1.9321159191835189
2017-06-27,NDP,1.9282063655093489
2017-06-28,NDP,1.8453307149026839
2017-06-29,NDP,1.8079139834469664
2017-06-30,NDP,1.776712407029457
2017-07-01,NDP,1.7428148422057883
2017-07-02,NDP,1.7114880092430405
2017-07-03,NDP,1.770446983741613
2017-07-04,NDP,1.7872163612064114
2017-07-05,NDP,1.7825108054006535
2017-07-06,NDP,1.7934279277955643
2017-07-07,NDP,1.7979468408523398
2017-07-08,NDP,1.8034996573250006
2017-07-09,NDP,1.8081398554707555
2017-07-10,NDP,1.8338693706408442
2017-07-11,NDP,1.8430022212025197
2017-07-12,NDP,1.911290918202458
2017-07-13,NDP,1.9680471601935587
2017-07-14,NDP,1.951006308340053
2017-07-15,NDP,1.9674420031462976
2017-07-16,NDP,1.9848521191782702
2017-07-17,NDP,1.9551841475047405
2017-07-18,NDP,1.929050327665974
2017-07-19,NDP,2.020808461893547
2017-07-20,NDP,2.0711771016848615
2017-07-21,NDP,2.1169598722977305
2017-07-22,NDP,2.154218640324415
2017-07-23,NDP,2.1898238238417376
2017-07-24,NDP,2.1889699976718426
2017-07-25,NDP,2.1953320772597733
2017-07-26,NDP,2.1470525286990734
2017-07-27,NDP,2.1390084950568076
2017-07-28,NDP,2.136245460716814
2017-07-29,NDP,2.128389237360458
2017-07-30,NDP,2.1189437386159793
2017-07-31,NDP,2.1747284018462105
2017-08-01,NDP,2.193013240229552
2017-08-02,NDP,2.101956611802925
2017-08-03,NDP,2.0649691193538535
2017-08-04,NDP,2.0337352069413184
2017-08-05,NDP,1.9782814321522146
2017-08-06,NDP,1.9246384473432514
2017-08-07,NDP,1.9773354649420276
2017-08-08,NDP,1.9859320636556377
2017-08-09,NDP,1.9131046668786016
2017-08-10,NDP,1.905373802179339
2017-08-11,NDP,1.899243449309634
2017-08-12,NDP,1.8960351581620138
2017-08-13,NDP,1.8835802379739337
2017-08-14,NDP,2.0064711289160173
2017-08-15,NDP,2.0453957023172102
2017-08-16,NDP,2.0088506498677376
2017-08-17,NDP,2.0085225402455453
2017-08-18,NDP,2.0087302818375514
2017-08-19,NDP,1.9496091900017034
2017-08-20,NDP,1.9267375752012028
2017-08-21,NDP,1.9481645249192703
2017-08-22,NDP,1.929076223365951
2017-08-23,NDP,1.8431568012813817
2017-08-24,NDP,1.7940495638204421
2017-08-25,NDP,1.7477375191295057
2017-08-26,NDP,1.730271847044475
2017-08-27,NDP,1.6941739347387859
2017-08-28,NDP,1.756049555721099
2017-08-29,NDP,1.782306427307941
2017-08-30,NDP,1.697700259961255
2017-08-31,NDP,1.66015622266296
2017-09-01,NDP,1.6491220366942065
2017-09-02,NDP,1.6081171809747374
2017-09-03,NDP,1.5674580106330471
2017-09-04,NDP,1.636233316811507
2017-09-05,NDP,1.6581603065908788
2017-09-06,NDP,1.6546065182319212
2017-09-07,NDP,1.6646610072698718
2017-09-08,NDP,1.5915681696959152
2017-09-09,NDP,1.5597131697158644
2017-09-10,NDP,1.5316351879757575
2017-09-11,NDP,1.4834661101552433
2017-09-12,NDP,1.4271000803229776
2017-09-13,NDP,1.4111464136917475
2017-09-14,NDP,1.3812529746804958
2017-09-15,NDP,1.3500172437282552
2017-09-16,NDP,1.3600993974334474
2017-09-17,NDP,1.3626862218364602
2017-09-18,NDP,1.3539068510914727
2017-09-19,NDP,1.3166031011772905
2017-09-20,NDP,1.2236128645244353
2017-09-21,NDP,1.155973722835218
2017-09-22,NDP,1.0897911375231528
2017-09-23,NDP,1.3168293869666907
2017-09-24,NDP,1.4705587600848573
2017-09-25,NDP,1.6538489499989555
2017-09-26,NDP,1.7997608100673275
2017-09-27,NDP,1.8587834793012974
2017-09-28,NDP,1.7113935801205549
2017-09-29,NDP,1.6367962500550917
2017-09-30,NDP,1.5931344716403022
2017-10-01,NDP,1.563281030597384
2017-10-02,NDP,1.6076620645442428
2017-10-03,NDP,1.6141542413756653
2017-10-04,NDP,1.6155038807334468
2017-10-05,NDP,1.6151166274124855
2017-10-06,NDP,1.6082700758780468
2017-10-07,NDP,1.6086731890124646
2017-10-08,NDP,1.6535764649162552
2017-10-09,NDP,1.7444182236552213
2017-10-10,NDP,1.8290014309131344
2017-10-11,NDP,1.8710804469696012
2017-10-12,NDP,1.9407694729457048
2017-10-13,NDP,1.9701887358386965
2017-10-14,NDP,1.9562422667227914
2017-10-15,NDP,1.941239986362873
2017-10-16,NDP,1.9727108561657896
2017-10-17,NDP,1.9782084371781377
2017-10-18,NDP,1.9511351732529776
2017-10-19,NDP,1.9523329490562358
2017-10-20,NDP,1.941431290397268
2017-10-21,NDP,2.1846090692122813
2017-10-22,NDP,2.3316184745460733
2017-10-23,NDP,2.4743542235091787
2017-10-24,NDP,2.601757867310678
2017-10-25,NDP,2.664272673227767
2017-10-26,NDP,2.507940649419428
2017-10-27,NDP,2.448001907998736
2017-10-28,NDP,2.4226525486102775
2017-10-29,NDP,2.3857835415965107
2017-10-30,NDP,2.4325131202926302
2017-10-31,NDP,2.4410861916162907
2017-11-01,NDP,2.3764025011153924
2017-11-02,NDP,2.3519762310890164
2017-11-03,NDP,2.3598912087936577
2017-11-04,NDP,2.3480344080413493
2017-11-05,NDP,2.3359030868006885
2017-11-06,NDP,2.323829645752787
2017-11-07,NDP,2.3113180690648436
2017-11-08,NDP,2.2032119633629557
2017-11-09,NDP,2.1485539786367305
2017-11-10,NDP,2.0293339286595184
2017-11-11,NDP,2.023321699202159
2017-11-12,NDP,1.9834877099359605
2017-11-13,NDP,2.008312013047319
2017-11-14,NDP,1.9950915140655017
2017-11-15,NDP,1.9994612332055088
2017-11-16,NDP,1.994005725147374
2017-11-17,NDP,1.9866122956251264
2017-11-18,NDP,1.980856177204246
2017-11-19,NDP,1.9743141003185223
2017-11-20,NDP,2.015532523488995
2017-11-21,NDP,2.027413588081206
2017-11-22,NDP,1.9620578273656135
2017-11-23,NDP,1.9284463096688296
2017-11-24,NDP,1.8982196258165458
2017-11-25,NDP,2.0357471277375856
2017-11-26,NDP,2.1249834748447105
2017-11-27,NDP,2.2846314453487833
2017-11-28,NDP,2.4047212812696808
2017-11-29,NDP,2.4694634560303266
2017-11-30,NDP,2.383766604470571
2017-12-01,NDP,2.3451464759220193
2017-12-02,NDP,2.3084328236770704
2017-12-03,NDP,2.275944170653981
2017-12-04,NDP,2.2997882171904105
2017-12-05,NDP,2.305417171932315
2017-12-06,NDP,2.2861820680723866
2017-12-07,NDP,2.287610126082778
2017-12-08,NDP,2.307592160934669
2017-12-09,NDP,2.3212474926988707
2017-12-10,NDP,2.2884826126732682
2017-12-11,NDP,2.466411738310117
2017-12-12,NDP,2.554026999761626
2017-12-13,NDP,2.5676648452425312
2017-12-14,NDP,2.609374378279068
2017-12-15,NDP,2.698279685950657
2017-12-16,NDP,2.6006462643255355
2017-12-17,NDP,2.572666779950368
2017-12-18,NDP,2.607928078328771
2017-12-19,NDP,2.6112246988213537
2017-12-20,NDP,2.5130501571819353
2017-12-21,NDP,2.446028156428087
2017-12-22,NDP,2.3840231173485766
2017-12-23,NDP,2.3205473188229075
2017-12-24,NDP,2.26204241281665
2017-12-25,NDP,2.315189398170036
2017-12-26,NDP,2.3384077219892108
2017-12-27,NDP,2.2864687937598625
2017-12-28,NDP,2.2729676086729405
2017-12-29,NDP,2.2630141915769033
2017-12-30,NDP,2.2454802256094304
2017-12-31,NDP,2.229086458173513
2018-01-01,NDP,2.2891080360518763
2018-01-02,NDP,2.4691423430900805
2018-01-03,NDP,2.4546450274106326
2018-01-04,NDP,2.4963603663700096
2018-01-05,NDP,2.5380340159973382
2018-01-06,NDP,2.584092606005162
2018-01-07,NDP,2.4662935855964387
2018-01-08,NDP,2.444941229424965
2018-01-09,NDP,2.4234964273732764
2018-01-10,NDP,2.379181680764082
2018-01-11,NDP,2.3562081217111555
2018-01-12,NDP,2.3368906462508505
2018-01-13,NDP,2.413337227165927
2018-01-14,NDP,2.4327786747010736
2018-01-15,NDP,2.4823865635281788
2018-01-16,NDP,2.502069749315221
2018-01-17,NDP,2.4322914128718365
2018-01-18,NDP,2.411092717109903
2018-01-19,NDP,2.394083919009667
2018-01-20,NDP,2.37159712455522
2018-01-21,NDP,2.522477176330678
2018-01-22,NDP,2.6935707937335094
2018-01-23,NDP,2.80427487803977
2018-01-24,NDP,2.6888209758218435
2018-01-25,NDP,2.630344254285703
2018-01-26,NDP,2.4066658093483766
2018-01-27,NDP,2.2534170759551686
2018-01-28,NDP,2.112685368648618
2018-01-29,NDP,2.201879747740219
2018-01-30,NDP,2.232415196256934
2018-01-31,NDP,2.205767931112983
2018-02-01,NDP,2.2088928789920965
2018-02-02,NDP,2.212490911908829
2018-02-03,NDP,2.208489214022885
2018-02-04,NDP,2.204129168598123
2018-02-05,NDP,2.2540909805826206
2018-02-06,NDP,2.2704096274481484
2018-02-07,NDP,2.2103848340168555
2018-02-08,NDP,2.1816222252890825
2018-02-09,NDP,2.157419710114571
2018-02-10,NDP,2.111115392000703
2018-02-11,NDP,2.0654709464848398
2018-02-12,NDP,2.094184810400712
2018-02-13,NDP,2.090667025437537
2018-02-14,NDP,1.9951289528119904
2018-02-15,NDP,1.962394324281405
2018-02-16,NDP,1.9337236379115292
2018-02-17,NDP,1.906892483458939
2018-02-18,NDP,1.8813313469713293
2018-02-19,NDP,1.9484000484243076
2018-02-20,NDP,1.9697133675970366
2018-02-21,NDP,1.9066299204830173
2018-02-22,NDP,1.8852842863198138
2018-02-23,NDP,1.8673391549300695
2018-02-24,NDP,1.8462900557998085
2018-02-25,NDP,1.8417542931171151
2018-02-26,NDP,2.041134240987106
2018-02-27,NDP,2.141676196914762
2018-02-28,NDP,2.0671325247816044
2018-03-01,NDP,2.0591622180993587
2018-03-02,NDP,2.040240010473404
2018-03-03,NDP,2.0336920056492547
2018-03-04,NDP,2.0359512253817043
2018-03-05,NDP,2.2063195101403417
2018-03-06,NDP,2.301991747862131
2018-03-07,NDP,2.308715868497725
2018-03-08,NDP,2.2192361529274165
2018-03-09,NDP,2.1775205835308107
