date,Party,sd
2019-05-29,Liberal,1.8862899346900441
2019-05-30,Liberal,1.852149650215917
2019-05-31,Liberal,1.908129653962024
2019-06-01,Liberal,1.928678643997173
2019-06-02,Liberal,1.9440353846949496
2019-06-03,Liberal,1.9196036813262072
2019-06-04,Liberal,1.9106174505699898
2019-06-05,Liberal,1.8496540967713908
2019-06-06,Liberal,1.7998530247188853
2019-06-07,Liberal,1.7519047592589785
2019-06-08,Liberal,1.7991096707374268
2019-06-09,Liberal,1.7876600351427758
2019-06-10,Liberal,1.776295754082439
2019-06-11,Liberal,1.7715660830793247
2019-06-12,Liberal,1.8625723863369639
2019-06-13,Liberal,1.922169155563791
2019-06-14,Liberal,1.9996535646518794
2019-06-15,Liberal,2.0575386431435563
2019-06-16,Liberal,2.111812179607176
2019-06-17,Liberal,2.051868825070187
2019-06-18,Liberal,2.0217921331571724
2019-06-19,Liberal,2.0553770059883325
2019-06-20,Liberal,2.078670498212651
2019-06-21,Liberal,2.0735567677135336
2019-06-22,Liberal,2.1014018543417365
2019-06-23,Liberal,2.1302028900023817
2019-06-24,Liberal,2.1011292759502957
2019-06-25,Liberal,2.0847451252741203
2019-06-26,Liberal,2.1987478103508993
2019-06-27,Liberal,2.2699649499076275
2019-06-28,Liberal,2.216469560647906
2019-06-29,Liberal,2.2213611743030532
2019-06-30,Liberal,2.2101222019565254
2019-07-01,Liberal,2.0972596245136
2019-07-02,Liberal,2.034075648302289
2019-07-03,Liberal,2.119875732217357
2019-07-04,Liberal,2.147622658117272
2019-07-05,Liberal,2.192748587284611
2019-07-06,Liberal,2.240223076382752
2019-07-07,Liberal,2.266978082240427
2019-07-08,Liberal,2.1996639124237785
2019-07-09,Liberal,2.093322241098683
2019-07-10,Liberal,2.0201849736291764
2019-07-11,Liberal,1.9263009102328432
2019-07-12,Liberal,1.8542886881386103
2019-07-13,Liberal,1.7961618217733153
2019-07-14,Liberal,1.784316593519018
2019-07-15,Liberal,1.7510070824063377
2019-07-16,Liberal,1.7427752816847248
2019-07-17,Liberal,1.821758399337945
2019-07-18,Liberal,1.8663585126096875
2019-07-19,Liberal,1.926933465594153
2019-07-20,Liberal,1.9757920672235172
2019-07-21,Liberal,2.0200055621460637
2019-07-22,Liberal,1.9537076470761245
2019-07-23,Liberal,1.9837838203038416
2019-07-24,Liberal,1.9572699747332876
2019-07-25,Liberal,1.9629412677636793
2019-07-26,Liberal,1.9738734163247809
2019-07-27,Liberal,1.967620617668236
2019-07-28,Liberal,1.968559421005213
2019-07-29,Liberal,1.996755223077458
2019-07-30,Liberal,1.9920311608048369
2019-07-31,Liberal,1.9040516110320957
2019-08-01,Liberal,1.8619621898634697
2019-08-02,Liberal,1.784600415777668
2019-08-03,Liberal,1.7341055329825195
2019-08-04,Liberal,1.6863806494207108
2019-08-05,Liberal,1.6895641529007317
2019-08-06,Liberal,1.6655502665236281
2019-08-07,Liberal,1.6085061898047837
2019-08-08,Liberal,1.5612283653396442
2019-08-09,Liberal,1.511350651714506
2019-08-10,Liberal,1.4609555100556637
2019-08-11,Liberal,1.4304560900715997
2019-08-12,Liberal,1.4604437560395716
2019-08-13,Liberal,1.4610460457199657
2019-08-14,Liberal,1.4437407215981988
2019-08-15,Liberal,1.4364730703020683
2019-08-16,Liberal,1.426178218440261
2019-08-17,Liberal,1.4134647781232608
2019-08-18,Liberal,1.4005326611111193
2019-08-19,Liberal,1.4082311871093318
2019-08-20,Liberal,1.4292402768566401
2019-08-21,Liberal,1.4760455587345045
2019-08-22,Liberal,1.4716145959840963
2019-08-23,Liberal,1.4824201431309432
2019-08-24,Liberal,1.4504225792270427
2019-08-25,Liberal,1.4026726052969296
2019-08-26,Liberal,1.3333132585634284
2019-08-27,Liberal,1.316305621868452
2019-08-28,Liberal,1.2915019008872193
2019-08-29,Liberal,1.3001371331704348
2019-08-30,Liberal,1.301656506806068
2019-08-31,Liberal,1.2871027983514214
2019-09-01,Liberal,1.2840485490409779
2019-09-02,Liberal,1.2331650480271545
2019-09-03,Liberal,1.188699167370745
2019-09-04,Liberal,1.214233632251334
2019-09-05,Liberal,1.215442587396872
2019-09-06,Liberal,1.1886280689225344
2019-09-07,Liberal,1.2106269119694075
2019-09-08,Liberal,1.2195841874229019
2019-09-09,Liberal,1.2143976168717294
2019-09-10,Liberal,1.2182800399270746
2019-09-11,Liberal,1.2347077100746795
2019-09-12,Liberal,1.2165644712474837
2019-09-13,Liberal,1.225324418851917
2019-09-14,Liberal,1.2146346949497768
2019-09-15,Liberal,1.2119889459788176
2019-09-16,Liberal,1.1960719324275662
2019-09-17,Liberal,1.210364287140808
2019-09-18,Liberal,1.205757132209778
2019-09-19,Liberal,1.1939223003836814
2019-09-20,Liberal,1.1839472151580208
2019-09-21,Liberal,NA
2019-09-22,Liberal,NA
2016-01-01,Conservative,NA
2016-01-02,Conservative,NA
2016-01-03,Conservative,3.414441539552258
2016-01-04,Conservative,3.417274210626546
2016-01-05,Conservative,3.4202738103648307
2016-01-06,Conservative,3.4234614014830655
2016-01-07,Conservative,3.426857094200307
2016-01-08,Conservative,2.983068232648847
2016-01-09,Conservative,2.6692862421347967
2016-01-10,Conservative,2.293193837421647
2016-01-11,Conservative,2.13865160716007
2016-01-12,Conservative,1.93261689414512
2016-01-13,Conservative,2.1688979224644913
2016-01-14,Conservative,2.2476304006552836
2016-01-15,Conservative,2.3842887100982493
2016-01-16,Conservative,2.2956153581084005
2016-01-17,Conservative,2.254987093014068
2016-01-18,Conservative,2.216208026914337
2016-01-19,Conservative,2.2159992986579415
2016-01-20,Conservative,2.2171601067438527
2016-01-21,Conservative,2.1847450755450097
2016-01-22,Conservative,2.1521821283613307
2016-01-23,Conservative,2.119357523876836
2016-01-24,Conservative,2.086214366091346
2016-01-25,Conservative,2.0527269245174598
2016-01-26,Conservative,2.0532934414280613
2016-01-27,Conservative,2.0541980711700027
2016-01-28,Conservative,2.0553921081466613
2016-01-29,Conservative,2.0568374544531878
2016-01-30,Conservative,1.8593249672292642
2016-01-31,Conservative,1.7375591872695193
2016-02-01,Conservative,1.6440388846852898
2016-02-02,Conservative,1.559265954226499
2016-02-03,Conservative,1.4808009878966129
2016-02-04,Conservative,1.6011631214544768
2016-02-05,Conservative,1.6500532463611517
2016-02-06,Conservative,1.6742943826158545
2016-02-07,Conservative,1.6928794278102224
2016-02-08,Conservative,1.7078572668236625
2016-02-09,Conservative,1.7255770770814778
2016-02-10,Conservative,1.7413564854447567
2016-02-11,Conservative,1.7556446750925414
2016-02-12,Conservative,1.7687546537826868
2016-02-13,Conservative,1.7809136347544023
2016-02-14,Conservative,1.7975932613309678
2016-02-15,Conservative,1.823015918696791
2016-02-16,Conservative,1.8469865286156246
2016-02-17,Conservative,1.8696861656041956
2016-02-18,Conservative,1.8912933357638395
2016-02-19,Conservative,1.9066507101100085
2016-02-20,Conservative,1.9117823048105689
2016-02-21,Conservative,1.9170797971901727
2016-02-22,Conservative,1.9225215790698755
2016-02-23,Conservative,1.9280603694605793
2016-02-24,Conservative,1.9336614542792856
2016-02-25,Conservative,1.939301416483909
2016-02-26,Conservative,1.9449647366231162
2016-02-27,Conservative,1.9506412380208271
2016-02-28,Conservative,1.9563243682804383
2016-02-29,Conservative,1.9620100583534312
2016-03-01,Conservative,1.9676959583916667
2016-03-02,Conservative,1.9733809187445992
2016-03-03,Conservative,1.9790646323632113
2016-03-04,Conservative,1.9847473851613553
2016-03-05,Conservative,1.9904298797507676
2016-03-06,Conservative,1.9961131098012597
2016-03-07,Conservative,2.0017982698114287
2016-03-08,Conservative,2.0074866899518073
2016-03-09,Conservative,2.0924080493761386
2016-03-10,Conservative,2.1784774512979133
2016-03-11,Conservative,2.3443548521371596
2016-03-12,Conservative,2.383835333777603
2016-03-13,Conservative,2.5475816963926095
2016-03-14,Conservative,2.235819407768628
2016-03-15,Conservative,2.008740660687188
2016-03-16,Conservative,1.7164219619381391
2016-03-17,Conservative,1.5595223846168202
2016-03-18,Conservative,1.2849252387142311
2016-03-19,Conservative,1.2735858056206908
2016-03-20,Conservative,1.230800597264548
2016-03-21,Conservative,1.3139459758424017
2016-03-22,Conservative,1.3511425915643802
2016-03-23,Conservative,1.2813750123362941
2016-03-24,Conservative,1.3932844511077613
2016-03-25,Conservative,1.4557341731948736
2016-03-26,Conservative,1.3802884233972381
2016-03-27,Conservative,1.3434540113582893
2016-03-28,Conservative,1.4082104470900387
2016-03-29,Conservative,1.4252015454328895
2016-03-30,Conservative,1.4379505111462598
2016-03-31,Conservative,1.4006959504936134
2016-04-01,Conservative,1.3612788129645974
2016-04-02,Conservative,1.5100788763381061
2016-04-03,Conservative,1.5866847957594443
2016-04-04,Conservative,1.6507762128784464
2016-04-05,Conservative,1.7550678266566713
2016-04-06,Conservative,1.886144332681749
2016-04-07,Conservative,1.8149022715705787
2016-04-08,Conservative,1.8430327481455966
2016-04-09,Conservative,1.8209945488216135
2016-04-10,Conservative,1.8533368066028757
2016-04-11,Conservative,1.8403327872579527
2016-04-12,Conservative,1.8560831350158935
2016-04-13,Conservative,1.8455489594073202
2016-04-14,Conservative,1.897890346705442
2016-04-15,Conservative,1.9045879474911884
2016-04-16,Conservative,1.9305564525568577
2016-04-17,Conservative,1.9407083593249541
2016-04-18,Conservative,1.9489633251650909
2016-04-19,Conservative,1.9561242390952924
2016-04-20,Conservative,1.9614470727187612
2016-04-21,Conservative,1.9661701455846317
2016-04-22,Conservative,1.9704401048485736
2016-04-23,Conservative,1.9224479983963498
2016-04-24,Conservative,1.9040632860780846
2016-04-25,Conservative,1.8883945578982935
2016-04-26,Conservative,1.8741300918377284
2016-04-27,Conservative,1.8607545079224532
2016-04-28,Conservative,1.899911064491712
2016-04-29,Conservative,1.909644176039756
2016-04-30,Conservative,1.9167960028721136
2016-05-01,Conservative,1.9226480156461716
2016-05-02,Conservative,1.9276958881062014
2016-05-03,Conservative,1.9321931033396496
2016-05-04,Conservative,1.9362890528475105
2016-05-05,Conservative,1.9400799382697613
2016-05-06,Conservative,1.9436316339216027
2016-05-07,Conservative,1.9469913431637316
2016-05-08,Conservative,1.9285542646462528
2016-05-09,Conservative,1.924966203546419
2016-05-10,Conservative,1.9224910315544297
2016-05-11,Conservative,1.9205735132564616
2016-05-12,Conservative,1.907008246210966
2016-05-13,Conservative,1.9153289492451688
2016-05-14,Conservative,1.9259068056800719
2016-05-15,Conservative,1.9357891684709494
2016-05-16,Conservative,1.761716242713606
2016-05-17,Conservative,1.672378771155098
2016-05-18,Conservative,1.5943355263431562
2016-05-19,Conservative,1.519515614674745
2016-05-20,Conservative,1.3989512370993453
2016-05-21,Conservative,1.4779585248461158
2016-05-22,Conservative,1.4880721104029673
2016-05-23,Conservative,1.4503141956165269
2016-05-24,Conservative,1.392506544378529
2016-05-25,Conservative,1.380339846178415
2016-05-26,Conservative,1.3523226904845598
2016-05-27,Conservative,1.3204328143762265
2016-05-28,Conservative,1.3251871497464875
2016-05-29,Conservative,1.3298335528291516
2016-05-30,Conservative,1.2757233133715735
2016-05-31,Conservative,1.252366981863441
2016-06-01,Conservative,1.2322655478650728
2016-06-02,Conservative,1.209403814264984
2016-06-03,Conservative,1.1876197592382955
2016-06-04,Conservative,1.2603187918048242
2016-06-05,Conservative,1.2941695137839813
2016-06-06,Conservative,1.3121335928950644
2016-06-07,Conservative,1.3356515268641602
2016-06-08,Conservative,1.3574378999613108
2016-06-09,Conservative,1.3215157045824761
2016-06-10,Conservative,1.293198082085146
2016-06-11,Conservative,1.2770611090002948
2016-06-12,Conservative,1.1202714663270825
2016-06-13,Conservative,1.0088840097622733
2016-06-14,Conservative,0.9262638214148999
2016-06-15,Conservative,0.8480295126476797
2016-06-16,Conservative,0.7728739045985141
2016-06-17,Conservative,0.8374950057356202
2016-06-18,Conservative,0.8588369335327352
2016-06-19,Conservative,0.8744244087399539
2016-06-20,Conservative,0.8869226134825494
2016-06-21,Conservative,0.8974411945430182
2016-06-22,Conservative,0.9065734858808095
2016-06-23,Conservative,0.910207572331122
2016-06-24,Conservative,0.9130204626863879
2016-06-25,Conservative,0.9151794074494284
2016-06-26,Conservative,0.9168060946135407
2016-06-27,Conservative,0.9179920069522567
2016-06-28,Conservative,0.9232799703684191
2016-06-29,Conservative,0.928285604225968
2016-06-30,Conservative,0.9330511030584546
2016-07-01,Conservative,0.9376106210057902
2016-07-02,Conservative,1.0484270308854335
2016-07-03,Conservative,1.1338609826538497
2016-07-04,Conservative,1.2124628513839133
2016-07-05,Conservative,1.2865966589811169
2016-07-06,Conservative,1.2589857843870917
2016-07-07,Conservative,1.1678136454019121
2016-07-08,Conservative,1.10237880862268
2016-07-09,Conservative,1.0452416960429927
2016-07-10,Conservative,0.9931896144451651
2016-07-11,Conservative,1.043093977606383
2016-07-12,Conservative,1.0501185963456465
2016-07-13,Conservative,1.0565022576674767
2016-07-14,Conservative,1.061078969832718
2016-07-15,Conservative,1.0646686744004628
2016-07-16,Conservative,1.0742597341589484
2016-07-17,Conservative,1.0837553728870386
2016-07-18,Conservative,1.0932681090006557
2016-07-19,Conservative,1.1028666641586908
2016-07-20,Conservative,1.1179480293478692
2016-07-21,Conservative,1.1268039931433114
2016-07-22,Conservative,1.1357660322701206
2016-07-23,Conservative,1.1448637630601814
2016-07-24,Conservative,1.1541199027250806
2016-07-25,Conservative,1.1581991520951351
2016-07-26,Conservative,1.16225674069333
2016-07-27,Conservative,1.1663036723622675
2016-07-28,Conservative,1.170348799415126
2016-07-29,Conservative,1.174399342455151
2016-07-30,Conservative,1.1795992983842294
2016-07-31,Conservative,1.1849548260569247
2016-08-01,Conservative,1.1904739775966933
2016-08-02,Conservative,1.1961643542556897
2016-08-03,Conservative,1.110788848499244
2016-08-04,Conservative,1.0592073210445094
2016-08-05,Conservative,1.0131559646951263
2016-08-06,Conservative,0.970316350730859
2016-08-07,Conservative,0.9296839553668972
2016-08-08,Conservative,0.981939472261746
2016-08-09,Conservative,1.0007320803326991
2016-08-10,Conservative,1.0150824496358524
2016-08-11,Conservative,1.0271303613998615
2016-08-12,Conservative,1.141925272767533
2016-08-13,Conservative,1.2606992955280776
2016-08-14,Conservative,1.3837838418957766
2016-08-15,Conservative,1.511448222135849
2016-08-16,Conservative,1.643936412467874
2016-08-17,Conservative,1.6773060404108082
2016-08-18,Conservative,1.7110258730373242
2016-08-19,Conservative,1.7452950454876237
2016-08-20,Conservative,1.7802968862020685
2016-08-21,Conservative,1.5004917977159653
2016-08-22,Conservative,1.2514545598860032
2016-08-23,Conservative,1.0041059030043171
2016-08-24,Conservative,0.7556366736384793
2016-08-25,Conservative,0.5045823356917375
2016-08-26,Conservative,0.5656551168560456
2016-08-27,Conservative,0.794920308174559
2016-08-28,Conservative,1.067563928731648
2016-08-29,Conservative,1.3370635915356468
2016-08-30,Conservative,1.6031947348750144
2016-08-31,Conservative,1.8663033263699709
2016-09-01,Conservative,1.9282184857213036
2016-09-02,Conservative,1.9389612769352265
2016-09-03,Conservative,1.9476650758962617
2016-09-04,Conservative,1.841010170978171
2016-09-05,Conservative,1.7938951309970832
2016-09-06,Conservative,1.749455518306688
2016-09-07,Conservative,1.7085298163961689
2016-09-08,Conservative,1.6699726526633127
2016-09-09,Conservative,1.7479657519081115
2016-09-10,Conservative,1.7676490247345231
2016-09-11,Conservative,1.7820643114159904
2016-09-12,Conservative,1.7939309656989189
2016-09-13,Conservative,1.8042909243569372
2016-09-14,Conservative,1.6284840846572048
2016-09-15,Conservative,1.5182817084825335
2016-09-16,Conservative,1.4173117795337589
2016-09-17,Conservative,1.3215496137806197
2016-09-18,Conservative,1.4530459938635452
2016-09-19,Conservative,1.6922274000375555
2016-09-20,Conservative,1.8536073007655816
2016-09-21,Conservative,1.8498385781351607
2016-09-22,Conservative,1.9031638746618955
2016-09-23,Conservative,1.7339898854765763
2016-09-24,Conservative,1.644089706343437
2016-09-25,Conservative,1.5664139328254059
2016-09-26,Conservative,1.6443690395115897
2016-09-27,Conservative,1.6595897053238278
2016-09-28,Conservative,1.5398846928314271
2016-09-29,Conservative,1.4744004723652924
2016-09-30,Conservative,1.415027511153166
2016-10-01,Conservative,1.3590518222749768
2016-10-02,Conservative,1.3053760648819246
2016-10-03,Conservative,1.381793994360736
2016-10-04,Conservative,1.4030357770641582
2016-10-05,Conservative,1.3368528298569957
2016-10-06,Conservative,1.308909242145327
2016-10-07,Conservative,1.2834031000951163
2016-10-08,Conservative,1.2046341976394452
2016-10-09,Conservative,1.1399318105683285
2016-10-10,Conservative,1.1309270224261698
2016-10-11,Conservative,1.1038917932295262
2016-10-12,Conservative,1.1691911977084533
2016-10-13,Conservative,1.2703457323599858
2016-10-14,Conservative,1.3521925862262103
2016-10-15,Conservative,1.456180787374516
2016-10-16,Conservative,1.5342848877298485
2016-10-17,Conservative,1.5136805649167973
2016-10-18,Conservative,1.5087951953960288
2016-10-19,Conservative,1.5263431477870348
2016-10-20,Conservative,1.55400485798298
2016-10-21,Conservative,1.590886625565805
2016-10-22,Conservative,1.6280077298897464
2016-10-23,Conservative,1.6652630088933509
2016-10-24,Conservative,1.6830300385347392
2016-10-25,Conservative,1.6920851891893876
2016-10-26,Conservative,1.636315169341249
2016-10-27,Conservative,1.598070320185658
2016-10-28,Conservative,1.5617042651596962
2016-10-29,Conservative,1.5261358771942917
2016-10-30,Conservative,1.4909581631889353
2016-10-31,Conservative,1.5123657369390133
2016-11-01,Conservative,1.516570501492956
2016-11-02,Conservative,1.4474445610967446
2016-11-03,Conservative,1.4163918399506477
2016-11-04,Conservative,1.3926002146723668
2016-11-05,Conservative,1.3712457451371214
2016-11-06,Conservative,1.3515727354819485
2016-11-07,Conservative,1.438126375144007
2016-11-08,Conservative,1.470111625510984
2016-11-09,Conservative,1.4937611605958014
2016-11-10,Conservative,1.5552225407771505
2016-11-11,Conservative,1.616924260747608
2016-11-12,Conservative,1.6446023105203245
2016-11-13,Conservative,1.68819932969171
2016-11-14,Conservative,1.8474226563804357
2016-11-15,Conservative,1.9150722986611957
2016-11-16,Conservative,1.897843726793176
2016-11-17,Conservative,1.9176998324890941
2016-11-18,Conservative,1.9322102112297208
2016-11-19,Conservative,1.8319733334387258
2016-11-20,Conservative,1.7826604351566562
2016-11-21,Conservative,1.8214046423899906
2016-11-22,Conservative,1.8221354787139252
2016-11-23,Conservative,1.7364652759832773
2016-11-24,Conservative,1.6974305569594699
2016-11-25,Conservative,1.6638720826235134
2016-11-26,Conservative,1.6279711041548748
2016-11-27,Conservative,1.5942437396736275
2016-11-28,Conservative,1.6597831565027914
2016-11-29,Conservative,1.6796376072012287
2016-11-30,Conservative,1.608535855594901
2016-12-01,Conservative,1.579707975341237
2016-12-02,Conservative,1.5548170274692328
2016-12-03,Conservative,1.5256892208966204
2016-12-04,Conservative,1.5932627057546163
2016-12-05,Conservative,1.7081392228906016
2016-12-06,Conservative,1.773365235803989
2016-12-07,Conservative,1.7554369159892762
2016-12-08,Conservative,1.7814561333489891
2016-12-09,Conservative,1.7156466433280761
2016-12-10,Conservative,1.696838287562184
2016-12-11,Conservative,1.7037935636692438
2016-12-12,Conservative,1.791808597161367
2016-12-13,Conservative,1.8333032115069312
2016-12-14,Conservative,1.775299433611964
2016-12-15,Conservative,1.7573904587898397
2016-12-16,Conservative,1.724151222553091
2016-12-17,Conservative,1.6906618876230481
2016-12-18,Conservative,1.6587271935653003
2016-12-19,Conservative,1.7207886629133107
2016-12-20,Conservative,1.7355183654172994
2016-12-21,Conservative,1.6666140074316123
2016-12-22,Conservative,1.6372238943223594
2016-12-23,Conservative,1.6110866843444984
2016-12-24,Conservative,1.5879242471946737
2016-12-25,Conservative,1.5658863230494293
2016-12-26,Conservative,1.6242520229469875
2016-12-27,Conservative,1.6414833074242972
2016-12-28,Conservative,1.570551767845019
2016-12-29,Conservative,1.5408266017337489
2016-12-30,Conservative,1.5149117602357631
2016-12-31,Conservative,1.4902827636083413
2017-01-01,Conservative,1.4667652586217035
2017-01-02,Conservative,1.536806150850628
2017-01-03,Conservative,1.5643490760849694
2017-01-04,Conservative,1.6783710049854161
2017-01-05,Conservative,1.7847684128070624
2017-01-06,Conservative,1.8845647060605006
2017-01-07,Conservative,1.9676274347941338
2017-01-08,Conservative,2.047095176509226
2017-01-09,Conservative,1.9637627458348308
2017-01-10,Conservative,1.8830746866376629
2017-01-11,Conservative,1.8795155972103452
2017-01-12,Conservative,1.8866729755522553
2017-01-13,Conservative,1.8919669969966886
2017-01-14,Conservative,1.9665920394038428
2017-01-15,Conservative,2.040287792324582
2017-01-16,Conservative,2.012856031946125
2017-01-17,Conservative,1.9790755810974836
2017-01-18,Conservative,1.9707889505116232
2017-01-19,Conservative,1.9917159419760515
2017-01-20,Conservative,2.0148547143032696
2017-01-21,Conservative,2.0062431385737556
2017-01-22,Conservative,2.0316502112679533
2017-01-23,Conservative,2.018498117406056
2017-01-24,Conservative,1.9773388203907316
2017-01-25,Conservative,1.9453840137028433
2017-01-26,Conservative,1.9904478501922689
2017-01-27,Conservative,2.002896798026177
2017-01-28,Conservative,2.031608455759639
2017-01-29,Conservative,2.0596713508171027
2017-01-30,Conservative,2.060867248879918
2017-01-31,Conservative,2.0444015095804335
2017-02-01,Conservative,1.9337916316789865
2017-02-02,Conservative,1.8724889903282023
2017-02-03,Conservative,1.8827418837363403
2017-02-04,Conservative,1.8846379081368756
2017-02-05,Conservative,1.884430004565564
2017-02-06,Conservative,1.9720882651601521
2017-02-07,Conservative,2.01008664975177
2017-02-08,Conservative,1.8660793519021748
2017-02-09,Conservative,1.809239142992935
2017-02-10,Conservative,1.7619470323593316
2017-02-11,Conservative,1.7251520082039
2017-02-12,Conservative,1.6918269002725803
2017-02-13,Conservative,1.7514606111537236
2017-02-14,Conservative,1.7514004034763324
2017-02-15,Conservative,1.687146470587587
2017-02-16,Conservative,1.6443955622723485
2017-02-17,Conservative,1.6029733021880381
2017-02-18,Conservative,1.5819594100352206
2017-02-19,Conservative,1.561312006898649
2017-02-20,Conservative,1.582543833401409
2017-02-21,Conservative,1.5791685348406304
2017-02-22,Conservative,1.6626329907026733
2017-02-23,Conservative,1.724650598931643
2017-02-24,Conservative,1.785711411931856
2017-02-25,Conservative,1.8590172434837242
2017-02-26,Conservative,1.929127829611246
2017-02-27,Conservative,1.8993297741810007
2017-02-28,Conservative,1.8864432435894323
2017-03-01,Conservative,1.869461445362224
2017-03-02,Conservative,1.873603236142315
2017-03-03,Conservative,1.8794507620862668
2017-03-04,Conservative,1.9663926143966073
2017-03-05,Conservative,2.023376042737919
2017-03-06,Conservative,2.0873293646465623
2017-03-07,Conservative,2.13057012788938
2017-03-08,Conservative,2.077042768556533
2017-03-09,Conservative,2.0016150727400217
2017-03-10,Conservative,1.963153261896928
2017-03-11,Conservative,1.9234634695039898
2017-03-12,Conservative,1.8878183610834522
2017-03-13,Conservative,1.9509737651322456
2017-03-14,Conservative,1.879314143619986
2017-03-15,Conservative,1.767260576971998
2017-03-16,Conservative,1.7001160520092988
2017-03-17,Conservative,1.6392691354084499
2017-03-18,Conservative,1.5818093554351031
2017-03-19,Conservative,1.6124565398956257
2017-03-20,Conservative,1.8230347840424623
2017-03-21,Conservative,1.910511680091711
2017-03-22,Conservative,1.969780774968784
2017-03-23,Conservative,2.0430155464312083
2017-03-24,Conservative,2.1117393066405072
2017-03-25,Conservative,2.034761015870409
2017-03-26,Conservative,1.9571436522605274
2017-03-27,Conservative,1.9354366241219918
2017-03-28,Conservative,1.8983185485282028
2017-03-29,Conservative,1.8312924726776072
2017-03-30,Conservative,1.7919219767314964
2017-03-31,Conservative,1.8313606654427346
2017-04-01,Conservative,1.8366202344788398
2017-04-02,Conservative,1.8392759778667263
2017-04-03,Conservative,1.8790445645248368
2017-04-04,Conservative,1.8929335909520546
2017-04-05,Conservative,1.799867979155015
2017-04-06,Conservative,1.7560947003781109
2017-04-07,Conservative,1.7175695304458656
2017-04-08,Conservative,1.6396448020055836
2017-04-09,Conservative,1.5910678053579157
2017-04-10,Conservative,1.6552787795351631
2017-04-11,Conservative,1.6712069724337026
2017-04-12,Conservative,1.6076354195076028
2017-04-13,Conservative,1.61820416018315
2017-04-14,Conservative,1.604144692981352
2017-04-15,Conservative,1.5849669110418567
2017-04-16,Conservative,1.5657195228036005
2017-04-17,Conservative,1.6114278446086008
2017-04-18,Conservative,1.6176871669227324
2017-04-19,Conservative,1.5558369698058052
2017-04-20,Conservative,1.5269773433827454
2017-04-21,Conservative,1.5238377960222675
2017-04-22,Conservative,1.5194810184305394
2017-04-23,Conservative,1.5139541969302381
2017-04-24,Conservative,1.5687385618009604
2017-04-25,Conservative,1.5862187468767661
2017-04-26,Conservative,1.561963751401272
2017-04-27,Conservative,1.5663234611344903
2017-04-28,Conservative,1.5714573477390044
2017-04-29,Conservative,1.5796041748795793
2017-04-30,Conservative,1.5892011386633293
2017-05-01,Conservative,1.616424464507498
2017-05-02,Conservative,1.6248815162295056
2017-05-03,Conservative,1.60830122000167
2017-05-04,Conservative,1.611496699322279
2017-05-05,Conservative,1.6156636195669616
2017-05-06,Conservative,1.6165388943344219
2017-05-07,Conservative,1.6175684588836272
2017-05-08,Conservative,1.6725985067053937
2017-05-09,Conservative,1.7210518597867022
2017-05-10,Conservative,1.6954472772470215
2017-05-11,Conservative,1.7039667090167374
2017-05-12,Conservative,1.721022338298469
2017-05-13,Conservative,1.8589448017775596
2017-05-14,Conservative,1.9435395120283747
2017-05-15,Conservative,2.0997281009343363
2017-05-16,Conservative,2.219033869686565
2017-05-17,Conservative,2.2343910880654763
2017-05-18,Conservative,2.1481253433785352
2017-05-19,Conservative,2.106436571372855
2017-05-20,Conservative,2.052720461721001
2017-05-21,Conservative,2.0027170190715022
2017-05-22,Conservative,2.0188089142775896
2017-05-23,Conservative,1.9861494386083973
2017-05-24,Conservative,1.9435331646178362
2017-05-25,Conservative,1.9707252283210412
2017-05-26,Conservative,1.9757786374217872
2017-05-27,Conservative,2.00669595650875
2017-05-28,Conservative,2.0441083851268385
2017-05-29,Conservative,2.071711252575431
2017-05-30,Conservative,2.0406127514019494
2017-05-31,Conservative,2.005006478142512
2017-06-01,Conservative,1.9923388395442132
2017-06-02,Conservative,1.9730644633157663
2017-06-03,Conservative,1.968293717598074
2017-06-04,Conservative,1.9650765580194993
2017-06-05,Conservative,1.9935176237687564
2017-06-06,Conservative,2.0006550275391786
2017-06-07,Conservative,1.978362987668247
2017-06-08,Conservative,2.0028403586897636
2017-06-09,Conservative,1.9377367512713846
2017-06-10,Conservative,1.9160738212832573
2017-06-11,Conservative,1.9396020998322505
2017-06-12,Conservative,1.9841439464027981
2017-06-13,Conservative,1.98275622634368
2017-06-14,Conservative,2.034125078004359
2017-06-15,Conservative,2.061849164530517
2017-06-16,Conservative,2.0490266757289817
2017-06-17,Conservative,2.0461232493901442
2017-06-18,Conservative,2.0440420032575166
2017-06-19,Conservative,2.0864258339617905
2017-06-20,Conservative,2.1035350480730473
2017-06-21,Conservative,2.147403285511884
2017-06-22,Conservative,2.1920544366258765
2017-06-23,Conservative,2.234283840811479
2017-06-24,Conservative,2.268845318090576
2017-06-25,Conservative,2.3020031113211155
2017-06-26,Conservative,2.3064631011169823
2017-06-27,Conservative,2.30828684502061
2017-06-28,Conservative,2.219285495834564
2017-06-29,Conservative,2.181193196052142
2017-06-30,Conservative,2.1493427365959805
2017-07-01,Conservative,2.1197031662607047
2017-07-02,Conservative,2.0923337003908595
2017-07-03,Conservative,2.1566640847930874
2017-07-04,Conservative,2.1722402852247025
2017-07-05,Conservative,2.0791669601580196
2017-07-06,Conservative,2.0381304777176354
2017-07-07,Conservative,1.9065479735630155
2017-07-08,Conservative,1.8104446508617489
2017-07-09,Conservative,1.7212986542498552
2017-07-10,Conservative,1.7062833836066165
2017-07-11,Conservative,1.6414794375710984
