date,Party,sd
2016-03-28,NDP,1.2875757319226735
2016-03-29,NDP,1.3077961171235786
2016-03-30,NDP,1.3232645007304136
2016-03-31,NDP,1.3015981385698474
2016-04-01,NDP,1.2778963412185267
2016-04-02,NDP,1.2160111911035205
2016-04-03,NDP,1.1732258296647626
2016-04-04,NDP,1.1314517175399608
2016-04-05,NDP,1.1244708006104376
2016-04-06,NDP,1.4337698481413312
2016-04-07,NDP,1.7970174788781637
2016-04-08,NDP,2.1365767136914977
2016-04-09,NDP,2.3558328275753224
2016-04-10,NDP,2.6349054793768936
2016-04-11,NDP,2.5439745968277667
2016-04-12,NDP,2.4644742283154164
2016-04-13,NDP,2.3889315852709734
2016-04-14,NDP,2.430993502623481
2016-04-15,NDP,2.4096221452996813
2016-04-16,NDP,2.440338595844458
2016-04-17,NDP,2.440721238780224
2016-04-18,NDP,2.438974810455263
2016-04-19,NDP,2.436445681605236
2016-04-20,NDP,2.435080694359104
2016-04-21,NDP,2.433676435679395
2016-04-22,NDP,2.4323370656344108
2016-04-23,NDP,2.356235155838564
2016-04-24,NDP,2.322440943829843
2016-04-25,NDP,2.293333796860587
2016-04-26,NDP,2.266914417519297
2016-04-27,NDP,2.242353385493869
2016-04-28,NDP,2.2940752023098248
2016-04-29,NDP,2.304747560298032
2016-04-30,NDP,2.3118039827010572
2016-05-01,NDP,2.317101937996813
2016-05-02,NDP,2.321358871124874
2016-05-03,NDP,2.324938235305712
2016-05-04,NDP,2.3280509733231938
2016-05-05,NDP,2.3308302124151536
2016-05-06,NDP,2.333364929233918
2016-05-07,NDP,2.335717136414691
2016-05-08,NDP,2.3056180295378947
2016-05-09,NDP,2.296355635567312
2016-05-10,NDP,2.2888496240603553
2016-05-11,NDP,2.282267598422729
2016-05-12,NDP,2.28223954822056
2016-05-13,NDP,2.3150281816300953
2016-05-14,NDP,2.3521974243449897
2016-05-15,NDP,2.3882779076042264
2016-05-16,NDP,2.182366516270867
2016-05-17,NDP,2.062025049001609
2016-05-18,NDP,1.956134883854252
2016-05-19,NDP,1.8492242979598459
2016-05-20,NDP,1.6466682754827062
2016-05-21,NDP,1.7413652226619007
2016-05-22,NDP,1.754125427776761
2016-05-23,NDP,1.768517554072672
2016-05-24,NDP,1.7648712390094967
2016-05-25,NDP,1.861395802449731
2016-05-26,NDP,1.906253953391401
2016-05-27,NDP,1.9449383666949216
2016-05-28,NDP,1.9706535435990933
2016-05-29,NDP,1.99340176653279
2016-05-30,NDP,1.9497982556079343
2016-05-31,NDP,1.941547567252206
2016-06-01,NDP,1.9354419105002747
2016-06-02,NDP,1.9343708467013996
2016-06-03,NDP,1.9336540888934988
2016-06-04,NDP,2.0154431819736898
2016-06-05,NDP,2.0615444550864876
2016-06-06,NDP,1.925883491278039
2016-06-07,NDP,1.78275982513821
2016-06-08,NDP,1.6348181055037838
2016-06-09,NDP,1.4744991701592816
2016-06-10,NDP,1.3090996803930572
2016-06-11,NDP,1.3092916339730931
2016-06-12,NDP,1.2544644394711688
2016-06-13,NDP,1.255130785571442
2016-06-14,NDP,1.2522875966059945
2016-06-15,NDP,1.2529810616598254
2016-06-16,NDP,1.2652307020562346
2016-06-17,NDP,1.3323041388865016
2016-06-18,NDP,1.3457318241166198
2016-06-19,NDP,1.354106815827079
2016-06-20,NDP,1.3601441297469017
2016-06-21,NDP,1.3648708297777083
2016-06-22,NDP,1.3687909597414327
2016-06-23,NDP,1.3751537646103722
2016-06-24,NDP,1.381178803601102
2016-06-25,NDP,1.3869780155500628
2016-06-26,NDP,1.392626946226579
2016-06-27,NDP,1.3981783550011344
2016-06-28,NDP,1.4007029310023895
2016-06-29,NDP,1.4031801884723638
2016-06-30,NDP,1.4056290460461542
2016-07-01,NDP,1.4080635369218595
2016-07-02,NDP,1.410622714801407
2016-07-03,NDP,1.4226445020453276
2016-07-04,NDP,1.4343373231580798
2016-07-05,NDP,1.4456496058182444
2016-07-06,NDP,1.4081384965940453
2016-07-07,NDP,1.4201357177327916
2016-07-08,NDP,1.420799143240614
2016-07-09,NDP,1.4238165891752945
2016-07-10,NDP,1.4283599153557671
2016-07-11,NDP,1.4824360244660344
2016-07-12,NDP,1.4873358063396052
2016-07-13,NDP,1.4944161252161283
2016-07-14,NDP,1.4996836273842498
2016-07-15,NDP,1.5039508122647705
2016-07-16,NDP,1.5430431088324599
2016-07-17,NDP,1.5826770512751265
2016-07-18,NDP,1.6229335665051887
2016-07-19,NDP,1.6638549366043403
2016-07-20,NDP,1.7147259355065572
2016-07-21,NDP,1.7314747043380507
2016-07-22,NDP,1.7485864865411584
2016-07-23,NDP,1.7660952231361322
2016-07-24,NDP,1.7840269116899574
2016-07-25,NDP,1.7931384071494645
2016-07-26,NDP,1.8020894184187057
2016-07-27,NDP,1.8109069798925244
2016-07-28,NDP,1.8196138553781758
2016-07-29,NDP,1.8282294335699742
2016-07-30,NDP,1.8300059397095558
2016-07-31,NDP,1.832007441498103
2016-08-01,NDP,1.8342507744262968
2016-08-02,NDP,1.8367515912818935
2016-08-03,NDP,1.9252073068698459
2016-08-04,NDP,2.036748596172333
2016-08-05,NDP,2.1410888514903252
2016-08-06,NDP,2.239671302775382
2016-08-07,NDP,2.3334638479226846
2016-08-08,NDP,2.3374752001865158
2016-08-09,NDP,2.321874454471328
2016-08-10,NDP,2.3103208766171472
2016-08-11,NDP,2.3017101941829674
2016-08-12,NDP,2.479655831816282
2016-08-13,NDP,2.6684728876945947
2016-08-14,NDP,2.8678993019435604
2016-08-15,NDP,3.077830261560581
2016-08-16,NDP,3.2982805440268725
2016-08-17,NDP,3.345061410170598
2016-08-18,NDP,3.393598179505137
2016-08-19,NDP,3.4441043641063525
2016-08-20,NDP,3.496792500549873
2016-08-21,NDP,2.955258624134447
2016-08-22,NDP,2.482308491484019
2016-08-23,NDP,2.0156662945843316
2016-08-24,NDP,1.5493210008862117
2016-08-25,NDP,1.0801504908100263
2016-08-26,NDP,1.202660722742947
2016-08-27,NDP,1.2151351948770341
2016-08-28,NDP,1.2631586501296048
2016-08-29,NDP,1.3065934707695661
2016-08-30,NDP,1.3456635906611587
2016-08-31,NDP,1.3809560813011963
2016-09-01,NDP,1.447631398920416
2016-09-02,NDP,1.4642819675037244
2016-09-03,NDP,1.4763737554923346
2016-09-04,NDP,1.4289753763754725
2016-09-05,NDP,1.394036847447151
2016-09-06,NDP,1.365089049709307
2016-09-07,NDP,1.3377782444061537
2016-09-08,NDP,1.3114490607745493
2016-09-09,NDP,1.3429262687921137
2016-09-10,NDP,1.3609089848847309
2016-09-11,NDP,1.3750078393352825
2016-09-12,NDP,1.3870822544465278
2016-09-13,NDP,1.3978718965969699
2016-09-14,NDP,1.3821297684016418
2016-09-15,NDP,1.4225468308977756
2016-09-16,NDP,1.4669807621006705
2016-09-17,NDP,1.5128615495359679
2016-09-18,NDP,1.7323369913436557
2016-09-19,NDP,1.913594935934709
2016-09-20,NDP,2.026994486076414
2016-09-21,NDP,1.9839950334967682
2016-09-22,NDP,2.0039336773072214
2016-09-23,NDP,1.8549340381341821
2016-09-24,NDP,1.7713645397361293
2016-09-25,NDP,1.6993100238193801
2016-09-26,NDP,1.7790966869121747
2016-09-27,NDP,1.7937947573820061
2016-09-28,NDP,1.6594533568235224
2016-09-29,NDP,1.5845564950210709
2016-09-30,NDP,1.5165832536995336
2016-10-01,NDP,1.4525143961872709
2016-10-02,NDP,1.3911211070842966
2016-10-03,NDP,1.4629390399664675
2016-10-04,NDP,1.4743096710920287
2016-10-05,NDP,1.415098987923187
2016-10-06,NDP,1.3908961630649852
2016-10-07,NDP,1.3678085945174392
2016-10-08,NDP,1.2876939438284978
2016-10-09,NDP,1.231352342342219
2016-10-10,NDP,1.1908810264715302
2016-10-11,NDP,1.1433827316901264
2016-10-12,NDP,1.0887165418929463
2016-10-13,NDP,1.1149027232404964
2016-10-14,NDP,1.1180911451929416
2016-10-15,NDP,1.16931241200392
2016-10-16,NDP,1.1890670223556077
2016-10-17,NDP,1.212664379442678
2016-10-18,NDP,1.223287587829427
2016-10-19,NDP,1.1791855502988862
2016-10-20,NDP,1.162526784849658
2016-10-21,NDP,1.1432964525927634
2016-10-22,NDP,1.125388064321791
2016-10-23,NDP,1.1082994574567404
2016-10-24,NDP,1.1447709939966229
2016-10-25,NDP,1.1530650411772623
2016-10-26,NDP,1.1284224266773952
2016-10-27,NDP,1.124043876449947
2016-10-28,NDP,1.1206533891427606
2016-10-29,NDP,1.1175156435275395
2016-10-30,NDP,1.114417251739571
2016-10-31,NDP,1.146256852255462
2016-11-01,NDP,1.156034245425299
2016-11-02,NDP,1.134719630991102
2016-11-03,NDP,1.1328383759722658
2016-11-04,NDP,1.1293977183695676
2016-11-05,NDP,1.1263658275869828
2016-11-06,NDP,1.123495147791843
2016-11-07,NDP,1.178519024921211
2016-11-08,NDP,1.1982913729285405
2016-11-09,NDP,1.2675973859697562
2016-11-10,NDP,1.3611260592348378
2016-11-11,NDP,1.452996922352061
2016-11-12,NDP,1.5141317501209632
2016-11-13,NDP,1.5883071959906814
2016-11-14,NDP,1.611124036733419
2016-11-15,NDP,1.6109996712829595
2016-11-16,NDP,1.6065799628777782
2016-11-17,NDP,1.6151329466527335
2016-11-18,NDP,1.613679679783458
2016-11-19,NDP,1.6136399319616856
2016-11-20,NDP,1.6102111578777962
2016-11-21,NDP,1.6173927736559062
2016-11-22,NDP,1.6120647051720436
2016-11-23,NDP,1.550767767229952
2016-11-24,NDP,1.5261238996695363
2016-11-25,NDP,1.5059200115226155
2016-11-26,NDP,1.4820207544505695
2016-11-27,NDP,1.4598873451604177
2016-11-28,NDP,1.5124401016793
2016-11-29,NDP,1.5297673113539245
2016-11-30,NDP,1.482889131958304
2016-12-01,NDP,1.4686655160605302
2016-12-02,NDP,1.4574039418982054
2016-12-03,NDP,1.4408732084255744
2016-12-04,NDP,1.4375275584765286
2016-12-05,NDP,1.4862384435885587
2016-12-06,NDP,1.5001986718662084
2016-12-07,NDP,1.457487386321499
2016-12-08,NDP,1.432482947327983
2016-12-09,NDP,1.3947735764524372
2016-12-10,NDP,1.2926298731930312
2016-12-11,NDP,1.2300546942781008
2016-12-12,NDP,1.2019897685305971
2016-12-13,NDP,1.1566892514202762
2016-12-14,NDP,1.0633726836077293
2016-12-15,NDP,1.0701432193441545
2016-12-16,NDP,1.04145120416762
2016-12-17,NDP,1.0332812951107553
2016-12-18,NDP,1.0240821208222255
2016-12-19,NDP,1.0385769930379245
2016-12-20,NDP,1.0267563084621893
2016-12-21,NDP,0.9613430963883095
2016-12-22,NDP,0.9196464017853083
2016-12-23,NDP,0.8795883061939946
2016-12-24,NDP,0.8647549237950501
2016-12-25,NDP,0.8504948331400684
2016-12-26,NDP,0.8863175891680264
2016-12-27,NDP,0.89686743399414115
2016-12-28,NDP,0.856121647609674
2016-12-29,NDP,0.8384820354840766
2016-12-30,NDP,0.822802341858776
2016-12-31,NDP,0.8087951208770419
2017-01-01,NDP,0.7953459155118773
2017-01-02,NDP,0.830480937044336
2017-01-03,NDP,0.8414074139496888
2017-01-04,NDP,0.8014596603424506
2017-01-05,NDP,0.7841300366614495
2017-01-06,NDP,0.7687748370341382
2017-01-07,NDP,0.7367537970196448
2017-01-08,NDP,0.7049810933930477
2017-01-09,NDP,0.7088113433095563
2017-01-10,NDP,0.6887351517144016
2017-01-11,NDP,0.6262614746826156
2017-01-12,NDP,0.5993899852071516
2017-01-13,NDP,0.5740696965958906
2017-01-14,NDP,0.5423756189553711
2017-01-15,NDP,0.5107513033172746
2017-01-16,NDP,0.5069415424048656
2017-01-17,NDP,0.4838421257424013
2017-01-18,NDP,0.5341632892112929
2017-01-19,NDP,0.5780510456451315
2017-01-20,NDP,0.6167263177169178
2017-01-21,NDP,0.713117782833055
2017-01-22,NDP,0.7937682214115858
2017-01-23,NDP,0.7980443380880221
2017-01-24,NDP,0.8240939151995059
2017-01-25,NDP,0.8158193580497762
2017-01-26,NDP,0.77901373131479
2017-01-27,NDP,0.7583759197097899
2017-01-28,NDP,0.7379157061070052
2017-01-29,NDP,0.7200439017796743
2017-01-30,NDP,0.7441994882161332
2017-01-31,NDP,0.7498911919083404
2017-02-01,NDP,0.7185591907278907
2017-02-02,NDP,0.7058506648989219
2017-02-03,NDP,0.6730993194963095
2017-02-04,NDP,0.6437220080026967
2017-02-05,NDP,0.6154625547787477
2017-02-06,NDP,0.6258945049992379
2017-02-07,NDP,0.6178326875265887
2017-02-08,NDP,0.597953365986483
2017-02-09,NDP,0.5851920185178632
2017-02-10,NDP,0.5736774449088944
2017-02-11,NDP,0.5606784322881581
2017-02-12,NDP,0.5481494841662939
2017-02-13,NDP,0.5715204897495897
2017-02-14,NDP,0.5813572390348364
2017-02-15,NDP,0.5999769926877924
2017-02-16,NDP,0.614209714940474
2017-02-17,NDP,0.6270944416849707
2017-02-18,NDP,0.6356890420785081
2017-02-19,NDP,0.6435191136284995
2017-02-20,NDP,0.6423592170213988
2017-02-21,NDP,0.6442564096942116
2017-02-22,NDP,0.6209427997911147
2017-02-23,NDP,0.6046668269985894
2017-02-24,NDP,0.5943791809172316
2017-02-25,NDP,0.5832460420076412
2017-02-26,NDP,0.5728914772474729
2017-02-27,NDP,0.5900203495038945
2017-02-28,NDP,0.6008444049589649
2017-03-01,NDP,0.5825941374182256
2017-03-02,NDP,0.5768236848876344
2017-03-03,NDP,0.5719769397025942
2017-03-04,NDP,0.5613685115841912
2017-03-05,NDP,0.5541099615785695
2017-03-06,NDP,0.5722702848696362
2017-03-07,NDP,0.5773406181384341
2017-03-08,NDP,0.5692343329410505
2017-03-09,NDP,0.5746237914260203
2017-03-10,NDP,0.5771241152741864
2017-03-11,NDP,0.5780230544479626
2017-03-12,NDP,0.5787435777799461
2017-03-13,NDP,0.5935742863147835
2017-03-14,NDP,0.5674472149691405
2017-03-15,NDP,0.6459799438779479
2017-03-16,NDP,0.7045592937354075
2017-03-17,NDP,0.7588268086486596
2017-03-18,NDP,0.808098444298855
2017-03-19,NDP,0.8870638434746757
2017-03-20,NDP,0.8387222194220859
2017-03-21,NDP,0.8153513919612234
2017-03-22,NDP,0.7988928024491909
2017-03-23,NDP,0.790779754983607
2017-03-24,NDP,0.7837145105794802
2017-03-25,NDP,0.7976922422938281
2017-03-26,NDP,0.8501233811261957
2017-03-27,NDP,0.8892335982035287
2017-03-28,NDP,0.9197972613948784
2017-03-29,NDP,0.9597826704007083
2017-03-30,NDP,1.0046543465143363
2017-03-31,NDP,1.0046588890463861
2017-04-01,NDP,1.0142518737113166
2017-04-02,NDP,1.0257991062016325
2017-04-03,NDP,1.031394033423896
2017-04-04,NDP,1.0323966018453017
2017-04-05,NDP,1.0428019538708735
2017-04-06,NDP,1.0609744302037247
2017-04-07,NDP,1.0794059006760253
2017-04-08,NDP,1.092237584941505
2017-04-09,NDP,1.119022830514037
2017-04-10,NDP,1.1373027564773346
2017-04-11,NDP,1.1492431607261608
2017-04-12,NDP,1.1128052181929942
2017-04-13,NDP,1.1060559489968804
2017-04-14,NDP,1.0890637920843755
2017-04-15,NDP,1.0739794582946318
2017-04-16,NDP,1.0595757813090534
2017-04-17,NDP,1.0778664693566846
2017-04-18,NDP,1.0702624921561719
2017-04-19,NDP,1.0197045162626321
2017-04-20,NDP,0.9904401052142326
2017-04-21,NDP,0.9537316323588765
2017-04-22,NDP,0.9405972432604923
2017-04-23,NDP,0.9284428143510235
2017-04-24,NDP,0.9540470101933529
2017-04-25,NDP,0.9562726933954367
2017-04-26,NDP,1.0530697183781161
2017-04-27,NDP,1.1284823350746618
2017-04-28,NDP,1.1971283716878582
2017-04-29,NDP,1.2645664508571344
2017-04-30,NDP,1.3298949084529053
2017-05-01,NDP,1.3090687949748154
2017-05-02,NDP,1.300696015171231
2017-05-03,NDP,1.2942890057115366
2017-05-04,NDP,1.3038992956161035
2017-05-05,NDP,1.3152606665497024
2017-05-06,NDP,1.32362552386209
2017-05-07,NDP,1.3327718936301687
2017-05-08,NDP,1.3609949534537276
2017-05-09,NDP,1.3835742688565191
2017-05-10,NDP,1.3817490049926529
2017-05-11,NDP,1.3912878514757292
2017-05-12,NDP,1.4002312612052163
2017-05-13,NDP,1.353577527967571
2017-05-14,NDP,1.318811709436725
2017-05-15,NDP,1.3142827668253738
2017-05-16,NDP,1.2996743890686688
2017-05-17,NDP,1.2881042658804644
2017-05-18,NDP,1.3222906805062797
2017-05-19,NDP,1.337102698182072
2017-05-20,NDP,1.3466387226963945
2017-05-21,NDP,1.3552690846701076
2017-05-22,NDP,1.3670743163036292
2017-05-23,NDP,1.372340488060909
2017-05-24,NDP,1.324839040409774
2017-05-25,NDP,1.2963246673222204
2017-05-26,NDP,1.2785619170049998
2017-05-27,NDP,1.2595689498121516
2017-05-28,NDP,1.2461606885589487
2017-05-29,NDP,1.2885702793275635
2017-05-30,NDP,1.3127198168399397
2017-05-31,NDP,1.3005071246574154
2017-06-01,NDP,1.303194711926198
2017-06-02,NDP,1.302531108665517
2017-06-03,NDP,1.3002809806720692
2017-06-04,NDP,1.298153026178125
2017-06-05,NDP,1.4064682714180547
2017-06-06,NDP,1.4533881375585316
2017-06-07,NDP,1.4790672969402412
2017-06-08,NDP,1.4590807835935156
2017-06-09,NDP,1.4923061749873094
2017-06-10,NDP,1.4413501645451212
2017-06-11,NDP,1.4257421576776865
2017-06-12,NDP,1.4348004609132925
2017-06-13,NDP,1.4880259705142715
2017-06-14,NDP,1.5919962430414378
2017-06-15,NDP,1.664325615794634
2017-06-16,NDP,1.7377488822723364
2017-06-17,NDP,1.8018046385827837
2017-06-18,NDP,1.8633360808211266
2017-06-19,NDP,1.8174087216208825
2017-06-20,NDP,1.8010924614845927
2017-06-21,NDP,1.8640805478472005
2017-06-22,NDP,1.9146940864151794
2017-06-23,NDP,1.962919475236299
2017-06-24,NDP,2.0103186155437243
2017-06-25,NDP,2.056796871165025
2017-06-26,NDP,2.0351424156142475
2017-06-27,NDP,2.0280228177510913
2017-06-28,NDP,1.9351899573690532
2017-06-29,NDP,1.8922067473074957
2017-06-30,NDP,1.8563656658245027
2017-07-01,NDP,1.8179384587859193
2017-07-02,NDP,1.782552786646346
2017-07-03,NDP,1.846122783220992
2017-07-04,NDP,1.8639565073870572
2017-07-05,NDP,1.8365907204034422
2017-07-06,NDP,1.8349357469360879
2017-07-07,NDP,1.823219138716381
2017-07-08,NDP,1.8195182406076622
2017-07-09,NDP,1.8159093987194637
2017-07-10,NDP,1.85845434575725
2017-07-11,NDP,1.8708614255080653
2017-07-12,NDP,1.9225080836024457
2017-07-13,NDP,1.9675942826936583
2017-07-14,NDP,1.9513608010896735
2017-07-15,NDP,1.963444813836952
2017-07-16,NDP,1.9794729031054572
2017-07-17,NDP,1.9718905039756813
2017-07-18,NDP,1.9552337573873904
2017-07-19,NDP,2.029890438368224
2017-07-20,NDP,2.072405521892658
2017-07-21,NDP,2.1114568296776084
2017-07-22,NDP,2.1424988959384517
2017-07-23,NDP,2.1722486661081897
2017-07-24,NDP,2.1791899365067406
2017-07-25,NDP,2.1859882521387592
2017-07-26,NDP,2.1288416239490955
2017-07-27,NDP,2.1150654207364
2017-07-28,NDP,2.106633915803881
2017-07-29,NDP,2.092794407164475
2017-07-30,NDP,2.0791649340416116
2017-07-31,NDP,2.138871286695477
2017-08-01,NDP,2.1576177227815805
2017-08-02,NDP,2.0642797233675503
2017-08-03,NDP,2.025548145828813
2017-08-04,NDP,1.9925859582348981
2017-08-05,NDP,1.9508550872374084
2017-08-06,NDP,1.9110759791388006
2017-08-07,NDP,1.9797957366281107
2017-08-08,NDP,2.0015663928858087
2017-08-09,NDP,1.940464077121947
2017-08-10,NDP,1.9297283313922633
2017-08-11,NDP,1.9242184177616142
2017-08-12,NDP,1.9220246211673082
2017-08-13,NDP,1.9128171938532552
2017-08-14,NDP,1.9507600571032806
2017-08-15,NDP,1.9445055636709423
2017-08-16,NDP,1.889262203814311
2017-08-17,NDP,1.8633399452601218
2017-08-18,NDP,1.838113484983325
2017-08-19,NDP,1.8435638382444193
2017-08-20,NDP,1.8457828686175692
2017-08-21,NDP,1.8560583058787177
2017-08-22,NDP,1.8329670505328015
2017-08-23,NDP,1.7580380464424372
2017-08-24,NDP,1.7142920346623858
2017-08-25,NDP,1.6721961883826375
2017-08-26,NDP,1.6645795722241878
2017-08-27,NDP,1.5825462949457791
2017-08-28,NDP,1.59333741872316
2017-08-29,NDP,1.5761366399424375
2017-08-30,NDP,1.4833353645623109
2017-08-31,NDP,1.4292871519001058
2017-09-01,NDP,1.4560873248327795
2017-09-02,NDP,1.4423054594300684
2017-09-03,NDP,1.4260855796074847
2017-09-04,NDP,1.4855823973042577
2017-09-05,NDP,1.5067275318790896
2017-09-06,NDP,1.5331860676090159
2017-09-07,NDP,1.5631649348630385
2017-09-08,NDP,1.5075526255999154
2017-09-09,NDP,1.4911055068324093
2017-09-10,NDP,1.4777921084847114
2017-09-11,NDP,1.4116872521450716
2017-09-12,NDP,1.3489587215449756
2017-09-13,NDP,1.3463734420872835
2017-09-14,NDP,1.3233671003500436
2017-09-15,NDP,1.298334495379478
2017-09-16,NDP,1.3166336634576825
2017-09-17,NDP,1.3257368256398085
2017-09-18,NDP,1.3081117352325307
2017-09-19,NDP,1.2690581425434821
2017-09-20,NDP,1.185301049186402
2017-09-21,NDP,1.1235296655539775
2017-09-22,NDP,1.0630059624483805
2017-09-23,NDP,1.1429030621295648
2017-09-24,NDP,1.1903878472849847
2017-09-25,NDP,1.2543292399409598
2017-09-26,NDP,1.2896929952679814
2017-09-27,NDP,1.2628310626370296
2017-09-28,NDP,1.171807801433822
2017-09-29,NDP,1.1139467405764396
2017-09-30,NDP,1.1139735033540925
2017-10-01,NDP,1.108914809557954
2017-10-02,NDP,1.1481443538613232
2017-10-03,NDP,1.1582815067581502
2017-10-04,NDP,1.190536955187973
2017-10-05,NDP,1.187105786640373
2017-10-06,NDP,1.190242776339447
2017-10-07,NDP,1.2061167946468494
2017-10-08,NDP,1.2881322416018148
2017-10-09,NDP,1.3790258029715308
2017-10-10,NDP,1.4727364033373596
2017-10-11,NDP,1.535309021413542
2017-10-12,NDP,1.620405055810727
2017-10-13,NDP,1.6428057421866833
2017-10-14,NDP,1.6334417086935715
2017-10-15,NDP,1.62408729606578
2017-10-16,NDP,1.6494377154900544
2017-10-17,NDP,1.6543442179343846
2017-10-18,NDP,1.6431583876410971
2017-10-19,NDP,1.6817436452050487
2017-10-20,NDP,1.6613188530268463
2017-10-21,NDP,1.8207462531923473
2017-10-22,NDP,1.9135318263169836
2017-10-23,NDP,1.9921094077446646
2017-10-24,NDP,2.0304473744822475
2017-10-25,NDP,2.0614721177126243
2017-10-26,NDP,1.9455655733170327
2017-10-27,NDP,1.9017236442030314
2017-10-28,NDP,1.8874602882088358
2017-10-29,NDP,1.8631379755488229
2017-10-30,NDP,1.9104024371961557
2017-10-31,NDP,1.9240276726942902
2017-11-01,NDP,1.869976358201237
2017-11-02,NDP,1.8498259554441678
2017-11-03,NDP,1.8267460020599056
2017-11-04,NDP,1.8040147593349007
2017-11-05,NDP,1.7826887985435704
2017-11-06,NDP,1.7887229791784403
2017-11-07,NDP,1.782539157034273
2017-11-08,NDP,1.7242154884104184
2017-11-09,NDP,1.693184851151269
2017-11-10,NDP,1.6026125877596389
2017-11-11,NDP,1.5831936693850603
2017-11-12,NDP,1.5464157804723164
2017-11-13,NDP,1.56124431202567
2017-11-14,NDP,1.5452459042094666
2017-11-15,NDP,1.5561847502976252
2017-11-16,NDP,1.5522327447413093
2017-11-17,NDP,1.546009837648625
2017-11-18,NDP,1.5448375396277059
2017-11-19,NDP,1.5427972705155912
2017-11-20,NDP,1.568119101462982
2017-11-21,NDP,1.5729170395177852
2017-11-22,NDP,1.5144269330284639
2017-11-23,NDP,1.4864378687130713
2017-11-24,NDP,1.4613936122360252
2017-11-25,NDP,1.5325164192333858
2017-11-26,NDP,1.5757577677041188
2017-11-27,NDP,1.6786884793005015
2017-11-28,NDP,1.7466859629151046
2017-11-29,NDP,1.7865030223230587
2017-11-30,NDP,1.7389285987598662
2017-12-01,NDP,1.7180704739779515
2017-12-02,NDP,1.6972981229101278
2017-12-03,NDP,1.678418619437603
2017-12-04,NDP,1.6885484067121486
2017-12-05,NDP,1.6931254729282572
2017-12-06,NDP,1.707623056876479
2017-12-07,NDP,1.727777108380387
2017-12-08,NDP,1.7603517194253597
2017-12-09,NDP,1.7866384295008853
2017-12-10,NDP,1.754146217097181
2017-12-11,NDP,1.8220856507014793
2017-12-12,NDP,1.849225803020646
2017-12-13,NDP,1.8564778029364255
2017-12-14,NDP,1.8758329251802663
2017-12-15,NDP,1.953709328572684
2017-12-16,NDP,1.9207945989474797
2017-12-17,NDP,1.9229903109124848
2017-12-18,NDP,1.938394283236293
2017-12-19,NDP,1.9255379864902156
2017-12-20,NDP,1.8507776345832276
2017-12-21,NDP,1.8015899619474998
2017-12-22,NDP,1.7558808209163632
2017-12-23,NDP,1.7104210273011566
2017-12-24,NDP,1.6829894689023952
2017-12-25,NDP,1.7252110648349301
2017-12-26,NDP,1.7430607690999118
2017-12-27,NDP,1.7176150646753576
2017-12-28,NDP,1.7161246535026424
2017-12-29,NDP,1.7166903250419139
2017-12-30,NDP,1.7118209732254788
2017-12-31,NDP,1.7075262193454261
2018-01-01,NDP,1.7422313753641547
2018-01-02,NDP,1.8421617830674486
2018-01-03,NDP,1.8120898461514876
2018-01-04,NDP,1.8224077612244987
2018-01-05,NDP,1.8338147347015359
2018-01-06,NDP,1.8536615544182005
2018-01-07,NDP,1.779575168247955
2018-01-08,NDP,1.789544306358021
2018-01-09,NDP,1.7937715228956157
2018-01-10,NDP,1.7945658031300682
2018-01-11,NDP,1.8065599099708067
2018-01-12,NDP,1.8191314453077687
2018-01-13,NDP,1.875513795657389
2018-01-14,NDP,1.8961885315688083
2018-01-15,NDP,1.9209139217413214
2018-01-16,NDP,1.9279002121242463
2018-01-17,NDP,1.8701452982121585
2018-01-18,NDP,1.8497750846879888
2018-01-19,NDP,1.8328879813631054
2018-01-20,NDP,1.8155041660610132
2018-01-21,NDP,1.9006589512192242
2018-01-22,NDP,2.007592464922108
2018-01-23,NDP,2.0709526145793102
2018-01-24,NDP,1.9633736393406003
2018-01-25,NDP,1.900085370798833
2018-01-26,NDP,1.7414448100936526
2018-01-27,NDP,1.6286845740114555
2018-01-28,NDP,1.5240548297417722
2018-01-29,NDP,1.593902527995791
2018-01-30,NDP,1.6188497042773615
2018-01-31,NDP,1.6202471656196784
2018-02-01,NDP,1.6370453461547823
2018-02-02,NDP,1.6527084558969594
2018-02-03,NDP,1.6617298969381025
2018-02-04,NDP,1.6697510162673652
2018-02-05,NDP,1.6973744434668276
2018-02-06,NDP,1.7059530601667745
2018-02-07,NDP,1.6972493465510194
2018-02-08,NDP,1.6999812582098073
2018-02-09,NDP,1.7076379322803512
2018-02-10,NDP,1.704793558405311
2018-02-11,NDP,1.7017998637474048
2018-02-12,NDP,1.7136117490711005
2018-02-13,NDP,1.7132944068581861
2018-02-14,NDP,1.6346571775636547
2018-02-15,NDP,1.601798586304613
2018-02-16,NDP,1.5730110557691677
2018-02-17,NDP,1.5476371136547944
2018-02-18,NDP,1.5237130533534071
2018-02-19,NDP,1.577308807695792
2018-02-20,NDP,1.5930057896338037
2018-02-21,NDP,1.5407547229970362
2018-02-22,NDP,1.52228032020298
2018-02-23,NDP,1.506617705478676
2018-02-24,NDP,1.4888526219602727
2018-02-25,NDP,1.443185035718656
2018-02-26,NDP,1.5187565835544625
2018-02-27,NDP,1.5409731655988492
2018-02-28,NDP,1.4457124522582547
2018-03-01,NDP,1.3971239084433913
2018-03-02,NDP,1.38194790768903
2018-03-03,NDP,1.3916724008650168
2018-03-04,NDP,1.3914745284658214
